# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = timeseries_model
# start_datetime = 2023-01-12 14:23:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\timeseries\timeseries.data.R
# init = 2 (Default)
# random
#   seed = 2911287628 (Default)
# output
#   file = examples\timeseries\timeseriesMCMC5k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,lambda
-20.2592,0.982906,0.215188,2,3,0,20.468,-0.947553,0.818899,0.673221
-22.6429,0.891346,0.215188,3,7,0,23.1136,-0.666222,0.794235,0.7438
-18.1054,0.987969,0.215188,4,19,0,23.1713,-1.25613,0.731769,0.566238
-17.8952,0.982061,0.215188,3,11,0,19.116,-1.43737,0.666884,0.53943
-18.2624,0.991598,0.215188,3,15,0,20.922,-1.19745,0.705927,0.590442
-17.8913,1,0.215188,3,7,0,18.2866,-1.29414,0.691246,0.563661
-17.7582,0.980471,0.215188,2,7,0,18.0443,-1.3389,0.688683,0.547226
-17.8245,0.97049,0.215188,4,19,0,19.143,-1.71676,0.716672,0.421766
-17.906,0.961915,0.215188,4,15,0,18.2296,-1.59521,0.7239,0.449464
-17.5284,0.999413,0.215188,3,15,0,18.3262,-1.44871,0.680411,0.517331
-18.0979,0.8934,0.215188,3,11,0,18.4134,-1.53202,0.716086,0.461947
-18.2189,0.998401,0.215188,3,15,0,19.6166,-1.58024,0.578046,0.47727
-17.9954,0.999553,0.215188,4,15,0,18.597,-1.41604,0.774817,0.528097
-17.9904,0.991865,0.215188,4,23,0,19.026,-1.83474,0.629493,0.392027
-18.0712,0.890551,0.215188,2,3,0,18.6347,-1.84505,0.623769,0.399899
-19.2174,0.994824,0.215188,4,15,0,20.0333,-1.55256,0.839489,0.471966
-17.8928,0.857198,0.215188,3,13,0,21.058,-1.81595,0.690916,0.404201
-17.9223,0.910845,0.215188,4,23,0,18.9975,-1.33621,0.730991,0.53797
-20.9584,0.887531,0.215188,4,15,0,23.1125,-1.96382,0.483221,0.329252
-19.0765,0.93839,0.215188,3,15,0,24.0342,-2.026,0.646126,0.357334
-19.5341,1,0.215188,2,7,0,19.6731,-2.03001,0.644724,0.305066
-19.4212,0.999974,0.215188,2,3,0,19.6265,-2.10643,0.63456,0.325876
-20.0267,0.908462,0.215188,3,15,0,23.6609,-2.14126,0.617424,0.27696
-20.5414,0.782766,0.215188,4,23,0,22.834,-1.4457,0.70895,0.453446
-18.9558,1,0.215188,2,3,0,20.3836,-1.54926,0.69294,0.52967
-20.7878,0.977524,0.215188,3,15,0,21.6603,-1.61002,0.866445,0.502049
-19.8058,0.968446,0.215188,4,15,0,21.509,-1.24599,0.578529,0.604335
-18.7231,0.951623,0.215188,4,15,0,20.421,-1.2046,0.654672,0.609335
-18.7989,1,0.215188,4,15,0,19.2281,-1.98135,0.708597,0.345547
-20.0791,0.736808,0.215188,3,15,0,21.4233,-1.71835,0.682517,0.490013
-21.2846,0.982359,0.215188,4,15,0,22.7195,-1.21202,0.623797,0.646456
-18.0883,0.965342,0.215188,3,11,0,21.4308,-1.33486,0.663754,0.533271
-20.2633,0.768896,0.215188,4,31,0,22.1608,-2.1076,0.64667,0.27657
-19.8277,0.917285,0.215188,4,19,0,21.4398,-1.22412,0.675298,0.538807
-17.6471,0.993801,0.215188,3,15,0,20.3784,-1.59791,0.63852,0.479164
-18.3245,0.700652,0.215188,4,23,0,20.1735,-1.42855,0.695915,0.489728
-18.66,0.904034,0.215188,3,15,0,20.0966,-1.66788,0.65315,0.409336
-17.9112,0.647791,0.215188,2,7,0,21.5023,-1.6226,0.687505,0.437659
-19.7691,0.921617,0.215188,3,11,0,21.1017,-1.50909,0.531348,0.468495
-22.5613,0.458624,0.215188,3,15,0,26.028,-1.5458,0.564279,0.558832
-22.5613,0.280506,0.215188,1,1,0,26.4739,-1.5458,0.564279,0.558832
-20.8203,1,0.215188,2,3,0,22.1656,-1.37104,0.554331,0.491738
-18.8378,0.985325,0.215188,3,11,0,22.6023,-1.15402,0.687331,0.586163
-17.5005,0.930709,0.215188,5,31,0,19.4515,-1.53432,0.679462,0.480599
-19.4158,0.797512,0.215188,4,15,0,20.5151,-1.12277,0.71867,0.583889
-18.9122,1,0.215188,3,11,0,19.4575,-1.27471,0.733926,0.534554
-19.5808,0.965233,0.215188,3,15,0,21.8042,-1.75809,0.503924,0.417134
-18.875,0.999831,0.215188,4,15,0,20.1174,-1.94216,0.74051,0.360792
-20.0109,0.88029,0.215188,4,31,0,24.4877,-2.16606,0.660624,0.312637
-19.4631,0.937,0.215188,2,3,0,20.6809,-2.12309,0.641179,0.316472
-20.4454,0.99669,0.215188,4,15,0,21.1302,-2.01644,0.490769,0.340171
-20.8649,0.888467,0.215188,2,3,0,21.4168,-2.02023,0.490281,0.361247
-19.8259,1,0.215188,4,15,0,21.8531,-1.99806,0.763069,0.366441
-20.5194,0.803791,0.215188,4,15,0,21.9054,-1.96702,0.776821,0.392144
-17.8842,0.997236,0.215188,4,15,0,21.3719,-1.77059,0.639696,0.40345
-21.2382,0.409231,0.215188,1,3,0,22.1818,-1.90537,0.639052,0.438272
-19.3753,0.800419,0.215188,2,3,0,23.5425,-1.7057,0.704299,0.388386
-18.844,0.952302,0.215188,3,15,0,25.2913,-1.63648,0.646115,0.415947
-18.4683,1,0.215188,2,3,0,18.8218,-1.73847,0.669875,0.459618
-17.6656,0.979055,0.215188,2,7,0,19.952,-1.71162,0.700935,0.428184
-17.9701,0.959589,0.215188,3,7,0,18.0178,-1.7338,0.718903,0.443672
-18.0207,0.732243,0.215188,2,3,0,19.5688,-1.69755,0.708723,0.461649
-18.8221,0.970315,0.215188,3,15,0,19.8155,-1.46255,0.817312,0.530153
-21.4777,0.655524,0.215188,4,31,0,23.8264,-2.17665,0.502354,0.265605
-20.4101,0.965925,0.215188,3,7,0,21.9473,-2.19498,0.55242,0.289414
-21.7336,0.947702,0.215188,4,15,0,22.6355,-2.04272,0.463678,0.358159
-17.6327,0.982189,0.215188,4,15,0,22.5141,-1.50288,0.739632,0.498688
-17.4736,0.985817,0.215188,3,15,0,18.4987,-1.61262,0.670719,0.469385
-17.6136,0.983463,0.215188,4,15,0,17.7881,-1.44727,0.699997,0.527533
-17.8072,0.993521,0.215188,3,15,0,18.1735,-1.39199,0.646212,0.530958
-18.1515,0.904041,0.215188,2,3,0,18.2587,-1.42342,0.640894,0.545926
-17.8715,0.986421,0.215188,4,19,0,18.7119,-1.82457,0.666241,0.401882
-17.9046,0.923321,0.215188,3,15,0,18.6501,-1.781,0.691159,0.426217
-17.6447,0.994746,0.215188,4,15,0,18.2966,-1.71283,0.697433,0.428962
-18.2443,0.94591,0.215188,4,31,0,19.2113,-1.53519,0.769303,0.510447
-18.7202,0.759392,0.215188,2,7,0,20.1682,-1.49193,0.707175,0.461919
-18.1437,1,0.215188,2,3,0,18.7219,-1.56026,0.722979,0.509926
-19.2943,0.973491,0.215188,4,19,0,19.4254,-1.97045,0.594343,0.38231
-18.7709,1,0.215188,3,7,0,19.3137,-1.91499,0.594467,0.391144
-20.7284,0.750668,0.215188,4,19,0,22.0873,-1.34134,0.683728,0.485901
-19.8203,1,0.215188,2,3,0,20.6167,-1.51814,0.664098,0.549911
-18.5063,0.986528,0.215188,3,11,0,20.257,-1.40122,0.619481,0.504601
-18.3023,0.985831,0.215188,3,11,0,19.1202,-1.53856,0.726244,0.456539
-19.2616,0.999918,0.215188,4,15,0,20.5926,-1.87047,0.7875,0.375772
-18.0005,0.984026,0.215188,4,15,0,20.4916,-1.31751,0.748684,0.547302
-17.5933,0.995827,0.215188,4,23,0,20.0043,-1.62561,0.698235,0.47312
-17.866,0.96795,0.215188,3,11,0,17.919,-1.56295,0.672882,0.504053
-17.8888,0.972426,0.215188,3,11,0,18.3162,-1.50105,0.740479,0.518139
-18.6529,0.924443,0.215188,4,31,0,20.4889,-1.86788,0.715619,0.410045
-18.6475,0.999821,0.215188,4,15,0,18.7705,-1.75103,0.728213,0.391228
-18.6697,0.983948,0.215188,2,7,0,21.2785,-1.82635,0.769245,0.396765
-19.5457,0.982783,0.215188,3,15,0,21.9179,-1.68327,0.841053,0.433965
-19.792,0.910157,0.215188,2,3,0,20.1971,-1.66715,0.845126,0.429803
-18.33,0.998524,0.215188,3,13,0,20.8766,-1.72395,0.772315,0.435923
-17.5644,0.980315,0.215188,3,7,0,18.4801,-1.68899,0.679928,0.435856
-18.2754,0.812165,0.215188,2,7,0,19.7274,-1.69765,0.623984,0.411452
-21.6815,0.94359,0.215188,3,15,0,23.5072,-2.28875,0.580672,0.223863
-21.7027,0.892043,0.215188,4,15,0,25.3146,-2.29585,0.712446,0.276458
-19.9443,0.990746,0.215188,4,31,0,22.1367,-1.12762,0.628368,0.582634
-20.6132,0.914606,0.215188,4,15,0,23.2318,-1.33089,0.518648,0.575657
-18.5198,1,0.215188,3,15,0,20.7954,-1.5096,0.570494,0.506817
-18.6793,0.992714,0.215188,4,23,0,20.2549,-1.55843,0.552502,0.476826
-19.0754,0.90031,0.215188,2,3,0,19.5951,-1.56376,0.532967,0.473046
-20.6442,0.593528,0.215188,2,3,0,22.1962,-1.50967,0.513556,0.458725
-20.8936,0.904167,0.215188,4,15,0,22.3073,-1.61828,0.527567,0.413388
-22.2018,0.938636,0.215188,4,31,0,24.1378,-2.12549,0.726475,0.2528
-21.6602,0.929159,0.215188,4,31,0,25.5488,-1.34532,0.599716,0.612374
-18.5838,1,0.215188,2,5,0,21.8246,-1.32923,0.616949,0.571779
-19.668,0.979856,0.215188,4,15,0,20.4897,-1.02157,0.79516,0.635014
-17.7967,0.926321,0.215188,4,15,0,20.5015,-1.43119,0.634924,0.519794
-19.0109,0.796023,0.215188,3,15,0,19.8957,-1.60775,0.620893,0.424503
-19.7384,0.92545,0.215188,4,19,0,21.6858,-1.50847,0.662823,0.55174
-18.2289,0.917554,0.215188,3,15,0,20.9957,-1.41213,0.607433,0.515288
-19.2997,0.931004,0.215188,4,31,0,20.1061,-1.20254,0.832353,0.603623
-19.4198,0.851085,0.215188,4,31,0,22.0956,-1.61608,0.798028,0.50112
-18.8707,1,0.215188,1,1,0,19.4499,-1.5976,0.791002,0.498447
-18.5731,0.966258,0.215188,3,15,0,19.5056,-1.73673,0.689515,0.461886
-18.8213,0.997889,0.215188,4,15,0,19.5103,-1.45733,0.561832,0.500271
-18.7473,0.862907,0.215188,2,7,0,20.3173,-1.60594,0.609445,0.502126
-17.7959,0.663485,0.215188,2,3,0,21.4105,-1.63909,0.610609,0.45639
-17.7177,0.987419,0.215188,3,15,0,18.7814,-1.50423,0.749928,0.501695
-18.5026,0.713488,0.215188,2,7,0,19.7758,-1.40523,0.714117,0.494685
-17.7183,0.996186,0.215188,3,11,0,18.7815,-1.55209,0.655447,0.466571
-18.1541,0.952254,0.215188,3,11,0,22.7791,-1.67813,0.770013,0.443496
-18.2198,0.906923,0.215188,3,15,0,19.2562,-1.52106,0.727729,0.523379
-18.9696,0.897323,0.215188,3,11,0,19.689,-1.46938,0.626918,0.548688
-17.6824,0.8582,0.215188,2,7,0,19.764,-1.415,0.658144,0.529772
-17.5642,0.984151,0.215188,5,31,0,20.8029,-1.42736,0.692428,0.527194
-18.5139,0.82976,0.215188,3,11,0,18.7934,-1.59943,0.720137,0.505269
-17.8031,1,0.215188,2,3,0,18.3803,-1.53622,0.716906,0.468896
-17.5981,0.998937,0.215188,4,15,0,18.1184,-1.61233,0.699904,0.452699
-17.4923,0.974234,0.215188,3,15,0,17.8168,-1.57677,0.709792,0.479224
-18.8803,0.922414,0.215188,2,7,0,21.927,-1.66882,0.803149,0.43067
-17.6171,0.995265,0.215188,4,15,0,19.3678,-1.49146,0.71797,0.491243
-17.9333,0.789705,0.215188,2,7,0,19.1833,-1.3952,0.72842,0.513668
-20.0794,0.797241,0.215188,4,15,0,20.5485,-1.65293,0.56859,0.5005
-20.0794,0.642124,0.215188,1,1,0,21.4831,-1.65293,0.56859,0.5005
-18.2942,1,0.215188,2,7,0,19.8112,-1.58355,0.58247,0.487537
-19.0837,0.897507,0.215188,2,7,0,20.4364,-1.53062,0.549747,0.469078
-18.2984,0.890254,0.215188,4,15,0,20.5621,-1.83068,0.618165,0.416537
-18.3004,0.871581,0.215188,4,15,0,19.5905,-1.49635,0.671284,0.533863
-19.1571,0.997831,0.215188,3,15,0,19.8135,-1.70153,0.818578,0.451092
-18.2721,0.99134,0.215188,3,15,0,20.7237,-1.89683,0.695908,0.384025
-17.9085,0.940899,0.215188,4,15,0,19.2023,-1.73383,0.730915,0.421461
-18.1634,0.957361,0.215188,4,15,0,19.1372,-1.89137,0.680279,0.383499
-18.9909,0.756213,0.215188,2,3,0,19.708,-1.96991,0.685637,0.379007
-17.4868,0.99151,0.215188,4,31,0,19.0846,-1.49569,0.697472,0.496005
-17.8174,0.895295,0.215188,4,15,0,18.3612,-1.73508,0.623283,0.434017
-20.1658,0.595404,0.215188,3,11,0,22.5838,-1.63089,0.689068,0.399628
-17.5233,0.996898,0.215188,3,11,0,19.756,-1.57773,0.650606,0.479351
-18.0705,0.92729,0.215188,3,15,0,18.282,-1.70101,0.734695,0.456366
-18.0134,1,0.215188,2,3,0,18.1965,-1.70574,0.728386,0.454239
-18.7094,0.91135,0.215188,3,15,0,19.1781,-1.69198,0.735157,0.475681
-18.439,1,0.215188,4,19,0,19.0956,-1.68696,0.6992,0.408409
-18.8455,0.926801,0.215188,2,3,0,19.0399,-1.75669,0.691782,0.45962
-18.2401,0.863313,0.215188,2,3,0,20.145,-1.67833,0.686363,0.414122
-17.809,0.978525,0.215188,3,15,0,19.0937,-1.53573,0.728947,0.507185
-18.8302,0.929169,0.215188,4,15,0,19.0992,-1.65993,0.793333,0.473678
-18.3597,0.988041,0.215188,3,7,0,19.0059,-1.64552,0.771163,0.436551
-18.5259,0.994453,0.215188,3,15,0,21.7549,-1.82121,0.566414,0.40376
-20.2667,0.807826,0.215188,4,15,0,21.2769,-2.20313,0.616729,0.300765
-19.1068,0.892565,0.215188,3,15,0,22.0381,-2.00354,0.711273,0.360161
-17.7762,0.934349,0.215188,4,23,0,20.9479,-1.43824,0.754031,0.517589
-17.9338,0.963125,0.215188,4,15,0,18.2169,-1.33999,0.668625,0.536774
-19.0952,0.740647,0.215188,2,7,0,20.0259,-1.48275,0.702273,0.551669
-18.477,1,0.215188,2,7,0,19.6881,-1.29702,0.740127,0.536188
-17.7909,0.959101,0.215188,4,31,0,19.8613,-1.67672,0.680131,0.426368
-17.8838,1,0.215188,2,7,0,17.9503,-1.77527,0.662532,0.429497
-17.5562,0.893024,0.215188,4,15,0,18.8306,-1.57943,0.720111,0.481102
-18.0069,0.945284,0.215188,4,15,0,18.2084,-1.66034,0.621102,0.430267
-18.6628,0.997671,0.215188,4,15,0,19.2402,-1.39049,0.584858,0.519457
-17.9858,1,0.215188,4,15,0,19.2065,-1.36183,0.757465,0.532401
-17.9858,0.377199,0.215188,1,3,0,21.6234,-1.36183,0.757465,0.532401
-19.4644,0.542436,0.215188,2,3,0,20.1599,-1.46702,0.746644,0.558968
-18.687,1,0.215188,1,1,0,19.5134,-1.4505,0.737957,0.552684
-18.8589,0.993826,0.215188,2,5,0,19.1843,-1.32267,0.768817,0.5228
-18.3839,1,0.215188,2,7,0,19.1444,-1.40986,0.731247,0.559068
-17.9367,0.914772,0.215188,3,11,0,20.3827,-1.41208,0.727235,0.507246
-18.6018,0.972209,0.215188,4,31,0,19.2874,-1.9004,0.586615,0.364048
-18.6886,0.968054,0.215188,2,3,0,18.9408,-1.92718,0.577338,0.367788
-17.8491,0.837467,0.215188,4,31,0,21.1616,-1.67995,0.612689,0.452331
-17.972,0.989585,0.215188,3,15,0,18.5742,-1.45692,0.615344,0.505128
-18.374,0.823521,0.215188,2,3,0,19.0616,-1.42137,0.601283,0.507871
-20.1638,0.960322,0.215188,4,19,0,22.4852,-2.03199,0.508967,0.328526
-19.3822,0.911402,0.215188,4,15,0,21.1967,-1.99758,0.655318,0.314505
-19.237,0.958121,0.215188,2,3,0,20.026,-2.05015,0.671273,0.31146
-19.6437,0.924738,0.215188,4,15,0,20.705,-2.01205,0.718812,0.314181
-18.3275,0.896398,0.215188,4,15,0,20.9741,-1.55828,0.691701,0.516348
-18.3275,0.780069,0.215188,1,1,0,19.0411,-1.55828,0.691701,0.516348
-21.4087,0.929591,0.215188,4,31,0,22.0468,-1.08113,0.663147,0.684137
-20.9493,0.935569,0.215188,4,15,0,23.592,-0.963216,0.869151,0.671641
-22.5527,0.789757,0.215188,3,7,0,23.9687,-0.857743,0.881516,0.729433
-20.0884,0.998529,0.215188,3,7,0,22.7691,-0.950738,0.780432,0.686232
-18.766,0.832537,0.215188,4,31,0,22.526,-1.84092,0.58473,0.417992
-18.0666,0.755464,0.215188,2,3,0,20.6523,-1.70203,0.590645,0.43076
-18.9118,0.998786,0.215188,4,15,0,19.1104,-1.84711,0.543885,0.390585
-18.1518,0.905906,0.215188,3,15,0,21.0854,-1.70361,0.755813,0.449596
-20.0186,0.635776,0.215188,4,19,0,22.0576,-1.38479,0.75047,0.590044
-19.0936,1,0.215188,2,7,0,20.5667,-1.32816,0.718508,0.51132
-18.3373,0.987072,0.215188,4,15,0,19.5896,-1.61186,0.597727,0.488052
-17.9533,0.836976,0.215188,4,15,0,19.4626,-1.47923,0.714194,0.530679
-21.0063,0.607665,0.215188,2,3,0,22.2613,-1.39689,0.738339,0.465763
-18.8573,0.99803,0.215188,3,11,0,21.1289,-1.47844,0.724769,0.465102
-21.1168,0.997929,0.215188,4,31,0,22.408,-0.982665,0.627797,0.625413
-19.9811,1,0.215188,2,3,0,21.1905,-1.15455,0.6638,0.648216
-19.1533,0.967572,0.215188,4,15,0,20.6428,-1.15179,0.751425,0.579218
-18.1699,0.985331,0.215188,2,7,0,19.2608,-1.29979,0.742167,0.579215
-18.6689,0.957195,0.215188,4,15,0,19.1775,-1.40317,0.817842,0.540117
-19.3217,0.881256,0.215188,4,15,0,20.37,-1.1186,0.739514,0.647336
-17.7883,0.972636,0.215188,4,15,0,19.7863,-1.58754,0.747892,0.481344
-18.0113,0.931085,0.215188,4,15,0,18.5702,-1.47559,0.713368,0.481815
-17.8837,1,0.215188,2,3,0,18.0176,-1.57068,0.718995,0.500216
-19.6379,0.470305,0.215188,2,3,0,20.8999,-1.4858,0.723863,0.451691
-18.8447,0.947223,0.215188,3,15,0,21.618,-1.3958,0.771593,0.566482
-19.4554,0.941984,0.215188,2,7,0,20.6745,-1.41092,0.801574,0.566613
-18.3985,0.989594,0.215188,4,15,0,19.7412,-1.16794,0.706733,0.600664
-19.668,0.58514,0.215188,4,15,0,21.5999,-1.2581,0.661346,0.619111
-17.4898,0.984845,0.215188,4,15,0,19.8231,-1.5717,0.700379,0.484578
-18.0307,0.906754,0.215188,4,15,0,19.164,-1.70725,0.697867,0.41243
-18.2011,0.992914,0.215188,4,15,0,18.9717,-1.33177,0.653235,0.53283
-18.3858,0.987602,0.215188,4,15,0,18.6413,-1.27035,0.66562,0.550616
-18.5848,0.998484,0.215188,4,31,0,19.8841,-1.92177,0.712669,0.382046
-18.4503,0.978305,0.215188,4,15,0,18.9799,-1.90515,0.703039,0.361988
-17.8841,0.984566,0.215188,4,15,0,18.8675,-1.35016,0.682308,0.532082
-18.0725,0.976011,0.215188,2,7,0,18.8141,-1.32031,0.644614,0.561232
-17.5986,0.993652,0.215188,3,11,0,18.4283,-1.58508,0.726515,0.468099
-17.6956,0.971072,0.215188,1,1,0,17.6962,-1.57472,0.727083,0.464106
-17.6956,0.89402,0.215188,1,1,0,17.9703,-1.57472,0.727083,0.464106
-17.7642,0.976608,0.215188,3,15,0,17.9589,-1.54892,0.732988,0.50017
-17.5783,0.790923,0.215188,3,11,0,19.32,-1.6384,0.639766,0.456572
-18.829,0.974819,0.215188,4,15,0,19.1116,-1.52774,0.825078,0.50112
-19.6099,0.949031,0.215188,4,19,0,22.3753,-2.04842,0.70359,0.306319
-18.1907,0.985616,0.215188,3,15,0,20.61,-1.82955,0.645871,0.41756
-18.3064,1,0.215188,2,7,0,18.666,-1.80754,0.616793,0.38355
-19.0219,0.989716,0.215188,3,7,0,19.4143,-1.77323,0.535257,0.404185
-18.9942,0.989352,0.215188,4,15,0,19.1987,-1.79991,0.535185,0.401364
-19.436,0.853815,0.215188,1,3,0,19.7324,-1.84763,0.542868,0.417831
-18.9925,1,0.215188,1,1,0,19.3244,-1.82916,0.543643,0.409926
-20.4014,0.835544,0.215188,2,3,0,20.5577,-1.86129,0.530596,0.428011
-21.0606,0.984679,0.215188,4,15,0,22.6557,-2.00521,0.564066,0.293127
-20.1457,0.920958,0.215188,2,7,0,23.7305,-2.06551,0.687726,0.361834
-21.8766,0.821354,0.215188,3,15,0,26.5052,-1.70508,0.602659,0.363453
-21.5624,0.99713,0.215188,4,19,0,22.9666,-1.72638,0.582582,0.496815
-18.3607,0.967606,0.215188,3,15,0,21.7658,-1.83576,0.652744,0.420608
-17.5035,0.998014,0.215188,4,19,0,18.6284,-1.59992,0.684676,0.460311
-18.0105,0.74936,0.215188,2,7,0,19.0284,-1.53064,0.698008,0.463163
-19.3712,0.864748,0.215188,2,3,0,19.5101,-1.47528,0.695921,0.457391
-17.7612,0.963937,0.215188,3,11,0,19.6075,-1.58954,0.661321,0.491733
-17.7593,0.999588,0.215188,3,11,0,18.2956,-1.63466,0.706074,0.440686
-17.8326,0.991974,0.215188,3,15,0,18.2159,-1.49709,0.750777,0.48889
-18.4251,0.924266,0.215188,2,7,0,18.6202,-1.45454,0.762174,0.486331
-18.1288,1,0.215188,3,15,0,19.5287,-1.72155,0.711853,0.455333
-17.797,0.698554,0.215188,2,7,0,21.0176,-1.5849,0.682299,0.495496
-18.3618,0.948506,0.215188,3,15,0,19.0786,-1.3203,0.636676,0.536899
-18.1985,0.938631,0.215188,4,15,0,19.327,-1.59166,0.786186,0.472042
-19.4537,0.712592,0.215188,4,15,0,20.4663,-1.77041,0.637699,0.463542
-18.9791,1,0.215188,2,3,0,19.6039,-1.69342,0.636376,0.397747
-17.8038,0.936673,0.215188,2,3,0,19.227,-1.74761,0.632412,0.431772
-19.5399,0.518848,0.215188,2,3,0,21.7745,-1.78166,0.643861,0.461251
-19.3104,0.995794,0.215188,4,21,0,20.6766,-1.36674,0.644629,0.584281
-19.5279,0.95067,0.215188,2,7,0,20.6212,-1.23802,0.578226,0.563364
-21.7759,0.531438,0.215188,2,3,0,22.3506,-1.39876,0.557656,0.591411
-18.432,0.940784,0.215188,3,15,0,23.9477,-1.31908,0.702344,0.526696
-18.735,0.973485,0.215188,2,3,0,19.0663,-1.29105,0.708452,0.53082
-18.9649,0.97104,0.215188,4,19,0,19.5845,-1.62802,0.634482,0.417515
-18.3095,0.999465,0.215188,3,11,0,20.1407,-1.74078,0.763769,0.417315
-17.5968,0.860485,0.215188,2,7,0,19.323,-1.64655,0.703109,0.445107
-18.5972,0.995871,0.215188,3,11,0,18.7666,-1.58849,0.556055,0.46491
-17.6408,0.625831,0.215188,3,11,0,21.2033,-1.65005,0.702557,0.465875
-17.5748,0.991526,0.215188,3,15,0,17.7776,-1.57705,0.718482,0.468044
-18.7476,0.552821,0.215188,3,15,0,21.5453,-1.81045,0.718539,0.435282
-19.0072,0.930882,0.215188,3,11,0,20.7775,-1.68823,0.576612,0.4085
-17.9563,0.999713,0.215188,4,19,0,18.9913,-1.54369,0.757696,0.501451
-17.8665,0.788368,0.215188,4,23,0,19.5418,-1.70176,0.693697,0.418441
-17.9161,0.999254,0.215188,4,31,0,18.9603,-1.34361,0.687063,0.532982
-18.0857,0.994943,0.215188,4,15,0,18.1583,-1.34047,0.656789,0.532533
-17.731,0.989012,0.215188,4,15,0,18.2327,-1.71381,0.702278,0.423268
-19.8105,0.654707,0.215188,3,15,0,21.801,-2.0703,0.64642,0.292053
-20.0094,0.936723,0.215188,2,3,0,20.3225,-2.1335,0.634207,0.330908
-20.2369,0.876232,0.215188,4,19,0,22.5857,-1.41387,0.578687,0.478367
-18.7573,0.930018,0.215188,2,3,0,20.532,-1.5455,0.562203,0.503201
-19.9121,0.995505,0.215188,4,15,0,21.0344,-1.68258,0.50038,0.424128
-19.7865,0.935117,0.215188,3,15,0,22.3876,-1.59696,0.540008,0.50438
-20.4426,0.825388,0.215188,2,7,0,21.8424,-1.49907,0.58866,0.444646
-23.4971,0.902611,0.215188,3,7,0,24.0774,-1.66576,0.484569,0.380061
-21.2665,0.994757,0.215188,4,15,0,23.8299,-1.73009,0.855726,0.470891
-18.9444,0.997187,0.215188,3,7,0,21.1612,-1.55757,0.825341,0.496097
-18.1546,0.950885,0.215188,4,15,0,22.0559,-1.7512,0.646078,0.397498
-20.188,0.873221,0.215188,4,19,0,20.8178,-1.01584,0.741898,0.614793
-17.6167,0.999648,0.215188,4,15,0,20.5289,-1.64274,0.7173,0.462495
-17.6291,0.999974,0.215188,4,15,0,17.73,-1.45233,0.657548,0.508191
-18.3458,0.966224,0.215188,4,15,0,18.4707,-1.25209,0.6603,0.562159
-18.4614,0.922759,0.215188,4,23,0,20.1184,-1.95483,0.622997,0.360503
-17.7355,0.992141,0.215188,4,15,0,18.8893,-1.55402,0.631675,0.471514
-17.4844,0.989071,0.215188,2,7,0,17.9281,-1.61803,0.670524,0.468745
-17.6947,0.997809,0.215188,3,15,0,18.1059,-1.735,0.660927,0.417996
-18.336,0.582833,0.215188,2,3,0,20.8076,-1.73239,0.682719,0.458884
-17.5027,0.655442,0.215188,2,7,0,20.8407,-1.5623,0.654339,0.478764
-17.8454,0.851101,0.215188,3,15,0,18.7632,-1.40793,0.650007,0.516056
-17.6486,0.996452,0.215188,3,11,0,18.4591,-1.51394,0.68984,0.511891
-17.6222,0.807665,0.215188,3,11,0,18.9653,-1.6842,0.710767,0.442322
-17.872,0.987362,0.215188,3,15,0,18.6059,-1.74258,0.72507,0.430185
-18.3915,0.930625,0.215188,3,15,0,19.0232,-1.62753,0.757489,0.43515
-19.6273,0.891514,0.215188,2,7,0,20.4978,-1.62917,0.782783,0.41725
-19.0655,0.859487,0.215188,3,11,0,21.4887,-1.63479,0.676682,0.504356
-17.8019,1,0.215188,2,3,0,19.0927,-1.50425,0.655417,0.479593
-17.8196,1,0.215188,3,15,0,18.0791,-1.56979,0.610195,0.478909
-19.5542,0.983638,0.215188,4,23,0,21.1967,-1.1574,0.59242,0.608839
-19.5542,0.282778,0.215188,1,3,0,23.1866,-1.1574,0.59242,0.608839
-20.518,0.67793,0.215188,2,3,0,21.9419,-1.23559,0.569491,0.617576
-20.9444,0.900823,0.215188,3,7,0,21.8376,-1.30611,0.575985,0.609759
-17.8883,0.997695,0.215188,3,7,0,20.6033,-1.38953,0.684933,0.552499
-19.8868,0.933282,0.215188,3,7,0,20.8175,-1.32599,0.539355,0.535948
-19.8274,0.867123,0.215188,2,3,0,20.8828,-1.36078,0.526716,0.537883
