# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = bernoulli_model
# start_datetime = 2023-01-12 08:41:24 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file = examples\bernoulli\bernoulli.data.R
# init = 2 (Default)
# random
#   seed = 2890771183 (Default)
# output
#   file = examples\bernoulli\bernoullivar.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,log_p__,log_g__,theta
0,-6.74964,-0.0519855,0.257151
0,-6.92473,-0.345621,0.328711
0,-6.74802,-0.0356824,0.250019
0,-7.47257,-0.507968,0.122674
0,-6.99109,-0.428662,0.343075
0,-6.9394,-0.364418,0.332074
0,-7.01448,-0.115289,0.166903
0,-8.35459,-1.48674,0.079035
0,-6.75483,-0.0723682,0.264773
0,-8.0547,-1.12859,0.0907697
0,-7.38986,-0.429258,0.128767
0,-7.35959,-0.401159,0.131143
0,-6.78417,-2.16992e-008,0.217434
0,-6.76185,-0.0917027,0.271164
0,-7.06251,-0.513506,0.356635
0,-7.17582,-0.239928,0.147725
0,-7.57704,-1.06016,0.428412
0,-7.06699,-0.5187,0.357435
0,-6.92415,-0.344873,0.328576
0,-6.74949,-0.0511503,0.256813
0,-6.74898,-0.0479477,0.255492
0,-8.40852,-1.55362,0.0771531
0,-7.04268,-0.490329,0.353026
0,-8.05828,-1.13273,0.0906152
0,-6.75726,-0.0796052,0.267243
0,-6.80196,-0.00183471,0.210516
0,-7.25366,-0.726394,0.387166
0,-6.78943,-0.148128,0.287069
0,-8.0736,-1.15045,0.0899587
0,-7.61316,-0.647744,0.113437
0,-7.30663,-0.782867,0.394625
0,-7.21291,-0.271052,0.144027
0,-6.79779,-0.162776,0.290748
0,-8.52345,-1.9536,0.516584
0,-9.82962,-3.56626,0.0430931
0,-7.24168,-0.713498,0.38543
0,-6.81764,-0.00563573,0.205399
0,-6.76175,-0.0053376,0.229676
0,-7.43233,-0.469334,0.125569
0,-6.92629,-0.0573725,0.180737
0,-7.71201,-1.19344,0.443292
0,-8.59583,-2.0191,0.522173
0,-6.79565,-0.000818385,0.212803
0,-6.9146,-0.0504958,0.182861
0,-7.90485,-0.958842,0.0976029
0,-7.38707,-0.867099,0.405352
0,-7.03151,-0.127462,0.164574
0,-6.75802,-0.0817339,0.267951
0,-6.8188,-0.197137,0.29887
0,-7.15306,-0.221227,0.150103
0,-7.80978,-1.28838,0.45345
0,-6.98801,-0.096939,0.170714
0,-6.75513,-0.011177,0.235293
0,-7.30451,-0.351077,0.135695
0,-8.45263,-1.60889,0.0756587
0,-7.90063,-0.954149,0.0978067
0,-7.19962,-0.259803,0.145329
0,-10.8887,-4.01183,0.656919
0,-6.95601,-0.0758063,0.175685
0,-7.4374,-0.474168,0.125197
0,-6.7605,-0.0882889,0.270081
0,-6.93701,-0.0638757,0.17886
0,-7.08569,-0.54028,0.360723
0,-6.75826,-0.0823857,0.268166
0,-7.93565,-0.99321,0.0961364
0,-6.79378,-0.000585675,0.213516
0,-6.81096,-0.00381981,0.207494
0,-6.78865,-0.146709,0.286705
0,-6.96271,-0.0801254,0.174608
0,-6.8098,-0.00353359,0.207868
0,-6.75206,-0.01596,0.238885
0,-6.78097,-7.32052e-005,0.218864
0,-7.58854,-1.07163,0.429723
0,-6.89811,-0.0411947,0.186013
0,-6.98749,-0.0965883,0.170791
0,-6.86766,-0.0254861,0.192417
0,-6.74825,-0.0303226,0.247361
0,-8.15097,-1.24095,0.0867464
0,-7.86383,-0.913499,0.0996099
0,-7.17541,-0.239581,0.147768
0,-6.97669,-0.089322,0.172424
0,-7.691,-0.728111,0.108824
0,-7.52516,-0.559407,0.119068
0,-6.92853,-0.0587158,0.18034
0,-6.83613,-0.0118634,0.200127
0,-6.75215,-0.0157708,0.238754
0,-6.74892,-0.0254323,0.24474
0,-6.85381,-0.0191141,0.19564
0,-7.93182,-1.40529,0.465508
0,-7.47347,-0.955818,0.416192
0,-6.77397,-0.000848224,0.222272
0,-7.53176,-0.565937,0.118629
0,-7.16554,-0.231444,0.148788
0,-6.74825,-0.0414981,0.252705
0,-8.11334,-1.19673,0.0882878
0,-6.98948,-0.0979414,0.170495
0,-7.30437,-0.350951,0.135707
0,-8.35345,-1.79861,0.502956
0,-7.27469,-0.748923,0.39017
0,-7.36955,-0.410363,0.130352
0,-6.8201,-0.00636992,0.204655
0,-8.22108,-1.32435,0.0839762
0,-6.81665,-0.00535209,0.2057
0,-7.76461,-1.24467,0.448817
0,-6.76418,-0.0973183,0.272907
0,-6.89767,-0.0409518,0.1861
0,-7.6752,-0.711635,0.109734
0,-7.30954,-0.355592,0.135266
0,-6.9814,-0.416833,0.341102
0,-7.06763,-0.154144,0.159912
0,-6.77329,-0.000976117,0.222625
0,-7.08302,-0.53721,0.360259
0,-7.71187,-0.750005,0.107639
0,-6.74977,-0.0526928,0.257436
0,-6.96787,-0.0834926,0.173792
0,-7.82853,-0.874892,0.101388
0,-6.75996,-0.00655245,0.231024
0,-9.03624,-2.41236,0.553833
0,-7.39145,-0.871633,0.405917
0,-7.33876,-0.816725,0.398992
0,-6.83749,-0.225693,0.305182
0,-6.96729,-0.0831169,0.173882
0,-6.86517,-0.0243022,0.192979
0,-6.83318,-0.0107667,0.200924
0,-7.62091,-1.10379,0.433368
0,-7.59239,-0.626651,0.114723
0,-8.43926,-1.87706,0.509926
0,-7.21258,-0.270767,0.144059
0,-6.7526,-0.0648276,0.26208
0,-7.75548,-0.796192,0.105232
0,-8.64902,-1.86079,0.0694573
0,-6.90507,-0.0450558,0.18466
0,-6.83805,-0.0125966,0.199616
0,-7.75159,-1.23202,0.447462
0,-7.78929,-0.832414,0.103425
0,-6.77854,-0.000237658,0.219997
0,-7.02326,-0.121535,0.16569
0,-6.83123,-0.216301,0.303145
0,-6.75743,-0.0800861,0.267404
0,-6.91097,-0.0484061,0.183538
0,-7.75061,-1.23107,0.44736
0,-6.84646,-0.0159668,0.19745
0,-6.82757,-0.00878291,0.202482
0,-8.13686,-1.59837,0.484446
0,-6.74834,-0.0293201,0.24684
0,-6.86172,-0.260804,0.312508
0,-6.75687,-0.0784991,0.266872
0,-7.10192,-0.558841,0.36351
0,-7.32805,-0.805474,0.397549
0,-7.05667,-0.145931,0.16129
0,-7.38699,-0.426575,0.128989
0,-6.7534,-0.0676854,0.263116
0,-7.43956,-0.47623,0.12504
0,-7.25739,-0.309377,0.13985
0,-6.86982,-0.026529,0.191933
0,-6.79959,-0.16584,0.2915
0,-7.0749,-0.527853,0.358836
0,-9.49122,-3.04488,0.0491694
0,-8.00054,-1.06651,0.0931543
0,-7.45121,-0.933115,0.41346
0,-6.84529,-0.0154813,0.197746
0,-6.83217,-0.217721,0.303455
0,-6.77993,-0.130476,0.282426
0,-6.76679,-0.103313,0.27472
0,-6.75369,-0.0686476,0.26346
0,-7.61964,-0.654356,0.11304
0,-7.939,-1.41212,0.466197
0,-6.79012,-0.149355,0.287383
0,-6.75912,-0.00719677,0.23169
0,-6.9542,-0.383111,0.33535
0,-7.02921,-0.125809,0.164882
0,-7.6145,-0.649115,0.113354
0,-6.74875,-0.0463153,0.254803
0,-8.87702,-2.27112,0.542819
0,-7.35974,-0.401298,0.131131
0,-6.80876,-0.00328307,0.208209
0,-6.8053,-0.0025036,0.209365
0,-7.36448,-0.405674,0.130754
0,-7.51817,-0.552511,0.119536
0,-6.86214,-0.0228797,0.193675
0,-8.31422,-1.43714,0.0804855
0,-8.2758,-1.7272,0.496478
0,-10.8538,-3.9821,0.655303
0,-6.8921,-0.0379297,0.187214
0,-7.79218,-0.835519,0.103273
0,-7.31514,-0.360641,0.134791
0,-6.82798,-0.00892462,0.202365
0,-7.04536,-0.137562,0.162744
0,-7.01813,-0.461249,0.3484
0,-6.77357,-0.000921779,0.222478
0,-7.07558,-0.160164,0.158932
0,-6.74928,-0.0499329,0.256315
0,-6.80484,-0.00240761,0.209519
0,-6.93741,-0.0641225,0.178791
0,-7.61719,-0.651854,0.11319
0,-7.64551,-0.680902,0.11148
0,-6.90169,-0.0431668,0.185313
0,-7.04909,-0.497846,0.354204
0,-7.74232,-0.782189,0.105949
0,-7.40844,-0.889198,0.408094
0,-6.82038,-0.00645563,0.204571
0,-6.78257,-1.72219e-005,0.218139
0,-7.24116,-0.295268,0.141344
0,-8.22351,-1.32726,0.0838825
0,-7.00474,-0.108458,0.168276
0,-6.77669,-0.000434238,0.220895
0,-7.49487,-0.529652,0.121121
0,-6.99469,-0.101501,0.169729
0,-6.75331,-0.0137447,0.237295
0,-6.81843,-0.196555,0.298738
0,-6.90368,-0.0442803,0.184926
0,-6.7736,-0.117912,0.278957
0,-7.63719,-0.672344,0.111978
0,-7.05499,-0.50474,0.355278
0,-6.78384,-5.65655e-007,0.217581
0,-6.75337,-0.0136437,0.23722
0,-7.05205,-0.142501,0.161879
0,-6.76058,-0.00610732,0.230546
0,-7.746,-1.22658,0.446878
0,-7.15729,-0.224677,0.149655
0,-7.2983,-0.774043,0.393475
0,-6.76014,-0.0873849,0.269792
0,-6.74893,-0.0253527,0.244696
0,-8.85485,-2.13486,0.063653
0,-6.79074,-0.000284911,0.214703
0,-8.22408,-1.32794,0.0838607
0,-7.12799,-0.201014,0.152828
0,-6.76284,-0.00469229,0.2289
0,-8.25608,-1.36647,0.0826401
0,-7.49342,-0.528243,0.121221
0,-6.75385,-0.0129146,0.236669
0,-8.60812,-1.80754,0.0706916
0,-6.75653,-0.00958148,0.233937
0,-6.98179,-0.417313,0.341182
0,-8.74413,-1.98618,0.0666936
0,-6.97041,-0.0851643,0.173394
0,-6.88307,-0.290413,0.318379
0,-7.14541,-0.607888,0.3707
0,-7.37514,-0.415549,0.129912
0,-7.1953,-0.256174,0.145757
0,-7.34134,-0.384418,0.132617
0,-6.7709,-0.00151871,0.223916
0,-6.75345,-0.0135187,0.237126
0,-7.99351,-1.0585,0.0934708
0,-8.0502,-1.51723,0.476626
0,-6.75617,-0.0764523,0.266179
0,-13.4601,-6.19842,0.753731
0,-8.04077,-1.50836,0.475759
0,-11.665,-4.67147,0.690454
0,-8.09048,-1.17006,0.0892433
0,-7.38007,-0.859838,0.404445
0,-7.60484,-0.639284,0.113949
0,-6.8097,-0.00350949,0.2079
0,-6.86066,-0.259302,0.312204
0,-6.85032,-0.0175987,0.19649
0,-7.73168,-0.770907,0.106535
0,-6.76718,-0.00268677,0.226078
0,-7.78361,-1.26308,0.450778
0,-8.23597,-1.69042,0.493088
0,-7.81289,-1.29137,0.453765
0,-7.4266,-0.463885,0.125992
0,-6.98733,-0.0964797,0.170815
0,-6.92259,-0.0551716,0.1814
0,-7.57073,-0.604812,0.116092
0,-6.99563,-0.102151,0.16959
0,-6.75967,-0.0861426,0.269392
0,-7.04151,-0.488954,0.35281
0,-6.77007,-0.00174343,0.224383
0,-7.00569,-0.109117,0.168141
0,-6.76749,-0.104889,0.27519
0,-8.34194,-1.47115,0.0794857
0,-8.81668,-2.08327,0.0646808
0,-7.29255,-0.767948,0.392677
0,-7.65198,-1.1345,0.436806
0,-8.23631,-1.34263,0.0833912
0,-7.00665,-0.109785,0.168005
0,-7.88872,-0.940956,0.0983845
0,-6.82756,-0.0087812,0.202484
0,-6.92574,-0.0570476,0.180834
0,-6.89299,-0.0384092,0.187034
0,-7.376,-0.416348,0.129845
0,-7.25905,-0.310824,0.139699
0,-7.35709,-0.39886,0.131343
0,-6.93929,-0.06528,0.178469
0,-6.74884,-0.0258277,0.24496
0,-6.87487,-0.0290101,0.190823
0,-7.15353,-0.22161,0.150053
0,-7.98171,-1.04511,0.0940054
0,-7.24913,-0.302178,0.140606
0,-6.99012,-0.0983768,0.170401
0,-6.86525,-0.0243422,0.19296
0,-7.44235,-0.478895,0.124837
0,-6.84377,-0.0148598,0.198132
0,-6.92361,-0.0557779,0.181216
0,-7.36936,-0.41019,0.130367
0,-6.8079,-0.00308169,0.208492
0,-7.95016,-1.00949,0.0954575
0,-6.75699,-0.0788243,0.266981
0,-7.10225,-0.180702,0.155752
0,-6.76585,-0.00321981,0.226907
0,-6.76086,-0.0892084,0.270375
0,-8.03406,-1.10484,0.0916675
0,-7.44954,-0.485779,0.124316
0,-7.75018,-0.790543,0.10552
0,-8.22093,-1.32417,0.0839821
0,-7.4116,-0.892453,0.408495
0,-7.10536,-0.562748,0.364092
0,-7.08528,-0.167567,0.157757
0,-6.81743,-0.194981,0.298379
0,-8.44157,-1.87917,0.510111
0,-7.23375,-0.288876,0.142037
0,-7.85444,-1.33135,0.457938
0,-8.50381,-1.93579,0.515046
0,-6.74808,-0.0329773,0.248702
0,-6.74806,-0.0335159,0.248968
0,-6.88695,-0.295681,0.319397
0,-6.93135,-0.0604206,0.179843
0,-7.206,-0.265192,0.1447
0,-6.79916,-0.165105,0.29132
0,-6.75336,-0.0136707,0.23724
0,-6.75406,-0.0126132,0.236437
0,-7.19068,-0.252297,0.146219
0,-6.8506,-0.0177172,0.196422
0,-7.02094,-0.464595,0.348938
0,-7.94343,-1.41633,0.466622
0,-6.97641,-0.4107,0.34007
0,-7.88939,-1.36483,0.461388
0,-6.96943,-0.0845208,0.173547
0,-7.12541,-0.19896,0.153115
