# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = bernoulli_model
# start_datetime = 2023-01-12 08:39:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\bernoulli\bernoulli.data.R
# init = 2 (Default)
# random
#   seed = 2890681867 (Default)
# output
#   file = examples\bernoulli\bernoulliMCMC10k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-6.77106,0.99725,1.04594,1,1,0,6.77442,0.27745
-6.87418,0.966029,1.04594,1,1,0,6.87498,0.315989
-7.1423,0.966367,1.04594,2,3,0,7.1433,0.151258
-7.22811,0.982664,1.04594,1,1,0,7.30034,0.14257
-6.75575,0.993975,1.04594,2,3,0,7.25055,0.234674
-7.33493,0.871487,1.04594,1,3,0,7.42464,0.133143
-6.83756,1,1.04594,1,3,0,7.2263,0.199747
-8.95211,0.336183,1.04594,2,3,0,11.5449,0.54807
-7.77414,1,1.04594,1,1,0,8.77957,0.449802
-7.43092,1,1.04594,1,1,0,7.85976,0.410933
-7.50628,0.669854,1.04594,1,3,0,8.85346,0.12034
-6.80039,1,1.04594,1,3,0,7.38725,0.211071
-6.78676,0.949772,1.04594,2,3,0,7.16286,0.21633
-7.12275,0.934733,1.04594,1,3,0,7.13334,0.153413
-7.12275,0.728817,1.04594,1,3,0,9.3603,0.153413
-6.78455,1,1.04594,1,3,0,7.04665,0.217269
-7.53126,0.742976,1.04594,2,3,0,8.38109,0.423106
-6.90361,0.953814,1.04594,1,3,0,7.75786,0.18494
-6.85788,1,1.04594,1,1,0,6.91242,0.19467
-6.78856,1,1.04594,1,1,0,6.84182,0.215584
-6.86157,0.980726,1.04594,1,1,0,6.86376,0.193807
-7.10829,0.942774,1.04594,1,1,0,7.10966,0.155054
-6.9302,1,1.04594,1,1,0,7.08296,0.180044
-7.01592,0.980193,1.04594,1,1,0,7.04501,0.166701
-6.8319,1,1.04594,2,3,0,6.96112,0.303366
-6.80405,0.937344,1.04594,2,3,0,7.12433,0.209793
-6.82251,0.995087,1.04594,1,1,0,6.83451,0.20394
-6.79155,0.943868,1.04594,2,3,0,7.25342,0.214382
-6.82342,0.99146,1.04594,1,1,0,6.83021,0.203675
-6.79585,1,1.04594,1,1,0,6.82446,0.212731
-6.86064,0.971003,1.04594,2,3,0,7.02111,0.194021
-6.81166,1,1.04594,2,3,0,6.85694,0.207268
-6.84694,0.959606,1.04594,2,3,0,7.08605,0.308138
-6.76928,1,1.04594,1,1,0,6.82221,0.276345
-6.76928,0.781339,1.04594,1,3,0,7.65248,0.276345
-6.76621,1,1.04594,1,1,0,6.77355,0.27433
-6.7602,0.982017,1.04594,2,3,0,6.84121,0.269835
-6.85846,0.975827,1.04594,1,3,0,6.85846,0.311567
-9.05282,0.55066,1.04594,1,3,0,9.0533,0.554955
-7.12836,1,1.04594,1,1,0,8.33888,0.367926
-7.19575,0.97472,1.04594,1,1,0,7.32367,0.378586
-6.75226,1,1.04594,1,3,0,7.06263,0.261626
-6.79835,0.988658,1.04594,1,3,0,6.79852,0.290981
-6.76927,1,1.04594,1,1,0,6.79222,0.27634
-6.77243,0.998972,1.04594,1,1,0,6.77867,0.278272
-6.77688,0.998546,1.04594,1,1,0,6.78395,0.280799
-6.82637,0.833582,1.04594,2,3,0,7.54788,0.202825
-6.75437,0.993544,1.04594,2,3,0,6.86971,0.236097
-7.89545,0.741855,1.04594,1,3,0,7.99793,0.461982
-6.89074,0.942435,1.04594,2,3,0,8.39973,0.187489
-7.03598,0.953115,1.04594,1,3,0,7.29003,0.351781
-6.77279,0.992634,1.04594,1,3,0,7.05172,0.222891
-6.80302,0.966562,1.04594,2,3,0,6.97401,0.292902
-6.99064,0.673203,1.04594,2,3,0,8.30881,0.342984
-6.76141,0.995895,1.04594,1,3,0,6.98629,0.229926
-7.40658,0.84211,1.04594,1,3,0,7.50294,0.407857
-7.19176,1,1.04594,1,1,0,7.46212,0.377976
-6.89276,1,1.04594,2,3,0,7.12606,0.18708
-6.75058,1,1.04594,2,3,0,6.88366,0.259016
-6.75847,0.997523,1.04594,1,1,0,6.75859,0.268351
-6.78904,0.990138,1.04594,1,1,0,6.78974,0.28689
-7.42022,0.884715,1.04594,2,3,0,7.46634,0.126466
-8.46144,0.860562,1.04594,2,3,0,9.23549,0.075365
-6.78341,1,1.04594,2,3,0,8.27766,0.217766
-6.76912,0.99107,1.04594,2,3,0,6.85225,0.224927
-6.7591,0.975304,1.04594,2,3,0,6.92186,0.231711
-6.79576,0.995531,1.04594,2,3,0,6.79973,0.289882
-7.47796,0.420559,1.04594,2,3,0,10.2123,0.416737
-7.2587,1,1.04594,1,1,0,7.5566,0.387891
-6.74808,1,1.04594,1,3,0,7.1325,0.248668
-6.88934,0.919627,1.04594,2,3,0,7.17081,0.187774
-7.89271,0.845329,1.04594,1,3,0,7.95501,0.0981905
-6.78286,0.997203,1.04594,2,3,0,7.85275,0.218011
-7.05167,0.954742,1.04594,2,3,0,7.16018,0.354675
-8.06348,0.674516,1.04594,1,1,0,8.11248,0.477841
-7.71785,1,1.04594,1,1,0,8.26051,0.443913
-6.92776,1,1.04594,1,1,0,7.43826,0.329416
-6.74827,1,1.04594,1,3,0,6.88306,0.252769
-6.74966,0.994563,1.04594,2,3,0,6.77424,0.257208
-8.42178,0.717407,1.04594,2,3,0,8.54271,0.0766998
-7.43082,1,1.04594,2,3,0,8.26814,0.12568
-7.2371,1,1.04594,2,3,0,7.45919,0.141723
-7.08862,1,1.04594,1,1,0,7.25463,0.157358
-7.00694,1,1.04594,1,1,0,7.11647,0.167963
-6.75331,0.959082,1.04594,2,3,0,7.23709,0.263
-6.75068,1,1.04594,1,1,0,6.75296,0.259195
-6.74892,0.97079,1.04594,2,3,0,6.88759,0.255325
-6.76167,0.993163,1.04594,2,3,0,6.78204,0.271018
-6.80533,0.985817,1.04594,1,1,0,6.80615,0.293821
-7.80149,0.715279,1.04594,1,3,0,8.40956,0.102785
-6.80137,0.90868,1.04594,1,3,0,8.01174,0.292232
-7.40545,0.900471,1.04594,2,3,0,7.40545,0.407713
-7.01912,1,1.04594,1,1,0,7.32137,0.348589
-6.83292,1,1.04594,2,3,0,6.96552,0.303699
-7.5566,0.867549,1.04594,2,3,0,7.58399,0.117001
-8.50735,0.870239,1.04594,1,1,0,8.5112,0.073859
-7.41492,0.954754,1.04594,1,3,0,8.3382,0.126862
-6.78071,1,1.04594,1,3,0,7.31149,0.218984
-6.83698,0.994354,1.04594,2,3,0,6.83858,0.30502
-7.29621,0.926785,1.04594,2,3,0,7.30149,0.393185
-11.1585,0.21542,1.04594,1,1,0,11.2047,0.669082
-6.94519,1,1.04594,2,7,0,9.51392,0.333371
-7.32652,0.867162,1.04594,1,1,0,7.3643,0.397342
-6.94766,0.934861,1.04594,1,3,0,7.66743,0.177058
-8.80784,0.732608,1.04594,1,3,0,9.06697,0.0649219
-6.74812,0.863029,1.04594,1,3,0,9.03145,0.251765
-7.63795,0.787696,1.04594,1,3,0,7.90064,0.111932
-6.82684,0.898938,1.04594,2,3,0,8.61096,0.301672
-6.82684,0.807424,1.04594,1,1,0,7.20481,0.301672
-7.04613,0.925235,1.04594,1,1,0,7.05544,0.353662
-7.11268,0.975421,1.04594,1,1,0,7.20963,0.365325
-6.93375,1,1.04594,1,1,0,7.0926,0.330795
-6.74844,1,1.04594,1,3,0,6.8864,0.253639
-7.43672,0.71835,1.04594,2,3,0,8.42821,0.125248
-6.88381,1,1.04594,2,3,0,7.2744,0.318575
-6.79936,1,1.04594,1,1,0,6.86312,0.291404
-7.33471,0.826562,1.04594,1,1,0,7.33474,0.398447
-7.95877,0.780338,1.04594,1,1,0,8.1251,0.468086
-7.95877,0.395817,1.04594,1,3,0,10.1539,0.468086
-7.2131,1,1.04594,1,1,0,7.77904,0.381208
-6.92473,0.944404,1.04594,1,3,0,7.5171,0.181015
-8.64598,0.665325,1.04594,1,3,0,9.12054,0.525976
-6.91307,1,1.04594,1,1,0,7.98479,0.325945
-6.80347,1,1.04594,1,1,0,6.8832,0.293081
-7.12143,0.947708,1.04594,2,3,0,7.13749,0.15356
-6.86801,0.919057,1.04594,2,3,0,8.33345,0.192339
-6.92391,0.995426,1.04594,2,3,0,6.9447,0.181162
-6.77915,0.982664,1.04594,1,3,0,6.98314,0.28202
-6.94448,0.974293,1.04594,2,3,0,6.95545,0.177589
-7.15704,0.953354,1.04594,1,1,0,7.17069,0.149681
-6.75575,0.976356,1.04594,1,3,0,7.16981,0.265746
-6.82502,0.988027,1.04594,2,3,0,6.83475,0.203211
-8.16285,0.766108,1.04594,1,3,0,8.35977,0.0862681
-8.42513,0.968553,1.04594,1,1,0,8.5989,0.0765858
-7.01929,0.940041,1.04594,1,3,0,9.22109,0.348623
-6.86126,0.596474,1.04594,2,3,0,8.95081,0.312376
-7.31193,0.848086,1.04594,1,1,0,7.32271,0.395354
-7.79714,0.82535,1.04594,1,1,0,7.96305,0.452164
-6.75211,1,1.04594,1,3,0,7.55232,0.238819
-6.9226,0.954324,1.04594,1,3,0,6.95551,0.328213
-6.75604,0.89294,1.04594,2,3,0,7.33321,0.266052
-6.74875,0.998051,1.04594,2,3,0,6.76645,0.254803
-6.74836,1,1.04594,1,1,0,6.74868,0.253262
-6.75421,0.996269,1.04594,2,3,0,6.76662,0.236269
-6.76512,0.996841,1.04594,1,1,0,6.76563,0.227373
-6.76225,1,1.04594,2,3,0,6.7679,0.229318
-6.84241,0.768173,1.04594,2,3,0,8.13633,0.198481
-6.95087,0.733234,1.04594,2,3,0,8.75714,0.176526
-6.84098,0.977068,1.04594,2,3,0,7.17617,0.198848
-6.86001,0.973999,1.04594,2,3,0,7.08215,0.194168
-7.46757,0.851001,1.04594,1,3,0,7.74101,0.415471
-6.79652,0.994642,1.04594,1,3,0,7.4586,0.212479
-7.33466,0.898142,1.04594,1,3,0,7.3658,0.133165
-6.79429,0.987037,1.04594,2,3,0,7.43878,0.213318
-6.92766,0.9862,1.04594,2,3,0,6.94258,0.329394
-6.80088,0.985071,1.04594,1,3,0,7.01501,0.210898
-7.14346,0.936597,1.04594,1,3,0,7.15013,0.151133
-8.08037,0.930518,1.04594,2,3,0,8.20795,0.479377
-6.88246,1,1.04594,1,1,0,7.63219,0.318216
-6.79426,0.987039,1.04594,1,3,0,6.96015,0.21333
-7.81382,0.546103,1.04594,2,3,0,10.1232,0.102144
-10.1857,0.799165,1.04594,1,3,0,10.3178,0.037621
-8.86267,1,1.04594,1,1,0,10.0964,0.063445
-7.79959,1,1.04594,1,1,0,8.73116,0.102884
-8.0686,0.962474,1.04594,1,1,0,8.19728,0.0901721
-9.49599,0.852546,1.04594,1,1,0,9.49599,0.049077
-9.00285,1,1.04594,1,1,0,9.63551,0.0598582
-7.49287,0.957009,1.04594,1,3,0,8.80435,0.121259
-7.21323,1,1.04594,1,1,0,7.48496,0.143996
-6.84132,0.920207,1.04594,2,3,0,8.42519,0.198761
-6.89341,0.976269,1.04594,2,3,0,7.06201,0.321066
-9.22979,0.316,1.04594,1,3,0,11.2207,0.0545714
-9.22979,0.889627,1.04594,1,1,0,10.8201,0.0545714
-9.82554,0.985217,1.04594,2,3,0,9.99265,0.043161
-6.76462,1,1.04594,2,3,0,9.06721,0.273219
-6.75201,0.994021,1.04594,2,3,0,6.79637,0.238954
-7.35261,0.604187,1.04594,2,3,0,9.14032,0.131703
-6.7643,0.996939,1.04594,1,3,0,7.26668,0.227907
-8.50834,0.734846,1.04594,2,3,0,8.70819,0.0738271
-11.5423,0.772823,1.04594,1,3,0,11.7619,0.0228674
-11.2903,1,1.04594,1,1,0,11.9169,0.0250378
-6.75388,1,1.04594,2,3,0,10.2984,0.236637
-6.76181,0.997694,1.04594,1,1,0,6.76249,0.229632
-6.82405,0.981371,1.04594,1,3,0,6.86163,0.300716
-6.80324,1,1.04594,2,3,0,6.83207,0.292989
-8.89835,0.570396,1.04594,1,3,0,8.90804,0.544321
-7.62121,1,1.04594,2,3,0,8.55483,0.112944
-9.08027,0.892428,1.04594,2,3,0,9.14265,0.556801
-9.61192,0.809611,1.04594,1,1,0,10.4782,0.590275
-7.0587,1,1.04594,1,1,0,8.62479,0.355949
-6.76789,0.732307,1.04594,2,3,0,8.1407,0.275454
-8.65722,0.668621,1.04594,2,3,0,8.73346,0.0692132
-8.36221,1,1.04594,1,1,0,8.80941,0.0787654
-7.47512,1,1.04594,1,1,0,8.23052,0.122494
-6.78194,1,1.04594,1,3,0,7.36809,0.218421
-7.05189,0.953586,1.04594,2,3,0,7.16359,0.354714
-7.96886,0.70033,1.04594,1,1,0,8.02083,0.469044
-6.83279,1,1.04594,1,1,0,7.54834,0.303658
-6.76534,0.930652,1.04594,2,3,0,7.10049,0.273731
-6.87971,0.961707,1.04594,1,3,0,6.95212,0.18978
-6.99458,0.97271,1.04594,1,1,0,7.00895,0.169745
-7.2718,0.980737,1.04594,2,3,0,7.28558,0.138551
-6.99638,1,1.04594,2,3,0,7.22692,0.169482
-7.29397,0.916699,1.04594,1,3,0,7.73345,0.392874
-6.75797,1,1.04594,1,3,0,7.21275,0.232652
-7.21693,0.909315,1.04594,2,3,0,7.38494,0.143639
-8.36349,0.783629,1.04594,1,3,0,9.24314,0.503782
-9.66198,0.809481,1.04594,2,3,0,10.1854,0.593224
-7.81818,1,1.04594,2,3,0,9.20241,0.454301
-6.87056,1,1.04594,1,1,0,7.46853,0.314995
-6.87739,0.697719,1.04594,2,3,0,8.19251,0.316861
-6.81121,0.983786,1.04594,1,3,0,6.98513,0.207413
-6.81121,0.639332,1.04594,1,3,0,8.36781,0.207413
-6.96009,0.985691,1.04594,2,3,0,6.97195,0.336625
-6.79909,1,1.04594,1,1,0,6.90894,0.291292
-7.07981,0.90635,1.04594,1,1,0,7.08159,0.359697
-7.37573,0.753503,1.04594,2,3,0,8.18329,0.129866
-7.65498,0.921572,1.04594,2,3,0,8.47836,0.110918
-6.74928,1,1.04594,2,3,0,7.55793,0.243761
-6.7822,0.990783,1.04594,1,3,0,6.79077,0.28359
-7.06975,0.905382,1.04594,1,1,0,7.06982,0.357926
-8.53639,0.709033,1.04594,2,3,0,8.5366,0.0729273
-6.84511,0.96096,1.04594,2,3,0,9.04657,0.307577
-6.93261,0.96966,1.04594,1,1,0,6.95507,0.330534
-6.75557,1,1.04594,1,3,0,6.8766,0.265568
-8.45404,0.611212,1.04594,1,3,0,9.23516,0.0756117
-9.51405,0.901605,1.04594,1,1,0,9.54596,0.0487289
-9.19551,1,1.04594,2,3,0,9.73802,0.0553319
-10.3259,0.921214,1.04594,1,1,0,10.3778,0.0356876
-6.78792,0.794729,1.04594,1,3,0,10.9284,0.215846
-6.94732,0.9543,1.04594,1,3,0,7.04594,0.333843
-6.80058,1,1.04594,2,3,0,6.92047,0.211003
-6.83335,0.95807,1.04594,2,3,0,7.07205,0.303843
-7.36858,0.823504,1.04594,1,1,0,7.37202,0.402945
-6.88326,1,1.04594,1,1,0,7.20482,0.318429
-6.74919,0.955803,1.04594,2,3,0,7.06937,0.256075
-6.75734,0.998075,1.04594,1,3,0,6.75735,0.267322
-7.33194,0.894355,1.04594,2,3,0,7.41112,0.13339
-7.2297,1,1.04594,2,3,0,7.39688,0.142419
-6.74804,1,1.04594,2,3,0,7.19629,0.250815
-11.1487,0.388584,1.04594,2,3,0,11.1641,0.0263544
-9.61281,1,1.04594,1,1,0,11.0721,0.0468766
-8.4664,1,1.04594,1,1,0,9.525,0.0752003
-9.03684,0.943085,1.04594,1,1,0,9.15714,0.0590273
-11.4903,0.74982,1.04594,1,3,0,11.5393,0.0232983
-13.0181,0.95445,1.04594,1,1,0,13.0625,0.0135913
-11.3784,1,1.04594,1,1,0,12.9958,0.024255
-8.3609,0.925369,1.04594,1,3,0,11.3267,0.0788117
-7.69061,0.966327,1.04594,2,3,0,9.21245,0.108846
-7.06475,1,1.04594,2,3,0,7.56753,0.160271
-8.62331,0.807439,1.04594,2,3,0,9.48508,0.524264
-7.07024,1,1.04594,1,1,0,8.05378,0.358012
-6.836,1,1.04594,1,1,0,6.9979,0.304704
-7.96161,0.821861,1.04594,2,3,0,7.96172,0.468356
-7.81212,1,1.04594,1,1,0,8.29185,0.453688
-6.77633,0.690141,1.04594,2,3,0,9.17364,0.22107
-7.44721,0.76167,1.04594,2,3,0,8.22276,0.412965
-8.94544,0.54726,1.04594,1,1,0,9.11157,0.547608
-8.94544,0.245718,1.04594,1,1,0,11.8201,0.547608
-10.3874,0.790576,1.04594,2,3,0,11.1197,0.632696
-7.35233,1,1.04594,2,3,0,9.2561,0.400801
-7.05977,1,1.04594,1,1,0,7.32393,0.356141
-6.75136,1,1.04594,1,3,0,7.0091,0.239877
-6.74803,1,1.04594,1,3,0,6.7507,0.249523
-6.77253,0.993586,1.04594,2,3,0,6.78575,0.223028
-7.14176,0.904131,1.04594,1,3,0,7.23999,0.370111
-6.85319,0.96979,1.04594,1,3,0,7.3121,0.19579
-7.11415,0.926924,1.04594,1,3,0,7.33233,0.365571
-6.90859,1,1.04594,1,1,0,7.07418,0.324858
-7.95207,0.673405,1.04594,1,1,0,7.96231,0.467447
-7.43626,1,1.04594,1,1,0,7.95841,0.411602
-6.83482,1,1.04594,1,1,0,7.2201,0.304322
-7.49738,0.386038,1.04594,2,3,0,10.6137,0.419082
-6.75695,1,1.04594,1,3,0,7.26081,0.266947
-6.78856,0.966736,1.04594,2,3,0,6.90065,0.286667
-8.00821,0.720307,1.04594,1,3,0,8.01395,0.472743
-7.29936,0.780478,1.04594,1,3,0,9.0292,0.136137
-6.79209,0.951801,1.04594,1,3,0,7.41242,0.288272
-6.81162,0.993463,1.04594,1,1,0,6.82314,0.29624
-6.97465,0.673145,1.04594,2,3,0,8.30969,0.339704
-6.86605,0.968414,1.04594,1,3,0,7.17834,0.192779
-6.88125,0.99619,1.04594,1,1,0,6.9096,0.189454
-7.16899,0.978348,1.04594,2,3,0,7.17022,0.14843
-6.87939,1,1.04594,2,3,0,7.08151,0.3174
-6.82927,0.975139,1.04594,2,3,0,7.04056,0.202002
-6.75474,0.994585,1.04594,1,3,0,6.84026,0.26467
-6.92083,0.869829,1.04594,2,3,0,7.33862,0.327796
-6.89466,0.956935,1.04594,2,3,0,7.17175,0.186698
-6.75812,1,1.04594,1,3,0,6.8613,0.232526
-6.7706,0.998727,1.04594,2,3,0,6.77064,0.277171
-6.75673,0.997035,1.04594,2,3,0,6.78782,0.233751
-6.74981,0.998317,1.04594,2,3,0,6.7677,0.24258
-7.11683,0.820342,1.04594,2,3,0,7.78472,0.154079
-7.6837,0.948256,1.04594,2,3,0,7.70125,0.440258
-7.19662,1,1.04594,1,1,0,7.61494,0.378718
-7.19662,0.652954,1.04594,1,1,0,7.94173,0.378718
-7.30647,0.770407,1.04594,1,3,0,8.2043,0.135527
-6.74829,0.91776,1.04594,2,3,0,7.92383,0.247096
-6.83878,0.968128,1.04594,2,3,0,6.91936,0.305594
-9.3164,0.326451,1.04594,1,3,0,11.197,0.0527057
-8.98221,1,1.04594,1,1,0,9.51553,0.0603701
-7.23965,1,1.04594,1,3,0,8.7871,0.141485
-6.88852,1,1.04594,1,1,0,7.15897,0.187941
-7.30524,0.891343,1.04594,1,3,0,7.60053,0.394435
-7.30524,0.270831,1.04594,1,1,0,9.33682,0.394435
-7.97218,0.767436,1.04594,1,1,0,8.1249,0.469358
-6.80106,1,1.04594,1,3,0,7.85814,0.210835
-6.86197,0.761078,1.04594,2,3,0,8.38843,0.193714
-6.9871,0.969935,1.04594,1,1,0,6.99701,0.170849
-6.77965,0.9782,1.04594,1,3,0,7.05048,0.282279
-6.77965,0.575724,1.04594,1,3,0,8.11937,0.282279
-8.65555,0.606609,1.04594,1,3,0,8.67394,0.526696
-7.58807,1,1.04594,2,3,0,8.33288,0.114994
-6.84648,1,1.04594,1,3,0,7.45101,0.197444
-7.31424,0.941052,1.04594,2,3,0,7.46407,0.395671
-7.31424,0.613862,1.04594,1,1,0,8.17737,0.395671
-7.70762,0.856173,1.04594,1,1,0,7.88045,0.442825
-7.36654,1,1.04594,2,3,0,7.76955,0.402677
-7.36654,0.64169,1.04594,1,1,0,8.18458,0.402677
-7.3739,0.997127,1.04594,1,1,0,7.60029,0.403641
-6.89292,1,1.04594,2,3,0,7.34682,0.187047
-6.78519,0.94141,1.04594,2,3,0,7.41668,0.216996
-7.27535,0.874878,1.04594,2,3,0,7.64119,0.390262
-6.94079,1,1.04594,1,1,0,7.18938,0.332387
-6.79644,0.752835,1.04594,2,3,0,7.93676,0.290172
-6.87369,0.991318,1.04594,2,3,0,6.88155,0.315856
-7.41693,0.91419,1.04594,2,3,0,7.42844,0.409172
-7.79767,0.859473,1.04594,1,1,0,8.01158,0.452218
-7.79767,0.467882,1.04594,1,3,0,9.66266,0.452218
-8.70141,0.693452,1.04594,1,1,0,9.03132,0.530116
-7.43658,1,1.04594,2,3,0,8.45571,0.125258
-8.62508,0.90825,1.04594,2,3,0,8.68657,0.524398
-7.50978,1,1.04594,2,3,0,8.32409,0.120103
-8.81129,0.842156,1.04594,1,3,0,8.81661,0.0648277
-8.59614,1,1.04594,1,1,0,9.02288,0.0710586
-11.5218,0.767923,1.04594,1,3,0,11.7001,0.0230363
-9.80453,1,1.04594,2,3,0,11.433,0.0435121
-8.85605,1,1.04594,1,1,0,9.79181,0.0636209
-7.14153,1,1.04594,1,3,0,8.66744,0.151342
-6.89755,1,1.04594,2,3,0,7.08976,0.186125
-6.79164,0.884689,1.04594,2,3,0,7.6369,0.288071
-6.79164,0.580154,1.04594,1,3,0,8.09216,0.288071
-7.7613,0.666563,1.04594,2,3,0,8.78034,0.104917
-8.46032,0.90924,1.04594,1,1,0,8.49892,0.0754023
-6.84182,0.979627,1.04594,1,3,0,8.35128,0.198631
-6.76717,0.990242,1.04594,2,3,0,6.87942,0.274974
-7.13185,0.671421,1.04594,2,3,0,8.44531,0.152401
-6.76609,0.989851,1.04594,2,3,0,7.2006,0.226755
-7.71092,0.583983,1.04594,2,3,0,9.22371,0.443176
-7.29935,1,1.04594,1,1,0,7.71441,0.393621
-6.75224,1,1.04594,1,3,0,7.19334,0.238633
-6.84882,0.977641,1.04594,1,3,0,6.85377,0.19686
-6.9984,0.963935,1.04594,1,1,0,7.0039,0.169188
-7.13712,0.98999,1.04594,2,3,0,7.17044,0.151823
-6.76801,1,1.04594,1,3,0,7.06411,0.225579
-7.71631,0.593369,1.04594,2,3,0,9.58999,0.10739
-7.28522,1,1.04594,1,1,0,7.67088,0.137365
-8.01198,0.83642,1.04594,1,3,0,8.94433,0.473094
-6.78892,1,1.04594,1,3,0,7.85096,0.215437
-6.8214,0.991268,1.04594,1,1,0,6.82749,0.204268
-6.8214,0.762082,1.04594,1,3,0,7.84656,0.204268
-7.21834,0.896446,1.04594,1,3,0,7.40525,0.38199
-7.06567,1,1.04594,1,1,0,7.25659,0.357199
-8.25392,0.628363,1.04594,1,1,0,8.30223,0.494622
-6.9918,0.940026,1.04594,1,3,0,8.56108,0.170152
-7.24266,0.947248,1.04594,1,1,0,7.25891,0.141205
-7.3884,0.904932,1.04594,1,3,0,8.16581,0.405524
-8.46213,0.650252,1.04594,1,1,0,8.6257,0.511752
-6.77716,1,1.04594,1,3,0,8.13697,0.220665
-7.14696,0.912955,1.04594,2,3,0,7.38316,0.370949
-6.93194,0.943463,1.04594,1,3,0,7.46769,0.179739
-6.75693,1,1.04594,1,3,0,6.89254,0.233564
-7.82226,0.756486,1.04594,1,3,0,7.92999,0.454714
-6.9074,1,1.04594,1,1,0,7.48878,0.324567
-7.20471,0.963591,1.04594,2,3,0,7.2049,0.144827
-7.56414,0.935041,1.04594,1,1,0,7.59526,0.116515
-7.99374,0.935875,1.04594,1,1,0,8.05729,0.0934602
-7.50169,1,1.04594,2,3,0,7.96204,0.120653
-6.77119,0.943387,1.04594,1,3,0,7.58724,0.277529
-6.90909,0.95283,1.04594,1,3,0,7.00286,0.183894
-6.93148,0.956015,1.04594,2,3,0,7.27829,0.330275
-6.81387,0.982295,1.04594,1,3,0,7.04259,0.206567
-6.81985,0.998412,1.04594,1,1,0,6.83689,0.204729
-6.7615,0.962008,1.04594,2,3,0,7.09608,0.229861
-7.12395,0.662049,1.04594,2,3,0,8.82307,0.153278
-7.74289,0.858958,1.04594,1,3,0,8.4194,0.446552
-7.1888,1,1.04594,2,3,0,7.57527,0.146408
-6.7495,0.980545,1.04594,1,3,0,7.17444,0.256835
-6.75095,0.99955,1.04594,1,1,0,6.7512,0.259641
-6.77182,0.989981,1.04594,2,3,0,6.8006,0.223413
-7.96878,0.761416,1.04594,1,3,0,8.20708,0.0945961
-7.10886,0.983488,1.04594,1,3,0,7.81011,0.154988
-7.54226,0.918791,1.04594,1,1,0,7.55403,0.117936
-7.1371,1,1.04594,1,1,0,7.48151,0.151825
-7.1371,0.817326,1.04594,1,3,0,8.6895,0.151825
-7.11934,1,1.04594,1,1,0,7.21855,0.153796
-6.90347,1,1.04594,1,1,0,7.07689,0.184968
-6.78183,0.942728,1.04594,2,3,0,7.42594,0.21847
-6.82616,0.98449,1.04594,1,3,0,6.89201,0.301441
-7.24451,0.933236,1.04594,2,3,0,7.2485,0.385843
-7.36735,0.95348,1.04594,1,1,0,7.53447,0.402783
-6.88939,0.957137,1.04594,1,3,0,7.58595,0.187764
-6.85133,1,1.04594,1,1,0,6.89989,0.196243
-6.97116,0.960952,1.04594,1,3,0,7.16067,0.338976
-7.71033,0.754344,1.04594,1,1,0,7.74299,0.443113
-6.95349,1,1.04594,1,1,0,7.44966,0.335196
-6.85215,1,1.04594,2,3,0,6.94128,0.309709
-6.83975,1,1.04594,1,1,0,6.8765,0.305902
-6.75219,0.996913,1.04594,2,3,0,6.8596,0.2387
-6.8275,0.941032,1.04594,2,3,0,7.07586,0.202503
-7.85987,0.837309,1.04594,2,3,0,8.18158,0.0998065
-7.44482,1,1.04594,1,1,0,7.84407,0.124657
-7.74934,0.91972,1.04594,2,3,0,8.61967,0.105566
-6.88111,1,1.04594,2,3,0,7.49983,0.317857
-6.8405,1,1.04594,1,1,0,6.89236,0.306137
-6.78768,1,1.04594,2,3,0,6.82472,0.215946
-7.2045,0.76989,1.04594,2,3,0,8.3383,0.144847
-7.01919,1,1.04594,1,1,0,7.19412,0.166249
-6.85373,0.901656,1.04594,2,3,0,7.7277,0.31018
-6.85373,0.706094,1.04594,1,1,0,7.44502,0.31018
-6.80197,0.834801,1.04594,2,3,0,7.49709,0.292477
-8.60475,0.489963,1.04594,2,3,0,9.74033,0.0707946
-8.14454,1,1.04594,1,1,0,8.6686,0.0870071
-8.42129,0.966677,1.04594,1,1,0,8.58878,0.0767162
-7.52116,1,1.04594,1,1,0,8.29188,0.119335
-6.98463,1,1.04594,1,1,0,7.4087,0.171219
-6.74875,0.991963,1.04594,1,3,0,6.96886,0.254793
-6.80938,0.986982,1.04594,2,3,0,6.82911,0.208005
