# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = surveyunbias_model
# start_datetime = 2023-01-12 09:08:22 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file = examples\surveyunbias\surveyunbias.data.R
# init = 2 (Default)
# random
#   seed = 2892388467 (Default)
# output
#   file = examples\surveyunbias\surveyunbiasvar.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,log_p__,log_g__,bias.1,bias.2
0,-5.80182,-0.20853,0.9364,0.462576
0,-6.46012,-0.656466,0.899132,0.190252
0,-7.35247,-1.9255,0.987736,0.374821
0,-5.28799,-0.0289925,0.821944,0.474009
0,-5.44648,-0.333082,0.686113,0.532213
0,-5.44996,-0.129816,0.83689,0.635171
0,-6.46144,-0.894871,0.765323,0.167304
0,-5.40399,-0.0778323,0.829754,0.382114
0,-5.59645,-0.474517,0.63559,0.485965
0,-6.02805,-0.785537,0.648083,0.730141
0,-6.76849,-1.3463,0.435113,0.608343
0,-5.33705,-0.189444,0.737904,0.465308
0,-6.02516,-0.389031,0.947489,0.604933
0,-6.39876,-0.780465,0.809217,0.172285
0,-7.21455,-1.49408,0.98077,0.284029
0,-5.3137,-0.011081,0.841223,0.466015
0,-5.57603,-0.455637,0.654047,0.573499
0,-5.83349,-0.492315,0.786216,0.746328
0,-6.69562,-0.835973,0.89576,0.161956
0,-8.75852,-2.65159,0.8983,0.0513453
0,-6.409,-0.601077,0.911056,0.206621
0,-8.0038,-2.5251,0.989064,0.767022
0,-6.8688,-0.918842,0.950346,0.200367
0,-6.71023,-1.32205,0.578699,0.799032
0,-6.20753,-0.498113,0.88763,0.217029
0,-5.42305,-0.281523,0.706155,0.435015
0,-5.61665,-0.343498,0.743582,0.313966
0,-6.70549,-1.05584,0.782554,0.14296
0,-7.5169,-1.53563,0.956922,0.856791
0,-7.19099,-1.5854,0.508927,0.185708
0,-5.49519,-0.107865,0.865635,0.629212
0,-5.71035,-0.576271,0.615647,0.571428
0,-6.05341,-0.846988,0.539182,0.566102
0,-6.08176,-0.671204,0.727726,0.222424
0,-5.65451,-0.112207,0.909592,0.389869
0,-7.62098,-2.21365,0.988632,0.693836
0,-5.85178,-0.355658,0.869884,0.731447
0,-5.9464,-0.723743,0.585224,0.365274
0,-5.43457,-0.265232,0.721563,0.402168
0,-6.68662,-1.03252,0.974069,0.637224
0,-5.70033,-0.56819,0.616884,0.566808
0,-8.1097,-2.3288,0.986142,0.18607
0,-5.57433,-0.372259,0.738065,0.670485
0,-5.77704,-0.196611,0.935201,0.498817
0,-6.5709,-0.961968,0.975178,0.514755
0,-9.07097,-3.30754,0.98787,0.887613
0,-10.4631,-3.65059,0.197304,0.188958
0,-6.18928,-0.944071,0.550453,0.664501
0,-5.73452,-0.374587,0.814069,0.725919
0,-5.56718,-0.237913,0.792826,0.315777
0,-6.00258,-0.436454,0.844014,0.229318
0,-5.65914,-0.115632,0.922069,0.46455
0,-8.3924,-2.71962,0.987477,0.834746
0,-5.59713,-0.374043,0.712243,0.338087
0,-5.83755,-0.289197,0.899703,0.698382
0,-7.77917,-2.14857,0.767485,0.921885
0,-6.9161,-1.24322,0.976696,0.683717
0,-5.98572,-0.353935,0.936233,0.653154
0,-5.62187,-0.0991826,0.901855,0.381923
0,-6.49419,-0.813194,0.970131,0.395481
0,-8.80363,-2.65119,0.263851,0.711731
0,-6.8263,-0.986529,0.871474,0.140795
0,-5.95781,-0.336826,0.882789,0.256241
0,-5.50967,-0.305218,0.724125,0.362152
0,-5.58994,-0.091164,0.911174,0.554821
0,-7.27409,-1.44176,0.972771,0.78527
0,-7.9015,-1.7425,0.931323,0.0933623
0,-5.50532,-0.25746,0.785001,0.663893
0,-5.95537,-0.336044,0.946208,0.569467
0,-7.62224,-1.88509,0.836626,0.914489
0,-5.34669,-0.04472,0.830199,0.416467
0,-8.14291,-1.93491,0.941869,0.0873581
0,-7.10494,-1.22038,0.92281,0.859013
0,-6.65634,-0.786678,0.906504,0.17245
0,-5.99863,-0.567821,0.762449,0.227674
0,-5.48913,-0.239522,0.7891,0.658823
0,-5.46918,-0.0697623,0.857821,0.373417
0,-6.87992,-1.09108,0.972751,0.288548
0,-7.00084,-1.51031,0.429526,0.682714
0,-12.6327,-5.00856,0.101588,0.244428
0,-6.16196,-0.520592,0.96004,0.52822
0,-5.8993,-0.728274,0.579898,0.598908
0,-6.52573,-0.748402,0.933571,0.782127
0,-6.45321,-1.0583,0.566888,0.250352
0,-5.56653,-0.0810996,0.907003,0.559283
0,-6.77693,-1.2201,0.980243,0.506085
0,-6.78138,-0.84464,0.940508,0.19362
0,-5.87501,-0.29041,0.916235,0.678525
0,-5.42579,-0.0111119,0.884095,0.473907
0,-6.20105,-0.948446,0.506289,0.502853
0,-7.49053,-2.27441,0.990594,0.45866
0,-7.52366,-1.84257,0.542135,0.135119
0,-7.56075,-1.64303,0.97755,0.198896
0,-7.13351,-1.6306,0.485675,0.78813
0,-7.40935,-1.74016,0.81027,0.904907
0,-6.2387,-0.472392,0.937865,0.279837
0,-7.79312,-2.01794,0.981843,0.806002
0,-5.6598,-0.217253,0.839878,0.297736
0,-8.08566,-1.88543,0.941159,0.0897176
0,-6.13232,-0.409215,0.91302,0.254124
0,-6.52598,-1.00167,0.800058,0.840994
0,-6.87168,-1.39407,0.411398,0.454946
0,-7.60992,-2.34811,0.990325,0.638727
0,-6.3562,-1.0601,0.482036,0.529159
0,-5.70187,-0.16419,0.91789,0.603087
0,-5.81136,-0.254405,0.909549,0.673502
0,-5.76511,-0.399615,0.770421,0.269521
0,-6.28238,-0.536887,0.895353,0.21139
0,-6.48296,-1.07564,0.572194,0.240411
0,-7.66515,-1.96653,0.63667,0.0982842
0,-7.53521,-2.31153,0.990714,0.42458
0,-5.38379,-0.128222,0.792093,0.385245
0,-7.00459,-1.29424,0.782401,0.119879
0,-8.54807,-2.5718,0.913862,0.93953
0,-5.63358,-0.511934,0.627023,0.530915
0,-6.50089,-0.864916,0.971741,0.576446
0,-7.75127,-2.1382,0.511093,0.86938
0,-7.59836,-1.91181,0.604347,0.10943
0,-5.40456,-0.0153156,0.869971,0.434339
0,-6.05919,-0.424552,0.95368,0.555399
0,-6.45867,-0.739628,0.855496,0.171791
0,-9.16436,-2.89826,0.945653,0.0517627
0,-7.3421,-1.94927,0.987692,0.62186
0,-8.49373,-2.61053,0.982791,0.870229
0,-5.81097,-0.209569,0.935083,0.433911
0,-8.16367,-1.97333,0.932241,0.0811927
0,-6.22,-0.964917,0.504227,0.529252
0,-8.77525,-2.646,0.339115,0.157888
0,-5.9834,-0.358348,0.950568,0.510464
0,-6.95207,-1.09241,0.969539,0.252065
0,-6.25032,-0.702546,0.790628,0.189496
0,-7.08198,-1.28518,0.971731,0.759682
0,-5.44819,-0.102034,0.851061,0.62369
0,-6.26439,-0.612115,0.962637,0.580416
0,-6.85212,-1.10286,0.970534,0.721151
0,-5.54182,-0.284389,0.784434,0.675691
0,-6.18853,-0.732837,0.738071,0.204219
0,-5.66582,-0.120032,0.90763,0.377595
0,-6.01852,-0.818724,0.564395,0.623978
0,-5.54258,-0.0543438,0.906559,0.470093
0,-6.83266,-1.16325,0.848238,0.864505
0,-5.83452,-0.551881,0.688783,0.286318
0,-5.83394,-0.249306,0.927315,0.629052
0,-5.84746,-0.240113,0.939769,0.454248
0,-6.0749,-0.43725,0.955931,0.498138
0,-5.43663,-0.0439734,0.862255,0.395761
0,-5.77815,-0.198353,0.935274,0.506162
0,-6.50953,-0.872246,0.971812,0.581394
0,-8.93865,-3.33768,0.600097,0.946877
0,-8.1409,-2.18645,0.908472,0.926188
0,-5.34993,-0.00379063,0.858401,0.461574
0,-5.83639,-0.34842,0.830549,0.255621
0,-5.33682,-0.068975,0.825171,0.579819
0,-5.61578,-0.199966,0.862542,0.676841
0,-6.23778,-0.535192,0.940694,0.711815
0,-6.01983,-0.816903,0.538863,0.500766
0,-6.64519,-0.756355,0.947186,0.225941
0,-7.54171,-1.89214,0.983706,0.752064
0,-7.61467,-1.66571,0.976781,0.188149
0,-5.60695,-0.487705,0.637817,0.549796
0,-6.76794,-1.2642,0.754549,0.86024
0,-6.27639,-0.564296,0.958695,0.366335
0,-11.3101,-5.5948,0.988246,0.965775
0,-6.86545,-1.13955,0.972667,0.708577
0,-5.77709,-0.629496,0.606774,0.594487
0,-5.79062,-0.598068,0.669636,0.68844
0,-5.4147,-0.205383,0.75438,0.383975
0,-5.43762,-0.133998,0.807902,0.360522
0,-8.86685,-2.66206,0.24078,0.622268
0,-7.5404,-1.57532,0.963612,0.846238
0,-6.75118,-0.921717,0.950377,0.782899
0,-6.02068,-0.356606,0.896523,0.256241
0,-6.62426,-0.923422,0.879948,0.837906
0,-6.47809,-0.928519,0.749399,0.167492
0,-5.83812,-0.563168,0.680771,0.290633
0,-6.50503,-0.792517,0.96825,0.364092
0,-7.17774,-1.31274,0.967255,0.794618
0,-6.12677,-0.461913,0.947407,0.651614
0,-5.64506,-0.121306,0.894081,0.353485
0,-6.1676,-0.540465,0.894221,0.771939
0,-6.72797,-0.893187,0.964621,0.271254
0,-7.36845,-1.65122,0.837202,0.901481
0,-5.29469,-0.117994,0.769326,0.471751
0,-6.58384,-1.05802,0.704292,0.165109
0,-8.41315,-2.5814,0.410656,0.867327
0,-6.66375,-1.15877,0.653435,0.171565
0,-5.48863,-0.0531182,0.876165,0.390428
0,-5.56268,-0.0703808,0.910137,0.522312
0,-6.09226,-0.617312,0.772979,0.211901
0,-6.55533,-0.698179,0.948558,0.244691
0,-6.33621,-0.834879,0.809713,0.820711
0,-6.06266,-0.413073,0.945052,0.639732
0,-8.05731,-1.86598,0.93796,0.089174
0,-5.41087,-0.102328,0.836565,0.617259
0,-6.68235,-1.28247,0.436335,0.548727
0,-6.66661,-1.04937,0.975923,0.592748
0,-5.41337,-0.00817891,0.880805,0.472388
0,-6.1837,-0.510623,0.871673,0.211665
0,-5.74269,-0.541406,0.646041,0.35178
0,-5.3844,-0.235254,0.738303,0.584277
0,-6.99849,-1.0088,0.948482,0.180624
0,-5.62229,-0.243881,0.810336,0.300718
0,-5.28618,-0.0241284,0.825341,0.489795
0,-7.81101,-1.84809,0.917611,0.908297
0,-7.10779,-1.39738,0.769381,0.113548
0,-6.69342,-0.850139,0.887852,0.158447
0,-6.2743,-0.985406,0.502991,0.418517
0,-6.4197,-0.619438,0.903939,0.198965
0,-5.59031,-0.0799511,0.914555,0.491611
0,-6.59273,-0.927605,0.973428,0.39829
0,-6.67316,-1.13083,0.698294,0.157599
0,-5.81243,-0.212606,0.936108,0.444073
0,-7.88459,-1.84057,0.888006,0.0799146
0,-5.85388,-0.258002,0.93883,0.565583
0,-6.27881,-0.500682,0.920202,0.237428
0,-6.09883,-0.516459,0.836592,0.212756
0,-5.52357,-0.120573,0.869606,0.63651
0,-6.23481,-0.585847,0.961871,0.570298
0,-7.76206,-2.1604,0.740967,0.91973
0,-6.29004,-0.620245,0.964118,0.426441
0,-6.44092,-0.604972,0.933008,0.23028
0,-5.62557,-0.191427,0.842285,0.307886
0,-6.45925,-1.03818,0.733888,0.827979
0,-8.34893,-2.42196,0.831509,0.0575115
0,-6.88192,-1.22265,0.839493,0.869518
0,-8.77254,-2.86774,0.491818,0.0783193
0,-5.99474,-0.460528,0.869837,0.759097
0,-5.97876,-0.610091,0.779385,0.771362
0,-8.26332,-2.66827,0.615893,0.926265
0,-7.11318,-1.30464,0.889689,0.876106
0,-9.45363,-3.23004,0.357448,0.0955933
0,-6.62736,-1.26204,0.548839,0.764921
0,-5.69547,-0.531888,0.66749,0.656016
0,-5.35084,-0.193878,0.751381,0.572962
0,-5.696,-0.510154,0.649081,0.366717
0,-5.99596,-0.801356,0.544047,0.519766
0,-7.41141,-1.73969,0.671621,0.106431
0,-7.87313,-2.27687,0.986728,0.775716
0,-5.57742,-0.317104,0.744969,0.325171
0,-5.54359,-0.394586,0.671909,0.409912
0,-7.98593,-2.05233,0.903837,0.920939
0,-6.2654,-0.701498,0.798082,0.187487
0,-6.53641,-0.87784,0.97249,0.414731
0,-6.24228,-0.542504,0.92806,0.743048
0,-9.57249,-3.76402,0.990349,0.0957685
0,-5.96612,-0.342209,0.943556,0.602947
0,-6.23336,-0.913401,0.569204,0.295891
0,-5.62475,-0.106232,0.917493,0.540012
0,-8.05778,-2.16916,0.979575,0.846766
0,-7.93306,-2.26014,0.475526,0.866537
0,-5.85258,-0.276252,0.914834,0.674822
0,-5.91573,-0.276661,0.939886,0.398811
0,-6.46916,-0.976649,0.700712,0.178432
0,-7.15212,-1.61528,0.421972,0.708025
0,-5.48414,-0.351186,0.680313,0.438662
0,-5.51653,-0.156369,0.823105,0.334171
0,-5.45407,-0.235527,0.749649,0.368218
0,-5.86678,-0.526713,0.779669,0.751985
0,-5.33762,-0.1761,0.746032,0.447071
0,-6.69052,-1.10558,0.97826,0.486796
0,-6.59904,-0.71444,0.934319,0.20835
0,-5.64808,-0.278337,0.833144,0.701557
0,-5.52347,-0.0870388,0.867162,0.360473
0,-6.42366,-1.11527,0.506123,0.661964
0,-6.25961,-0.990704,0.56646,0.707456
0,-5.31826,-0.125382,0.771366,0.437328
0,-6.64889,-1.05359,0.977244,0.487257
0,-5.7757,-0.269476,0.886109,0.699533
0,-5.82534,-0.598854,0.639262,0.330753
0,-7.34727,-1.83771,0.985665,0.678264
0,-5.80519,-0.2565,0.871117,0.27966
0,-5.75522,-0.575143,0.621684,0.384687
0,-7.01657,-1.3478,0.749447,0.121215
0,-6.57591,-0.723494,0.952571,0.252826
0,-6.31908,-0.558851,0.952958,0.314245
0,-5.85127,-0.23338,0.907145,0.309931
0,-6.49334,-0.977687,0.717093,0.17173
0,-6.97371,-1.12754,0.915463,0.852752
0,-5.40606,-0.213466,0.766787,0.618434
0,-6.06665,-0.839093,0.602701,0.699196
0,-7.18993,-1.65742,0.451272,0.760687
0,-5.57139,-0.190686,0.822888,0.316868
0,-5.49438,-0.21512,0.778893,0.341023
0,-6.70097,-1.31304,0.591745,0.805392
0,-6.45411,-0.852581,0.790236,0.166409
0,-6.21168,-0.719077,0.820619,0.804912
0,-5.29446,-0.0169218,0.832079,0.483071
0,-9.60791,-3.72461,0.913589,0.965392
0,-5.91642,-0.627887,0.667367,0.281126
0,-5.44005,-0.272166,0.71889,0.402048
0,-6.65214,-0.759818,0.922721,0.186666
0,-5.76742,-0.183543,0.904876,0.331066
0,-7.75943,-1.86138,0.975864,0.832234
0,-5.77328,-0.246372,0.864991,0.282826
0,-7.85922,-2.10194,0.378805,0.776117
0,-5.66616,-0.285188,0.802298,0.289186
0,-6.47439,-0.740249,0.861087,0.17154
0,-5.6039,-0.0838137,0.91013,0.425215
0,-6.22206,-0.458317,0.928897,0.26262
0,-7.0258,-1.05721,0.912113,0.140649
0,-5.32491,-0.172861,0.752013,0.547242
0,-6.88795,-1.36632,0.982466,0.488994
0,-6.4092,-0.802556,0.80061,0.171008
0,-6.8092,-1.03055,0.843685,0.136741
0,-5.92028,-0.416301,0.864477,0.748338
0,-5.89159,-0.329907,0.89865,0.713449
0,-6.06419,-0.395413,0.950571,0.400021
0,-5.55915,-0.065987,0.899064,0.408784
0,-5.45371,-0.0651475,0.872174,0.597151
0,-7.1036,-1.23352,0.859851,0.117369
0,-6.49906,-0.833578,0.971196,0.412428
0,-7.72376,-2.1191,0.516747,0.869753
0,-6.55036,-1.10721,0.601701,0.209274
0,-5.85084,-0.439481,0.825398,0.748128
0,-6.66504,-0.774007,0.918758,0.18124
0,-5.8829,-0.663113,0.609508,0.349649
0,-6.13491,-0.886624,0.606265,0.719573
0,-6.80247,-1.3308,0.447531,0.33846
0,-5.49163,-0.0509821,0.878943,0.394319
0,-5.37269,-0.0559745,0.832141,0.400713
0,-5.35739,-0.171402,0.755481,0.417846
0,-5.70339,-0.176069,0.910342,0.631481
0,-6.48557,-0.774317,0.963107,0.675474
0,-6.80411,-0.954977,0.878201,0.144664
0,-5.2822,-0.0731355,0.79288,0.470836
0,-8.78656,-2.98477,0.864864,0.952823
0,-8.5915,-2.49802,0.950856,0.926632
0,-7.61301,-1.5208,0.919256,0.103214
0,-6.02008,-0.387918,0.952829,0.494529
0,-5.35758,-0.10566,0.813054,0.599144
0,-5.84212,-0.670696,0.618149,0.647736
0,-6.01643,-0.666672,0.759311,0.774637
0,-5.87251,-0.298873,0.87202,0.265615
0,-5.71209,-0.235494,0.848599,0.288327
0,-6.87777,-1.34941,0.982228,0.4796
0,-5.66046,-0.411899,0.713211,0.317205
0,-6.03528,-0.393127,0.927489,0.69705
0,-7.89156,-2.09086,0.765044,0.0735684
0,-5.9494,-0.508502,0.827464,0.765439
0,-7.09141,-1.38095,0.771517,0.114502
0,-7.60264,-1.47641,0.939459,0.116437
0,-5.43447,-0.0161127,0.882276,0.448338
0,-5.50943,-0.395365,0.661322,0.49678
0,-5.88716,-0.275144,0.943844,0.478283
0,-6.1885,-0.444343,0.915326,0.246717
0,-7.31587,-1.69882,0.783338,0.89965
0,-8.33849,-2.28019,0.939815,0.922651
0,-6.84016,-1.4215,0.539481,0.79049
0,-5.67494,-0.127263,0.924761,0.482719
0,-5.74229,-0.159897,0.917008,0.372654
0,-5.46578,-0.0239017,0.893927,0.488585
0,-6.30639,-0.594473,0.923539,0.76246
0,-5.57945,-0.43867,0.653357,0.425518
0,-7.8113,-1.65382,0.958277,0.122252
0,-5.58716,-0.337902,0.77032,0.686523
0,-7.24505,-1.36664,0.974691,0.229373
0,-7.14134,-1.54784,0.461919,0.234994
0,-5.49662,-0.0892703,0.855814,0.359473
0,-5.95346,-0.332229,0.931316,0.660682
0,-6.74822,-1.07379,0.973895,0.662817
0,-6.42393,-0.691881,0.954965,0.704651
0,-6.05086,-0.379737,0.894548,0.248571
0,-5.29991,-0.11159,0.782517,0.550769
0,-5.54742,-0.103234,0.866011,0.349704
0,-5.89863,-0.289175,0.944848,0.513463
0,-5.89782,-0.292706,0.930881,0.641441
0,-7.61899,-1.92904,0.61505,0.105556
0,-5.36007,-0.00984816,0.864013,0.530816
0,-5.67445,-0.243145,0.861913,0.694347
0,-8.04398,-2.00305,0.965037,0.883547
0,-5.76256,-0.25732,0.887574,0.694312
0,-6.94755,-1.41184,0.518057,0.210832
0,-5.77343,-0.223025,0.878959,0.293723
0,-6.52866,-0.759463,0.871632,0.168969
0,-8.24515,-2.28147,0.36391,0.189204
0,-6.9422,-1.28809,0.977938,0.676596
0,-9.64513,-3.46954,0.930424,0.0365744
0,-5.9213,-0.497397,0.82206,0.761417
0,-5.69833,-0.535958,0.627683,0.404167
0,-6.75834,-1.16478,0.815699,0.861531
0,-5.96334,-0.408062,0.884704,0.743313
0,-5.96478,-0.404595,0.84738,0.236628
0,-5.34844,-0.0205714,0.854831,0.548089
0,-5.63784,-0.514771,0.624195,0.513202
0,-5.79029,-0.50674,0.703076,0.288507
0,-5.34958,-0.137426,0.774287,0.410421
0,-7.6259,-1.95924,0.414477,0.786374
0,-6.59611,-0.904691,0.969227,0.660457
0,-5.85202,-0.352796,0.871436,0.730461
0,-5.97924,-0.369927,0.871951,0.244866
0,-5.59204,-0.077673,0.912117,0.450432
0,-5.44198,-0.321472,0.697262,0.563118
0,-6.21906,-0.458725,0.936733,0.281312
0,-5.74183,-0.198638,0.913752,0.637775
0,-6.74081,-1.31542,0.671208,0.841952
0,-6.44598,-0.795876,0.970654,0.44354
0,-5.68348,-0.12935,0.924287,0.456546
0,-7.40943,-2.05105,0.98887,0.392882
0,-8.03438,-2.21114,0.984836,0.184939
0,-5.39217,-0.00494692,0.873878,0.465017
0,-5.94213,-0.330582,0.880326,0.25743
0,-6.54305,-0.796325,0.959693,0.711588
0,-5.56069,-0.0897144,0.880046,0.362899
0,-8.11016,-1.98041,0.911658,0.0759368
0,-6.68919,-0.849966,0.886367,0.158229
0,-8.4211,-2.65596,0.673506,0.0609647
0,-8.18056,-2.19398,0.918094,0.925004
0,-6.25253,-0.580304,0.957922,0.629896
0,-7.35174,-1.46641,0.907004,0.88606
0,-7.2271,-1.43139,0.978303,0.257528
0,-5.98475,-0.305956,0.927882,0.318289
0,-6.23729,-0.727873,0.767558,0.192871
0,-5.3016,-0.14258,0.757244,0.488614
0,-6.45965,-1.05618,0.71674,0.824489
0,-7.64343,-2.04277,0.747317,0.914759
0,-6.71552,-0.812396,0.917733,0.174595
0,-5.65163,-0.111668,0.907807,0.385219
0,-7.94654,-2.11012,0.425064,0.164312
0,-7.15026,-1.56377,0.389737,0.38197
0,-7.71005,-1.9421,0.43622,0.180922
0,-5.82492,-0.262576,0.910557,0.675633
0,-6.24985,-0.561904,0.953166,0.662841
0,-5.52156,-0.0606557,0.88455,0.389932
0,-9.47582,-3.92051,0.600591,0.959985
0,-7.03339,-1.25377,0.972081,0.748816
0,-6.45273,-1.10686,0.477355,0.405141
0,-5.82634,-0.360083,0.858121,0.732849
0,-5.55433,-0.065605,0.896524,0.403197
0,-5.43926,-0.0589635,0.853684,0.383362
0,-7.04637,-1.07134,0.913137,0.139533
0,-5.56112,-0.308554,0.7776,0.680444
0,-5.45658,-0.0460847,0.882747,0.571829
0,-5.94617,-0.525218,0.767153,0.235608
0,-5.56621,-0.295644,0.754983,0.3245
0,-6.90875,-1.45636,0.462739,0.720497
0,-7.91491,-2.02148,0.891617,0.920686
0,-8.22279,-2.36438,0.79537,0.0609739
0,-5.6426,-0.117697,0.919059,0.547787
0,-6.09571,-0.383075,0.914937,0.264188
0,-5.88802,-0.282761,0.943264,0.539388
0,-6.87331,-1.03526,0.95885,0.778384
0,-6.72257,-1.01678,0.873695,0.849466
0,-5.56072,-0.0641574,0.902653,0.422227
0,-7.42541,-1.80088,0.781186,0.905567
0,-8.06902,-2.10566,0.851496,0.0679453
0,-5.63501,-0.47276,0.685606,0.652583
0,-5.50877,-0.185556,0.802756,0.333841
0,-5.32589,-0.0110858,0.844945,0.456229
0,-5.53949,-0.281841,0.753165,0.333862
0,-10.4219,-3.63847,0.205948,0.174991
0,-7.42641,-1.50546,0.96728,0.82532
0,-5.76039,-0.324905,0.81511,0.268596
0,-6.39027,-0.636835,0.882505,0.189252
0,-8.20703,-2.49453,0.816158,0.938381
0,-5.29153,-0.0387044,0.822189,0.53306
0,-5.74044,-0.602018,0.607074,0.567961
0,-5.93477,-0.280521,0.935628,0.36433
0,-5.32137,-0.00429967,0.848885,0.478373
0,-5.68777,-0.202509,0.858666,0.29991
0,-5.34752,-0.13096,0.777622,0.410252
0,-5.66781,-0.49221,0.65028,0.377797
