# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = surveyunbias_model
# start_datetime = 2023-01-12 09:07:28 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\surveyunbias\surveyunbias.data.R
# init = 2 (Default)
# random
#   seed = 2892334200 (Default)
# output
#   file = examples\surveyunbias\surveyunbiasMCMC5k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,bias.1,bias.2
-6.48165,0.941766,0.950364,1,1,0,6.59627,0.917791,0.796608
-6.76056,0.993335,0.950364,2,7,0,7.3957,0.974475,0.660132
-6.24265,1,0.950364,2,3,0,6.84202,0.503871,0.55833
-6.79974,0.969673,0.950364,2,3,0,7.09534,0.960025,0.762426
-6.12732,0.991679,0.950364,2,3,0,7.29358,0.958258,0.531468
-6.03232,0.995746,0.950364,2,3,0,6.30951,0.540363,0.449682
-7.05901,0.952021,0.950364,2,3,0,7.342,0.931671,0.152465
-6.41579,0.967958,0.950364,2,3,0,7.94014,0.813202,0.170601
-6.44718,0.999153,0.950364,2,7,0,6.47144,0.778006,0.832269
-6.15833,0.923043,0.950364,2,3,0,7.27346,0.948,0.659844
-5.46737,0.957037,0.950364,2,3,0,6.08176,0.802659,0.348479
-5.34435,1,0.950364,2,3,0,5.44878,0.82413,0.414011
-6.12437,0.794328,0.950364,2,3,0,6.68766,0.69086,0.771477
-5.29721,0.999654,0.950364,2,3,0,6.10234,0.836012,0.505158
-10.1685,0.432218,0.950364,2,3,0,10.9892,0.244034,0.861085
-8.22045,0.99205,0.950364,2,3,0,10.3061,0.378758,0.823918
-8.89741,0.752376,0.950364,2,3,0,10.0476,0.994594,0.201303
-6.10258,1,0.950364,2,3,0,8.21466,0.551263,0.632882
-5.40472,1,0.950364,2,3,0,5.87651,0.794101,0.625236
-5.41648,0.99536,0.950364,2,3,0,5.49407,0.793417,0.369451
-5.51116,0.980438,0.950364,2,3,0,5.61061,0.888633,0.593612
-6.77371,0.847185,0.950364,1,3,0,7.33961,0.974249,0.332697
-6.1372,0.950153,0.950364,2,3,0,7.89472,0.745744,0.209778
-7.07569,0.541109,0.950364,2,7,0,9.19204,0.735048,0.881381
-5.5535,1,0.950364,2,3,0,7.05877,0.889755,0.614961
-6.2199,0.930151,0.950364,2,7,0,6.29277,0.896378,0.778483
-6.11309,0.920047,0.950364,2,7,0,7.3772,0.952122,0.386845
-6.77985,0.90713,0.950364,2,3,0,6.86757,0.512312,0.757057
-6.77985,0.717431,0.950364,1,3,0,7.65554,0.512312,0.757057
-6.04891,1,0.950364,2,3,0,7.08044,0.910792,0.267814
-6.16557,0.895246,0.950364,2,7,0,7.29091,0.943812,0.681507
-7.01632,0.932773,0.950364,2,3,0,7.40316,0.392738,0.47155
-6.54215,1,0.950364,2,3,0,7.31162,0.947665,0.755357
-6.59315,0.994336,0.950364,1,1,0,6.80032,0.950244,0.757395
-6.18669,0.954047,0.950364,2,3,0,7.47608,0.846883,0.797336
-9.82837,0.682182,0.950364,2,3,0,10.2318,0.972952,0.0496189
-5.73802,0.989132,0.950364,2,3,0,9.02446,0.623826,0.389479
-6.26239,0.541557,0.950364,2,3,0,7.96788,0.85151,0.806133
-9.29108,0.745275,0.950364,2,3,0,9.5042,0.291524,0.840201
-6.3432,1,0.950364,2,3,0,8.46211,0.965849,0.417903
-6.68391,0.970901,0.950364,1,1,0,6.72748,0.975127,0.381009
-6.36039,0.88682,0.950364,1,3,0,8.46782,0.894609,0.799956
-6.18888,0.986429,0.950364,2,3,0,6.99459,0.558339,0.677044
-6.2218,1,0.950364,2,3,0,6.73199,0.934677,0.724564
-6.22009,0.998405,0.950364,2,3,0,6.86777,0.959334,0.401552
-5.92666,0.98271,0.950364,2,7,0,6.6381,0.827186,0.761589
-6.42368,0.88784,0.950364,2,3,0,7.21256,0.935066,0.763061
-6.80004,0.942979,0.950364,1,1,0,6.9348,0.931412,0.821112
-5.47167,0.878101,0.950364,2,3,0,8.56438,0.893515,0.466563
-6.35451,0.935655,0.950364,1,3,0,6.44237,0.962129,0.363917
-6.26518,1,0.950364,2,3,0,6.46193,0.521955,0.636051
-6.64187,0.341589,0.950364,2,3,0,9.13092,0.971844,0.64864
-5.2981,1,0.950364,2,3,0,6.40861,0.794657,0.553535
-5.35209,0.97904,0.950364,1,3,0,5.41125,0.734975,0.45025
-7.76195,0.649609,0.950364,2,3,0,7.77875,0.936075,0.896077
-5.86164,1,0.950364,2,3,0,7.67129,0.911623,0.684518
-7.14988,0.960776,0.950364,2,3,0,7.79244,0.502534,0.195522
-7.74378,0.777578,0.950364,1,1,0,8.30539,0.430324,0.182124
-6.12652,1,0.950364,2,3,0,7.7117,0.940704,0.31802
-5.46639,1,0.950364,2,3,0,6.13667,0.860338,0.622376
-6.67302,0.629794,0.950364,2,3,0,8.56155,0.976409,0.584566
-5.42063,0.968492,0.950364,2,3,0,7.3499,0.878775,0.448866
-6.51801,0.857423,0.950364,1,3,0,6.80385,0.97329,0.457646
-7.50421,0.761621,0.950364,2,7,0,8.5458,0.95091,0.1355
-5.74603,0.977914,0.950364,2,7,0,7.26138,0.783249,0.728216
-7.41946,0.768968,0.950364,3,7,0,8.00715,0.75364,0.903918
-6.79266,0.841092,0.950364,3,7,0,8.58598,0.975086,0.663722
-6.96849,0.900783,0.950364,2,3,0,7.40186,0.407823,0.398444
-7.62181,1,0.950364,2,3,0,8.43044,0.94631,0.121375
-8.82338,0.929331,0.950364,2,3,0,9.69235,0.471563,0.91825
-7.78922,1,0.950364,1,1,0,8.93182,0.554808,0.888471
-6.26619,1,0.950364,2,3,0,8.00882,0.937888,0.273733
-5.69733,1,0.950364,1,1,0,6.17724,0.913127,0.380365
-6.14543,0.947223,0.950364,2,3,0,6.33076,0.516609,0.522435
-5.62395,1,0.950364,2,3,0,6.33985,0.909986,0.590267
-7.66587,0.812158,0.950364,1,3,0,8.30072,0.98847,0.709013
-8.84992,0.881735,0.950364,1,1,0,8.86752,0.99318,0.820934
-7.65847,1,0.950364,2,3,0,8.74047,0.988513,0.70628
-8.50463,0.833505,0.950364,2,7,0,10.4855,0.94339,0.927543
-7.21943,0.993813,0.950364,3,7,0,9.5032,0.987552,0.536203
-5.49003,0.990596,0.950364,2,3,0,6.99272,0.766595,0.653977
-5.49003,0.414607,0.950364,2,7,0,8.22305,0.766595,0.653977
-7.10357,0.73874,0.950364,2,3,0,7.12694,0.967326,0.216318
-7.27134,0.918489,0.950364,2,3,0,8.00068,0.364568,0.466247
-7.26072,0.937777,0.950364,2,7,0,9.30195,0.630965,0.8747
-8.42945,0.683026,0.950364,2,3,0,9.35804,0.318707,0.771578
-6.52078,1,0.950364,2,3,0,7.95662,0.969743,0.624152
-7.40813,0.90307,0.950364,1,1,0,7.41872,0.982745,0.736446
-6.66041,1,0.950364,2,3,0,7.47059,0.488063,0.299918
-5.84673,1,0.950364,1,1,0,6.53362,0.595876,0.391091
-7.30518,0.53568,0.950364,2,3,0,7.82616,0.988447,0.556067
-8.53562,0.498413,0.950364,1,3,0,13.1372,0.844767,0.947396
-8.80976,0.965037,0.950364,2,5,0,11.2511,0.866883,0.0467453
-7.448,0.904521,0.950364,2,3,0,10.6806,0.968108,0.825252
-5.7215,0.872146,0.950364,2,3,0,8.06788,0.653707,0.649787
-6.9178,0.394713,0.950364,2,3,0,8.38392,0.96901,0.744235
-5.91014,0.933623,0.950364,1,3,0,6.78584,0.936103,0.622085
-7.42637,0.859322,0.950364,2,3,0,7.61574,0.958248,0.846348
-7.56536,0.978549,0.950364,2,7,0,7.62612,0.495427,0.154386
-6.3431,0.993431,0.950364,2,7,0,7.63174,0.967359,0.455937
-6.36173,0.963179,0.950364,2,7,0,6.89181,0.953329,0.695908
-8.03056,0.944109,0.950364,2,3,0,8.83824,0.994251,0.596667
-7.04666,0.955591,0.950364,2,3,0,8.64357,0.980031,0.319332
-6.31706,1,0.950364,2,3,0,7.42719,0.94842,0.70498
-5.47339,0.989369,0.950364,2,3,0,6.45353,0.890247,0.442898
-5.90078,0.955546,0.950364,2,3,0,6.16626,0.569901,0.433884
-5.55774,1,0.950364,2,3,0,5.783,0.909965,0.49503
-6.07729,0.90914,0.950364,2,3,0,6.29239,0.738678,0.779775
-5.57864,0.999419,0.950364,2,3,0,6.19292,0.663073,0.595724
-5.97271,0.801716,0.950364,2,3,0,6.31658,0.945437,0.409052
-7.00071,0.866986,0.950364,1,3,0,7.04105,0.980461,0.340779
-6.51163,1,0.950364,2,3,0,7.60367,0.944801,0.757273
-5.35442,1,0.950364,2,3,0,6.22107,0.735792,0.445867
-7.28607,0.425477,0.950364,1,1,0,7.29144,0.370328,0.402545
-6.9742,0.945221,0.950364,3,7,0,9.16134,0.968609,0.75686
-6.45584,1,0.950364,1,1,0,6.99415,0.949677,0.732533
-5.89356,0.928575,0.950364,2,3,0,7.51509,0.904671,0.294564
-6.51953,0.913686,0.950364,2,3,0,7.17061,0.965868,0.335034
-7.16889,0.907992,0.950364,2,3,0,7.68665,0.462152,0.769866
-5.99467,1,0.950364,2,3,0,6.84552,0.630252,0.708142
-5.74806,1,0.950364,2,3,0,6.05428,0.880421,0.301699
-5.86154,0.998527,0.950364,2,3,0,5.99839,0.68986,0.720641
-9.51375,0.514676,0.950364,2,3,0,10.4945,0.557082,0.956506
-8.37322,1,0.950364,1,1,0,9.63861,0.591932,0.926732
-5.84624,0.958928,0.950364,2,3,0,11.3591,0.710379,0.271909
-6.0025,0.974307,0.950364,2,3,0,6.27353,0.827939,0.774083
-6.77594,0.897998,0.950364,1,1,0,6.79498,0.777097,0.862668
-5.32163,1,0.950364,2,3,0,6.60577,0.829257,0.563524
-5.45756,0.947385,0.950364,1,3,0,5.66395,0.775009,0.355768
-5.34828,0.974971,0.950364,1,3,0,5.67338,0.760515,0.579638
-9.89055,0.392866,0.950364,2,3,0,10.1385,0.777528,0.025615
-5.29459,1,0.950364,3,7,0,8.97918,0.787398,0.453221
-7.18633,0.466931,0.950364,1,3,0,8.87443,0.98648,0.582896
-5.938,0.977942,0.950364,2,3,0,7.47404,0.92835,0.665495
-5.73295,0.896449,0.950364,2,3,0,7.06851,0.603526,0.543723
-5.32152,1,0.950364,1,3,0,5.73366,0.83684,0.446056
-5.32152,0.360333,0.950364,2,7,0,10.465,0.83684,0.446056
-5.86585,0.927117,0.950364,2,3,0,5.9667,0.887531,0.720134
-5.36853,1,0.950364,2,3,0,5.84864,0.838989,0.408959
-5.39308,0.977542,0.950364,2,7,0,5.56081,0.858196,0.582711
-9.31603,0.536048,0.950364,2,3,0,9.44771,0.976526,0.930208
-8.8951,1,0.950364,2,3,0,11.2478,0.531037,0.935175
-7.93128,1,0.950364,3,7,0,8.62613,0.878846,0.923663
-7.40705,0.97706,0.950364,2,7,0,8.20261,0.853276,0.0979284
-8.03251,0.964889,0.950364,1,1,0,8.14707,0.823973,0.0678689
-5.44271,0.969565,0.950364,2,3,0,7.91989,0.696867,0.437115
-5.31478,1,0.950364,1,1,0,5.40015,0.76532,0.446748
-5.65203,0.901441,0.950364,2,3,0,5.86425,0.703916,0.673926
-5.51988,0.932582,0.950364,2,7,0,6.26732,0.773983,0.333414
-5.92682,0.812057,0.950364,2,7,0,6.80235,0.919712,0.685832
-5.31081,0.976929,0.950364,1,3,0,6.07221,0.823808,0.44235
-6.7133,0.58738,0.950364,2,3,0,8.31545,0.926779,0.816302
-6.31094,0.976547,0.950364,2,3,0,6.95892,0.801115,0.182044
-6.50145,0.864188,0.950364,2,3,0,7.59063,0.721604,0.830112
-6.52915,0.873398,0.950364,2,3,0,7.1778,0.936283,0.221955
-7.00352,0.93348,0.950364,2,3,0,7.70211,0.658298,0.138056
-6.78963,0.790086,0.950364,3,7,0,11.022,0.427497,0.413993
-6.30278,1,0.950364,2,3,0,7.48136,0.935074,0.259321
-11.0483,0.592236,0.950364,2,3,0,11.5454,0.92095,0.0170186
-8.01648,1,0.950364,2,3,0,11.4959,0.572241,0.0935735
-5.5585,0.99879,0.950364,1,3,0,9.86043,0.870836,0.649013
-6.62851,0.736235,0.950364,2,3,0,7.78349,0.974934,0.408504
-6.30002,1,0.950364,1,1,0,6.65282,0.966187,0.480887
-6.38245,0.950875,0.950364,2,3,0,6.83135,0.484434,0.577214
-6.40664,1,0.950364,2,3,0,6.68072,0.968286,0.581716
-5.93823,0.997716,0.950364,2,3,0,6.75287,0.936612,0.367682
-6.37774,0.904652,0.950364,2,3,0,7.10611,0.723817,0.183306
-5.61485,0.902871,0.950364,2,3,0,7.09349,0.801599,0.302248
-5.42418,1,0.950364,2,3,0,5.66853,0.7495,0.617639
-7.19717,0.677055,0.950364,2,3,0,7.48873,0.382897,0.388561
-6.24131,1,0.950364,1,1,0,7.18965,0.501269,0.463676
-5.63671,0.941441,0.950364,2,3,0,6.67897,0.913068,0.584328
-6.66475,0.887293,0.950364,1,3,0,7.10891,0.456534,0.632664
-6.66475,0.386518,0.950364,1,1,0,8.59965,0.456534,0.632664
-5.76776,1,0.950364,2,3,0,6.69676,0.927888,0.409738
-6.19668,0.907908,0.950364,2,3,0,6.82667,0.895608,0.22453
-5.76562,1,0.950364,1,1,0,6.15058,0.888389,0.305837
-5.62936,1,0.950364,2,3,0,5.81123,0.664044,0.62467
-5.48306,0.573323,0.950364,2,3,0,7.25896,0.821496,0.345459
-5.45644,0.939646,0.950364,2,7,0,5.95575,0.748869,0.632362
-5.32866,0.878674,0.950364,2,3,0,5.83995,0.780433,0.42273
-6.04636,0.844376,0.950364,2,3,0,6.13703,0.953196,0.449829
-6.14799,0.914162,0.950364,2,3,0,6.88331,0.87936,0.22098
-6.17354,0.942169,0.950364,2,3,0,7.16314,0.926542,0.268037
-5.54199,0.988547,0.950364,2,3,0,6.59795,0.688948,0.616303
-6.58102,0.800542,0.950364,2,3,0,6.83017,0.950871,0.753384
-7.05081,0.953859,0.950364,2,3,0,8.01055,0.979839,0.684506
-10.0657,0.919031,0.950364,2,3,0,10.4737,0.999059,0.692533
-7.50205,0.468075,0.950364,3,7,0,11.0065,0.421642,0.223895
-5.9648,0.532111,0.950364,3,7,0,13.8815,0.80631,0.770012
-5.51852,1,0.950364,2,3,0,5.96334,0.720295,0.638446
-5.47838,0.470086,0.950364,2,3,0,8.33287,0.671843,0.491279
-6.35886,0.685413,0.950364,1,1,0,6.46227,0.502818,0.371182
-8.6074,0.47072,0.950364,2,3,0,10.2913,0.910685,0.0578934
-10.7548,0.883035,0.950364,2,3,0,11.9867,0.968264,0.0284717
-9.7542,1,0.950364,2,3,0,10.8693,0.958083,0.0423336
-9.96074,0.997544,0.950364,1,1,0,10.3834,0.952855,0.0361643
-6.04304,1,0.950364,2,3,0,10.6467,0.560217,0.373986
-5.43973,1,0.950364,2,3,0,6.11639,0.739465,0.618098
-7.15427,0.772991,0.950364,2,3,0,7.18276,0.830353,0.110693
-5.48762,0.985654,0.950364,2,3,0,7.19024,0.696082,0.404151
-5.82822,0.881681,0.950364,2,3,0,5.91368,0.939029,0.471218
-5.31856,0.920258,0.950364,2,3,0,6.45022,0.848208,0.516607
-6.44459,0.798545,0.950364,1,3,0,6.794,0.953251,0.282965
-6.70019,0.969183,0.950364,2,3,0,7.50424,0.975207,0.625417
-5.92931,0.789852,0.950364,2,3,0,7.8205,0.700374,0.740633
-5.7574,0.888342,0.950364,1,3,0,7.28395,0.786166,0.269058
-6.99296,0.650528,0.950364,2,3,0,7.96104,0.979621,0.669701
-5.97508,1,0.950364,2,3,0,6.82258,0.608622,0.319825
-6.30948,0.96492,0.950364,2,3,0,6.77207,0.929992,0.247754
-8.20313,0.876117,0.950364,2,3,0,8.5965,0.995044,0.612262
-6.21299,0.84809,0.950364,1,3,0,10.2737,0.924949,0.257027
-5.70812,1,0.950364,2,3,0,6.40272,0.892242,0.671906
-5.67129,0.992122,0.950364,2,3,0,6.06512,0.916255,0.408008
-6.91972,0.90602,0.950364,2,3,0,7.10826,0.979441,0.353474
-6.38065,1,0.950364,1,1,0,6.91586,0.963267,0.363769
-5.89082,1,0.950364,1,1,0,6.33255,0.937924,0.399498
-5.83384,0.851468,0.950364,2,3,0,7.35087,0.633438,0.334765
-5.52495,1,0.950364,1,1,0,5.76343,0.710558,0.36745
-6.50522,0.752832,0.950364,2,3,0,7.3301,0.894457,0.818134
-5.3798,1,0.950364,2,3,0,6.25777,0.742718,0.41413
-6.08665,0.847306,0.950364,2,3,0,6.10315,0.950062,0.616774
-5.28566,1,0.950364,2,3,0,5.91527,0.775598,0.516838
-6.08263,0.63173,0.950364,2,3,0,7.2943,0.741674,0.781302
-7.28926,0.762994,0.950364,2,3,0,7.6692,0.935259,0.86413
-9.73433,0.777609,0.950364,3,7,0,11.5363,0.998565,0.284947
-5.72343,0.719242,0.950364,3,7,0,9.5873,0.923367,0.411821
-5.43285,0.967211,0.950364,1,3,0,6.07944,0.710121,0.580625
-5.44686,0.992344,0.950364,2,3,0,5.5585,0.884039,0.442361
-5.70419,0.886423,0.950364,2,3,0,6.30521,0.674234,0.665913
-5.34737,1,0.950364,2,3,0,5.64184,0.858692,0.467264
-6.28426,0.818934,0.950364,1,3,0,6.42589,0.51776,0.365866
-8.24674,0.52525,0.950364,2,3,0,8.53932,0.990384,0.785793
-7.70276,1,0.950364,2,3,0,8.29631,0.987683,0.731767
-6.96729,1,0.950364,2,3,0,7.89621,0.398818,0.466782
-5.90105,1,0.950364,1,1,0,6.75126,0.569182,0.563157
-5.88608,1,0.950364,2,3,0,6.08575,0.930208,0.639411
-5.47759,0.954488,0.950364,2,3,0,5.94351,0.751438,0.357321
-5.34405,0.973757,0.950364,1,3,0,5.67665,0.850036,0.554826
-7.69654,0.591886,0.950364,1,3,0,8.06943,0.437714,0.818788
-9.70679,0.463593,0.950364,2,3,0,13.612,0.993039,0.893919
-5.64336,1,0.950364,2,3,0,9.08864,0.900219,0.367544
-5.66451,0.903979,0.950364,2,7,0,6.47118,0.809116,0.710108
-6.74072,0.417976,0.950364,2,3,0,9.14922,0.595366,0.187695
-8.81372,0.486637,0.950364,2,3,0,9.09814,0.99455,0.788125
-7.65541,0.790827,0.950364,2,3,0,10.4799,0.852962,0.914733
-7.87383,0.989447,0.950364,3,7,0,7.94167,0.62655,0.910708
-5.76697,0.697144,0.950364,2,3,0,9.0378,0.850785,0.276541
-5.53505,0.986786,0.950364,2,3,0,5.97888,0.666017,0.429611
-5.53505,0.168058,0.950364,1,1,0,7.76724,0.666017,0.429611
-6.74092,0.579102,0.950364,1,1,0,6.81457,0.443393,0.374924
-7.33539,0.8229,0.950364,2,3,0,7.79305,0.988801,0.556667
-6.4118,0.888246,0.950364,2,7,0,8.12554,0.916902,0.787737
-8.92731,0.783738,0.950364,3,7,0,9.98597,0.766852,0.0423663
-10.1683,0.314074,0.950364,3,7,0,13.7552,0.99865,0.215418
-9.07912,1,0.950364,2,3,0,10.0966,0.997848,0.362808
-5.84823,0.681466,0.950364,2,7,0,8.8745,0.761262,0.745582
-5.6699,0.996417,0.950364,2,3,0,5.94239,0.86533,0.309465
-6.3531,0.945034,0.950364,2,3,0,6.47983,0.694209,0.194361
-6.3531,0.541155,0.950364,1,1,0,7.84378,0.694209,0.194361
-7.04317,0.928515,0.950364,2,3,0,7.18836,0.564938,0.168918
-5.78025,1,0.950364,1,1,0,6.70002,0.731005,0.277522
-6.33209,0.885224,0.950364,1,1,0,6.35738,0.678569,0.202573
-7.60685,0.629115,0.950364,3,7,0,8.62734,0.987605,0.711401
-8.03014,0.933046,0.950364,2,3,0,9.17885,0.989764,0.760709
-8.32214,0.834925,0.950364,2,3,0,9.12668,0.286175,0.342921
-6.17522,0.82174,0.950364,2,3,0,9.86952,0.958963,0.571865
-5.93867,1,0.950364,1,1,0,6.22204,0.940562,0.609421
-5.43984,0.917421,0.950364,2,3,0,6.59279,0.848159,0.377609
-6.95112,0.776904,0.950364,2,3,0,7.04468,0.851764,0.87312
-7.0561,0.982545,0.950364,3,7,0,7.32968,0.752202,0.881774
-7.88307,0.922785,0.950364,1,1,0,7.98865,0.854018,0.924637
-7.2346,1,0.950364,1,1,0,7.91724,0.818454,0.894854
-5.8378,0.871518,0.950364,2,3,0,9.43933,0.898757,0.699817
-5.55843,0.92627,0.950364,1,3,0,6.63658,0.730371,0.339211
-5.28871,0.998117,0.950364,1,3,0,5.55206,0.769606,0.490987
-6.05745,0.89537,0.950364,2,3,0,6.12843,0.840193,0.219695
-5.74638,0.992754,0.950364,2,3,0,6.19735,0.843681,0.721744
-5.70211,0.904758,0.950364,1,3,0,6.70459,0.662666,0.346897
-6.70628,0.507801,0.950364,2,3,0,8.8934,0.815782,0.14285
-5.8666,0.921123,0.950364,3,7,0,8.33966,0.696139,0.274677
-5.93904,0.799153,0.950364,1,3,0,7.53066,0.887607,0.735942
-6.13785,0.986016,0.950364,2,3,0,6.88004,0.892299,0.23139
-6.05334,1,0.950364,2,3,0,6.26412,0.863553,0.227941
-6.00616,1,0.950364,2,7,0,6.04641,0.733455,0.767004
-5.57507,1,0.950364,2,3,0,5.95208,0.728081,0.665089
-5.47445,0.992699,0.950364,2,3,0,5.73221,0.889948,0.559675
-7.02149,0.745668,0.950364,2,3,0,7.80964,0.984526,0.452772
-5.63826,0.897547,0.950364,2,3,0,6.76748,0.671894,0.361096
-5.8345,0.959462,0.950364,1,1,0,5.91874,0.66995,0.299348
-6.53444,0.542516,0.950364,2,7,0,8.61733,0.958941,0.713216
-7.94324,0.967286,0.950364,2,3,0,8.1341,0.989755,0.744871
-6.98843,1,0.950364,2,3,0,8.13536,0.440048,0.29902
-5.38221,1,0.950364,1,3,0,6.95002,0.872817,0.52054
-5.73047,0.736262,0.950364,2,3,0,7.38428,0.851368,0.285222
-5.73741,0.852686,0.950364,2,3,0,6.60492,0.644849,0.644586
-8.17617,0.610205,0.950364,2,3,0,9.19018,0.717389,0.934395
-5.91392,1,0.950364,2,3,0,8.18847,0.874683,0.741015
-5.69149,1,0.950364,2,3,0,6.31121,0.609972,0.499714
-5.37856,0.545019,0.950364,2,3,0,7.3662,0.850584,0.415736
-6.73828,0.817568,0.950364,2,3,0,7.01038,0.853934,0.144336
-5.4686,0.987345,0.950364,2,3,0,6.83983,0.873085,0.395752
-6.06589,0.930717,0.950364,2,3,0,6.24869,0.927739,0.70442
-6.22707,0.957992,0.950364,2,3,0,6.6784,0.789277,0.807546
-5.37505,0.887516,0.950364,2,3,0,7.46462,0.871129,0.514394
-6.09672,0.863827,0.950364,2,3,0,6.32479,0.88993,0.763558
-6.99518,0.946225,0.950364,2,3,0,7.33906,0.575379,0.168815
-6.06418,1,0.950364,1,1,0,6.82131,0.670981,0.24841
-5.42713,0.798957,0.950364,2,3,0,6.79168,0.835511,0.625797
-6.50885,0.632408,0.950364,2,3,0,7.253,0.972337,0.432857
-7.9309,0.660655,0.950364,2,3,0,8.94425,0.815298,0.0714768
-5.40165,1,0.950364,2,3,0,7.52126,0.729921,0.586481
-5.74829,0.858601,0.950364,1,1,0,5.78541,0.603647,0.562193
-5.64197,0.811298,0.950364,2,3,0,6.37166,0.915463,0.575
-6.00194,0.966944,0.950364,2,3,0,6.21257,0.941372,0.365107
-6.20545,0.976299,0.950364,2,3,0,6.44914,0.663434,0.772134
-6.12338,0.948483,0.950364,2,3,0,6.67151,0.546019,0.630314
-6.29305,0.900972,0.950364,1,1,0,6.67026,0.501129,0.586998
-8.18872,0.813026,0.950364,2,3,0,8.49423,0.965322,0.892373
-7.42609,1,0.950364,1,1,0,8.25015,0.942916,0.867587
-6.97039,0.949069,0.950364,2,7,0,8.01223,0.809428,0.122052
-6.23433,0.919977,0.950364,2,3,0,7.79296,0.911076,0.766644
-5.51133,0.96034,0.950364,1,3,0,6.79495,0.879149,0.384161
-5.42568,0.992366,0.950364,2,3,0,5.58959,0.811053,0.634021
-5.63819,0.896203,0.950364,1,3,0,6.23158,0.807853,0.296396
-5.63918,0.953903,0.950364,2,7,0,5.97448,0.8276,0.700797
-5.30781,1,0.950364,2,3,0,5.58396,0.812056,0.43812
-6.51367,0.700583,0.950364,2,3,0,7.20022,0.636301,0.803782
-6.54581,1,0.950364,2,3,0,6.9823,0.903877,0.183157
-9.03211,0.7954,0.950364,2,7,0,9.45513,0.991649,0.858258
-7.5853,0.906777,0.950364,2,7,0,9.60514,0.97764,0.19616
-5.59116,0.862022,0.950364,2,3,0,7.84019,0.8199,0.310527
-5.7511,0.987821,0.950364,2,3,0,5.8149,0.722327,0.288064
-5.56619,0.970179,0.950364,2,3,0,6.13001,0.866638,0.65656
-5.62692,0.90917,0.950364,1,3,0,6.40848,0.787968,0.299629
-6.34377,0.817334,0.950364,2,3,0,6.90177,0.932818,0.753206
-5.60163,0.964632,0.950364,2,3,0,6.43637,0.743452,0.681561
-6.75087,0.798367,0.950364,2,3,0,7.17423,0.952624,0.777201
-6.71603,0.988388,0.950364,2,7,0,7.30355,0.634168,0.173016
-6.71603,0.375718,0.950364,2,3,0,10.0335,0.634168,0.173016
-5.779,0.990814,0.950364,2,3,0,7.29237,0.910962,0.659521
-5.89257,0.861796,0.950364,1,3,0,7.03887,0.843126,0.248183
-5.48472,0.918071,0.950364,2,7,0,6.70024,0.786957,0.656977
-5.27648,0.880371,0.950364,2,3,0,6.38503,0.799617,0.515304
-6.21142,0.661381,0.950364,2,3,0,7.48236,0.961991,0.541622
-5.8634,0.770585,0.950364,2,3,0,7.35828,0.780695,0.248531
-5.46381,0.941743,0.950364,1,3,0,6.55745,0.748994,0.635624
-5.67798,0.862053,0.950364,2,3,0,6.2123,0.91952,0.421407
-5.73276,0.974159,0.950364,2,7,0,6.0311,0.913636,0.634274
-5.35928,0.99858,0.950364,2,3,0,5.8027,0.862496,0.463165
-5.33678,1,0.950364,1,1,0,5.3662,0.856511,0.48018
-5.69637,0.861388,0.950364,2,3,0,6.47631,0.927347,0.501222
-5.95087,0.89897,0.950364,1,3,0,6.65306,0.633742,0.700186
-6.00429,0.869697,0.950364,2,7,0,7.39236,0.698833,0.245771
-6.32465,0.969665,0.950364,2,3,0,6.59592,0.882374,0.197531
-5.65501,1,0.950364,2,3,0,6.37593,0.626799,0.559229
-5.56471,1,0.950364,2,3,0,5.68656,0.908847,0.457375
-5.54295,0.96504,0.950364,2,3,0,5.95448,0.825049,0.673901
-5.99529,0.79961,0.950364,1,3,0,7.11638,0.728155,0.236413
-5.46383,0.996619,0.950364,2,7,0,5.95883,0.81759,0.648299
-5.93539,0.833421,0.950364,2,3,0,6.56364,0.622032,0.316067
-5.36577,0.686253,0.950364,2,3,0,7.09115,0.859344,0.443829
-5.29955,0.977764,0.950364,2,3,0,5.59347,0.829514,0.535652
-5.66712,0.955928,0.950364,2,3,0,5.68117,0.762162,0.294015
-6.32555,0.90135,0.950364,2,3,0,6.45133,0.936765,0.741398
-7.90077,0.801149,0.950364,1,3,0,9.62248,0.992854,0.362081
-6.63293,0.955781,0.950364,2,3,0,8.52119,0.928402,0.804452
