# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = coinbias_model
# start_datetime = 2023-01-12 09:01:28 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\coinbias\coinbias.data.R
# init = 2 (Default)
# random
#   seed = 2891974704 (Default)
# output
#   file = examples\coinbias\coinbiasMCMC5k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,bias
-8.9483,1,1.17623,2,3,0,10.2708,0.597818
-8.98196,0.986213,1.17623,1,1,0,9.31728,0.601498
-8.42274,1,1.17623,1,1,0,8.8324,0.523039
-8.36865,1,1.17623,2,3,0,8.48936,0.511872
-8.43262,0.776121,1.17623,2,3,0,9.1698,0.524953
-8.89245,0.822984,1.17623,1,1,0,8.98777,0.591516
-13.648,0.454799,1.17623,2,3,0,13.6738,0.838621
-8.72858,1,1.17623,2,3,0,12.7082,0.272385
-8.93432,0.97563,1.17623,2,3,0,8.95567,0.596265
-10.1892,0.781524,1.17623,2,3,0,10.4234,0.698637
-8.99113,1,1.17623,2,3,0,10.5345,0.245776
-9.8873,0.769747,1.17623,1,1,0,10.0497,0.18401
-9.8873,0.769512,1.17623,1,1,0,11.0706,0.18401
-8.51193,1,1.17623,1,1,0,9.46342,0.300702
-8.24564,1,1.17623,1,1,0,8.42984,0.355648
-8.18104,0.996051,1.17623,2,3,0,8.27,0.452183
-8.15505,0.853159,1.17623,2,3,0,8.54261,0.430547
-8.15037,0.999769,1.17623,2,3,0,8.15434,0.418129
-9.24496,0.717945,1.17623,1,3,0,9.25921,0.62771
-8.29025,1,1.17623,1,1,0,8.86707,0.49281
-8.9936,0.741375,1.17623,1,1,0,9.02634,0.602751
-8.15814,0.892793,1.17623,2,3,0,9.29466,0.434536
-9.85706,0.582605,1.17623,1,3,0,9.86736,0.676714
-8.73446,1,1.17623,1,1,0,9.57699,0.572125
-8.21204,1,1.17623,1,1,0,8.52178,0.467112
-8.75296,0.793357,1.17623,1,1,0,8.76358,0.574533
-8.8014,0.979903,1.17623,1,1,0,9.05445,0.580653
-13.5857,0.176475,1.17623,1,1,0,13.6013,0.836945
-9.38805,0.993461,1.17623,2,3,0,12.3034,0.640434
-10.2901,0.71064,1.17623,1,1,0,10.7142,0.704812
-9.04769,1,1.17623,2,3,0,10.0821,0.608449
-8.15188,0.581293,1.17623,2,3,0,10.6787,0.424633
-8.38727,0.911947,1.17623,2,3,0,8.46579,0.515861
-9.36244,0.664074,1.17623,1,1,0,9.42011,0.638224
-8.27842,1,1.17623,1,1,0,8.92408,0.489504
-8.44888,0.966508,1.17623,2,3,0,8.49442,0.528027
-11.3643,0.312669,1.17623,1,1,0,11.3811,0.760102
-9.0326,1,1.17623,1,1,0,10.6776,0.60688
-9.65612,0.779923,1.17623,1,1,0,9.97555,0.662054
-9.02007,1,1.17623,2,3,0,9.7338,0.24319
-8.21416,1,1.17623,1,1,0,8.71904,0.366533
-8.58212,0.848956,1.17623,2,3,0,8.83273,0.290637
-8.25636,1,1.17623,1,1,0,8.47867,0.352386
-8.20421,1,1.17623,1,1,0,8.25332,0.370545
-8.15651,0.996168,1.17623,2,3,0,8.20999,0.400891
-8.15651,0.956495,1.17623,1,1,0,8.22181,0.400891
-8.1596,0.953591,1.17623,2,3,0,8.26806,0.397375
-8.18779,0.899793,1.17623,2,3,0,8.42322,0.378113
-8.15422,1,1.17623,2,3,0,8.17449,0.404129
-10.1927,0.432064,1.17623,2,3,0,11.1524,0.168644
-10.5157,0.927577,1.17623,1,1,0,11.0686,0.154371
-8.6197,1,1.17623,1,1,0,9.94985,0.285639
-8.17624,1,1.17623,1,1,0,8.44687,0.384535
-8.61663,0.885962,1.17623,1,3,0,8.65753,0.555732
-8.9141,0.882587,1.17623,1,1,0,9.09297,0.593989
-8.74014,1,1.17623,2,3,0,9.07967,0.572868
-8.53775,1,1.17623,1,1,0,8.8066,0.543493
-8.32745,0.994244,1.17623,2,3,0,8.6487,0.334197
-8.19039,1,1.17623,1,1,0,8.28154,0.376816
-8.35845,0.963638,1.17623,2,3,0,8.36552,0.327533
-8.77544,0.789973,1.17623,2,3,0,9.27675,0.577404
-9.27312,0.919784,1.17623,2,3,0,9.50256,0.630289
-8.3524,1,1.17623,1,1,0,8.93255,0.50825
-8.15601,0.999115,1.17623,1,3,0,8.28215,0.401542
-8.15601,0.452393,1.17623,1,3,0,9.70667,0.401542
-8.48357,0.902258,1.17623,2,3,0,8.53422,0.534315
-10.7649,0.39931,1.17623,1,1,0,10.8061,0.73136
-8.33833,1,1.17623,1,1,0,9.78021,0.504991
-8.73352,0.917464,1.17623,2,3,0,8.79421,0.572002
-8.38567,1,1.17623,1,1,0,8.66694,0.515525
-8.15305,0.994776,1.17623,2,3,0,8.3235,0.406172
-8.16283,0.956837,1.17623,2,3,0,8.25857,0.394279
-8.1971,0.986153,1.17623,1,1,0,8.2003,0.37365
-8.15098,0.963282,1.17623,2,3,0,8.28902,0.421855
-8.16522,0.996327,1.17623,2,3,0,8.16524,0.441356
-8.18027,0.99363,1.17623,1,1,0,8.18565,0.451734
-8.70397,0.878728,1.17623,2,3,0,8.70638,0.568067
-8.37346,0.973305,1.17623,2,3,0,8.92116,0.324501
-8.33079,1,1.17623,2,3,0,8.36137,0.503194
-8.96915,0.797068,1.17623,2,3,0,9.31662,0.247781
-8.6338,1,1.17623,1,1,0,8.99294,0.283825
-8.48609,1,1.17623,1,1,0,8.69167,0.304689
-8.86537,0.920361,1.17623,2,3,0,9.16165,0.588365
-8.94893,0.998028,1.17623,2,3,0,8.94895,0.249655
-8.67135,0.653165,1.17623,2,3,0,10.8942,0.279144
-8.18637,0.950431,1.17623,2,3,0,8.87692,0.455158
-8.16273,1,1.17623,1,1,0,8.18033,0.439195
-8.15249,0.931823,1.17623,2,3,0,8.31908,0.426061
-8.15432,0.965856,1.17623,2,3,0,8.22994,0.429425
-8.9904,0.599877,1.17623,2,3,0,9.83064,0.245842
-8.29389,1,1.17623,1,1,0,8.75061,0.342173
-8.22303,1,1.17623,2,3,0,8.28947,0.363226
-8.38481,0.969443,1.17623,2,3,0,8.40251,0.322281
-8.25807,1,1.17623,1,1,0,8.36818,0.351883
-8.76799,0.827263,1.17623,1,1,0,8.77988,0.267964
-8.2913,1,1.17623,2,3,0,8.61403,0.342828
-8.37348,0.969083,1.17623,1,1,0,8.42137,0.324498
-8.79521,0.799403,1.17623,2,3,0,9.28211,0.579885
-8.64338,1,1.17623,1,1,0,8.93089,0.559631
-8.15092,1,1.17623,1,3,0,8.44415,0.411757
-9.5974,0.592396,1.17623,2,3,0,10.0738,0.200728
-8.18727,0.938205,1.17623,2,3,0,9.7852,0.45564
-8.35222,0.961691,1.17623,2,3,0,8.36162,0.508208
-8.98218,0.765433,1.17623,1,1,0,9.03946,0.601522
-8.16833,0.618414,1.17623,2,3,0,10.2174,0.389839
-8.85132,0.840904,1.17623,2,3,0,8.85459,0.259162
-9.20125,0.894963,1.17623,1,1,0,9.40182,0.228171
-8.74836,1,1.17623,1,1,0,9.21136,0.270144
-10.9079,0.376109,1.17623,2,3,0,12.4886,0.73865
-8.55166,1,1.17623,1,1,0,10.025,0.545739
-8.1793,1,1.17623,1,1,0,8.39582,0.451159
-8.21921,0.992212,1.17623,2,3,0,8.22928,0.46998
-8.21921,0.836759,1.17623,1,1,0,8.4722,0.46998
-8.20873,0.97113,1.17623,2,3,0,8.33325,0.465731
-9.15302,0.798711,1.17623,2,3,0,9.15762,0.619008
-8.96474,1,1.17623,2,3,0,9.07401,0.248187
-8.20408,1,1.17623,1,1,0,8.67829,0.370597
-8.73001,0.884119,1.17623,2,3,0,8.73159,0.272221
-8.26029,0.978472,1.17623,2,3,0,8.81377,0.484122
-8.15246,0.999464,1.17623,1,3,0,8.22062,0.407365
-8.16215,0.996006,1.17623,1,1,0,8.16261,0.394892
-8.15262,1,1.17623,1,1,0,8.15873,0.40703
-8.39085,0.643249,1.17623,2,3,0,9.29031,0.516608
-8.26689,0.527659,1.17623,2,3,0,10.3123,0.486129
-9.65916,0.556436,1.17623,1,1,0,9.67068,0.662284
-9.84945,0.930191,1.17623,1,1,0,10.4493,0.67618
-8.25784,1,1.17623,1,1,0,9.18779,0.483364
-9.70489,0.543741,1.17623,1,1,0,9.71366,0.665722
-9.1941,1,1.17623,1,1,0,9.89438,0.622951
-8.40312,1,1.17623,1,1,0,8.93106,0.519132
-8.42396,0.997035,1.17623,2,3,0,8.53073,0.523278
-8.20266,0.869787,1.17623,2,3,0,8.78698,0.371201
-8.15044,0.942897,1.17623,2,3,0,8.34518,0.414445
-8.29494,0.958822,1.17623,1,3,0,8.29733,0.341909
-8.18645,1,1.17623,1,1,0,8.26002,0.378799
-8.36092,0.933488,1.17623,1,1,0,8.36664,0.327026
-8.17456,1,1.17623,1,1,0,8.28933,0.385586
-8.27684,0.954498,1.17623,2,3,0,8.35341,0.34661
-8.19794,0.99902,1.17623,2,3,0,8.29546,0.460942
-9.61796,0.66803,1.17623,2,3,0,9.84612,0.199462
-8.5447,1,1.17623,2,3,0,9.49262,0.54462
-9.81757,0.593379,1.17623,1,1,0,9.91663,0.673924
-9.37587,1,1.17623,1,1,0,10.1125,0.639386
-11.2291,0.726111,1.17623,2,3,0,11.4704,0.128267
-9.13308,1,1.17623,2,3,0,10.696,0.61706
-8.21378,1,1.17623,1,1,0,8.74739,0.467823
-8.57355,0.917645,1.17623,2,3,0,8.58808,0.549194
-10.2585,0.506259,1.17623,1,1,0,10.3477,0.702898
-9.2446,1,1.17623,1,1,0,10.2328,0.627677
-8.43752,1,1.17623,1,1,0,8.98782,0.525888
-8.20604,0.943403,1.17623,2,3,0,8.6151,0.464581
-8.15446,1,1.17623,1,1,0,8.18466,0.429661
-8.1904,0.822889,1.17623,2,3,0,8.61791,0.457264
-9.34984,0.760589,1.17623,2,3,0,9.35031,0.637126
-8.17668,0.956148,1.17623,2,3,0,9.29825,0.384267
-8.15482,0.997866,1.17623,2,3,0,8.18268,0.403207
-9.05668,0.768535,1.17623,1,3,0,9.08334,0.609377
-9.83801,0.917553,1.17623,2,3,0,9.96497,0.186691
-8.16818,0.899404,1.17623,2,3,0,10.4464,0.38995
-8.16818,0.865923,1.17623,1,3,0,8.50179,0.38995
-8.23563,0.973158,1.17623,1,1,0,8.23941,0.358872
-8.44952,0.849354,1.17623,2,3,0,8.78628,0.528148
-8.40742,1,1.17623,2,3,0,8.4294,0.318033
-11.8261,0.383055,1.17623,1,3,0,12.3557,0.779406
-8.78267,0.91198,1.17623,2,3,0,12.2778,0.266362
-8.78267,0.655961,1.17623,1,1,0,9.84026,0.266362
-9.09768,0.903019,1.17623,1,1,0,9.28264,0.236521
-10.0719,0.759252,1.17623,1,1,0,10.2485,0.174479
-8.1534,0.950285,1.17623,1,3,0,9.43182,0.405529
-8.70238,0.638191,1.17623,2,3,0,9.53357,0.275426
-10.8836,0.570893,1.17623,2,3,0,11.8188,0.737429
-9.77077,1,1.17623,1,1,0,11.0161,0.670562
-8.33535,1,1.17623,1,1,0,9.19916,0.504285
-9.82266,0.717322,1.17623,2,3,0,9.84928,0.674287
-8.463,1,1.17623,1,1,0,9.3301,0.530631
-8.35081,1,1.17623,2,3,0,8.45882,0.329122
-8.63996,0.899529,1.17623,1,1,0,8.69102,0.283043
-8.29403,1,1.17623,2,3,0,8.54087,0.342138
-8.20916,1,1.17623,1,1,0,8.27792,0.368507
-8.17204,0.998597,1.17623,2,3,0,8.22186,0.446503
-9.00617,0.700346,1.17623,1,1,0,9.00621,0.604093
-8.82496,1,1.17623,1,1,0,9.20366,0.58354
-8.16743,1,1.17623,1,3,0,8.58631,0.390518
-8.15537,0.998344,1.17623,2,3,0,8.17537,0.402414
-8.19673,0.9409,1.17623,2,3,0,8.3188,0.460372
-8.4748,0.887646,1.17623,1,1,0,8.48514,0.532759
-8.3118,0.507656,1.17623,2,3,0,10.7481,0.498495
-8.20533,1,1.17623,1,1,0,8.28428,0.464276
-9.77195,0.642239,1.17623,2,3,0,10.0445,0.190382
-8.22522,0.883325,1.17623,2,3,0,10.6463,0.362442
-8.97601,0.455037,1.17623,2,3,0,12.0922,0.600854
-8.21341,1,1.17623,1,1,0,8.65825,0.467672
-8.16102,0.993654,1.17623,2,3,0,8.23391,0.437582
-9.21384,0.719611,1.17623,1,3,0,9.21568,0.624814
-10.12,0.704726,1.17623,1,1,0,10.4817,0.694282
-8.37087,0.98135,1.17623,2,3,0,9.9809,0.325016
-10.0598,0.626082,1.17623,2,3,0,10.5488,0.690406
-9.57871,1,1.17623,2,3,0,10.4151,0.656074
-8.17454,1,1.17623,1,3,0,8.98287,0.448185
-8.15059,0.999442,1.17623,2,3,0,8.16727,0.413373
-8.50798,0.901779,1.17623,1,3,0,8.51581,0.301301
-8.15779,0.990274,1.17623,2,3,0,8.39419,0.434126
-8.92748,0.799786,1.17623,1,3,0,8.98551,0.251678
-8.27748,0.764962,1.17623,2,3,0,10.032,0.346439
-8.32795,0.946822,1.17623,2,3,0,8.55506,0.334085
-8.24881,1,1.17623,2,3,0,8.3296,0.354665
-8.24881,0.727361,1.17623,1,1,0,8.80218,0.354665
-8.20984,1,1.17623,2,3,0,8.2454,0.466199
-8.53016,0.799413,1.17623,2,3,0,8.90958,0.542249
-8.63016,0.989893,1.17623,2,3,0,8.63704,0.284291
-8.86317,0.974146,1.17623,2,3,0,8.91874,0.588106
-9.19405,0.966736,1.17623,2,3,0,9.23448,0.228733
-9.19405,0.670823,1.17623,1,1,0,10.4239,0.228733
-8.17586,0.958035,1.17623,2,3,0,9.12056,0.384773
-9.37469,0.712031,1.17623,1,3,0,9.44157,0.639285
-8.21188,1,1.17623,1,3,0,8.99392,0.367422
-8.38428,0.864802,1.17623,2,3,0,8.68132,0.515231
-8.15756,0.996876,1.17623,2,3,0,8.31389,0.399617
-9.25839,0.725222,1.17623,1,3,0,9.29524,0.628945
-8.75108,1,1.17623,2,3,0,9.36886,0.269839
-8.75108,0.627944,1.17623,1,1,0,9.8942,0.269839
-8.54787,0.660054,1.17623,2,3,0,10.447,0.295418
-8.54787,0.793775,1.17623,1,1,0,9.08337,0.295418
-8.15935,0.999511,1.17623,1,3,0,8.3948,0.397631
-8.90263,0.808023,1.17623,1,3,0,8.93274,0.592684
-8.18151,1,1.17623,1,1,0,8.59577,0.452454
-8.80488,0.695912,1.17623,2,3,0,9.3752,0.263982
-8.38385,1,1.17623,1,1,0,8.7051,0.322468
-8.17695,1,1.17623,2,3,0,8.30448,0.384105
-8.15598,0.997707,1.17623,2,3,0,8.18515,0.401583
-8.62458,0.874085,1.17623,1,3,0,8.6431,0.556901
-8.67408,0.993089,1.17623,2,3,0,8.87308,0.56397
-8.19896,1,1.17623,1,1,0,8.47838,0.461418
-8.46199,0.84303,1.17623,2,3,0,8.74259,0.530445
-8.43537,1,1.17623,1,1,0,8.57076,0.525478
-8.15175,1,1.17623,1,3,0,8.31575,0.424291
-8.7508,0.7708,1.17623,2,3,0,9.01699,0.574254
-8.41949,1,1.17623,1,1,0,8.70601,0.522401
-8.21968,0.547028,1.17623,2,3,0,10.1522,0.470164
-8.21968,0.687434,1.17623,1,1,0,8.73229,0.470164
-8.18065,0.998086,1.17623,2,3,0,8.24084,0.381937
-8.70777,0.863001,1.17623,2,3,0,8.7692,0.568579
-8.52303,1,1.17623,2,3,0,8.6893,0.299039
-9.18115,0.801152,1.17623,1,1,0,9.25174,0.229746
-8.15739,0.965886,1.17623,2,3,0,8.91783,0.43365
-8.71873,0.842339,1.17623,2,3,0,8.78861,0.273518
-8.45051,1,1.17623,2,3,0,8.68894,0.528332
-8.3295,0.826377,1.17623,2,3,0,9.04168,0.502884
-8.15035,0.992986,1.17623,2,3,0,8.29701,0.417798
-8.18129,0.905437,1.17623,2,3,0,8.38815,0.45233
-8.87766,0.843318,1.17623,2,3,0,8.87908,0.589803
-8.95538,0.968317,1.17623,1,1,0,9.25788,0.598599
-8.95538,0.396984,1.17623,1,1,0,10.6419,0.598599
-8.39714,0.904998,1.17623,2,3,0,9.3879,0.319937
-8.53975,0.949056,1.17623,1,1,0,8.61992,0.296587
-8.40193,1,1.17623,2,3,0,8.57162,0.319045
-8.47077,0.990394,1.17623,2,3,0,8.47495,0.532036
-8.34184,1,1.17623,2,3,0,8.48164,0.331032
-8.4444,0.962283,1.17623,1,1,0,8.50888,0.311509
-8.4444,0.444761,1.17623,1,3,0,10.3499,0.311509
-8.23396,1,1.17623,1,1,0,8.38209,0.35943
-8.64194,0.612174,1.17623,2,3,0,9.78842,0.282792
-8.20891,0.9634,1.17623,2,3,0,8.78826,0.46581
-8.1888,1,1.17623,1,1,0,8.21534,0.45644
-8.19111,0.981918,1.17623,2,3,0,8.26292,0.457626
-8.93201,0.728657,1.17623,1,1,0,8.93489,0.596006
-8.68523,1,1.17623,1,1,0,9.03918,0.565512
-8.87138,0.924928,1.17623,1,1,0,9.08599,0.58907
-10.388,0.736346,1.17623,2,3,0,10.5823,0.710609
-9.25425,1,1.17623,2,3,0,10.3114,0.628565
-8.23942,1,1.17623,1,1,0,8.83405,0.477345
-8.23942,0.439357,1.17623,1,3,0,9.64057,0.477345
-8.31017,0.988558,1.17623,2,3,0,8.34396,0.498079
-8.59864,0.646376,1.17623,2,3,0,9.62848,0.553042
-8.25007,0.854033,1.17623,2,3,0,9.04313,0.354278
-8.33641,0.724757,1.17623,2,3,0,9.19998,0.33221
-8.43708,0.962895,1.17623,1,1,0,8.49978,0.312763
-9.73436,0.780134,1.17623,2,3,0,9.74771,0.192536
-8.85576,1,1.17623,1,1,0,9.60066,0.258712
-8.16155,0.981153,1.17623,1,3,0,8.62707,0.438092
-8.73935,0.684146,1.17623,2,3,0,9.36317,0.271159
-8.41663,0.693519,1.17623,2,3,0,10.164,0.316361
-8.68839,0.906943,1.17623,1,1,0,8.7624,0.277086
-8.19802,1,1.17623,1,1,0,8.50179,0.373236
-8.35992,0.729314,1.17623,2,3,0,9.10262,0.327231
-8.81398,0.924522,1.17623,2,3,0,8.85558,0.263021
-9.52225,0.934285,1.17623,2,3,0,9.66441,0.205474
-8.4427,1,1.17623,1,1,0,9.18337,0.3118
-8.19479,1,1.17623,1,1,0,8.35162,0.374712
-8.15131,0.938712,1.17623,2,3,0,8.34663,0.410347
-8.15829,0.997112,1.17623,1,1,0,8.15845,0.398776
-8.25062,0.859728,1.17623,2,3,0,8.55476,0.481071
-8.16424,1,1.17623,1,1,0,8.21676,0.440532
-8.29726,0.944845,1.17623,1,1,0,8.29947,0.494706
-8.56151,0.708103,1.17623,2,3,0,9.34471,0.547306
-8.90453,0.865508,1.17623,1,1,0,9.05805,0.592901
-8.1505,0.574108,1.17623,2,3,0,10.3753,0.413972
-8.22368,0.978922,1.17623,1,3,0,8.22449,0.362993
-8.17399,0.996543,1.17623,2,3,0,8.2443,0.447821
-8.27156,0.95919,1.17623,1,1,0,8.2777,0.487515
-8.32402,0.977727,1.17623,1,1,0,8.37244,0.501548
-8.32402,0.42489,1.17623,1,1,0,9.55275,0.501548
-8.28366,1,1.17623,2,3,0,8.31085,0.344798
-8.19014,0.99389,1.17623,2,3,0,8.31798,0.457135
-8.19014,0.553038,1.17623,1,1,0,8.99373,0.457135
-9.08963,0.681316,1.17623,1,1,0,9.09123,0.612734
-8.159,0.742789,1.17623,2,3,0,9.89525,0.435494
-8.17343,0.844671,1.17623,2,3,0,8.55232,0.447447
-8.19609,0.990398,1.17623,1,1,0,8.20451,0.46007
-8.18562,1,1.17623,1,1,0,8.20587,0.454756
-8.19659,0.998445,1.17623,2,3,0,8.2108,0.460308
-8.56609,0.808245,1.17623,2,3,0,8.90874,0.292846
-8.54185,0.902553,1.17623,2,3,0,9.23751,0.296284
-8.29787,1,1.17623,1,1,0,8.48778,0.341178
-8.16298,1,1.17623,1,1,0,8.24448,0.39415
-8.26467,0.95981,1.17623,1,1,0,8.26606,0.349977
-8.70983,0.847169,1.17623,1,1,0,8.72592,0.274552
-8.29174,0.961717,1.17623,2,3,0,8.93876,0.342715
-8.4084,0.983329,1.17623,2,3,0,8.47822,0.520198
-8.4084,0.462095,1.17623,1,3,0,10.9974,0.520198
-8.20547,1,1.17623,2,3,0,8.33659,0.464334
-8.40546,0.91782,1.17623,1,1,0,8.42074,0.519605
-8.15973,1,1.17623,2,3,0,8.30093,0.436272
-8.18808,0.988047,1.17623,1,1,0,8.19075,0.456067
-8.69503,0.883027,1.17623,2,3,0,8.69941,0.566854
-8.44305,1,1.17623,1,1,0,8.6977,0.526936
-8.18038,1,1.17623,1,1,0,8.33585,0.451798
-8.1798,0.987473,1.17623,2,3,0,8.23337,0.451455
-8.64302,0.446345,1.17623,2,3,0,11.2256,0.559579
-8.15048,0.976445,1.17623,2,3,0,8.60219,0.419231
-8.28145,0.962065,1.17623,1,3,0,8.28248,0.490366
-8.15604,0.99084,1.17623,2,3,0,8.28577,0.431945
-8.18826,0.984225,1.17623,2,3,0,8.21171,0.45616
-8.15156,0.939539,1.17623,2,3,0,8.3291,0.40958
-8.46663,0.912335,1.17623,1,3,0,8.47488,0.531289
-9.30002,0.705659,1.17623,1,1,0,9.39151,0.632717
-8.20625,1,1.17623,1,1,0,8.83767,0.464672
-8.20625,0.91403,1.17623,1,1,0,8.34131,0.464672
-8.55486,0.788168,1.17623,2,3,0,8.94842,0.54625
-9.07192,0.805214,1.17623,1,1,0,9.21284,0.610938
-8.27455,1,1.17623,2,3,0,8.75805,0.488389
-8.26387,0.934743,1.17623,2,3,0,8.5192,0.485218
-9.39147,0.620593,1.17623,1,1,0,9.40672,0.640727
-8.90523,1,1.17623,2,3,0,9.42142,0.253814
-8.22079,1,1.17623,1,1,0,8.65025,0.364042
-8.15032,0.937661,1.17623,2,3,0,8.38004,0.416728
-8.64326,0.867014,1.17623,1,3,0,8.65911,0.282626
-8.21948,1,1.17623,1,1,0,8.48829,0.364524
-8.90096,0.494599,1.17623,2,3,0,10.1512,0.592493
-9.23557,0.872133,1.17623,1,1,0,9.52697,0.626841
-9.23557,0.460664,1.17623,1,1,0,10.832,0.626841
-9.23557,0.833617,1.17623,1,1,0,9.92757,0.626841
-8.17798,1,1.17623,1,1,0,8.78485,0.45036
-8.15061,0.999848,1.17623,1,3,0,8.16762,0.413252
-8.15061,0.662339,1.17623,1,3,0,8.95635,0.413252
-8.16713,0.994972,1.17623,2,3,0,8.16876,0.442901
-8.9879,0.4743,1.17623,2,3,0,10.5645,0.602138
-8.17351,0.707282,1.17623,2,3,0,9.93311,0.447505
-9.45364,0.68105,1.17623,2,3,0,9.67906,0.209977
-8.34879,1,1.17623,1,1,0,9.07849,0.329547
-8.39479,0.993312,1.17623,2,3,0,8.39635,0.517426
-8.29493,1,1.17623,1,1,0,8.4077,0.49408
-8.35153,0.992796,1.17623,2,3,0,8.36066,0.328971
-9.89601,0.591829,1.17623,1,1,0,9.89641,0.183542
-8.54541,1,1.17623,2,3,0,9.71609,0.544735
-8.26521,1,1.17623,1,1,0,8.46128,0.485626
-8.67305,0.518028,1.17623,2,3,0,10.3358,0.563826
-8.59402,1,1.17623,2,3,0,8.82355,0.552342
-8.46104,1,1.17623,1,1,0,8.66156,0.530273
-8.71865,0.896267,1.17623,1,1,0,8.83572,0.570035
-8.84373,0.948935,1.17623,1,1,0,9.07663,0.5858
-8.20179,1,1.17623,1,1,0,8.57556,0.462707
-8.22581,0.996738,1.17623,2,3,0,8.23123,0.362236
-8.15069,0.996675,1.17623,2,3,0,8.21059,0.412778
-8.99488,0.74914,1.17623,2,3,0,9.20269,0.245438
-8.85857,0.790949,1.17623,2,3,0,10.4643,0.258429
-8.1591,0.992716,1.17623,1,3,0,8.59236,0.397896
-13.1318,0.206758,1.17623,2,3,0,13.4045,0.82409
-8.15071,1,1.17623,1,3,0,11.2484,0.412703
-8.48437,0.889093,1.17623,2,3,0,8.56377,0.534455
-8.22138,0.868233,1.17623,2,3,0,8.86681,0.363825
-8.24391,0.997041,1.17623,2,3,0,8.27054,0.356193
-8.90962,0.781352,1.17623,1,1,0,8.91418,0.25339
-8.36382,1,1.17623,1,1,0,8.75144,0.326435
-8.15131,0.908885,1.17623,2,3,0,8.63189,0.423021
-8.32246,0.838715,1.17623,2,3,0,8.64738,0.335329
-8.19778,1,1.17623,1,1,0,8.28449,0.373345
-8.53231,0.92572,1.17623,2,3,0,8.53638,0.297671
-8.67538,0.982177,1.17623,2,3,0,8.69522,0.564151
-9.43217,0.850591,1.17623,2,3,0,9.64724,0.211421
-8.9133,1,1.17623,1,1,0,9.46667,0.253035
-8.35509,1,1.17623,1,1,0,8.74721,0.328228
-8.16458,1,1.17623,2,3,0,8.27941,0.392776
-9.60605,0.234113,1.17623,2,3,0,11.9778,0.658209
-8.86882,1,1.17623,1,1,0,9.55695,0.588771
-8.19789,0.763009,1.17623,2,3,0,9.59532,0.460917
-8.19789,0.509159,1.17623,1,1,0,9.1187,0.460917
-8.45249,0.866726,1.17623,2,3,0,8.68961,0.310146
-8.89024,0.857895,1.17623,1,1,0,8.9603,0.255276
-8.58846,1,1.17623,2,3,0,8.84053,0.551495
-8.58846,0.480756,1.17623,1,1,0,9.76649,0.551495
-8.98811,0.930762,1.17623,2,3,0,9.14921,0.602161
-8.28329,0.764339,1.17623,2,3,0,9.72852,0.344896
-8.28329,0.774973,1.17623,1,1,0,8.73969,0.344896
-8.15184,1,1.17623,1,3,0,8.23026,0.408832
-8.15044,1,1.17623,1,1,0,8.15127,0.414495
-8.7144,0.846447,1.17623,1,3,0,8.72316,0.569469
-9.04791,0.870477,1.17623,1,1,0,9.26426,0.608472
-8.36094,0.835759,1.17623,2,3,0,9.63601,0.327022
-8.16044,0.848299,1.17623,2,3,0,8.81728,0.396526
-8.71964,0.83407,1.17623,2,3,0,8.83076,0.570167
-8.16372,0.949318,1.17623,2,3,0,8.83188,0.440074
-8.34801,0.924355,1.17623,1,1,0,8.3495,0.507245
-8.42559,0.989087,1.17623,2,3,0,8.50518,0.523595
-8.29005,1,1.17623,2,3,0,8.47444,0.343147
-8.30456,0.735777,1.17623,2,3,0,9.21263,0.339538
-9.1106,0.749112,1.17623,1,1,0,9.12119,0.235447
-9.81632,0.816106,1.17623,1,1,0,10.0346,0.187891
-8.19611,0.951579,1.17623,2,3,0,9.40697,0.460077
-9.10701,0.678102,1.17623,1,1,0,9.1095,0.614478
-9.05192,1,1.17623,1,1,0,9.46038,0.608886
-8.3766,1,1.17623,2,3,0,8.83084,0.513597
-8.15896,0.998589,1.17623,1,3,0,8.30151,0.39804
-8.91638,0.804509,1.17623,1,3,0,8.94629,0.594248
-8.16428,1,1.17623,1,3,0,8.59524,0.44056
-8.16428,0.826947,1.17623,1,1,0,8.41903,0.44056
-9.50979,0.652675,1.17623,1,3,0,9.51261,0.650578
-8.36083,1,1.17623,2,3,0,9.29666,0.327044
-8.23042,1,1.17623,1,1,0,8.33224,0.360629
