# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = altermu2_model
# start_datetime = 2023-01-12 11:18:05 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file = examples\altermu2\altermu2.data.R
# init = 2 (Default)
# random
#   seed = 2900171209 (Default)
# output
#   file = examples\altermu2\altermu2var.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,log_p__,log_g__,mu.1,mu.2
0,-117.043,-1.52223,-7.80097,8.07679
0,-120.28,-1.29467,-7.89496,7.79769
0,-116.965,-0.73796,-7.72339,8.02431
0,-117.058,-0.437493,-7.50794,7.92373
0,-116.977,-0.63308,-7.45042,7.85766
0,-120.648,-0.960026,-7.83044,7.70771
0,-116.757,-0.709404,-7.45482,7.7578
0,-117.802,-1.23091,-7.86015,7.97079
0,-117.841,-0.168088,-7.65276,7.73817
0,-117.333,-0.217024,-7.73368,7.90051
0,-118.246,-0.32987,-7.77421,7.82632
0,-117.338,-0.994829,-7.81488,7.99382
0,-117.448,-0.0921997,-7.71188,7.85593
0,-116.854,-0.147774,-7.5533,7.8201
0,-118.921,-0.676285,-7.82913,7.82441
0,-117.043,-0.386028,-7.54144,7.94803
0,-118.199,-0.673901,-7.59466,7.63789
0,-116.875,-0.178376,-7.57313,7.91271
0,-120.407,-0.824849,-7.76296,7.65145
0,-117.737,-1.44829,-7.34816,7.87975
0,-116.772,-0.771824,-7.4568,7.7329
0,-117.236,-0.222676,-7.57995,7.74272
0,-117.036,-0.416427,-7.58508,7.98133
0,-116.946,-0.141158,-7.66454,7.92715
0,-117.149,-0.770371,-7.63,8.0445
0,-117.167,-0.0016161,-7.65255,7.83984
0,-118.211,-0.387188,-7.63807,7.68322
0,-116.96,-0.037832,-7.59798,7.83009
0,-117.876,-0.72966,-7.82205,7.91918
0,-119.566,-0.557248,-7.76267,7.70557
0,-117.53,-0.776682,-7.48644,7.9813
0,-119.516,-0.674088,-7.81737,7.7668
0,-117.061,-0.45482,-7.58711,7.98926
0,-120.355,-2.50128,-7.37943,8.10785
0,-121.031,-1.25376,-7.87561,7.73291
0,-117.975,-0.310022,-7.77045,7.85098
0,-118.702,-0.335077,-7.70638,7.71189
0,-117.16,-0.256868,-7.72475,7.92706
0,-119.866,-0.742446,-7.81824,7.74371
0,-117.439,-0.0315833,-7.68147,7.82321
0,-120.192,-3.7711,-8.04826,7.965
0,-117.154,-0.490644,-7.54414,7.97397
0,-117.298,-0.652882,-7.78333,7.9651
0,-116.952,-0.398469,-7.49981,7.89123
0,-117.339,-1.57826,-7.68256,8.12543
0,-123.419,-2.15198,-7.93523,7.6762
0,-118.634,-0.445568,-7.79313,7.81027
0,-118.188,-1.55937,-7.55217,8.11344
0,-117.993,-1.27588,-7.53783,8.08099
0,-116.813,-0.322746,-7.50627,7.83856
0,-119.164,-4.42078,-7.66699,8.30157
0,-116.972,-0.0688281,-7.5869,7.81201
0,-117.239,-0.0385555,-7.68402,7.86126
0,-116.95,-0.211582,-7.55208,7.77605
0,-117.221,-0.617442,-7.57353,8.0115
0,-117.195,-0.884149,-7.79207,7.99974
0,-117.086,-0.0314707,-7.61199,7.81059
0,-116.789,-0.400928,-7.49736,7.79305
0,-116.771,-0.547472,-7.47276,7.78286
0,-116.909,-1.41745,-7.4275,7.63698
0,-118.807,-0.611214,-7.82021,7.82431
0,-117.342,-0.668073,-7.54333,8.00551
0,-120.871,-1.09518,-7.72919,7.58916
0,-117.794,-0.291051,-7.76455,7.86602
0,-117.429,-0.2729,-7.7486,7.90047
0,-124.228,-2.12276,-7.81203,7.51411
0,-117.263,-0.456055,-7.54847,7.70254
0,-117.023,-0.564032,-7.46566,7.88098
0,-117.369,-1.9759,-7.70946,8.15353
0,-116.893,-0.201546,-7.60761,7.94093
0,-117.4,-0.708981,-7.47554,7.95415
0,-117.029,-0.0691517,-7.66958,7.89706
0,-122.185,-1.46408,-7.86346,7.6596
0,-116.733,-1.11026,-7.41893,7.70969
0,-117.1,-3.17523,-7.34258,7.50001
0,-117.163,-0.94112,-7.79213,8.00897
0,-116.886,-0.777145,-7.47588,7.70234
0,-119.23,-1.62955,-7.92203,7.89889
0,-119.853,-1.20898,-7.63893,7.55639
0,-118.973,-0.394098,-7.72597,7.71064
0,-123.566,-1.86945,-7.86444,7.59647
0,-119.024,-0.572141,-7.67347,7.65104
0,-117.456,-0.439246,-7.56736,7.69367
0,-119.924,-2.24981,-7.34829,8.05233
0,-117.37,-1.17597,-7.37699,7.86165
0,-117.743,-0.162298,-7.73616,7.8413
0,-121.436,-1.2581,-7.8595,7.69389
0,-117.843,-0.100948,-7.69409,7.78293
0,-121.086,-1.71235,-7.65421,7.49921
0,-117.505,-0.89737,-7.4295,7.92672
0,-118.986,-0.403807,-7.72171,7.70509
0,-118.497,-1.33311,-7.88909,7.92586
0,-119.436,-1.08305,-7.87693,7.83558
0,-116.654,-2.77418,-7.30378,7.59419
0,-117.147,-0.563361,-7.47891,7.91692
0,-116.8,-0.311153,-7.50974,7.82385
0,-117.567,-1.07423,-7.39783,7.90582
0,-116.855,-0.125107,-7.5797,7.89586
0,-120.449,-0.82681,-7.78535,7.67236
0,-116.967,-0.796941,-7.72419,8.03223
0,-117.876,-0.457545,-7.59896,7.67585
0,-116.869,-0.951264,-7.40827,7.79556
0,-116.758,-2.8223,-7.26605,7.65003
0,-118.035,-0.378731,-7.78296,7.85789
0,-116.991,-0.0202023,-7.64112,7.87418
0,-119.222,-0.624399,-7.68044,7.64349
0,-120.574,-1.36522,-7.89962,7.78458
0,-117.382,-0.215885,-7.7366,7.89487
0,-117.115,-0.480037,-7.746,7.96581
0,-123.061,-2.09476,-7.93773,7.69501
0,-117.373,-0.742578,-7.45642,7.9332
0,-116.971,-0.513875,-7.47301,7.87485
0,-117.679,-1.11147,-7.568,8.07339
0,-120.375,-0.904549,-7.83249,7.72624
0,-122.413,-1.56959,-7.7657,7.54712
0,-117.657,-1.47347,-7.62066,8.11794
0,-117.485,-0.752294,-7.48074,7.97032
0,-117.382,-2.8094,-7.38268,7.50148
0,-117.157,-2.09913,-7.29167,7.75432
0,-117.018,-0.246645,-7.70131,7.9423
0,-117.526,-0.0987216,-7.71555,7.84808
0,-117.561,-0.803486,-7.47793,7.97765
0,-116.828,-0.229374,-7.53254,7.80801
0,-117.632,-0.587275,-7.56321,7.66569
0,-118.197,-0.632416,-7.59971,7.64349
0,-116.908,-0.144749,-7.64634,7.93087
0,-118.335,-0.685915,-7.82803,7.87555
0,-122.016,-1.33918,-7.79831,7.60035
0,-116.951,-0.61111,-7.70489,8.01281
0,-116.892,-0.198148,-7.59878,7.93643
0,-120.687,-1.05297,-7.72151,7.59168
0,-118.94,-0.592572,-7.66221,7.6457
0,-116.854,-0.111834,-7.58297,7.89257
0,-119.456,-0.918337,-7.6499,7.59459
0,-120.722,-2.70668,-7.36765,8.11748
0,-117.986,-1.60804,-7.89252,7.98352
0,-117.054,-1.05642,-7.39111,7.82389
0,-119.598,-0.989765,-7.6499,7.58477
0,-118.322,-0.466463,-7.79889,7.84538
0,-122.15,-1.61143,-7.89655,7.6957
0,-118.809,-0.801008,-7.84524,7.85094
0,-117.141,-1.21734,-7.37173,7.82254
0,-118.497,-0.427987,-7.65553,7.67538
0,-118.954,-1.67943,-7.40489,8.04031
0,-117.581,-0.280427,-7.75672,7.88608
0,-117.463,-2.07942,-7.28606,7.79127
0,-116.749,-1.17924,-7.39571,7.73906
0,-117.115,-0.0962456,-7.68995,7.89681
0,-119.138,-0.496307,-7.70437,7.67505
0,-119.069,-0.412621,-7.74279,7.72098
0,-118.998,-0.396114,-7.73237,7.71542
0,-116.877,-0.107813,-7.61422,7.91306
0,-116.985,-0.783753,-7.73982,8.02293
0,-121.243,-1.66224,-7.66852,7.50559
0,-121.284,-1.10264,-7.78268,7.62204
0,-116.906,-0.104465,-7.56995,7.81511
0,-117.917,-1.03969,-7.45931,8.00102
0,-117.086,-1.99331,-7.3023,7.7522
0,-117.704,-0.679592,-7.81065,7.92887
0,-122.263,-1.97291,-7.69039,7.47635
0,-119.201,-2.53255,-7.97581,7.95857
0,-121.895,-1.36625,-7.85739,7.66779
0,-118.841,-1.414,-7.56051,7.54599
0,-123.342,-4.2428,-8.08588,7.836
0,-118.468,-1.39006,-7.42393,8.01957
0,-117.724,-0.318613,-7.60799,7.70321
0,-117.412,-0.2252,-7.73986,7.89354
0,-118.67,-2.55193,-7.59671,8.19746
0,-117.052,-1.24069,-7.71888,8.08631
0,-119.49,-4.43447,-8.06309,8.02966
0,-117.058,-1.16346,-7.70863,8.08111
0,-118.404,-0.730305,-7.83394,7.87524
0,-117.135,-0.471067,-7.52553,7.95439
0,-116.903,-0.773215,-7.42923,7.82169
0,-121.009,-1.6703,-7.92669,7.78755
0,-121.604,-1.57243,-7.70181,7.52115
0,-117.581,-0.109411,-7.71962,7.84472
0,-116.672,-2.48883,-7.30306,7.63864
0,-122.226,-1.60103,-7.8918,7.68701
0,-117.415,-0.0986745,-7.71277,7.86226
0,-122.465,-1.80025,-7.72564,7.50315
0,-116.963,-0.0198559,-7.63056,7.87143
0,-118.444,-3.01202,-7.20463,7.8118
0,-119.072,-0.650292,-7.82365,7.80648
0,-118.826,-0.665359,-7.82803,7.83113
0,-117.164,-0.0416137,-7.61626,7.79809
0,-118.954,-0.517282,-7.67886,7.66215
0,-117.11,-0.0717005,-7.60014,7.79123
0,-118.795,-1.73457,-7.35047,7.97701
0,-120.16,-1.06987,-7.86899,7.77794
0,-116.832,-0.158387,-7.55138,7.86532
0,-117.354,-0.358608,-7.75599,7.92223
0,-116.95,-0.559108,-7.70509,8.00449
0,-118.168,-1.18165,-7.86965,7.93791
0,-117.167,-0.589132,-7.58522,8.01115
0,-117.632,-0.112879,-7.72095,7.83905
0,-116.957,-0.227055,-7.68184,7.94644
0,-116.821,-0.187782,-7.5398,7.84975
0,-118.148,-1.72194,-7.90528,7.97901
0,-117.005,-0.110097,-7.67489,7.91257
0,-117.489,-1.43338,-7.85609,8.01313
0,-117.122,-1.32541,-7.81074,8.04655
0,-116.912,-0.757663,-7.43117,7.82571
0,-120.981,-1.17907,-7.72111,7.57456
0,-116.967,-0.207804,-7.6824,7.94105
0,-118.896,-1.93136,-7.50503,8.12999
0,-119.395,-0.509003,-7.76264,7.71764
0,-118.537,-2.05735,-7.93615,7.97299
0,-116.871,-0.250752,-7.53269,7.88733
0,-117.309,-1.86802,-7.3064,7.78972
0,-116.926,-0.133622,-7.65464,7.92664
0,-117.29,-0.0129351,-7.66923,7.83447
0,-117.484,-0.889091,-7.56683,8.04696
0,-116.931,-0.256932,-7.67353,7.9565
0,-116.911,-0.270198,-7.65608,7.96276
0,-123.849,-1.95579,-7.86247,7.58216
0,-117.147,-0.0730931,-7.68775,7.88595
0,-117.867,-1.78022,-7.47622,7.54466
0,-116.968,-0.440012,-7.49026,7.8879
0,-117.177,-0.772042,-7.43312,7.88239
0,-118.458,-0.523959,-7.808,7.84214
0,-117.273,-1.46492,-7.45769,7.59957
0,-118.552,-0.736387,-7.83622,7.86384
0,-119.491,-0.616635,-7.80412,7.75453
0,-117.736,-1.05243,-7.84411,7.96178
0,-117.497,-0.044939,-7.66034,7.79077
0,-116.829,-0.21107,-7.53609,7.81334
0,-117.167,-1.18147,-7.80907,8.02895
0,-120.706,-0.916076,-7.80339,7.67602
0,-116.989,-0.76166,-7.48935,7.68963
0,-118.18,-1.2078,-7.4467,8.01526
0,-117.215,-0.832726,-7.62239,8.05173
0,-119.009,-0.489536,-7.69132,7.67113
0,-118.357,-0.247531,-7.74561,7.78463
0,-118.357,-1.99844,-7.58171,8.1564
0,-121.851,-2.61763,-7.61021,7.41366
0,-116.929,-0.352195,-7.64021,7.98042
0,-116.839,-0.115582,-7.56462,7.86041
0,-116.773,-0.821056,-7.43166,7.77433
0,-117.2,-0.527646,-7.51497,7.9574
0,-116.702,-2.90914,-7.31124,7.56605
0,-119.679,-1.58702,-7.59114,7.51776
0,-117.067,-0.221463,-7.56324,7.75775
0,-116.993,-0.0352898,-7.64974,7.88471
0,-117.281,-1.09328,-7.38669,7.85773
0,-117.556,-2.02895,-7.89408,8.04521
0,-120.726,-1.44101,-7.90618,7.78241
0,-119.575,-0.615596,-7.79849,7.7427
0,-118.777,-1.01666,-7.86741,7.8774
0,-117.043,-0.715933,-7.75422,8.00368
0,-122.951,-1.64133,-7.82632,7.58463
0,-120.611,-1.98687,-7.95481,7.84027
0,-117.047,-1.28705,-7.72571,8.08897
0,-116.942,-0.277029,-7.57597,7.94588
0,-119.565,-2.25861,-7.46438,8.1394
0,-117.198,-0.677228,-7.77557,7.97873
0,-116.732,-2.30242,-7.30414,7.67003
0,-121.013,-2.10642,-7.96322,7.82558
0,-116.937,-0.338368,-7.62528,7.9766
0,-117.569,-0.537764,-7.56411,7.67482
0,-117.504,-0.671275,-7.54379,7.66119
0,-117.239,-0.0898235,-7.60877,7.77495
0,-118.331,-0.843237,-7.58413,7.6143
0,-116.91,-0.307783,-7.5218,7.89524
0,-118.271,-0.624267,-7.81994,7.87318
0,-117.151,-0.633558,-7.6025,8.02234
0,-117.108,-0.637056,-7.75998,7.9855
0,-117.224,-0.855641,-7.79318,7.99372
0,-119.188,-2.9525,-7.47181,7.42669
0,-120.089,-0.816377,-7.71954,7.6257
0,-117.178,-0.0922488,-7.69604,7.88845
0,-116.874,-0.102321,-7.56771,7.82833
0,-118.113,-0.251433,-7.65894,7.71547
0,-119.211,-0.464132,-7.73154,7.69825
0,-118.101,-0.19835,-7.74046,7.80463
0,-117.277,-0.613927,-7.7778,7.96306
0,-119.186,-1.96944,-7.46756,8.11624
0,-117.864,-1.97321,-7.29238,7.84145
0,-127.113,-3.70311,-8.0159,7.61359
0,-118.781,-0.394138,-7.77546,7.7788
0,-117.134,-0.164064,-7.58075,7.76329
0,-116.923,-0.345772,-7.52818,7.75508
0,-122.171,-4.37341,-7.51108,7.29557
0,-117.358,-0.0227556,-7.65295,7.80416
0,-116.97,-0.392083,-7.70515,7.97422
0,-117.058,-1.43895,-7.80225,8.0667
0,-116.983,-0.458531,-7.48715,7.88937
0,-116.99,-0.1736,-7.56359,7.77805
0,-117.104,-0.290904,-7.72238,7.93946
0,-118.575,-1.96971,-7.5035,7.50735
0,-118.104,-0.277348,-7.65132,7.70812
0,-123.652,-5.02425,-7.08837,7.988
0,-122.824,-1.64524,-7.7918,7.55475
0,-117.478,-1.53675,-7.33576,7.83841
0,-118.226,-1.323,-7.3967,7.97305
0,-117.687,-0.884048,-7.48241,7.99692
0,-117.129,-0.503134,-7.5305,7.70652
0,-118.42,-0.717431,-7.8327,7.87238
0,-116.883,-0.187327,-7.57817,7.92041
0,-119.065,-0.529825,-7.8005,7.78244
0,-116.911,-0.0436695,-7.59381,7.845
0,-116.914,-0.310415,-7.65535,7.97152
0,-117.741,-0.944975,-7.50658,8.02515
0,-118.075,-0.328794,-7.63723,7.69591
0,-116.941,-0.104929,-7.65537,7.9166
0,-118.974,-1.70398,-7.38931,8.02709
0,-119.799,-0.923973,-7.85451,7.78639
0,-118.873,-1.381,-7.89928,7.9033
0,-117.907,-1.95792,-7.90942,8.0119
0,-117.442,-0.0290594,-7.66617,7.80559
0,-121.302,-1.59409,-7.91514,7.75922
0,-118.025,-0.153968,-7.72312,7.79395
0,-116.973,-0.579312,-7.50603,7.71326
0,-117.652,-0.99066,-7.42101,7.93699
0,-118.468,-0.582395,-7.8164,7.85027
0,-116.808,-0.248451,-7.52393,7.8285
0,-119.899,-0.824012,-7.83524,7.75939
0,-116.925,-0.282203,-7.67199,7.96272
0,-117.648,-0.467779,-7.57932,7.68134
0,-116.904,-0.245241,-7.54977,7.91303
0,-117.229,-1.29026,-7.82393,8.02975
0,-118.425,-1.50758,-7.36989,7.96548
0,-117.096,-0.385451,-7.73295,7.95517
0,-117.049,-0.0221299,-7.61291,7.82112
0,-119.08,-0.415913,-7.7445,7.72187
0,-116.923,-0.337042,-7.64224,7.97748
0,-129.936,-5.56862,-7.69996,7.19658
0,-117.187,-0.679449,-7.77444,7.98031
0,-117.023,-1.15969,-7.72258,8.07664
0,-118.057,-0.163154,-7.72589,7.79352
0,-116.72,-2.10024,-7.35656,7.6183
0,-118.737,-2.07412,-7.94187,7.96084
0,-117.016,-0.35969,-7.54366,7.9431
0,-118.175,-0.199994,-7.73651,7.7927
0,-116.857,-0.0975835,-7.58831,7.89064
0,-117.465,-0.385601,-7.7664,7.91482
0,-117.237,-0.567406,-7.54301,7.98803
0,-117.913,-1.38566,-7.57,8.10196
0,-116.895,-0.205107,-7.59572,7.93701
0,-120.174,-1.07236,-7.67769,7.57656
0,-120.07,-2.93393,-7.22492,7.94351
0,-116.711,-1.40703,-7.3848,7.7015
0,-118.405,-3.85408,-7.70165,8.27118
0,-116.834,-1.01387,-7.44829,7.68617
0,-121.468,-1.15778,-7.79006,7.61993
0,-116.94,-0.0225651,-7.61046,7.85418
0,-116.831,-0.19144,-7.54144,7.86535
0,-117.901,-1.05753,-7.49884,8.03567
0,-116.83,-0.510234,-7.49464,7.74953
0,-117.223,-1.10977,-7.65842,8.08338
0,-117.772,-1.72199,-7.47435,7.55296
0,-125.841,-2.89213,-7.95591,7.59844
0,-117.062,-0.640901,-7.45224,7.87783
0,-118.065,-1.17879,-7.4952,8.04903
0,-117.56,-0.242734,-7.74959,7.88115
0,-117.097,-3.17506,-7.34232,7.50028
0,-116.999,-0.566321,-7.73044,7.99363
0,-118.335,-1.02279,-7.56598,7.59451
0,-119.783,-0.838843,-7.84134,7.77357
0,-116.835,-0.309656,-7.51002,7.85513
0,-119.806,-1.88279,-7.57281,7.49025
0,-118.563,-0.450636,-7.65687,7.67104
0,-117.303,-0.783123,-7.59024,8.04014
0,-117.359,-2.8414,-7.76674,8.19994
0,-116.86,-0.248859,-7.53056,7.88079
0,-116.879,-0.515014,-7.50152,7.73703
0,-117.954,-1.67184,-7.89513,7.99024
0,-116.984,-0.806007,-7.74042,8.02581
0,-117.129,-0.465585,-7.54138,7.9667
0,-117.14,-0.209237,-7.7151,7.92045
0,-120.499,-1.51017,-7.91533,7.80559
0,-116.73,-1.06816,-7.41827,7.72182
0,-119.85,-0.655991,-7.78666,7.71157
0,-116.79,-0.798715,-7.43217,7.78393
0,-117.289,-1.82098,-7.71166,8.14084
0,-119.812,-1.72052,-7.93327,7.86864
0,-119.446,-0.581594,-7.79615,7.74934
0,-120.706,-1.01164,-7.84099,7.71536
0,-117.606,-1.29772,-7.49464,7.59434
0,-116.724,-1.33327,-7.38629,7.71668
0,-118.393,-1.98653,-7.57615,8.15454
0,-122.034,-1.55167,-7.73578,7.53459
0,-116.911,-0.218863,-7.54617,7.78207
0,-116.744,-1.12061,-7.42239,7.70125
0,-117.048,-1.06899,-7.70163,8.07268
0,-116.944,-0.482322,-7.69698,7.99451
0,-116.831,-0.306418,-7.51047,7.85257
0,-117.05,-0.0992775,-7.68106,7.9048
0,-117.099,-2.08374,-7.84267,8.10332
0,-116.82,-0.195624,-7.53747,7.84819
0,-117.083,-0.00452369,-7.62917,7.83197
0,-117.47,-0.991645,-7.5899,8.06548
0,-118.212,-0.764884,-7.58486,7.62615
0,-117.957,-0.188491,-7.65998,7.73303
0,-118.316,-3.21199,-7.19144,7.78871
0,-119.506,-3.38041,-7.58119,8.24561
0,-117.869,-0.272711,-7.62958,7.70977
0,-119.305,-0.618475,-7.8125,7.77694
0,-117.257,-0.0143021,-7.64275,7.81042
0,-118.721,-0.970954,-7.59562,7.59274
0,-116.908,-0.266937,-7.64906,7.96257
0,-116.808,-0.453902,-7.48096,7.82288
0,-116.906,-0.106669,-7.63893,7.91812
0,-116.773,-0.532153,-7.47462,7.78559
0,-117.646,-0.180347,-7.6283,7.7351
0,-117.493,-1.66746,-7.87022,8.02868
0,-117.155,-0.632247,-7.60097,8.02182
0,-120.057,-2.327,-7.55145,7.45206
0,-123.734,-1.90585,-7.8484,7.5726
0,-119.294,-0.645247,-7.81834,7.78395
0,-117.373,-0.396767,-7.56591,7.70432
0,-116.945,-0.171534,-7.669,7.9353
0,-117.323,-0.165751,-7.72372,7.89079
0,-117.602,-0.149479,-7.73136,7.85479
0,-116.975,-0.31571,-7.56803,7.95076
0,-117.468,-0.941331,-7.82076,7.97611
0,-116.885,-0.208232,-7.54483,7.79079
0,-117.242,-0.0703847,-7.69543,7.87396
0,-120.935,-1.42133,-7.90098,7.76488
0,-117.322,-0.545894,-7.54285,7.68666
0,-117.648,-0.686233,-7.80882,7.93462
0,-117.022,-0.0468496,-7.66111,7.88869
0,-116.856,-0.224731,-7.53765,7.88235
0,-116.948,-0.282525,-7.56736,7.9416
0,-120.077,-0.799972,-7.72279,7.62983
0,-122.937,-3.61756,-7.5836,7.33462
0,-117.7,-3.24052,-7.7418,8.23107
0,-117.124,-0.523652,-7.58206,7.99947
0,-126.94,-3.10845,-7.93668,7.53827
0,-116.844,-0.104438,-7.56954,7.86289
0,-119.115,-1.77777,-7.93068,7.91709
0,-116.95,-0.31504,-7.60021,7.9661
0,-117.703,-0.0973097,-7.71333,7.82126
0,-118.797,-1.25056,-7.57249,7.56214
0,-117.059,-2.27161,-7.83165,8.12806
0,-117.195,-0.747302,-7.43867,7.89022
0,-120.168,-1.3159,-7.64558,7.5434
0,-123.062,-1.69056,-7.85065,7.60472
0,-118.995,-0.657437,-7.82572,7.81478
0,-117.052,-0.0134957,-7.61852,7.8272
0,-121.471,-1.32406,-7.73366,7.56114
0,-123.627,-2.28663,-7.73048,7.45551
0,-118.49,-0.454616,-7.79659,7.82694
0,-117.14,-1.46325,-7.44685,7.60963
0,-116.909,-0.139988,-7.64653,7.92938
0,-118.738,-0.398725,-7.77895,7.78617
0,-117.421,-1.16622,-7.62497,8.08902
0,-117.52,-0.0918788,-7.71316,7.84633
0,-116.994,-0.0273501,-7.60561,7.8282
0,-118.472,-1.54463,-7.90332,7.94369
0,-118.528,-4.08168,-7.13396,7.75181
0,-117.109,-0.85443,-7.77763,8.00802
0,-117.219,-1.80244,-7.72401,8.13647
0,-117.092,-0.764029,-7.76777,8.00141
0,-117.382,-0.805326,-7.57399,8.0385
0,-116.999,-0.1627,-7.68378,7.92699
0,-117.138,-0.905807,-7.78607,8.0089
0,-120.191,-0.773297,-7.74809,7.64918
0,-117.456,-0.230875,-7.59938,7.72908
