# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cf2_model
# start_datetime = 2023-07-05 12:15:25 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\cf\cf2.data.r
# init = 2 (Default)
# random
#   seed = 757342305 (Default)
# output
#   file = examples\cf\cf2_1k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mu.4,mu.5,mean
-2150.89,0.977729,0.00352524,10,1023,0,2151.66,1.03087,-4.42073,10.8191,2.21966,4.93521,24.3926
-2151.73,0.930513,0.00352524,9,511,0,2152.57,0.622011,-5.07468,11.1448,1.97891,5.18672,24.0847
-2151.19,0.994723,0.00352524,10,1023,0,2154.01,-4.99566,-1.59015,0.99123,6.28834,9.9425,24.1195
-2154.45,0.90499,0.00352524,9,511,0,2155.3,-7.83782,0.998961,2.47641,8.58126,11.1617,24.5827
-2151.44,0.610148,0.00352524,10,1023,0,2160.08,10.7997,2.73557,4.70453,0.489374,-7.60475,24.2409
-2153.96,0.434579,0.00352524,9,511,0,2157.52,10.319,3.47875,7.39641,-0.0927011,-11.1167,24.0947
-2151.73,0.95728,0.00352524,8,255,0,2154.34,8.62081,3.36679,7.16032,0.604703,-9.02529,24.3291
-2150.42,0.914761,0.00352524,10,1023,0,2153.74,8.2683,5.75934,4.31346,-4.71731,-2.92227,24.3498
-2150.59,0.778438,0.00352524,9,1023,0,2153.7,4.94639,3.56816,-6.83631,0.262326,8.32423,24.1804
-2153.61,0.547167,0.00352524,8,255,0,2157.23,2.31906,4.26519,-4.17982,-1.13054,9.23405,23.8507
-2151.46,0.981583,0.00352524,9,671,0,2157.51,1.43773,6.02855,-4.39679,-3.62515,0.0459761,24.6524
-2151,0.992952,0.00352524,10,1023,0,2154.77,-2.01375,1.13245,-5.72232,-2.95977,9.82846,24.4847
-2151.32,0.919917,0.00352524,10,1023,0,2154.64,7.86483,3.77772,1.98368,-1.52,-2.0754,24.6205
-2150.61,0.976038,0.00352524,9,511,0,2153.76,9.53944,2.02215,-0.662231,-6.34808,0.956688,24.4508
-2150.38,0.82219,0.00352524,9,511,0,2152.26,9.72496,2.43735,0.161798,-6.28063,1.69773,24.3846
-2153.38,0.467343,0.00352524,8,255,0,2157.37,11.9784,1.80346,-0.151517,-6.51079,1.35925,23.9483
-2151.42,0.977131,0.00352524,10,1023,0,2155.43,-10.4976,-2.55277,-0.335187,6.03969,-0.717271,24.0564
-2149.31,0.999991,0.00352524,9,1023,0,2152.1,-7.26285,-2.22079,1.06589,3.51937,4.49388,24.3744
-2149.43,0.999149,0.00352524,10,1023,0,2150.55,0.0367696,-4.19339,7.63956,3.5811,-3.0101,24.1937
-2148.96,0.919566,0.00352524,10,1023,0,2151.48,4.65339,1.64203,6.29845,3.0309,-2.49922,24.2318
-2148.81,0.994272,0.00352524,10,1023,0,2151.01,-4.31829,-1.43949,-5.69889,-2.62779,3.15997,24.3516
-2150.46,0.993438,0.00352524,9,511,0,2151.19,-3.57417,-3.36576,-11.2974,-1.21614,-1.44162,24.3274
-2149.78,0.903252,0.00352524,10,1023,0,2153.27,9.78702,2.74787,4.02063,-0.998902,1.37942,24.2567
-2149.54,0.994151,0.00352524,8,255,0,2150.01,9.54604,2.80888,2.94895,-0.979457,0.306354,24.2317
-2151.25,0.983556,0.00352524,10,1023,0,2152.85,6.03136,1.87638,8.15207,0.472023,9.02576,24.1908
-2150.18,0.997145,0.00352524,10,1023,0,2152.45,-1.99701,3.23039,4.04246,8.86511,-5.00786,24.3779
-2149.54,0.998906,0.00352524,9,1023,0,2150.78,-0.99702,2.41181,3.06064,9.33477,-1.81304,24.3527
-2148.39,0.935633,0.00352524,10,1023,0,2150.38,4.75675,3.74601,3.24002,2.07039,-0.289041,24.2379
-2149.19,0.952956,0.00352524,10,1023,0,2150.06,3.00477,1.37593,-2.82926,-6.04756,3.20608,24.4505
-2149.01,0.986052,0.00352524,10,1023,0,2150.59,-4.8951,-2.57325,-5.55793,-2.7484,-3.63743,24.2343
-2149.54,0.978962,0.00352524,10,1023,0,2150.77,-1.37648,-2.19658,-5.34295,-5.27256,-6.92649,24.2681
-2149.28,0.995521,0.00352524,10,1023,0,2150.81,-0.762501,4.34651,-7.46064,-3.29616,3.061,24.3382
-2149.26,0.920648,0.00352524,10,1023,0,2150.9,8.09397,3.29843,2.91992,-0.127204,-2.12968,24.1963
-2149.16,0.881932,0.00352524,10,1023,0,2150.64,-2.41355,2.16129,3.98965,6.51299,3.61649,24.3847
-2148.85,0.913748,0.00352524,6,123,0,2150.57,-2.09157,2.0484,4.08475,6.09245,3.65053,24.2523
-2148.42,0.990588,0.00352524,10,1023,0,2149.4,3.61647,2.90179,4.83434,3.00713,-0.724554,24.3072
-2149.06,0.946156,0.00352524,8,303,0,2149.38,2.51215,3.9376,3.36016,4.40989,-0.611748,24.098
-2148.56,0.991485,0.00352524,10,1023,0,2151.88,-2.72484,-4.8378,-4.08297,-1.90259,3.33905,24.2895
-2149.56,0.943234,0.00352524,10,1023,0,2150.17,-3.66815,-0.517797,5.41139,4.42481,-1.77635,24.0674
-2149.85,0.992196,0.00352524,9,511,0,2150.8,-1.99539,-3.42642,5.23469,4.48293,-6.17965,24.1241
-2150.1,0.914097,0.00352524,10,1023,0,2151.8,3.42761,3.45799,1.68928,3.77353,5.801,24.0282
-2149.1,0.978784,0.00352524,9,859,0,2152.12,3.34601,4.70501,0.982763,4.72981,3.75681,24.1481
-2151.01,0.976107,0.00352524,8,511,0,2152.12,3.82002,7.31338,-0.899336,8.49223,4.14551,24.4454
-2151.5,0.858711,0.00352524,10,1023,0,2155.71,4.26912,2.91168,-0.497774,-11.8939,5.85265,24.2034
-2151.97,0.970434,0.00352524,9,511,0,2152.91,4.9869,5.33437,0.921142,-10.8803,7.66721,24.2469
-2148.48,0.994071,0.00352524,10,1023,0,2154.5,1.88268,1.23351,5.66994,4.14872,-1.59796,24.2473
-2148.51,0.918383,0.00352524,10,1023,0,2150.14,-4.07487,-5.04227,-0.971722,0.365174,4.08285,24.2746
-2149.28,0.965569,0.00352524,9,511,0,2149.57,-5.75316,-3.54891,-1.48581,0.311193,4.14589,24.101
-2149.42,0.98861,0.00352524,7,239,0,2150.82,-7.41197,-2.5853,-0.880294,0.613391,5.75683,24.379
-2149.08,0.998122,0.00352524,9,511,0,2149.59,-6.72761,-2.86098,-1.83209,0.130629,5.20928,24.2175
-2150.71,0.982674,0.00352524,10,1023,0,2151.89,-11.7905,-1.38069,1.80927,3.36458,1.81283,24.1793
-2150.39,0.931425,0.00352524,10,1023,0,2153.84,5.65814,-2.27182,7.41819,4.48144,4.05191,24.4418
-2149.73,0.91016,0.00352524,10,1023,0,2154.63,-1.11073,-6.4558,-3.46309,-4.42055,2.00872,24.4882
-2151.48,0.811305,0.00352524,10,1023,0,2155.09,-0.197808,-2.30548,-4.69655,-3.71346,6.73542,24.6319
-2149.47,0.905301,0.00352524,7,231,0,2157.09,1.3103,-2.51139,-4.59685,-4.31572,7.71858,24.2666
-2149.14,0.99317,0.00352524,10,1023,0,2151.41,-4.07752,-3.91394,-0.728562,-1.62621,7.20288,24.3468
-2149.33,0.992114,0.00352524,8,511,0,2152.94,-3.88193,-4.23043,-0.0123521,-2.3633,7.79115,24.2426
-2148.84,0.99986,0.00352524,10,1023,0,2149.87,-3.92664,-5.92873,1.52762,-2.15882,4.30913,24.2913
-2150.2,0.994929,0.00352524,10,1023,0,2151.34,-2.58608,2.22239,-5.47931,-6.84075,-7.4311,24.3042
-2150.8,0.897364,0.00352524,10,1023,0,2152.92,5.03976,3.83537,-1.64283,3.01181,10.0472,24.4286
-2149.89,0.992669,0.00352524,10,1023,0,2151.28,5.25123,5.51358,-0.306522,-5.48323,-6.32941,24.3044
-2150.72,0.985096,0.00352524,10,1023,0,2152.64,6.26013,5.74726,-5.90585,3.15823,7.0195,24.346
-2150.09,0.89091,0.00352524,10,1023,0,2153.69,2.16065,9.2622,-4.19525,-1.86912,-3.44748,24.4063
-2151.85,0.707574,0.00352524,6,87,0,2153.35,2.35157,8.90718,-3.42789,-2.08105,-3.45925,24.6202
-2151.81,0.952655,0.00352524,9,511,0,2154.06,2.70753,10.2578,-0.490124,-4.35837,-5.37306,24.5363
-2151.27,0.981465,0.00352524,10,1023,0,2152.95,9.62775,1.68967,-1.00618,-0.129199,7.67954,24.0773
-2149.12,0.996563,0.00352524,10,1023,0,2152.27,1.56201,4.12818,-5.53794,-2.20087,5.58184,24.2184
-2149.88,0.999286,0.00352524,9,511,0,2150.41,4.29281,3.40527,-8.92424,-0.677116,3.68971,24.3506
-2149.5,0.914584,0.00352524,10,1023,0,2153.18,-8.59959,-3.82391,2.05634,-3.75198,-0.84681,24.3219
-2149.63,0.981648,0.00352524,10,1023,0,2151.18,3.90606,-3.75227,-7.52121,-4.89639,2.07568,24.2459
-2150.82,0.99861,0.00352524,10,1023,0,2152.44,-12.0501,-1.56578,4.91052,0.896587,0.968841,24.2393
-2149.05,0.925933,0.00352524,9,511,0,2151.84,-6.02574,-2.49127,2.56167,4.64094,-2.5193,24.381
-2150.85,0.981196,0.00352524,10,1023,0,2152.82,-7.52159,-0.539192,-4.67691,-2.3795,9.1881,24.3724
-2150.02,0.997719,0.00352524,7,179,0,2151.09,-6.62598,-1.23413,-4.00102,-2.10974,7.76015,24.3786
-2150.01,0.769996,0.00352524,10,1023,0,2154.8,1.72869,4.53373,-6.90914,-3.25606,-5.91714,24.4168
-2149.45,0.753037,0.00352524,10,1023,0,2155.78,5.49851,5.45547,1.74039,-2.29145,-1.91272,24.0962
-2150.15,0.996263,0.00352524,9,511,0,2150.83,2.42503,9.56324,1.6219,0.955255,-0.255318,24.4852
-2149.84,0.776936,0.00352524,8,279,0,2153.36,5.0088,5.16037,-0.339297,3.03399,-0.279627,24.5382
-2151.94,0.981085,0.00352524,10,1023,0,2154.82,-1.01167,3.5126,-5.2835,-6.72687,-7.98885,23.9989
-2150.98,0.99971,0.00352524,10,1023,0,2152.61,-1.99503,-6.61216,-2.58457,-0.956213,8.84335,24.5062
-2150.61,0.906887,0.00352524,10,1023,0,2155.07,3.47715,6.44677,-1.72582,-5.34786,-7.19678,24.449
-2149.25,0.928836,0.00352524,9,511,0,2151.98,1.12958,0.784402,-6.32862,-3.76536,-0.633102,24.0825
-2154.98,0.708294,0.00352524,9,527,0,2158.12,-0.153998,-0.197883,-2.54718,-4.67816,12.7743,24.7209
-2150.36,0.991743,0.00352524,7,247,0,2157.98,-1.78364,0.776584,-3.88,-4.00944,9.97846,24.1499
-2149.74,0.967352,0.00352524,9,511,0,2153.98,0.130262,-2.85108,-4.4616,-3.72888,8.13241,24.3978
-2153.6,0.966352,0.00352524,10,1023,0,2155.16,-11.6041,0.0244879,-1.6738,-9.77131,8.08516,24.1562
-2153.79,0.891102,0.00352524,9,511,0,2154.42,-12.4868,0.355647,-2.11836,-9.6833,8.15642,24.2282
-2152.92,0.304713,0.00352524,9,511,0,2157.37,-8.89449,1.56444,-5.28699,-6.01287,6.7076,24.5827
-2151.24,0.978871,0.00352524,6,91,0,2153.08,-8.16191,1.53845,-5.13679,-5.869,6.53892,24.1301
-2150.88,0.976303,0.00352524,9,1023,0,2153.57,-1.46825,-7.33123,-3.29269,-6.10974,-6.76714,24.1145
-2149.78,0.958249,0.00352524,9,1023,0,2157,-3.87746,-2.40215,-2.71359,-2.34869,8.46165,24.1493
-2150.04,0.993999,0.00352524,10,1023,0,2152.01,6.74787,4.78039,-0.0620129,-1.14649,-8.07829,24.2503
-2148.71,0.952613,0.00352524,10,1023,0,2152.4,2.46719,5.04159,-3.26108,-2.36714,4.19282,24.3508
-2148.74,0.993377,0.00352524,9,1023,0,2151.4,4.79147,2.28604,-2.23481,-5.91084,0.0627782,24.2259
-2148.91,0.999402,0.00352524,10,1023,0,2150.28,-4.13385,-1.01824,-6.57874,-2.6159,2.80627,24.2248
-2149.52,0.794568,0.00352524,9,1023,0,2152.29,-2.47403,-5.19902,-3.88237,-2.60376,1.0797,24.051
-2148.72,0.999861,0.00352524,9,839,0,2149.78,-2.81002,-5.74771,-2.00788,-2.43216,3.33774,24.3724
-2149.48,0.917031,0.00352524,6,119,0,2150.75,-2.57891,-6.08072,-2.01157,-2.56133,3.65097,24.4849
-2148.66,0.957141,0.00352524,2,3,0,2150.16,-2.56088,-6.07958,-1.99641,-2.54395,3.63823,24.2861
-2149.24,0.974858,0.00352524,10,1023,0,2150.57,-9.30041,-2.61781,0.115745,-1.69422,0.128399,24.279
-2149.4,0.999969,0.00352524,10,1023,0,2149.6,-1.37341,-7.88678,2.32792,3.8817,4.41822,24.2863
-2149.96,0.932676,0.00352524,9,1023,0,2151.48,-2.6216,-7.79314,0.260323,5.74041,2.51762,24.4425
-2149.93,0.936311,0.00352524,10,1023,0,2151.5,-2.61391,-6.8324,1.28605,0.662921,5.77556,24.4874
-2153.41,0.987816,0.00352524,9,1023,0,2157,-6.90942,-3.93716,-2.15118,-5.28694,-14.2111,24.3655
-2154.91,0.996741,0.00352524,8,255,0,2155.19,-7.65851,-3.19906,-2.29115,-6.77256,-15.8291,24.1879
-2150.42,0.909319,0.00352524,10,1023,0,2157.29,4.87341,4.40636,-6.20676,0.899062,8.33148,24.2252
-2150.3,0.989291,0.00352524,10,1023,0,2150.88,-1.41777,-0.759045,-2.9271,-10.0256,-6.12953,24.2925
-2148.87,0.999249,0.00352524,9,1023,0,2150.97,-4.54448,-0.621985,-6.62734,-2.93061,2.01963,24.2684
-2150.15,0.967728,0.00352524,9,511,0,2150.8,-3.17952,1.4872,-8.80108,-2.58849,6.30501,24.3579
-2152.45,0.940153,0.00352524,10,1023,0,2153.99,-0.921061,-10.9396,-1.59808,-9.2784,-0.836497,24.0672
-2152.42,0.34816,0.00352524,9,511,0,2155.92,0.377541,-10.6756,-3.08946,-9.02285,0.213771,24.0591
-2149.15,0.997579,0.00352524,9,511,0,2152.43,-2.37463,-5.68722,-2.30757,-4.98446,-0.570815,24.4362
-2149.1,0.988251,0.00352524,10,1023,0,2149.59,-2.64682,0.00543393,-6.74629,-3.42905,1.31588,24.4349
-2148.56,0.999445,0.00352524,10,1023,0,2151.34,1.83886,-1.35047,6.15976,4.17829,1.04992,24.3039
-2149.77,0.866743,0.00352524,10,1023,0,2151.24,-0.698022,-2.38998,3.52404,6.83263,-1.22755,24.5192
-2148.96,0.999795,0.00352524,9,511,0,2150.95,0.386634,-4.08798,5.94007,3.92657,2.44708,24.1906
-2149.7,0.820711,0.00352524,9,1023,0,2153.96,3.32837,7.13021,4.11743,0.982714,-3.32613,24.4521
-2149.74,0.994448,0.00352524,10,1023,0,2151.13,4.04065,8.4223,4.8412,-1.46248,-2.62888,24.3225
-2150.87,0.937719,0.00352524,10,1023,0,2151.91,2.8085,8.72314,7.86112,-0.340839,2.30091,24.1205
-2148.7,0.999437,0.00352524,9,511,0,2151.01,3.40319,5.98793,1.58757,1.75814,0.990794,24.16
-2149.45,0.834334,0.00352524,8,413,0,2156.08,3.2535,8.17196,-0.494655,5.03667,0.246189,24.3423
-2150.87,0.987504,0.00352524,10,1023,0,2152.52,0.570104,1.48693,12.4046,2.10866,-2.81686,24.1879
-2152.25,0.901825,0.00352524,8,374,1,2157.97,-3.63261,2.68447,14.0804,2.66534,-3.39712,24.3804
-2148.79,0.792651,0.00352524,9,511,0,2153.19,-0.243837,2.81735,4.44979,5.37475,1.17951,24.409
-2149.35,0.957125,0.00352524,8,487,0,2150.12,0.293621,2.11233,5.7047,4.10684,0.015942,24.0645
-2150.17,0.997803,0.00352524,9,1023,0,2152.71,0.0160623,2.52974,-6.40783,-2.7687,6.28174,24.0637
-2150.51,0.889843,0.00352524,3,7,0,2152.1,0.0507835,2.52158,-6.47754,-2.80222,6.25769,24.5373
-2149.42,0.935061,0.00352524,10,1023,0,2152.49,8.1782,3.8004,-1.41867,2.18607,-3.74945,24.2297
-2148.92,0.988476,0.00352524,10,1023,0,2150.96,-1.7013,2.5241,6.28648,4.10967,2.65454,24.1957
-2149.52,0.925581,0.00352524,10,1023,0,2152.8,6.74677,4.35507,5.09632,-1.01678,0.219657,24.4204
-2148.66,0.962229,0.00352524,9,1023,0,2150.59,4.03119,6.45119,0.316542,0.535276,-1.81666,24.3587
-2148.79,0.998392,0.00352524,10,1023,0,2150.03,0.681368,-3.51309,5.33065,4.34997,3.52341,24.3178
-2150.8,0.859829,0.00352524,9,1023,0,2153.42,-6.41994,-2.45734,1.10414,8.12035,-0.702319,24.0397
-2148.51,0.855522,0.00352524,9,511,0,2152.48,-1.50698,-1.06856,3.59747,6.53572,-0.827389,24.295
-2151.3,0.977091,0.00352524,10,1023,0,2152.62,-4.9702,-4.96762,-2.25133,4.97553,10.7241,24.2127
-2151.17,0.918433,0.00352524,10,1023,0,2152.51,-4.71448,-7.39035,0.940903,-2.37979,-8.11009,24.4925
-2149.75,0.998017,0.00352524,10,1023,0,2152.38,-2.68205,-0.547853,2.92523,5.50863,6.51857,24.102
-2149.74,0.986351,0.00352524,9,1023,0,2151.43,-4.65013,-5.43739,7.10956,0.11199,-1.9222,24.1586
-2148.8,0.999992,0.00352524,9,1023,0,2150.28,-4.90946,-3.37324,5.70474,1.22767,0.782809,24.3471
-2149.29,0.990004,0.00352524,10,1023,0,2152.43,-4.42362,-7.46694,3.09495,-1.78978,-3.19525,24.2964
-2150.69,0.841464,0.00352524,10,1023,0,2152.39,-1.92087,2.56656,2.75887,7.70382,8.11919,24.443
-2150.58,0.985925,0.00352524,7,151,0,2151.28,-1.84165,2.61129,2.79834,7.54659,7.80865,24.1175
-2150.02,0.959063,0.00352524,5,43,0,2151.16,-1.72353,2.60149,2.82013,7.51878,7.61694,24.3371
-2150.14,0.997703,0.00352524,10,1023,0,2152.09,-2.70486,3.23033,3.05202,8.90679,5.85748,24.3036
-2148.95,0.761955,0.00352524,9,1023,0,2152.74,3.18787,3.37518,5.07174,3.21077,-2.62933,24.4145
-2148.63,0.999996,0.00352524,10,1023,0,2149.89,0.837517,0.295403,-5.30882,-3.63909,4.67618,24.2428
-2148.98,0.977486,0.00352524,10,1023,0,2150.91,-4.63263,-3.74317,-1.5778,-1.19702,5.18421,24.4136
-2148.61,0.98337,0.00352524,10,1023,0,2149.89,-6.67744,-3.48509,-0.679232,1.44703,1.95495,24.2435
-2149.89,0.972495,0.00352524,9,1023,0,2150.7,-8.65135,-3.37958,-1.84572,4.82704,3.94024,24.2688
-2151.66,0.668308,0.00352524,10,1023,0,2158.17,6.6266,-3.36912,-6.45073,-7.90051,-4.54841,24.0898
-2151.5,0.902384,0.00352524,10,1023,0,2153.7,-8.84199,2.49307,5.66896,7.32322,4.93237,24.4037
-2152.89,0.596889,0.00352524,10,1023,0,2156.78,-1.24816,-14.4419,-0.10701,4.68298,6.72055,24.2452
-2152.23,0.98671,0.00352524,10,1023,0,2155.07,-0.269172,-14.281,4.78084,4.31825,-0.190774,24.2981
-2153.19,0.860927,0.00352524,10,1023,0,2157.02,-11.08,-1.81868,1.93836,7.41443,-10.1658,24.357
-2151.87,0.77373,0.00352524,9,1023,0,2156.19,-2.1324,-12.8109,5.83872,-0.715697,1.2955,24.4348
-2151.25,0.717588,0.00352524,9,511,0,2153.46,-1.1549,-11.9292,5.62039,1.28602,3.18023,24.1851
-2151.28,0.995969,0.00352524,9,511,0,2152.4,-2.33103,-12.4058,4.37193,-1.64107,2.64008,24.3836
-2149.74,0.31758,0.00352524,9,511,0,2156.64,-4.85331,-2.8393,-3.00889,-0.903955,7.91391,24.4138
-2151.16,0.941661,0.00352524,10,1023,0,2153.61,-0.563843,-6.97619,3.42101,7.43439,-4.85346,24.5131
-2150.75,0.998232,0.00352524,10,1023,0,2154.43,-2.96397,5.32311,-6.38145,-6.06689,1.10848,24.0466
-2151.18,0.661461,0.00352524,7,131,0,2155.1,-3.52836,6.67492,-6.47198,-7.37847,-0.117868,24.0839
-2149.9,0.900911,0.00352524,9,511,0,2152.64,1.61589,1.44902,-6.00705,-4.40854,-4.75608,24.0677
-2149.49,0.969708,0.00352524,10,1023,0,2151.21,2.69072,4.32714,-2.61001,-4.55457,0.985484,24.5161
-2150.27,0.95841,0.00352524,10,1023,0,2152.29,3.14518,4.99679,-1.30169,-8.95079,-3.22779,24.1392
-2149.6,0.997193,0.00352524,10,1023,0,2151.3,-1.66024,-7.88429,-4.41481,-1.37581,5.15695,24.3207
-2149.06,0.971018,0.00352524,10,1023,0,2150.99,-1.59393,-3.21049,-4.74615,-2.69403,6.43673,24.3403
-2149.23,0.998228,0.00352524,9,1023,0,2150.93,-5.58835,-0.400233,-4.27765,-5.75321,-2.63967,24.2072
-2148.8,0.948407,0.00352524,9,1023,0,2152.6,-4.41144,-2.29269,-4.83975,-3.37665,-2.07021,24.386
-2148.87,0.998925,0.00352524,10,1023,0,2150.15,-6.78517,-3.46292,-0.116444,3.79791,1.16497,24.2192
-2148.83,0.999273,0.00352524,10,1023,0,2149.58,-1.62121,-5.88154,2.59892,4.52116,2.94536,24.2307
-2151.99,0.933765,0.00352524,9,511,0,2152.84,0.849577,-7.22061,2.75575,7.43445,9.78029,24.1333
-2149.87,0.996078,0.00352524,9,511,0,2152.73,-3.49071,-4.10941,0.400252,6.69207,7.22136,24.2446
-2150.23,0.818933,0.00352524,10,1023,0,2153.2,-8.48447,-2.09184,0.988811,3.27497,3.50991,24.4964
-2148.78,0.988219,0.00352524,9,511,0,2150.89,-4.61183,-1.77868,4.76614,3.19219,0.987726,24.4051
-2148.5,0.972357,0.00352524,10,1023,0,2149.81,-4.72638,-5.01397,1.13377,-0.610976,1.18453,24.1898
-2148.93,0.999014,0.00352524,10,1023,0,2149.06,-3.0349,-7.13418,0.0900458,2.43646,2.31679,24.1877
-2148.65,0.992287,0.00352524,10,1023,0,2149.92,-2.74759,0.877826,-4.34817,-5.68776,1.90307,24.2225
-2148.96,0.925711,0.00352524,10,1023,0,2151.28,-2.10618,-7.03241,3.30078,3.29425,-1.33295,24.3521
-2150.64,0.731717,0.00352524,7,191,0,2154.71,-1.70249,-8.08489,3.83835,3.21219,-1.54516,24.5488
-2152.32,0.990293,0.00352524,10,1023,0,2153.65,-0.748185,7.18255,3.60848,6.0866,7.98392,24.5734
-2149.75,0.996559,0.00352524,9,655,0,2155.15,2.26283,5.55254,2.50133,5.05766,-1.16136,24.054
-2151.7,0.929438,0.00352524,10,1023,0,2153.51,5.20617,9.49841,-2.63347,8.75002,-2.24042,24.167
-2148.86,0.985464,0.00352524,9,1023,0,2154.68,4.03933,4.91239,0.423231,-2.50503,5.5105,24.2931
-2149.15,0.986812,0.00352524,10,1023,0,2149.56,3.53998,4.07417,-4.77889,-2.99617,-4.34792,24.3929
-2150.6,0.914238,0.00352524,10,1023,0,2152.02,4.56093,4.51467,3.54046,-0.841274,6.91945,24.5321
-2151.78,0.954714,0.00352524,9,551,0,2154.14,3.4165,3.30203,2.63088,1.08776,10.4297,24.5728
-2152.19,0.959996,0.00352524,9,663,0,2154.75,5.4199,5.20642,-1.48453,2.79789,-0.202643,23.8621
-2151.59,0.995463,0.00352524,10,1023,0,2154.16,5.0896,2.4094,-5.51224,-2.33809,-0.485736,24.6652
-2148.67,1,0.00352524,3,7,0,2151.51,5.05227,2.38624,-5.48892,-2.31439,-0.502243,24.2572
-2148.34,0.999396,0.00352524,9,511,0,2148.78,1.90038,3.37719,-4.28307,-4.20478,-0.156597,24.2707
-2148.6,0.997139,0.00352524,10,1023,0,2149.28,-1.87021,-3.32443,-4.05376,-5.09038,-2.53832,24.3142
-2151.18,0.808379,0.00352524,8,359,0,2152.32,-3.0492,0.15641,-4.27621,-5.74629,-0.176335,23.9191
-2151.67,0.930694,0.00352524,10,1023,0,2155.56,1.12827,1.28948,4.8361,4.59333,0.201897,23.8706
-2149.96,0.976837,0.00352524,8,367,0,2154.24,0.718496,2.56641,6.3896,2.89672,3.68033,24.0331
-2149.15,0.986018,0.00352524,10,1023,0,2151.89,-4.4842,-2.75688,-7.10314,-2.07793,-2.79832,24.3239
-2150.11,0.997951,0.00352524,10,1023,0,2151.32,-8.90558,-3.8379,1.14004,-4.99285,-4.15782,24.3289
-2149.56,0.9929,0.00352524,10,1023,0,2150.59,-1.79687,-5.71726,-6.8436,-1.32772,4.85893,24.2185
-2149.37,0.954314,0.00352524,10,1023,0,2150.63,-7.76649,-3.30353,2.0603,-1.27463,1.40593,24.4367
-2149.29,0.994999,0.00352524,10,1023,0,2151.26,2.78998,-2.09117,4.24441,6.84128,1.22245,24.4253
-2150.5,0.955029,0.00352524,10,1023,0,2151.63,-4.77817,1.10614,4.36693,7.43916,-2.68623,24.5148
-2151.92,0.896585,0.00352524,9,1023,0,2153.96,3.76535,-5.33898,12.6842,3.69193,-2.5231,24.2029
-2154.36,0.379769,0.00352524,10,1023,0,2155.88,-3.65706,9.31384,7.33209,7.02366,6.52002,23.9569
-2148.65,0.992552,0.00352524,10,1023,0,2156.35,-5.57263,-4.24205,0.237468,-0.0634434,0.789718,24.414
-2152.63,0.990076,0.00352524,9,511,0,2153.6,-3.35935,-7.89395,-5.06414,2.59823,11.1134,24.4742
-2152.54,0.952366,0.00352524,9,511,0,2155.03,-1.06869,-7.74873,-7.86291,-0.539941,11.7432,24.2696
-2149.48,0.983805,0.00352524,9,511,0,2153.75,-2.85812,-8.9389,-3.00004,1.29499,2.56376,24.2272
-2149.05,0.996176,0.00352524,10,1023,0,2150.88,-3.0488,-1.26305,2.74126,5.20187,6.10997,24.2204
-2148.84,0.996292,0.00352524,10,1023,0,2149.88,-2.23241,-3.63237,2.17298,5.06536,5.13407,24.2499
-2149.45,0.985465,0.00352524,10,1023,0,2150.25,-2.63507,-2.32776,8.52887,2.37632,-2.22342,24.1778
-2150.36,0.98273,0.00352524,9,1023,0,2151.4,-6.52403,-3.15126,-0.641203,6.07774,7.5466,24.2085
-2150.49,0.998545,0.00352524,10,1023,0,2151.49,-1.50894,-3.79897,8.96193,2.88413,-7.30663,24.2732
-2149.96,0.972981,0.00352524,10,1023,0,2151.81,-4.53631,-4.81805,-4.21785,1.33231,7.97528,24.212
-2150.37,0.854564,0.00352524,6,71,0,2152.1,-4.70066,-4.36052,-3.80911,0.986513,7.73452,24.4741
-2149.82,0.998904,0.00352524,9,511,0,2150.63,-4.40435,-4.23348,-1.64628,0.945301,7.36682,24.4563
-2149.49,0.961822,0.00352524,9,1023,0,2156.45,-4.56667,-5.86904,-3.55701,0.742346,-0.0790134,24.0824
-2152.04,0.790938,0.00352524,9,511,0,2154.71,-4.43553,-2.55069,3.05456,4.69915,-0.962983,24.7045
-2149.14,0.991516,0.00352524,8,311,0,2153.3,-2.74859,-2.27768,5.84548,3.08975,0.147904,24.4694
-2150.54,0.973935,0.00352524,9,1023,0,2153.14,-9.52364,-1.56493,6.24373,2.20362,-4.30228,24.3604
