# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cf5_model
# start_datetime = 2023-07-05 12:28:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\cf\cf5.data.r
# init = 2 (Default)
# random
#   seed = 758156533 (Default)
# output
#   file = examples\cf\cf5_1k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mean
-3935.17,0.999996,0.00243678,10,1023,0,3938.15,0.778154,-0.314171,0.840997,3.42427,0.0492863,-2.05166,2.60185,-7.7072,1.67657,-5.91,-4.42053,-31.8478
-3937.14,0.9979,0.00243678,10,1023,0,3939.68,4.18506,-0.44468,-4.94984,3.78898,5.59006,1.17691,0.96498,-0.397456,1.00971,-9.91665,-7.43645,-31.8697
-3936.04,0.997804,0.00243678,10,1023,0,3941.24,3.90415,-2.8394,3.90841,2.85615,2.84937,-3.66971,-1.59466,-2.63414,9.82923,-2.12395,-4.92964,-31.9847
-3939.31,0.989506,0.00243678,10,1023,0,3943.59,2.19705,-3.91291,10.0565,-2.8852,7.32207,-2.95175,6.71808,0.808656,-3.72184,-7.76414,-7.01617,-31.9114
-3938.97,0.997134,0.00243678,10,1023,0,3946.45,2.49353,6.36529,-3.35043,12.834,-1.09648,1.24953,-9.10841,0.314302,6.17301,0.142131,-1.53027,-32.0131
-3938.17,0.985998,0.00243678,10,1023,0,3942.64,-2.03469,-1.85512,-5.00829,-3.97815,0.584139,0.605616,-0.33867,10.8737,5.43249,-10.1738,2.9383,-31.961
-3938.23,0.928653,0.00243678,10,1023,0,3948.12,-6.93454,-1.45347,1.65046,-3.91724,-3.9595,-4.40327,1.46287,6.12399,5.66764,-10.3589,-3.41834,-32.1215
-3935.5,0.940488,0.00243678,10,1023,0,3941.63,4.10371,4.11586,4.22416,-0.854686,-4.87746,1.86894,-5.37317,6.7574,-2.30793,0.0718965,0.197049,-32.1132
-3934.23,0.9144,0.00243678,10,1023,0,3938.79,3.55458,-7.4744,1.53451,-2.40632,1.16528,3.34239,-3.43053,0.582695,-2.29816,0.743287,-1.95433,-32.0275
-3935.15,0.928689,0.00243678,10,1023,0,3939.56,6.63992,-6.70739,-3.48522,-3.09287,3.74625,2.34613,-0.835719,1.25954,-3.05744,0.754639,-3.60203,-31.9299
-3935.9,0.999128,0.00243678,10,1023,0,3942.48,8.06027,-1.8696,-3.13092,-2.6972,3.91354,-5.36077,4.58125,-1.23174,2.91852,-1.54605,5.7757,-31.9838
-3934.64,0.988645,0.00243678,10,1023,0,3937.69,1.59135,-4.43353,3.92339,1.61469,4.94892,-4.26674,-0.800284,5.06964,1.03986,-4.37965,-1.56824,-32.0156
-3934.86,0.985722,0.00243678,10,1023,0,3938.51,-4.68498,4.27153,-1.32076,2.38921,5.56632,-0.751499,-5.64154,1.53198,-4.31781,-1.16219,-0.910182,-31.8855
-3940.92,0.94673,0.00243678,10,1023,0,3945.29,-5.47183,-4.71677,-13.6618,6.69184,-0.68079,-1.19749,1.2206,1.74041,-4.3255,-8.56139,-6.17944,-31.8208
-3938.23,0.957124,0.00243678,10,1023,0,3947.96,-2.99329,-9.25885,8.35853,-5.05844,6.40602,-1.45705,5.26966,-1.59772,-0.156957,-4.73456,-0.56933,-32.1462
-3934.25,0.996276,0.00243678,10,1023,0,3940.11,5.28339,-2.51974,3.33013,-3.34448,1.71309,0.273474,1.63487,-5.10545,-3.00326,-0.640866,-1.46331,-31.8672
-3934.48,0.962645,0.00243678,10,1023,0,3937.68,1.5595,1.11312,2.73501,-3.65379,1.23921,-1.39489,-2.30986,2.48619,4.73339,-4.44858,4.93872,-31.8468
-3935.57,0.952044,0.00243678,10,1023,0,3938.82,1.16936,1.27544,1.91049,0.0224265,4.75505,-1.19416,-1.34748,4.58637,4.62965,-6.3845,7.93002,-31.952
-3935.22,0.989835,0.00243678,10,1023,0,3938.39,-4.90513,2.62071,-4.41097,0.414478,1.99806,3.21906,-3.47351,-2.2424,6.84019,-4.81099,1.47605,-31.8943
-3936.64,0.770104,0.00243678,10,1023,0,3942.88,-7.10079,2.10864,2.06349,1.83023,0.455773,-4.26291,3.79514,-4.37471,-0.38534,-8.92182,-5.75841,-32.0624
-3935.4,0.982337,0.00243678,10,1023,0,3940.14,4.47056,2.29731,-0.467565,-2.06662,-2.54667,3.39465,3.82057,-7.6694,3.78828,-2.71081,5.0475,-31.9318
-3939.23,0.888962,0.00243678,10,1023,0,3944.26,-0.98386,-8.09405,-2.56212,-5.90162,-3.44159,-0.242133,-8.02171,5.99875,3.43309,-3.48151,3.84821,-32.307
-3936.68,0.919246,0.00243678,10,1023,0,3943.86,3.59857,-4.25936,0.865359,4.2313,1.88821,-2.75751,-1.95338,10.0225,-3.5962,-2.27457,-3.90578,-32.1766
-3937.53,0.782083,0.00243678,10,1023,0,3943.67,2.51716,-5.55588,-1.58214,6.64137,7.70222,-0.495913,-0.26542,7.62081,-0.118951,3.71276,-0.96064,-31.7372
-3937.27,0.994441,0.00243678,10,1023,0,3939.97,1.67667,-6.08835,-1.16313,5.00416,3.36055,-0.26614,-0.648194,11.7111,-2.45352,3.1244,0.378411,-31.8015
-3940.73,0.830751,0.00243678,10,1023,0,3943.88,-2.74632,-2.81405,2.32861,8.28547,3.36884,-3.28137,-2.62506,15.3893,-6.41197,1.32649,1.14599,-31.7897
-3936.23,0.994197,0.00243678,10,1023,0,3943.81,-2.07909,7.51392,0.251964,-3.92254,-4.49577,6.1018,-2.47716,-1.87332,7.63323,1.26514,-2.30335,-32.0484
-3934.19,0.996865,0.00243678,10,1023,0,3937.83,-3.62177,0.880649,3.23816,-0.360367,-2.83519,-0.705095,3.96583,-3.43265,4.9477,-2.40245,-4.07062,-31.9279
-3934.93,0.992397,0.00243678,10,1023,0,3937.09,-0.361945,-2.38105,1.44573,-0.805992,2.41546,-5.18255,5.84903,-0.093707,7.42402,-2.84823,2.47964,-32.0355
-3935.1,0.969601,0.00243678,10,1023,0,3938.21,0.732217,-1.62369,3.13681,-11.0513,-0.734608,-1.67864,0.375521,-0.883517,-1.02822,-3.70497,-0.803534,-31.9474
-3939.27,0.863262,0.00243678,10,1023,0,3942.4,5.26249,-1.99617,8.74255,3.32823,-0.592147,-2.46013,-3.65757,8.37948,6.70047,-1.81157,-9.08986,-31.8276
-3945.62,0.842199,0.00243678,10,1023,0,3952.93,11.3967,-5.53943,-6.1466,8.44334,0.777711,-12.1893,8.78474,10.2398,1.56862,4.19399,-3.79246,-31.7686
-3938.35,0.828965,0.00243678,10,1023,0,3951.65,-3.23332,-4.63122,5.18411,-2.15471,11.1948,0.0781028,-0.388701,1.24643,8.55656,-4.44537,1.67883,-32.1645
-3939.19,0.866867,0.00243678,10,1023,0,3944.72,-3.01751,-2.73231,5.66657,2.17398,10.1945,-3.81321,-0.637284,-0.35181,9.009,-2.01016,4.49802,-31.6973
-3935.15,0.991389,0.00243678,10,1023,0,3946.72,-0.0413186,-4.19952,1.07129,5.28216,5.83206,-2.45026,0.945879,0.00221047,5.83852,-3.15868,-5.04887,-31.9466
-3937.73,0.962881,0.00243678,10,1023,0,3942.24,3.66557,-7.76865,2.43974,-6.05434,5.43768,-2.84769,3.46988,-0.63397,5.9287,5.84027,-5.81151,-32.1184
-3941.11,0.985103,0.00243678,10,1023,0,3944.25,4.86616,-4.68963,5.43335,-8.51836,7.62858,-2.88276,4.35712,2.25386,12.9405,3.78946,0.442795,-31.7944
-3937.78,0.976678,0.00243678,10,1023,0,3947.78,7.36988,-1.96239,1.31048,-5.8506,3.24428,0.426696,4.80632,6.53689,6.68574,-5.6676,-4.61982,-31.8389
-3940.48,0.905155,0.00243678,10,1023,0,3946.32,-0.852936,-15.2239,2.35053,-11.0837,5.28328,-3.07868,-0.493389,2.94544,2.36436,0.925286,-3.3816,-31.9802
-3937.84,0.535339,0.00243678,10,1023,0,3953.24,-8.97901,2.45595,0.340152,-2.00932,-8.45466,-1.52396,3.2342,-6.74569,2.08311,-3.69771,7.38649,-31.984
-3935.59,0.984597,0.00243678,10,1023,0,3939.87,-7.91298,1.65136,1.51284,-2.81868,-5.64479,2.04217,1.03244,-6.51122,-1.16707,-4.36843,-1.44652,-31.9297
-3935.28,0.996373,0.00243678,10,1023,0,3938.86,1.09038,1.94174,1.22685,-5.72271,3.59892,3.95943,5.29009,-6.66227,-1.81236,4.25176,1.65059,-31.9531
-3937.41,0.998384,0.00243678,10,1023,0,3941.7,3.04733,5.70966,12.4585,-1.60548,3.08025,-3.60634,-2.37023,-0.35168,-5.12949,3.9807,1.30704,-31.9895
-3935.8,0.423128,0.00243678,10,1023,0,3942.97,1.26733,3.94299,10.2561,-1.47225,2.28398,-1.53752,0.259266,1.25477,-7.05409,2.68688,0.26953,-31.9728
-3939.61,0.899289,0.00243678,10,1023,0,3944.68,-1.01693,-3.43559,-1.43413,-7.73717,-7.73948,3.88694,4.95649,-6.9262,9.97388,2.50673,-7.10859,-31.9295
-3936.79,0.850106,0.00243678,10,1023,0,3943.68,6.5446,-3.45324,5.59097,1.8904,3.88424,-4.13648,8.96663,-1.73064,-1.78669,-5.09505,2.51693,-31.9958
-3935.37,0.662487,0.00243678,10,1023,0,3941.52,4.26687,-3.63273,-4.49082,-0.508091,2.75336,0.209788,-8.1342,2.48195,1.33668,2.49442,-2.6411,-32.1366
-3937.45,0.9707,0.00243678,10,1023,0,3942.66,6.406,-7.27332,-2.196,5.12811,3.20306,1.11104,2.43268,4.34028,1.02352,6.29257,5.51499,-31.7814
-3937.72,0.984034,0.00243678,10,1023,0,3942.26,8.72544,-5.44912,-2.53244,1.71582,0.507934,4.98667,6.561,1.74471,-4.19077,-2.69144,-5.13042,-31.7625
-3937.45,0.964283,0.00243678,10,1023,0,3943.3,8.72785,-6.25344,1.91413,4.20324,1.79234,4.67974,-0.622387,0.706542,-6.32067,-1.63329,-3.48546,-31.7476
-3942.65,0.889173,0.00243678,10,1023,0,3947.63,-1.51357,-12.8767,-7.24986,-5.41021,-11.2537,5.65353,-8.27104,2.08199,-5.50124,0.954866,-4.6077,-31.9913
-3939.18,0.948082,0.00243678,10,1023,0,3950.1,-2.38431,10.4889,1.00665,1.99067,3.22872,3.01665,1.30589,-11.8539,7.18983,0.228492,-4.83193,-31.934
-3939.28,0.766623,0.00243678,10,1023,0,3944.79,0.211277,4.93642,5.33647,-4.38507,3.12169,-1.08649,-1.41482,-11.3475,2.25691,-7.51442,-5.07739,-31.7317
-3936.11,0.999198,0.00243678,10,1023,0,3942.32,6.83189,-1.0353,2.56901,0.756166,-0.850609,2.14245,3.74031,-3.18907,8.66127,-1.16295,-2.83632,-31.7899
-3936.62,0.992532,0.00243678,10,1023,0,3941.41,5.35036,-6.36973,-1.32,6.51953,-2.61659,-3.23133,2.51481,4.05939,-0.232724,2.02994,-7.34687,-31.8417
-3936.96,0.996844,0.00243678,10,1023,0,3943.61,-1.69747,0.668467,6.10915,0.891333,6.73346,-2.64817,-1.19575,-4.03372,2.051,-7.08588,-8.66462,-31.8952
-3937.24,0.944785,0.00243678,10,1023,0,3941.63,-0.176344,-0.970714,4.29871,3.43881,4.74086,-8.86105,-3.31398,-3.55704,2.03391,-3.98299,-8.49265,-31.861
-3938.31,0.827078,0.00243678,10,1023,0,3945.16,-2.54833,1.41826,-1.49984,-2.18613,-0.477562,-0.0332732,13.4679,-0.96201,7.99205,-2.19066,-1.42019,-32.2037
-3935.66,0.651005,0.00243678,10,1023,0,3943.37,0.0724998,1.2369,1.07632,1.03535,-5.06048,8.01728,-1.91966,-2.68407,-0.968565,-3.12214,-1.05434,-32.2451
-3935.25,0.999119,0.00243678,10,1023,0,3938.5,-1.92307,0.814968,-5.03911,2.55311,-1.87676,2.82639,-2.45132,2.85581,-7.38724,0.637283,-0.323007,-31.7684
-3939.01,0.969707,0.00243678,10,1023,0,3941.73,-2.78931,1.03892,-2.26769,3.90768,5.56568,5.30163,5.4517,3.67669,-5.7691,12.1404,0.460723,-31.7863
-3937.76,0.988214,0.00243678,10,1023,0,3945.02,-0.670837,8.46455,-2.61225,5.77822,-1.08557,7.91521,-2.88231,-2.99989,-6.313,2.53755,4.58516,-32.1527
-3936.44,0.957613,0.00243678,10,1023,0,3941.09,-7.73847,3.41227,2.32978,2.72101,0.357736,6.33275,0.0840808,-3.39733,-6.2422,2.04776,-1.32105,-32.1901
-3936.36,0.952518,0.00243678,10,1023,0,3940.45,-1.49486,0.778878,-1.50567,2.16839,0.337638,-3.38426,6.89282,-0.721067,-2.40321,5.88337,-7.53269,-32.2137
-3935.41,0.991336,0.00243678,10,1023,0,3940.8,-4.73836,3.6695,-3.26783,5.92329,-4.50921,-0.308578,3.92017,2.98072,-3.64952,0.78116,-5.49903,-32.0172
-3938.69,0.968653,0.00243678,10,1023,0,3943.32,-6.74687,3.45823,1.70254,1.55479,-1.49263,9.7225,4.04899,4.71676,-2.60087,8.72775,6.89803,-31.9009
-3940.55,0.932759,0.00243678,10,1023,0,3947.24,-0.368247,-1.86865,-12.0948,4.82968,-2.17146,-8.82393,-2.36245,-5.51954,-0.0130834,8.90901,-6.46789,-32.1099
-3937.42,0.997302,0.00243678,10,1023,0,3946.32,4.65032,-2.95874,1.22991,4.48406,8.98091,-3.59379,5.297,4.27488,-3.31383,6.00332,5.7774,-31.9922
-3941.27,0.932228,0.00243678,10,1023,0,3948.33,7.88052,-8.12423,-2.54579,1.1734,-1.13886,-7.00078,6.47079,-3.24057,3.41276,11.9204,7.46916,-31.8558
-3939.52,0.973175,0.00243678,10,1023,0,3947.96,4.83875,-7.82002,9.76566,2.06449,-6.74753,-3.67686,-0.159407,2.87267,-8.75467,4.68087,2.46596,-31.8397
-3939.75,0.981326,0.00243678,10,1023,0,3943.76,5.02789,-8.12894,9.18156,2.3475,-6.89844,-3.94902,0.728294,3.04269,-9.04285,4.79965,1.1092,-32.153
-3935.88,0.937456,0.00243678,10,1023,0,3942.94,5.04742,2.01272,-4.40357,0.143888,-2.60093,3.7019,2.3849,-3.323,-2.57886,8.98218,-0.647723,-31.8395
-3937.94,0.995153,0.00243678,10,1023,0,3940.11,5.55633,-0.82721,-7.54708,0.838837,3.88466,5.7373,0.922211,-8.11249,-4.69589,6.87374,-3.69077,-32.0901
-3939.8,0.988763,0.00243678,10,1023,0,3942.53,1.2614,1.09685,-9.20819,1.77564,7.14406,5.47453,-0.247591,-8.92108,-8.98967,6.53299,0.519521,-31.8576
-3939.07,0.538879,0.00243678,10,1023,0,3948.33,-6.06617,3.12273,6.4255,2.5387,-6.65244,4.12242,4.2695,7.02653,-5.73531,6.39958,4.95571,-31.8029
-3939.34,0.95407,0.00243678,10,1023,0,3946.47,-1.79336,-2.37969,0.831326,-3.9621,5.23183,-10.772,0.414629,1.70522,3.64746,8.35828,-8.0163,-32.2064
-3937.88,0.969737,0.00243678,10,1023,0,3944.45,-7.04144,-2.57239,2.67144,-0.317238,5.20363,1.80142,1.30737,-5.30871,-10.3164,4.92216,-1.10396,-32.1833
-3937.46,0.990969,0.00243678,10,1023,0,3943.47,-0.553831,-4.44109,-2.36519,-9.18498,-2.62182,0.60028,2.95715,3.04783,-7.95549,7.68108,-2.39574,-31.8796
-3939.82,0.993548,0.00243678,10,1023,0,3942.76,-4.90874,1.17622,-8.06775,-8.56287,-3.20228,0.0880128,1.08325,3.4705,-10.8316,8.93208,-1.96052,-31.9223
-3938.62,0.986599,0.00243678,10,1023,0,3945.69,-3.05807,7.163,9.03743,1.77232,0.651256,-7.29508,-6.99191,1.71489,-1.17258,0.383289,-8.91885,-31.9974
-3934.12,0.829678,0.00243678,10,1023,0,3941.25,-1.00605,2.52148,5.99072,-4.3571,-1.38644,3.3627,0.673179,2.83149,-0.802857,0.565738,0.0128309,-31.8364
-3939.68,0.94927,0.00243678,10,1023,0,3942.38,-4.46755,-1.38959,6.7393,-4.46925,-7.19403,0.614202,3.44404,8.96393,-6.1718,5.26781,-2.30198,-32.2719
-3938.04,0.930397,0.00243678,10,1023,0,3944.34,1.87234,-4.82309,2.89581,-5.81456,-4.21284,6.73254,2.4466,6.8182,-1.79526,-1.19769,3.73124,-31.6686
-3937.68,0.937436,0.00243678,10,1023,0,3944.35,-0.775507,-0.243851,5.90897,-4.60722,0.585814,7.8202,-1.45845,-2.90039,2.32364,-8.49093,5.75544,-32.198
-3936.34,0.699208,0.00243678,10,1023,0,3946.25,2.08836,-5.67157,5.13969,-0.281567,2.51264,1.35109,-3.81062,-1.41368,6.45573,-4.31472,0.114435,-32.2499
-3934.63,0.996319,0.00243678,10,1023,0,3937.07,5.62118,-3.79287,-0.313193,-3.59926,-0.336431,-1.06151,3.77235,-0.234168,3.0557,-3.81859,0.586552,-31.8013
-3936.18,0.991455,0.00243678,10,1023,0,3938.01,5.02615,-8.01179,1.89861,3.26128,-2.28479,1.12981,-7.82327,-0.471271,-0.577764,2.74956,2.72759,-31.8321
-3936.69,0.885656,0.00243678,10,1023,0,3943.01,7.68437,-4.92881,-2.26112,3.82111,-2.50878,-0.679072,-6.94563,2.05875,4.0077,6.17778,2.24907,-32.1027
-3940.59,0.988338,0.00243678,10,1023,0,3946.65,9.67685,-1.42281,6.65084,-7.18641,-0.641887,6.22261,-10.602,-3.71394,-2.20363,-1.06426,-8.17544,-32.0132
-3936.96,0.854494,0.00243678,10,1023,0,3945.01,1.2538,-6.96877,-1.11652,7.47601,1.41309,-4.57215,-5.78344,4.43011,3.2014,4.19063,3.60727,-32.1435
-3934.39,0.999642,0.00243678,10,1023,0,3939.71,1.13871,2.47106,-7.03349,3.88945,-1.26823,-1.00669,1.75329,-4.82214,2.39211,-1.5031,3.35,-31.9661
-3934.13,0.976742,0.00243678,10,1023,0,3937.91,2.23582,0.167135,-6.02136,1.6767,4.00273,-2.48101,2.86965,-1.37223,3.08925,-3.09375,1.26526,-31.883
-3935.77,0.939146,0.00243678,10,1023,0,3940.05,-1.37009,-1.72195,6.5928,-1.54252,-1.90593,7.43312,2.02477,4.13918,-4.15068,4.49033,0.103488,-32.1309
-3936.71,0.973108,0.00243678,10,1023,0,3941.28,4.7616,6.20123,3.12275,-1.64785,-6.6508,4.98921,-0.792488,5.18624,2.62334,-7.51897,0.700783,-31.9344
-3936.43,0.935614,0.00243678,10,1023,0,3941.57,1.01768,-5.07641,-0.726049,7.62831,-6.15894,-2.65212,-5.62077,6.72428,-0.640436,3.0087,2.06987,-32.0231
-3940.83,0.998922,0.00243678,10,1023,0,3944.29,6.84047,1.55395,3.98246,-6.89328,6.89873,3.16872,6.12344,6.89252,6.61414,-11.9276,-0.30287,-31.9499
-3938.93,0.767353,0.00243678,10,1023,0,3948.16,9.9547,-1.84621,-0.685992,1.44035,1.63986,-0.670801,-4.55845,-6.77463,3.37449,-12.2415,-1.19291,-32.0865
-3939.71,0.947998,0.00243678,10,1023,0,3944.06,12.3201,-2.04286,-6.16151,2.98619,-3.97348,-1.54487,-6.06001,-2.3712,0.401438,-9.46687,-5.03348,-31.8935
-3940.14,0.941294,0.00243678,10,1023,0,3945.16,10.1585,0.277726,-6.39834,7.0254,-1.52015,-7.17436,-7.92928,0.00649508,-0.38217,-8.01308,-3.90816,-32.1208
-3938.32,0.981411,0.00243678,10,1023,0,3948.38,-0.985694,5.41105,0.24198,1.57532,3.50755,-6.96964,-8.71059,3.04266,-3.97881,-7.93118,-7.59842,-31.9439
-3937.3,0.811861,0.00243678,10,1023,0,3945.45,-0.771134,-0.458054,0.727389,-10.3039,1.16595,7.65764,-3.84018,8.96915,-1.01792,-0.72457,-0.0244386,-31.9433
-3937.99,0.802464,0.00243678,10,1023,0,3944.63,4.50027,-0.346065,1.7493,-4.95273,0.32481,-9.44933,-2.12399,11.1521,-1.40382,-4.65375,-1.44602,-31.8903
-3935.28,0.933285,0.00243678,10,1023,0,3941.64,-5.18617,-0.712339,1.43662,1.83555,-0.263097,1.04132,-6.06585,2.62907,7.05801,-3.77036,4.56497,-31.9365
-3939.09,0.989749,0.00243678,10,1023,0,3943.19,-3.79727,-8.08733,-3.42873,-0.283477,6.84561,1.23262,0.395071,-4.61939,5.48837,-12.6933,-0.664222,-32.0349
-3934.87,0.580391,0.00243678,10,1023,0,3944.27,-1.16357,5.82825,0.590579,2.95037,5.39092,-4.11977,2.42606,-4.28753,1.56591,1.36993,3.63185,-31.8733
-3937.77,0.885138,0.00243678,10,1023,0,3942.76,-7.764,1.51875,0.931153,-0.011846,6.78148,-2.42863,8.02076,-0.81024,3.00617,2.67534,-5.50674,-32.2353
-3936.72,0.992759,0.00243678,10,1023,0,3940.47,-7.93027,1.80207,1.87394,2.05589,6.47467,-2.4793,8.3985,-1.03295,2.48994,3.23663,-4.92765,-32.0348
-3940.07,0.997328,0.00243678,10,1023,0,3942.76,-13.9714,6.04742,2.94096,0.142079,2.93475,-0.0854722,11.0412,4.2964,1.63258,2.86603,0.289173,-31.9185
-3940.5,0.895429,0.00243678,10,1023,0,3944.34,-13.9636,5.48226,2.73651,0.453954,3.92195,2.99868,11.0099,2.46121,0.834222,5.23453,-0.0172045,-32.1021
-3935.85,0.989317,0.00243678,10,1023,0,3943.74,-0.602997,8.77354,-1.15597,-1.6889,-2.23088,3.19562,-4.79561,3.10279,0.886072,0.756032,-7.20254,-31.8795
-3940.74,0.996432,0.00243678,10,1023,0,3944,-7.66989,4.87891,3.42805,-4.20416,-2.7466,-5.886,-10.7166,2.10388,-6.53341,-2.36461,10.7838,-31.98
-3934.36,0.732551,0.00243678,10,1023,0,3943.54,-5.47195,5.31965,1.42062,-0.48906,-5.50142,0.799849,-2.93832,-0.279632,-1.3846,1.55624,3.59595,-31.9412
-3936.59,0.998828,0.00243678,10,1023,0,3938.05,-4.17026,0.22304,-0.616143,-2.94748,-1.4014,12.0995,2.73568,0.700313,2.79964,-6.22967,-0.359434,-31.9547
-3939.27,0.875534,0.00243678,10,1023,0,3943.18,-4.36052,2.72543,-1.30825,-6.25244,-4.40177,8.90434,4.01764,10.0354,6.38828,-4.31571,-1.97032,-32.1211
-3937.52,0.994837,0.00243678,10,1023,0,3945.1,-4.21351,0.57358,7.77101,5.05067,1.35698,-1.51649,2.18815,-0.671346,6.19449,-10.1769,-2.37554,-32.1112
-3941.52,0.974355,0.00243678,10,1023,0,3944.48,-7.42913,0.0010719,13.6615,1.41694,4.77731,-1.44326,0.1337,-3.66932,3.56273,-10.5839,-6.0589,-31.8022
-3935.22,0.996697,0.00243678,10,1023,0,3944.98,-3.96237,5.47219,0.747504,-0.0993523,-2.1272,7.76952,1.7291,1.11815,0.413674,6.37907,1.67099,-32.0411
-3935.41,0.997203,0.00243678,10,1023,0,3938.38,-2.90986,6.24426,-0.928792,-1.27282,-3.05055,7.32263,2.3947,0.539234,0.68292,7.07048,1.19618,-32.0097
-3937.26,0.958692,0.00243678,10,1023,0,3940.52,-0.672158,2.10778,5.45571,-7.02817,-7.91419,-1.53033,2.70974,6.2042,-3.47748,6.54853,1.51487,-32.0948
-3936.29,0.921492,0.00243678,10,1023,0,3942.79,8.1555,-5.8786,-6.89012,-1.02151,-0.73087,-0.856778,2.26484,-0.850424,-1.92332,-3.18359,3.92474,-32.1567
-3935.39,0.768131,0.00243678,10,1023,0,3940.88,5.28242,-6.44231,-2.21781,2.97233,1.9537,-1.96856,-3.29748,-3.73219,2.56451,-0.766649,2.34862,-31.7796
-3935.67,0.999113,0.00243678,10,1023,0,3937.92,4.0643,-3.90679,2.68565,-3.39107,1.98335,-3.5107,3.48931,1.34045,-7.75225,1.04602,3.56927,-31.811
-3935.81,0.995946,0.00243678,10,1023,0,3939.08,2.16173,0.60581,6.08542,-2.78545,-1.26371,0.841336,5.10754,-3.93802,2.10108,-1.45193,7.70499,-32.1635
-3935.44,0.960181,0.00243678,10,1023,0,3939.78,0.10752,7.13218,4.49759,-7.43598,0.0354309,0.161159,-1.37993,0.192615,-1.43036,1.47191,3.23121,-31.8114
-3936.73,0.963334,0.00243678,10,1023,0,3941.25,-5.97167,0.372789,2.78174,-2.10631,-6.81882,-1.31334,-0.203626,5.1691,-4.68389,5.93128,-3.81319,-31.7771
-3938.96,0.968955,0.00243678,10,1023,0,3942.77,-6.38471,0.570611,-5.41894,-5.96716,-7.58734,0.357624,-1.7905,7.08953,-9.28022,5.19004,2.78882,-32.0906
-3937.9,0.719608,0.00243678,10,1023,0,3943.57,-2.66379,-0.11729,-8.04769,-4.47651,-3.06577,4.78809,-6.90812,4.74767,-8.91223,2.4972,1.28968,-32.1046
-3938.17,0.925513,0.00243678,10,1023,0,3946.43,-2.81016,1.41305,-8.56804,-5.24283,-4.02127,1.56779,-7.32052,3.97131,-9.50407,4.11088,1.47237,-32.0244
-3939.38,0.854638,0.00243678,10,1023,0,3943.68,0.60018,-0.306525,-9.09816,-2.34289,-6.44252,1.21197,0.0469163,6.6392,-13.2169,3.57158,1.51775,-32.0521
-3937.47,0.940766,0.00243678,10,1023,0,3943.29,-4.78621,1.13729,-6.50173,-1.99916,-0.833838,-5.71383,-5.47333,4.80517,-9.31642,2.31614,3.45651,-32.1027
-3940.7,0.94647,0.00243678,10,1023,0,3947.98,-5.77408,2.34592,-3.99567,-8.31259,0.19701,-9.86764,-2.80064,9.33043,-9.13274,3.13085,4.97247,-32.0271
-3939.67,0.922469,0.00243678,10,1023,0,3947.06,-3.18701,9.46821,11.6359,4.50243,4.81664,-3.5602,-5.028,4.40135,-4.2544,2.34758,-4.90295,-31.9541
-3940.8,0.660345,0.00243678,10,1023,0,3946.36,6.09161,-2.94764,-10.4789,-4.3309,2.12029,0.301237,-3.87544,4.53042,8.92222,-5.47595,6.63485,-31.7144
-3939.59,0.954699,0.00243678,10,1023,0,3948.38,3.78204,-5.04391,-8.84047,-3.94096,-0.574016,1.94918,-6.37712,1.82907,8.24533,-4.88592,5.03454,-32.2709
-3938.87,0.973647,0.00243678,10,1023,0,3944.66,-1.7743,-0.391863,-4.85125,-0.465081,-1.45309,-5.63475,-0.55569,6.28886,5.20527,-9.01026,6.9768,-32.2794
-3937.08,0.997742,0.00243678,10,1023,0,3943.25,-4.12889,6.08181,-2.6656,6.35414,3.67422,7.33124,4.28327,-3.59823,0.204345,-5.2424,-0.224076,-31.8196
-3937.57,0.988673,0.00243678,10,1023,0,3940.47,-4.27535,3.62801,-0.124325,2.81296,3.51093,3.51049,2.58049,-4.10951,1.11554,-11.4089,-4.92664,-31.794
-3936.59,0.994298,0.00243678,10,1023,0,3943.52,-8.9868,2.26201,7.7087,-1.12882,-1.44053,4.06842,-0.0653672,1.39795,5.57906,1.27159,-4.21018,-32.0979
-3936.46,0.986093,0.00243678,10,1023,0,3942.21,-8.19584,2.92569,8.61864,-0.836591,0.583399,4.59649,-3.29582,-0.0158193,4.52177,0.182608,-4.30913,-31.9384
