# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cf3_model
# start_datetime = 2023-07-05 12:21:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\cf\cf3.data.r
# init = 2 (Default)
# random
#   seed = 757730203 (Default)
# output
#   file = examples\cf\cf3_1k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mean
-1067.18,0.555889,0.00582471,9,511,0,1070.5,2.56216,-6.97825,5.0649,-1.15003,-2.05735,-6.70149,3.96315,-5.95371
-1066.44,0.192238,0.00582471,9,511,0,1074.52,2.99833,-7.12528,4.31052,0.500326,-1.60556,-5.26554,5.01104,-5.74213
-1066.89,0.785012,0.00582471,10,1023,0,1070.07,-0.28773,6.67963,-2.2787,2.58281,5.17026,1.50319,-5.95023,-5.98572
-1066.9,0.950031,0.00582471,9,1023,0,1070.02,-8.75729,2.55755,-0.455474,0.8368,8.37284,1.90828,1.0321,-5.76855
-1067.53,0.968092,0.00582471,10,1023,0,1071.87,2.37311,-10.9226,4.4095,3.87188,0.774185,4.97175,-0.868433,-5.86687
-1069.37,0.263823,0.00582471,9,511,0,1073.43,6.01603,0.192748,-7.81706,0.40334,-6.72345,1.26264,5.02819,-5.45448
-1066.79,0.987606,0.00582471,9,511,0,1069.88,5.72309,0.0799713,-5.33117,0.242091,-7.10924,1.39354,4.81912,-5.92082
-1068.95,0.899018,0.00582471,9,511,0,1072.04,7.91043,-4.23482,-3.27498,-8.54539,-6.01647,0.196827,0.659007,-6.03852
-1067.27,0.542271,0.00582471,5,55,1,1072.64,7.77659,-3.62424,-2.51785,-7.79607,-5.91439,-0.325724,0.797543,-5.83092
-1067.14,0.63447,0.00582471,9,511,0,1069.99,3.72988,-2.86561,1.79814,-8.07084,-5.06558,-3.98151,-0.560769,-5.59301
-1067.26,0.973033,0.00582471,10,1023,0,1071.09,-0.159874,9.22029,-1.50649,-2.83911,1.00069,-1.82389,-6.94044,-5.96258
-1070.11,0.894231,0.00582471,10,1023,0,1073.32,-4.04246,1.1656,-1.13764,-10.6122,-4.82407,5.09292,11.5011,-5.70651
-1069.35,0.971796,0.00582471,9,537,0,1071.85,6.13782,-3.17001,5.94437,4.60034,-0.328164,1.24674,-13.2736,-5.79352
-1067.95,0.999435,0.00582471,9,511,0,1070.45,4.58446,-2.67463,3.89928,5.13455,-1.11006,1.60758,-11.7607,-5.7859
-1065.14,0.717889,0.00582471,9,511,0,1071.08,-0.450147,0.264697,2.8603,1.23797,-2.10071,4.6418,0.725484,-5.6038
-1068.51,0.84928,0.00582471,9,511,0,1071.13,5.78774,-1.31801,7.52961,1.22304,-1.52899,6.53716,2.31315,-6.10141
-1065.79,0.987255,0.00582471,9,511,0,1070.18,-5.04789,0.234603,0.946346,-1.4409,-4.66241,-0.436321,-5.11122,-5.62475
-1069.82,0.737815,0.00582471,8,511,0,1077.01,-3.68939,-2.6284,2.17017,0.168788,-10.6949,0.517215,-10.5553,-6.0234
-1067.97,0.700992,0.00582471,10,1023,0,1071.61,-6.19849,-2.69578,2.31888,0.672015,-8.16999,1.7796,-9.47429,-5.74551
-1067.64,0.99952,0.00582471,9,511,0,1069.53,-8.22123,-1.57528,5.99324,-0.148529,-5.41275,1.89978,-7.54259,-5.76505
-1065.89,0.998355,0.00582471,9,511,0,1069.13,-5.23561,-4.20545,5.63717,-3.53736,-3.05088,1.73569,-2.54641,-5.7644
-1067.64,0.672229,0.00582471,9,511,0,1071.23,6.02901,0.594729,7.02656,-2.75061,1.29848,2.78268,6.10002,-6.02837
-1065.88,0.988142,0.00582471,9,511,0,1068.65,4.28074,0.374844,4.08421,0.454242,-2.68094,4.11573,1.99598,-5.57822
-1068.68,0.873398,0.00582471,9,511,0,1070.44,1.98834,-4.56584,3.16095,-8.02701,4.36507,6.49281,0.615112,-5.49473
-1066.89,0.257891,0.00582471,9,511,0,1070.68,0.984495,-5.53132,3.34765,-7.35522,3.44135,6.27543,2.618,-5.85427
-1066.25,0.231552,0.00582471,9,511,0,1069.99,1.05725,-2.82812,2.71255,-8.19588,3.35223,5.57137,0.729973,-5.8153
-1064.32,0.827179,0.00582471,8,383,0,1067.4,0.344215,-1.182,1.53563,-3.30829,-0.374922,2.72224,0.628359,-5.87945
-1065.32,0.996116,0.00582471,9,511,0,1066.18,-3.0441,-0.541991,-0.865325,4.78781,-0.043553,-4.10167,-3.60915,-5.92365
-1066.97,0.722901,0.00582471,9,511,0,1069.9,-1.81341,1.86842,-4.65766,0.496103,-0.944531,-3.29325,-3.53415,-6.12247
-1066.2,0.981254,0.00582471,9,511,0,1069.43,1.70457,5.17635,-2.67425,1.07935,1.23854,-3.81937,-6.84462,-5.63808
-1066.34,0.90298,0.00582471,9,511,0,1069.4,7.17104,1.61012,-1.19343,3.76547,6.62309,-1.3977,-3.63829,-5.84296
-1068.86,0.95566,0.00582471,10,1023,0,1071.75,-7.00919,0.201395,4.3439,-1.42327,-11.4237,0.501082,7.53884,-5.77957
-1067.65,0.969329,0.00582471,9,1023,0,1071.21,-9.94216,-0.628299,0.659448,-0.204508,-8.79723,1.78716,3.76971,-5.84054
-1065.63,0.33946,0.00582471,9,511,0,1071.22,0.642131,3.04123,0.748425,-4.41375,-0.0568842,-0.832156,-4.27066,-5.57382
-1069.94,0.865153,0.00582471,9,511,0,1071.76,-0.0359705,10.0695,-5.17032,0.0374374,3.77527,-0.972234,-1.97019,-6.19641
-1069.24,0.97227,0.00582471,9,511,0,1074.61,2.0985,5.25191,-7.43665,0.86169,-5.8214,0.751582,-5.67976,-5.44197
-1068,0.767639,0.00582471,9,511,0,1073.05,-0.507849,5.98785,-5.93623,-0.919252,-10.1639,0.293668,-5.10906,-5.67789
-1069.78,0.440309,0.00582471,6,104,1,1072.45,-0.841577,7.04143,-6.39574,-1.22481,-10.9174,0.325878,-3.86381,-5.51388
-1068.67,0.740566,0.00582471,9,511,0,1071.14,-0.583685,8.34462,-4.88589,-3.72705,-10.2602,1.36483,-5.2062,-5.87026
-1068.32,0.733687,0.00582471,5,55,1,1071.91,-0.685421,7.86287,-5.04517,-3.22452,-10.0331,1.11943,-5.46746,-5.81993
-1067.87,0.0502992,0.00582471,9,511,0,1075.44,-2.0887,8.03734,-3.49731,-4.69258,-9.20295,0.522315,-0.467363,-5.65034
-1066.19,0.67173,0.00582471,7,135,1,1071.25,-2.69856,6.75626,-1.84207,-4.39084,-6.47248,-0.581705,0.509872,-5.86901
-1066.97,0.873937,0.00582471,9,511,0,1068.19,-0.84614,5.71063,-3.8123,-4.28448,-9.63084,1.86269,0.644824,-5.79266
-1065.67,0.996888,0.00582471,10,1023,0,1068.95,-0.552404,4.31797,3.23182,-4.82602,1.76736,3.98411,5.15548,-5.78524
-1066.05,0.889375,0.00582471,10,1023,0,1068.73,-1.48053,-4.51857,1.10987,0.358667,1.67315,-7.80069,0.343632,-5.62013
-1066.55,0.927235,0.00582471,10,1023,0,1071.48,5.36882,-2.79049,0.155256,3.10534,3.12627,4.09332,-4.31294,-6.0156
-1066.18,0.821835,0.00582471,9,511,0,1070.91,-5.02743,-3.23772,0.0613562,3.36554,-4.26716,6.15657,3.92506,-5.86209
-1065.95,1,0.00582471,10,1023,0,1067.89,3.293,5.13643,0.779373,-4.53812,4.09695,-3.58411,-4.41907,-5.72564
-1068.89,0.652718,0.00582471,9,511,0,1073.24,-2.43155,5.74883,3.6789,0.952316,-1.67405,-6.4673,-6.48724,-6.13575
-1064.4,0.832295,0.00582471,8,511,0,1073.87,-1.08231,-0.730806,-4.86843,1.87364,-0.767342,-1.76004,1.16166,-5.81852
-1065.55,0.879362,0.00582471,9,511,0,1068.41,5.09693,-0.407564,6.15748,-0.107111,-0.380255,-3.03553,-4.2353,-5.81788
-1065.58,0.97286,0.00582471,10,1023,0,1068.01,-5.4331,1.04497,-4.66897,-1.96272,3.29024,-3.81206,3.22382,-5.83233
-1065.73,0.885602,0.00582471,9,1023,0,1068.56,-4.61533,1.83971,-4.82461,-3.12699,4.69654,-3.08911,2.03464,-5.87785
-1065.7,0.965913,0.00582471,10,1023,0,1067.98,-0.894826,9.14843,0.896006,-0.660451,-3.18978,-1.08228,-0.419376,-5.74515
-1067.1,0.57983,0.00582471,9,511,0,1072.99,1.7983,10.0434,6.10966,-2.86676,1.44239,-3.11659,-1.90948,-5.85878
-1064.44,0.817945,0.00582471,9,1023,0,1068.71,1.80763,-2.42644,-0.0610132,4.12023,0.407072,2.30534,-2.07007,-5.76912
-1065.9,0.893114,0.00582471,9,511,0,1067.22,-0.528274,3.08156,-0.655853,-4.87592,-2.95884,1.5687,-2.95571,-6.02726
-1064.92,0.991162,0.00582471,9,511,0,1067.24,-3.85956,2.15229,2.1294,3.45986,-2.39261,0.438093,-3.73701,-5.72465
-1065.96,0.888616,0.00582471,9,1023,0,1067.62,2.35515,-4.695,-0.488339,-5.74129,1.98813,0.5675,1.11948,-6.006
-1065.18,0.999492,0.00582471,10,1023,0,1067.25,-0.974807,1.96343,2.33683,3.3352,-3.69898,1.58012,-5.86767,-5.83266
-1067.52,0.885725,0.00582471,10,1023,0,1069.98,0.744582,3.94531,-2.53765,6.57008,-2.41516,-4.25305,-2.63475,-6.09792
-1067.71,0.471777,0.00582471,8,511,0,1075.59,3.9932,-1.88461,-2.25486,1.43711,-0.0249873,-2.17951,5.2956,-5.41606
-1065.28,0.994461,0.00582471,9,511,0,1069.5,0.325233,-0.8257,-0.653875,3.66646,2.87776,-3.3929,6.6433,-5.78659
-1066.16,0.86475,0.00582471,9,511,0,1069.5,0.884134,1.55783,0.302556,1.35358,2.04023,-5.61617,3.61882,-6.05259
-1066.59,0.9739,0.00582471,9,1023,0,1069.05,-2.73243,-2.31151,-3.79913,4.1671,-0.810064,-2.86952,1.69569,-5.49515
-1065.95,0.996416,0.00582471,9,1023,0,1068.28,2.15849,-3.05452,-2.38726,3.05706,-1.89018,-2.42176,3.27147,-6.04213
-1067.2,0.957562,0.00582471,9,511,0,1069.53,6.05389,-1.78687,5.17558,1.90688,0.115284,2.00801,-5.34181,-6.05865
-1067.9,0.856482,0.00582471,9,511,0,1072.12,-9.53434,1.48001,-0.221794,-2.75973,1.72992,4.64546,-0.0381572,-5.50073
-1067.78,0.690868,0.00582471,8,255,0,1070.58,-7.77331,3.06131,0.783261,-3.67663,3.12462,7.59795,-2.64335,-5.5789
-1066.76,0.999757,0.00582471,10,1023,0,1069.14,3.76022,-5.58514,-1.64533,3.4571,-2.92636,-7.01016,0.197132,-5.97802
-1065.18,0.9372,0.00582471,9,511,0,1069.44,4.29057,-1.87176,-2.55499,2.4328,-1.25109,-6.01926,0.898666,-5.81743
-1065.97,0.76942,0.00582471,9,511,0,1068.67,-0.754438,4.74029,5.94631,0.751529,-3.65851,2.28928,1.50968,-5.9731
-1065.24,0.787587,0.00582471,9,511,0,1069.23,-5.34916,3.08876,-1.13202,-4.20926,-1.93812,-2.01081,2.15231,-5.70779
-1065.76,0.952949,0.00582471,10,1023,0,1067.69,1.22129,-2.19566,1.00045,7.98087,4.69361,-2.29773,-0.375073,-5.8568
-1065.94,0.940929,0.00582471,10,1023,0,1068.62,-0.363346,0.658888,-1.1462,-5.26507,1.04928,-8.60366,-2.5723,-5.80448
-1066.24,0.956522,0.00582471,8,303,1,1073.06,-1.08273,-7.7998,-4.40796,0.165201,1.96206,-5.69104,-2.39806,-5.84736
-1067.81,0.381086,0.00582471,9,511,0,1071.79,-3.22271,-8.90689,-5.40852,5.16757,1.01209,-2.3027,-4.02393,-5.59902
-1066.91,0.990299,0.00582471,9,511,0,1069.55,-2.00684,-8.40435,-5.14866,3.39931,2.98086,-0.600552,-3.52516,-5.95104
-1068.44,0.673025,0.00582471,9,1023,0,1070.83,2.16365,9.31812,1.73547,-0.66881,-9.71852,2.89232,3.48072,-5.62797
-1069.49,0.964533,0.00582471,10,1023,0,1071.62,-3.51048,-10.3611,-4.62091,2.22822,8.37626,-2.91121,-7.38369,-5.69265
-1069.49,0.0173789,0.00582471,3,12,1,1075.7,-3.51048,-10.3611,-4.62091,2.22822,8.37626,-2.91121,-7.38369,-5.69265
-1069.49,0.0146626,0.00582471,3,12,1,1076.62,-3.51048,-10.3611,-4.62091,2.22822,8.37626,-2.91121,-7.38369,-5.69265
-1069.49,0.0560991,0.00582471,3,15,1,1071.84,-3.51048,-10.3611,-4.62091,2.22822,8.37626,-2.91121,-7.38369,-5.69265
-1069.49,0.00132542,0.00582471,6,63,0,1072.64,-3.51048,-10.3611,-4.62091,2.22822,8.37626,-2.91121,-7.38369,-5.69265
-1069.49,0.000141867,0.00582471,3,13,1,1075.45,-3.51048,-10.3611,-4.62091,2.22822,8.37626,-2.91121,-7.38369,-5.69265
-1069.43,0.219852,0.00582471,3,13,0,1073.37,-3.46791,-10.3073,-4.54448,2.18185,8.37485,-2.89811,-7.43985,-5.88173
-1068.61,0.0679937,0.00582471,7,127,0,1072.47,-3.26334,-9.14876,-4.46972,2.85086,8.31243,-1.90778,-7.05428,-5.79965
-1067.86,0.939268,0.00582471,9,1023,0,1071.63,0.982748,-9.47479,-1.84892,-0.424484,6.26744,-0.900078,8.31386,-5.85382
-1066.89,0.863161,0.00582471,10,1023,0,1071.69,-7.6874,4.59956,-3.41419,-6.88424,-1.51318,-1.84148,3.21408,-5.85399
-1066.93,0.193974,0.00582471,7,127,0,1070.7,-7.72529,4.82861,-3.64919,-7.19549,-1.60101,-1.5095,2.85192,-5.77611
-1067.9,0.710773,0.00582471,10,1023,0,1070.9,-0.15539,-4.92243,-2.09948,2.63312,6.44992,-1.77432,10.2628,-5.94475
-1067.78,0.913433,0.00582471,9,511,0,1070.61,1.18937,-3.3487,0.672223,2.55645,6.55595,-2.05458,9.73871,-5.99535
-1066.58,0.918653,0.00582471,10,1023,0,1071.95,4.82271,3.95379,-0.0985625,-4.43227,-4.67507,6.25277,4.02391,-5.70341
-1066.91,0.968853,0.00582471,10,1023,0,1069.51,-8.25912,-2.08651,5.96464,-1.42183,3.80408,-2.59915,-4.73433,-5.86962
-1064.43,0.975958,0.00582471,9,511,0,1067.45,-1.67286,1.38558,3.12866,0.505683,0.708656,-2.18974,-3.4375,-5.72503
-1067.52,0.816697,0.00582471,9,511,0,1072.61,-1.21553,2.426,0.453171,7.29382,-0.973071,1.09739,-5.39354,-6.1049
-1066.65,0.994016,0.00582471,9,511,0,1069.46,-1.46689,0.322777,-1.97036,6.30105,1.90176,3.33887,0.454525,-6.08455
-1065.8,0.880847,0.00582471,9,511,0,1070.02,2.54585,-1.00538,-8.56014,1.41172,-2.87195,-2.22105,2.423,-5.84237
-1064.47,0.995556,0.00582471,10,1023,0,1066.52,-1.8347,0.75276,-3.0154,3.33194,2.26455,1.39903,2.49452,-5.76551
-1065.61,0.960208,0.00582471,9,511,0,1066.99,0.686894,-3.68798,1.25589,2.38297,0.739927,2.08721,-7.69594,-5.69206
-1065.15,0.96039,0.00582471,9,511,0,1067.34,-1.56977,1.88432,-2.09154,-2.17104,-2.95684,0.912453,-4.51108,-5.62618
-1065.9,0.954093,0.00582471,9,511,0,1068.22,-1.83341,6.34338,-0.0872373,4.26299,-5.75723,-0.692796,2.31477,-5.69856
-1067.32,0.832649,0.00582471,7,246,1,1071.86,0.236592,6.03188,0.596231,6.54223,-7.59741,1.73196,2.22726,-5.60341
-1067.77,0.906432,0.00582471,9,511,0,1068.8,0.023166,6.25847,0.93066,6.21668,-7.06122,2.00817,2.20204,-6.04748
-1065.68,0.843998,0.00582471,7,255,0,1069.47,-0.102254,5.16413,0.98268,4.9026,-6.14196,1.88286,1.4223,-5.85249
-1066.44,0.790515,0.00582471,9,511,0,1068.95,2.16838,2.35784,-4.57168,-3.20975,-3.9241,6.01166,-1.78661,-5.5903
-1065.61,0.996649,0.00582471,10,1023,0,1067.65,-0.210744,-3.15454,2.38499,5.57803,3.51042,-5.9008,0.959017,-5.78691
-1067.34,0.769644,0.00582471,9,511,0,1070.54,-0.337519,-8.3328,7.21746,-1.65741,-2.93317,-2.6684,-4.31654,-5.63952
-1070.21,0.45749,0.00582471,9,511,0,1072.35,-0.501459,-9.18851,6.44405,-1.93247,-2.79143,-2.47429,-4.45099,-5.38947
-1067.62,0.667131,0.00582471,9,511,0,1072.65,-0.768814,-10.5262,6.68778,-1.6759,-0.14386,-0.843634,-2.6267,-5.62071
-1067.56,0.571212,0.00582471,9,511,0,1071.39,0.979727,-11.4264,1.4396,0.740439,-4.6833,-0.230308,3.09474,-5.95551
-1066.49,0.994721,0.00582471,10,1023,0,1070.03,7.75706,0.143219,1.00282,-2.23513,-1.02315,7.76154,3.24947,-5.82224
-1065.11,0.543508,0.00582471,9,511,0,1070.32,0.967211,-0.444602,1.73623,0.213507,3.57046,-2.72706,3.82939,-5.96682
-1065.28,0.948187,0.00582471,9,511,0,1068.65,-1.84548,1.6907,-1.97914,-0.0338024,-1.78404,1.4747,0.143908,-5.54028
-1064.78,0.985338,0.00582471,9,511,0,1068.07,-4.52864,1.69425,-1.12242,2.54217,-0.177839,-1.17814,4.54709,-5.76944
-1066.13,0.99884,0.00582471,9,1023,0,1067.06,2.22961,4.82979,0.483613,2.18584,1.74152,-8.98304,-1.95737,-5.77589
-1066.1,0.739848,0.00582471,10,1023,0,1068.52,5.01718,1.87109,2.87425,1.56261,3.80867,-4.13482,-4.10035,-5.96958
-1067.9,0.712963,0.00582471,8,255,0,1070.83,5.91069,2.38553,2.71069,0.744098,7.97067,-2.82452,0.305974,-6.09022
-1065.64,0.798783,0.00582471,9,511,0,1073.68,0.899599,0.896993,-2.86447,3.83008,-7.29007,-0.346164,1.72479,-5.91586
-1065.23,0.998235,0.00582471,9,511,0,1066.48,2.98326,-0.505478,-2.50156,3.17308,-5.74076,-0.805313,-0.841718,-5.66422
-1064.51,0.999999,0.00582471,9,511,0,1065.49,4.11919,-0.416159,-1.56406,2.5444,-3.32237,0.172805,0.426676,-5.84128
-1065.02,0.836591,0.00582471,9,511,0,1069.98,1.94832,-5.61721,0.105435,2.59101,0.840281,0.131539,4.77971,-5.78066
-1065.54,0.89992,0.00582471,9,511,0,1067.93,5.93479,0.451558,-5.83302,1.49916,0.185479,3.32547,-0.436243,-5.88414
-1065.59,0.940699,0.00582471,8,404,1,1072.28,7.586,-0.266027,-4.17456,1.60586,0.557172,3.94678,0.739193,-5.78362
-1065.19,0.697536,0.00582471,9,511,0,1070.19,1.46079,-6.77735,-1.54768,1.91144,-3.21089,-1.68137,1.60541,-5.85448
-1067.29,0.995578,0.00582471,10,1023,0,1067.95,5.36162,-7.03216,2.21544,-1.57186,-8.10269,-4.31152,0.365074,-5.88617
-1066.13,0.94246,0.00582471,8,507,0,1070.91,2.1015,-6.5424,0.427116,-4.3282,-6.00899,-1.1241,3.14051,-5.70234
-1064.12,0.992217,0.00582471,9,1023,0,1066.74,-1.65231,0.619636,-1.00636,1.62072,-0.500364,3.29631,-1.46022,-5.76444
-1066.51,0.830043,0.00582471,9,511,0,1069.6,-1.1654,1.64941,1.15654,-2.34711,0.633608,-1.59486,-0.498565,-6.14584
-1069.83,0.955085,0.00582471,8,403,0,1071.48,-3.91725,2.16715,-3.00706,-0.8293,-2.50355,-3.03111,-6.92276,-5.32975
-1066.65,0.978079,0.00582471,8,511,0,1072.51,2.64692,1.13881,2.40192,-0.345518,-2.35192,1.99118,-3.62423,-6.12287
-1066.05,0.905572,0.00582471,9,511,0,1072.15,2.16884,-4.98946,-1.69376,0.719059,-3.11339,-0.0913024,6.15471,-5.60028
-1067.11,0.780163,0.00582471,9,511,0,1071.41,3.589,1.868,10.6343,-1.50367,1.41154,4.816,-3.34752,-5.83574
-1066.46,0.969351,0.00582471,10,1023,0,1069.77,-6.96033,2.57227,-4.56118,0.0634115,-1.93547,-2.7691,7.01348,-5.82008
-1066.94,0.925883,0.00582471,9,1023,0,1068.47,-0.231048,3.84578,0.781097,6.01745,5.4971,-0.282957,-7.91706,-5.66085
-1065.95,0.883634,0.00582471,10,1023,0,1069.93,-0.214737,1.27573,-1.00788,9.0103,-4.64762,-0.289679,2.17635,-5.83257
-1066.91,0.97139,0.00582471,9,511,0,1070.97,1.7983,2.97204,-4.13131,-2.3448,-7.75644,1.69562,-7.6052,-5.72549
-1068.99,0.955258,0.00582471,9,511,0,1072.98,-2.1568,-4.97645,1.44325,-0.219406,-13.0497,1.82961,7.66518,-5.79413
-1068.57,0.0450955,0.00582471,9,511,0,1077.86,-0.571201,-6.41129,-0.814952,1.79541,-10.4971,1.35416,6.43574,-5.58005
-1069.18,0.856429,0.00582471,9,511,0,1070.21,-2.1644,-5.92397,1.5734,2.41693,-13.9062,1.95785,4.7352,-5.86629
-1069.14,0.00653681,0.00582471,6,63,0,1072.93,-2.18279,-6.15313,1.49256,2.3208,-13.6202,2.00392,4.7063,-5.69252
-1069.14,0.141571,0.00582471,7,127,0,1070.49,-2.38664,-6.13044,1.61337,2.24743,-13.7046,2.08554,4.61639,-5.70802
-1069.14,0.0108719,0.00582471,7,127,0,1071.45,-2.38664,-6.13044,1.61337,2.24743,-13.7046,2.08554,4.61639,-5.70802
-1068.15,0.228543,0.00582471,9,511,0,1074.2,-3.0418,0.753999,6.27212,1.94967,-6.50722,3.73133,8.34674,-5.99879
-1066.34,0.983589,0.00582471,9,511,0,1070.38,0.545848,-2.63141,-1.91362,-5.03846,-4.33607,4.49204,5.63786,-5.63457
-1067.15,0.854398,0.00582471,9,511,0,1070.76,1.35392,-10.2729,-0.0977853,0.114505,2.30544,0.346987,7.24694,-5.873
-1066.45,0.995963,0.00582471,10,1023,0,1069.56,7.51088,0.821918,-6.15493,0.843282,-0.355222,2.82091,-5.7701,-5.78917
-1066.82,0.815426,0.00582471,9,1023,0,1069.08,8.51635,0.371584,-4.73633,0.799793,-0.965549,3.69691,-1.80275,-5.99584
-1067.91,0.898435,0.00582471,10,1023,0,1070.97,-1.89322,8.89679,-2.86846,-1.13653,-0.0992191,-1.54033,7.39342,-6.03725
-1068.29,0.974805,0.00582471,9,1023,0,1072.29,-4.25863,0.215176,-4.39115,4.81694,-1.01486,-4.21876,12.0588,-5.72804
-1066.02,0.88931,0.00582471,9,511,0,1071.31,-2.68944,-2.45235,-6.19083,1.9233,0.640759,-6.21821,3.40597,-5.88978
-1066.37,0.97385,0.00582471,10,1023,0,1068.98,3.78906,2.2772,0.0241006,1.52548,-1.19366,9.68438,-2.80509,-5.69971
-1066.5,0.973671,0.00582471,9,511,0,1067.77,3.14658,-1.71559,-2.26066,1.86152,0.27492,10.0304,0.929405,-5.91953
-1066.58,0.835863,0.00582471,10,1023,0,1070.98,1.03395,3.59276,-8.85336,0.950518,-0.815732,-4.60622,-4.77442,-5.71753
-1067.6,0.660522,0.00582471,9,511,0,1072.47,3.48833,5.76408,1.73313,-8.17321,3.10509,-2.74304,-3.43936,-6.015
-1066.6,0.376826,0.00582471,9,511,0,1071.3,0.618243,-1.5961,-0.161884,8.79136,-2.98347,2.55144,4.40258,-5.61952
-1066.06,0.99596,0.00582471,10,1023,0,1069.22,-2.77927,-2.62382,6.68552,-1.68441,-1.39875,-2.29065,-5.17327,-5.93811
-1066.69,0.578506,0.00582471,9,1023,0,1075.23,-2.08618,0.843116,0.541396,-4.19963,-2.60627,4.48859,9.91092,-5.82013
-1067.49,0.999791,0.00582471,8,511,0,1072.99,0.898259,-1.05178,4.9902,0.574595,0.955012,4.39036,-11.8797,-5.76427
-1068.72,0.938647,0.00582471,9,511,0,1070.28,-0.640837,-3.58736,3.6298,2.25661,-0.521602,5.41065,-13.5385,-5.87072
-1066.41,0.954049,0.00582471,9,1023,0,1072.28,1.58868,-3.73089,-1.96079,2.91087,0.455597,9.64484,1.55173,-5.68888
-1065.89,0.98899,0.00582471,9,511,0,1068.76,5.04991,-0.641558,2.8695,5.67299,-3.98823,5.00045,1.08813,-5.81601
-1066.25,0.769514,0.00582471,10,1023,0,1068.49,-4.9619,0.210643,-8.61258,-0.411558,1.4672,-2.85303,-4.07092,-5.7575
-1066.08,0.994865,0.00582471,10,1023,0,1067.71,-5.55757,-0.414881,-6.84523,-0.627445,3.26814,-2.289,-4.89048,-5.77051
-1065.69,0.900722,0.00582471,8,511,0,1070.8,-6.96605,-1.17362,-0.93893,-1.22595,6.28247,-2.13852,-1.6737,-5.78228
-1065.01,0.923557,0.00582471,10,1023,0,1067.39,-2.43314,-2.10035,4.65804,-3.66275,-3.81454,-1.32446,1.14943,-5.74918
-1067.09,0.945741,0.00582471,9,511,0,1069.12,0.171879,-6.88562,-1.73921,7.95339,-2.74989,-1.10305,6.09569,-5.88712
-1067.8,0.87676,0.00582471,10,1023,0,1071.57,-6.35383,-5.0351,-0.494349,-3.73038,7.31947,-5.38006,-0.45318,-5.99606
-1066.77,0.986925,0.00582471,10,1023,0,1071.12,-1.11526,-5.11051,-7.69695,2.26192,-3.69785,-0.369135,4.38567,-5.95964
-1065.74,0.998505,0.00582471,10,1023,0,1069.18,1.08951,5.87481,1.06707,1.84825,5.76102,-1.60817,-4.93327,-5.8251
-1064.43,0.995773,0.00582471,9,1023,0,1068.26,-4.58821,0.51057,2.47324,-0.35758,1.65995,-2.07772,0.911342,-5.76455
-1067.45,0.992211,0.00582471,9,511,0,1068.73,-1.19706,3.24591,-6.2298,-1.84903,0.683817,-4.25333,-10.5687,-5.84374
-1066.87,0.960033,0.00582471,9,1023,0,1068.73,-0.56343,1.94761,1.86059,3.43335,-3.68125,5.43988,9.05985,-5.67501
-1066.25,0.969128,0.00582471,10,1023,0,1071.4,2.33911,3.49639,-2.72766,-4.08122,4.67804,-4.13332,-5.87396,-5.89921
-1066.53,0.833686,0.00582471,10,1023,0,1069.87,-1.31152,-2.3331,1.99721,4.51109,-3.60372,6.78157,6.48717,-5.8822
-1066.72,0.886846,0.00582471,9,511,0,1069.73,-1.23542,0.894038,-7.3475,-1.69574,-7.0188,2.42619,-0.307712,-5.98167
-1067.52,0.678428,0.00582471,6,126,1,1072.92,-1.23361,1.87345,-8.88989,-1.30885,-7.06233,2.13476,-0.263455,-6.01535
-1065.52,0.986022,0.00582471,9,1023,0,1068.92,3.16033,-1.403,5.0866,-3.45671,4.58748,2.89584,2.98834,-5.74389
-1065.75,0.97598,0.00582471,10,1023,0,1067.14,0.469361,-0.42994,7.69578,-2.12156,4.39357,1.97714,1.94779,-5.89437
-1066,0.918493,0.00582471,9,1023,0,1068.78,4.55676,0.194467,1.63989,2.17295,8.33328,-1.28019,0.549556,-5.66913
-1065.41,0.876908,0.00582471,7,231,0,1071.23,4.96623,-0.112664,1.33718,1.03133,6.399,-1.24615,1.24659,-5.90795
-1067.27,0.915511,0.00582471,9,1023,0,1069.52,1.69709,-10.3847,-1.5666,-1.05522,-4.63459,-1.77871,2.12265,-5.6044
