# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cf1_model
# start_datetime = 2023-07-05 12:11:57 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\cf\cf1.data.r
# init = 2 (Default)
# random
#   seed = 757134845 (Default)
# output
#   file = examples\cf\cf1_1k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mean
-251.68,0.774197,0.0243974,2,7,0,254.657,-1.84328,-1.85754,-1.74269,1.68128
-252.192,0.962245,0.0243974,2,3,0,252.258,-1.8345,-1.83838,-1.75144,1.62107
-251.014,0.887562,0.0243974,4,23,0,253.546,-1.60679,-2.10689,-1.48982,1.8955
-252.923,0.927352,0.0243974,8,307,0,253.418,-3.89314,1.86234,9.0425,1.79216
-251.526,0.956379,0.0243974,7,127,0,253.146,-4.3925,0.345893,3.31014,1.7908
-251.184,0.119499,0.0243974,6,127,0,256.161,-0.338499,3.03211,2.85536,1.829
-250.925,0.854119,0.0243974,6,83,0,253.466,-0.458539,0.710395,2.1717,1.84595
-250.918,0.988688,0.0243974,7,195,0,251.545,1.45679,0.858212,0.567222,1.81746
-251.302,0.935899,0.0243974,6,127,0,251.695,3.90967,0.857418,-1.56604,1.78618
-251.302,0.433167,0.0243974,1,1,0,252.033,3.90967,0.857418,-1.56604,1.78618
-252.281,0.617015,0.0243974,7,127,0,253.399,1.83249,4.10217,-5.50056,2.01663
-251.067,0.929566,0.0243974,7,255,0,254.47,-0.119144,2.30875,2.08318,1.80811
-250.895,0.886131,0.0243974,6,99,0,253.865,-0.378615,-0.483439,1.64741,1.83045
-252.66,0.802935,0.0243974,6,127,0,253.602,-3.79694,-0.220477,0.749071,1.58621
-252.66,0.191612,0.0243974,1,1,0,255.115,-3.79694,-0.220477,0.749071,1.58621
-251.242,0.984477,0.0243974,7,255,0,253.169,-1.07215,1.47533,3.52296,1.94119
-251.272,0.998895,0.0243974,4,23,0,251.341,-1.09832,1.54649,3.64221,1.94367
-251.14,0.974762,0.0243974,4,31,0,251.819,-1.01159,1.5663,3.47924,1.89479
-251.053,0.900206,0.0243974,6,87,0,253.348,1.37202,-0.514938,2.51,1.8035
-252.38,0.920172,0.0243974,4,27,0,253.457,2.20772,-0.380862,2.44555,1.60472
-251.269,0.999569,0.0243974,6,95,0,252.658,1.22688,1.33945,0.0810708,1.72441
-251.453,0.943403,0.0243974,6,125,0,252.531,0.000802501,2.34311,1.70868,1.71056
-252.441,0.868755,0.0243974,6,117,0,257.2,-0.635305,2.57698,3.24882,1.61165
-250.911,0.99996,0.0243974,6,107,0,252.611,0.146076,0.177325,1.79642,1.82232
-251.045,0.964847,0.0243974,6,113,0,252.679,0.120959,1.67891,1.73821,1.94129
-251.303,0.994818,0.0243974,6,71,0,251.526,-0.0161684,3.25326,1.81337,1.76077
-251.054,0.988848,0.0243974,7,255,0,251.639,1.3636,2.40971,-1.4703,1.81558
-253.856,0.742612,0.0243974,6,97,0,255.473,-0.0716278,4.62922,1.83914,1.50756
-251.705,0.881719,0.0243974,6,107,0,254.432,-0.298703,5.30093,3.37607,1.79267
-251.77,0.354644,0.0243974,6,127,0,255.804,0.919737,-0.0972828,1.74403,1.65455
-251.592,0.983549,0.0243974,3,7,0,252.377,0.888633,0.124639,1.9397,2.05045
-252.529,0.985085,0.0243974,5,43,0,253.117,0.896162,-0.999214,3.03383,2.13837
-252.603,0.933392,0.0243974,5,47,0,256.311,0.493025,-1.31779,2.22666,1.57696
-251.386,0.980962,0.0243974,5,55,0,254.42,0.863986,-2.13435,3.80363,1.95957
-252.614,0.913368,0.0243974,3,7,0,252.832,0.698866,-2.25492,3.70672,2.13084
-251.361,0.679687,0.0243974,2,3,0,257.263,0.678731,-2.42193,3.59926,1.95542
-251.3,0.873984,0.0243974,2,7,0,253.044,0.640867,-2.38157,3.47071,1.94445
-251.28,0.971096,0.0243974,8,255,0,252.064,-2.20846,-2.41271,-3.43156,1.8968
-251.549,0.958289,0.0243974,5,51,0,251.885,-2.26864,-2.68848,-4.14889,1.9503
-252.433,0.951583,0.0243974,7,131,0,252.821,-1.89565,-4.60954,-6.9622,1.77589
-251.829,0.620577,0.0243974,5,55,0,254.488,-2.85404,-2.71928,-5.91686,1.84406
-251.771,0.35533,0.0243974,5,55,0,256.33,-2.851,-2.65301,-5.71476,1.84896
-251.855,0.79813,0.0243974,5,53,0,253.796,-2.36951,-3.29266,-5.90718,1.89479
-252.029,0.619804,0.0243974,6,127,1,255.65,-1.50798,-2.49565,-1.67596,2.08743
-251.183,0.940731,0.0243974,6,109,0,254.288,-0.998922,0.470113,2.22247,1.75286
-251.482,0.982226,0.0243974,5,43,0,252.096,-1.99846,0.204293,2.42671,2.01844
-251.276,0.981959,0.0243974,4,31,0,251.889,-2.15271,0.260456,2.31007,1.74938
-251.225,0.95462,0.0243974,6,115,0,252.09,-1.72055,-0.704316,0.522305,1.73412
-251.347,0.981687,0.0243974,6,79,0,251.676,-1.24158,-1.53032,-0.186916,1.7131
-251.22,0.968447,0.0243974,7,255,0,252.539,0.521583,-2.93438,3.38107,1.85055
-251.068,0.991237,0.0243974,8,383,0,251.506,1.84568,-0.471602,2.77497,1.90454
-251.338,0.80742,0.0243974,5,47,0,254.698,1.56478,-1.73449,4.57392,1.85983
-251.213,0.977123,0.0243974,8,255,0,251.834,2.02573,-0.514869,2.81894,1.77595
-251.73,0.972152,0.0243974,7,155,0,252.556,0.198464,4.20281,1.19449,2.02859
-252.495,0.712809,0.0243974,2,3,0,253.115,0.098693,4.25527,1.19017,1.61014
-253.347,0.726717,0.0243974,6,127,0,256.45,-1.03566,3.68637,5.95934,2.14151
-251.548,0.964258,0.0243974,7,255,0,254.21,-1.53872,-1.93996,-0.947653,2.0374
-251.392,0.995645,0.0243974,8,255,0,252.117,2.47047,-0.75543,3.63474,1.76848
-251.415,0.98066,0.0243974,8,511,0,252.097,-3.60916,-1.4078,-3.14303,1.93794
-251.336,0.568719,0.0243974,6,127,0,255.155,-3.30989,-0.067595,1.75164,1.97537
-252.124,0.860409,0.0243974,6,127,0,252.38,-4.16211,-0.0888993,1.27835,1.64836
-252.124,0.229259,0.0243974,4,25,0,255.609,-4.16211,-0.0888993,1.27835,1.64836
-251.467,0.811411,0.0243974,5,41,0,253.113,-2.7379,0.115469,2.0351,1.71896
-251.369,0.803201,0.0243974,7,179,0,253.102,-3.63443,0.522737,3.74279,1.84294
-251.811,0.91009,0.0243974,5,47,0,251.909,-3.94411,0.572728,3.98839,1.72948
-251.933,0.925553,0.0243974,1,1,0,252.186,-3.93913,0.578,3.98509,1.70827
-251.603,0.522409,0.0243974,6,71,0,254.354,0.347467,1.09556,1.67241,2.05308
-250.879,0.971776,0.0243974,5,55,0,253.602,0.951927,0.95507,0.981055,1.89021
-251.301,0.990515,0.0243974,7,127,0,251.423,0.315696,-2.11921,2.64737,1.97835
-251.328,0.983586,0.0243974,5,35,0,251.861,0.431092,-2.24547,2.71718,1.74918
-251.371,0.952968,0.0243974,7,255,0,252.536,2.08523,1.94935,-2.32074,1.7441
-251.65,0.830228,0.0243974,5,59,0,253.098,2.9136,1.44363,-2.50031,1.70584
-252.264,0.899233,0.0243974,7,127,0,252.904,1.35312,4.41094,-3.91397,2.05455
-251.388,0.890048,0.0243974,8,255,0,253.227,2.84552,-0.405039,2.90662,1.75407
-250.935,0.925831,0.0243974,6,101,0,252.621,-0.419752,0.832997,2.1905,1.84085
-250.89,0.998907,0.0243974,8,283,0,251.017,0.237744,0.974567,1.65003,1.88173
-252.563,0.917648,0.0243974,3,7,0,253.151,0.234537,1.01366,1.33563,1.57337
-251.085,0.987887,0.0243974,4,31,0,253.574,0.278783,1.29494,1.60072,1.96173
-251.607,0.98672,0.0243974,5,39,0,251.887,0.24553,2.3114,1.47674,2.04426
-251.134,0.983601,0.0243974,6,63,0,252.199,1.98743,0.804032,0.373829,1.97178
-251.448,0.961103,0.0243974,6,81,0,251.897,3.38161,0.453158,0.473761,2.00617
-251.273,0.999428,0.0243974,8,255,0,251.717,1.78278,2.91656,-3.35019,1.84941
-250.918,0.999582,0.0243974,8,255,0,251.678,0.127822,-1.15222,2.00985,1.86257
-251.265,0.994393,0.0243974,7,255,0,251.429,-0.0075553,-4.02658,1.88864,1.91906
-251.798,0.822969,0.0243974,5,57,0,252.76,0.0440727,-5.16685,2.22561,1.99789
-253.661,0.275431,0.0243974,6,63,0,256.715,0.368278,-4.00622,3.67593,2.20053
-252.011,0.950105,0.0243974,7,251,0,254.639,1.59939,-2.95878,6.51775,1.78551
-251.211,0.82548,0.0243974,7,127,0,253.53,0.26419,-2.84571,2.54266,1.79085
-251.888,0.898749,0.0243974,8,255,0,253.895,3.23221,-1.27882,5.91532,1.78191
-251.002,0.99958,0.0243974,6,95,0,252.074,1.5191,-0.259755,2.30314,1.90855
-251.208,0.998617,0.0243974,7,147,0,251.865,-0.902098,1.98101,3.6049,1.81784
-252.072,0.947952,0.0243974,7,189,0,253.324,2.1114,3.95105,-6.50486,1.83739
-254.073,0.279809,0.0243974,7,139,0,256.552,2.85649,3.47301,-8.32736,1.59326
-253.064,0.701105,0.0243974,8,255,0,253.636,1.5899,6.39677,-8.27863,1.89162
-253.064,0.126827,0.0243974,2,7,0,253.569,1.5899,6.39677,-8.27863,1.89162
-253.064,0.0020137,0.0243974,2,5,0,255.921,1.5899,6.39677,-8.27863,1.89162
-252.048,0.928904,0.0243974,6,69,0,253.591,2.8849,2.96528,-6.69165,1.86286
-250.963,0.943063,0.0243974,7,159,0,253.81,2.26105,0.432503,0.845965,1.82388
-251.168,0.93498,0.0243974,6,107,0,251.918,0.923715,1.70795,0.40502,1.98268
-251.876,0.961436,0.0243974,6,83,0,252.659,2.42021,0.951268,-0.222064,2.0802
-252.182,0.981996,0.0243974,4,23,0,252.399,2.45346,1.02583,-0.404485,2.11235
-251.814,0.986616,0.0243974,6,75,0,252.956,1.68288,2.6762,-2.81877,1.68496
-251.523,0.984632,0.0243974,5,63,0,252.496,1.56934,3.27909,-3.38624,1.75976
-251.595,0.958933,0.0243974,8,255,0,252.23,1.68989,-1.94434,5.06692,1.7812
-252.529,0.888173,0.0243974,2,3,0,252.742,1.72741,-1.99208,5.07501,1.63387
-252.328,0.960504,0.0243974,2,3,0,253.118,1.64492,-1.91501,5.22028,2.07025
-251.795,0.944662,0.0243974,2,3,0,252.967,1.64917,-1.92806,5.17117,1.99147
-252.746,0.977999,0.0243974,6,105,0,254.301,1.82063,-3.64875,8.41034,1.7673
-252.585,0.363329,0.0243974,2,3,0,257.049,1.81316,-3.65647,8.49026,1.86051
-251.924,0.972318,0.0243974,7,127,0,253.301,3.99594,-1.01206,5.84073,1.79659
-251.971,0.31643,0.0243974,5,31,0,252.74,4.87972,-0.761757,5.62635,1.90919
-252.501,0.52046,0.0243974,4,21,0,253.471,4.46757,-0.871129,5.5754,1.68357
-252.67,0.424087,0.0243974,2,7,0,253.263,4.46977,-0.87785,5.58568,1.6619
-251.483,0.524392,0.0243974,5,43,0,254.06,2.89861,-0.96086,4.59278,1.80762
-252.21,0.61695,0.0243974,2,3,0,252.93,2.85236,-0.890989,4.60564,2.06422
-251.443,0.938764,0.0243974,7,127,0,253.092,-0.257343,-3.36949,0.857882,1.725
-251.63,0.83687,0.0243974,6,75,0,254.274,-3.25027,-1.70579,-3.79421,1.75005
-251.078,0.944264,0.0243974,7,135,0,253.192,0.0818342,-2.90008,2.12379,1.88647
-251.462,0.983434,0.0243974,7,127,0,251.698,-0.125973,-5.57517,1.17448,1.87681
-251.462,0.192212,0.0243974,1,1,0,252.387,-0.125973,-5.57517,1.17448,1.87681
-252.411,0.739523,0.0243974,7,255,0,253.209,-4.12328,-1.38158,-3.61281,2.08383
-251.664,0.665365,0.0243974,4,21,0,253.061,-4.77081,-1.1179,-3.54701,1.78625
-251.664,3.4086e-005,0.0243974,1,1,0,255.355,-4.77081,-1.1179,-3.54701,1.78625
-251.921,0.515403,0.0243974,4,17,0,253.512,-5.07986,-0.961945,-2.87872,2.00782
-251.52,0.113592,0.0243974,4,19,0,253.351,-5.12144,-0.913242,-2.78623,1.89089
-251.52,0.160455,0.0243974,2,7,0,252.9,-5.12144,-0.913242,-2.78623,1.89089
-252.579,0.276366,0.0243974,3,11,0,257.053,-4.92943,-0.937012,-2.51571,2.10322
-251.46,0.242412,0.0243974,3,11,0,252.012,-4.88756,-0.890201,-2.52458,1.82633
-251.418,0.0823333,0.0243974,6,63,0,253.404,-4.29738,-1.08929,-2.86701,1.81409
-256.629,0.188666,0.0243974,4,23,0,259.87,-3.37113,-1.42095,-2.4043,2.38592
-251.36,0.998333,0.0243974,6,63,0,254.517,-3.50105,-1.14192,-2.03431,1.96362
-252.425,0.568437,0.0243974,1,1,0,252.594,-3.49679,-1.18016,-2.011,2.11577
-252.217,0.979267,0.0243974,2,3,0,252.977,-3.48987,-1.04598,-2.01601,1.63433
-251.451,0.518457,0.0243974,6,127,0,254.061,-4.67216,-0.132231,1.33862,1.95643
-253.997,0.0548212,0.0243974,5,31,0,256.548,-4.80871,-0.114136,1.68096,2.2298
-252.526,0.143126,0.0243974,5,31,0,257.019,-4.71296,-0.078136,1.74242,2.11067
-251.109,0.909735,0.0243974,6,121,0,253.365,-3.72654,-0.69956,-0.736682,1.87026
-251.134,0.851008,0.0243974,8,255,0,251.84,-1.96962,-0.207652,1.35334,1.76234
-251.391,0.886431,0.0243974,6,127,0,253.196,-1.15831,2.32902,4.59658,1.89885
-253.565,0.772518,0.0243974,2,3,0,253.935,-1.07738,2.31819,4.69259,2.19503
-251.264,0.984309,0.0243974,6,99,0,254.285,-0.115696,2.0971,2.22277,1.98015
-251.971,0.963288,0.0243974,6,119,0,252.726,-0.456705,2.66552,2.87585,1.65849
-251.249,0.958247,0.0243974,6,87,0,253.991,-0.73137,2.53923,3.75199,1.89488
-250.955,0.998857,0.0243974,7,191,0,252.196,0.226932,-1.50128,2.21146,1.87077
-251.723,0.95162,0.0243974,7,127,0,252.405,0.606024,4.42057,-0.971833,1.70714
-251.251,1,0.0243974,2,7,0,251.526,0.65127,4.39683,-0.962057,1.90146
-251.711,0.494371,0.0243974,6,95,0,256.452,-0.113243,5.891,2.46639,1.79927
-251.561,0.530309,0.0243974,7,127,0,253.104,0.656241,2.92967,0.110932,2.0335
-251.222,0.99926,0.0243974,5,35,0,251.664,0.629457,2.77553,0.00560287,1.75268
-251.453,0.875194,0.0243974,6,71,0,252.999,1.91465,-0.213346,2.42325,2.01477
-251.946,0.915522,0.0243974,1,1,0,251.956,1.90827,-0.186174,2.43707,2.0818
-253.528,0.945301,0.0243974,5,35,0,253.799,3.16669,-0.649059,3.58434,1.52897
-251.94,0.956242,0.0243974,7,135,0,253.735,0.417661,4.7935,0.0451859,2.04724
-251.32,0.921938,0.0243974,7,153,0,253.184,0.429186,-3.40048,3.2686,1.80917
-252.186,0.941705,0.0243974,7,199,0,253.103,1.90924,-2.88045,7.30506,1.8056
-251.543,0.753203,0.0243974,7,191,0,254.069,2.96407,1.22928,-1.62507,2.01861
-251.052,0.925931,0.0243974,7,127,0,252.05,2.69256,0.539938,0.476718,1.93054
-251.531,0.924418,0.0243974,8,255,0,252.334,-2.38025,-1.23552,-1.24161,1.69924
-251.622,0.760145,0.0243974,4,29,0,256.626,-3.89189,-1.1072,-2.30691,2.00217
-251.622,0.0003713,0.0243974,1,1,0,256.447,-3.89189,-1.1072,-2.30691,2.00217
-252.107,0.991325,0.0243974,8,255,0,252.391,0.275499,6.10275,0.348874,2.03017
-251.79,0.699715,0.0243974,5,31,0,252.102,0.203177,6.25505,0.495687,1.76657
-251.89,0.726752,0.0243974,4,31,0,252.188,0.246588,6.09353,0.490763,1.99335
-251.854,0.636391,0.0243974,5,31,0,252.118,0.119178,6.75476,1.13214,1.93716
-250.947,0.285356,0.0243974,7,255,0,253.612,1.93419,0.0531164,1.75609,1.85883
-251.322,0.954941,0.0243974,8,255,0,251.935,-0.516176,-4.84004,-0.672292,1.82602
-251.71,0.773881,0.0243974,7,127,0,252.48,-2.94677,-0.638796,0.171657,2.05405
-251.367,0.800374,0.0243974,6,127,0,253.697,-0.321973,-5.02299,0.296669,1.91394
-250.973,0.538285,0.0243974,6,95,0,255.179,0.585291,-0.724657,2.24139,1.81725
-251.056,0.962114,0.0243974,2,7,0,252.116,0.568488,-0.682694,2.33076,1.94265
-251.183,0.99535,0.0243974,5,63,0,251.394,0.724956,-0.223726,1.90659,1.74439
-252.472,0.951309,0.0243974,7,127,0,252.586,3.48009,0.438014,0.0741879,1.59851
-251.38,0.978584,0.0243974,7,147,0,252.612,-0.154354,3.9552,2.55464,1.94414
-251.631,0.543779,0.0243974,6,63,0,254.744,-0.561913,3.07632,3.72511,1.99649
-251.274,0.925465,0.0243974,5,35,0,252.611,-0.585503,2.51501,3.26021,1.78766
-252.433,0.81354,0.0243974,5,41,0,257.081,-0.616695,5.04272,4.79458,1.68475
-252.217,0.964392,0.0243974,3,15,0,252.547,-0.561629,5.04704,4.84439,2.00982
-251.18,0.83641,0.0243974,7,127,0,253.237,0.33894,2.89117,0.787693,1.76762
-251.244,0.924067,0.0243974,1,3,0,251.852,0.390805,2.90234,0.841863,1.97611
-251.458,0.936732,0.0243974,7,127,0,252.065,0.710819,5.23692,-1.82412,1.89838
-251.355,0.886606,0.0243974,5,61,0,256.643,1.70303,3.10704,-3.47799,1.8134
-251.332,0.999182,0.0243974,6,71,0,251.532,1.72354,3.17691,-3.61016,1.86537
-251.536,0.739077,0.0243974,7,159,0,252.668,1.06948,4.62072,-3.14,1.80179
-251.91,0.608799,0.0243974,7,139,0,253.258,0.29241,6.7009,-0.19482,1.76459
-251.91,0.078272,0.0243974,1,3,0,252.766,0.29241,6.7009,-0.19482,1.76459
-251.526,0.78494,0.0243974,5,33,0,253.32,0.244569,5.90569,0.446071,1.89042
-251.672,0.318579,0.0243974,6,99,0,255.279,1.90392,3.18748,-4.30794,1.76077
-252.758,0.58785,0.0243974,5,33,1,258.343,1.43309,6.28525,-7.2054,1.80193
-252.758,0.00280787,0.0243974,3,15,0,256.27,1.43309,6.28525,-7.2054,1.80193
-252.936,0.596511,0.0243974,5,57,1,254.682,1.72126,5.84074,-8.13355,1.91992
-253.106,0.336904,0.0243974,6,63,0,254.151,1.45318,5.9502,-6.95234,1.6944
-251.017,0.96088,0.0243974,7,127,0,253.81,0.916204,2.42814,-0.300853,1.92382
-250.894,0.992476,0.0243974,7,219,0,251.617,-0.0943932,0.385824,1.91972,1.88331
-252.498,0.933486,0.0243974,4,31,0,256.262,0.350974,1.3849,1.09365,1.57972
-250.885,1,0.0243974,3,7,0,252.676,0.522425,1.37507,1.16143,1.8798
-251.074,0.999777,0.0243974,7,255,0,251.323,-0.39727,2.29758,2.76713,1.85437
-252.274,0.908342,0.0243974,6,115,0,254.08,-1.52297,-2.05036,-1.51181,1.61083
-251.072,0.925393,0.0243974,1,3,0,253.002,-1.58675,-2.14359,-1.47487,1.92647
-251.778,0.987366,0.0243974,8,255,0,252.611,1.1642,-3.26078,5.72149,1.9253
-252.701,0.558206,0.0243974,2,3,0,255.131,1.18402,-3.3481,5.60394,1.63974
-251.876,0.987157,0.0243974,2,7,0,252.812,1.09703,-3.37323,5.65837,1.95784
-252.239,0.374856,0.0243974,2,7,0,257.522,1.10746,-3.1342,5.50889,2.03791
-252.094,0.98742,0.0243974,4,31,0,252.793,1.17069,-3.45831,6.03355,1.98494
-252.25,0.640714,0.0243974,6,87,0,253.669,0.579743,-5.42313,4.87251,1.72849
-251.75,0.952445,0.0243974,7,191,0,252.846,-0.0171427,-4.75163,1.92703,2.00848
-253.416,0.42044,0.0243974,6,63,0,256.086,0.924875,-2.70182,4.03809,1.53924
-251.154,0.938522,0.0243974,6,123,0,255.059,2.6499,-0.0209302,1.9988,1.94333
-251.799,0.995261,0.0243974,8,255,0,252.019,3.45636,-0.904164,5.09345,1.96833
-251.812,0.997741,0.0243974,2,3,0,251.915,3.47755,-0.948486,5.05555,1.75714
-251.812,0.287577,0.0243974,1,1,0,253.181,3.47755,-0.948486,5.05555,1.75714
-250.975,0.924921,0.0243974,8,255,0,252.869,-1.09223,-2.38754,-0.770861,1.83688
-251.948,0.874988,0.0243974,6,71,0,252.736,-0.512537,-2.09841,0.561167,1.63668
-251.496,1,0.0243974,1,1,0,251.896,-0.527547,-2.11353,0.578688,1.69368
-251.951,0.981058,0.0243974,3,7,0,252.106,-0.679079,-2.26891,0.549938,2.0907
-251.136,0.971182,0.0243974,6,111,0,253.836,-0.35364,-2.2811,1.15607,1.96276
-251.092,0.961092,0.0243974,7,255,0,252.606,2.07625,1.09589,-0.318719,1.95662
-251.673,0.873358,0.0243974,2,3,0,252.372,2.12062,1.12796,-0.334311,2.05766
-252.035,0.917977,0.0243974,1,1,0,252.182,2.11392,1.1424,-0.315026,2.09992
-252.191,0.996275,0.0243974,4,19,0,252.378,2.33987,0.89451,-0.478569,1.61447
-252.408,0.978752,0.0243974,6,119,0,254.514,2.52869,-0.230485,2.70461,2.12179
-251.476,0.995431,0.0243974,5,43,0,252.691,2.0586,-0.491656,2.73044,1.71832
-251.984,0.956286,0.0243974,5,61,0,252.453,2.96593,-0.642053,3.57727,1.67298
-250.906,0.82742,0.0243974,6,107,0,253.52,1.89547,0.451774,1.00385,1.86017
-251.676,0.96198,0.0243974,7,147,0,252.031,4.51609,-0.636749,4.72649,1.85088
-251.908,0.623349,0.0243974,4,31,0,252.079,4.81848,-0.655341,4.93939,1.78165
-253.576,0.398295,0.0243974,6,63,0,253.904,4.42275,-0.831228,5.23993,1.56361
-251.647,0.99801,0.0243974,8,255,0,252.812,-3.31642,-2.11109,-5.1394,1.86184
-252.41,0.835769,0.0243974,7,127,0,252.719,-2.57759,-3.37322,-6.9474,1.74738
-253.919,0.530309,0.0243974,6,75,0,257.459,-1.97135,-4.96966,-8.17735,1.61963
-251.188,0.863265,0.0243974,7,127,0,255.22,-0.950366,-3.56679,-1.46914,1.92062
-251.171,0.948534,0.0243974,7,161,0,253.442,0.351171,-2.54902,2.69493,1.79979
-251.176,0.994588,0.0243974,7,187,0,252.113,-2.00185,0.900718,3.65564,1.85253
-251.178,0.9696,0.0243974,3,11,0,251.426,-1.96427,0.913234,3.63615,1.84231
-250.948,0.948775,0.0243974,8,255,0,251.89,0.564757,1.71209,0.843578,1.81049
-251.203,0.983562,0.0243974,7,131,0,251.623,2.09133,1.59304,-1.56835,1.76322
-252.402,0.650329,0.0243974,5,59,0,256.226,2.97307,0.451778,0.255932,1.5991
-252.348,0.825977,0.0243974,7,247,0,254.337,-0.581869,3.35259,3.5863,1.63553
-252.473,0.675826,0.0243974,3,11,0,255.514,-0.594051,3.06058,3.43449,1.61635
-251.425,0.915587,0.0243974,6,67,0,254.762,-0.541725,-1.34037,0.971908,1.69802
-251.339,0.955204,0.0243974,6,117,0,252.945,0.24544,-1.48729,2.36591,2.00087
-251.245,0.99858,0.0243974,3,7,0,251.505,0.272637,-1.50395,2.39156,1.98153
-252.268,0.907522,0.0243974,7,255,0,253.421,-3.40213,0.23835,2.90533,2.09444
-251.981,0.988181,0.0243974,8,255,0,252.89,-1.7119,1.5316,4.66409,2.04216
-250.926,0.996226,0.0243974,7,163,0,252.105,-1.39796,-0.955332,0.580084,1.9156
-251.309,0.975324,0.0243974,5,51,0,251.571,-0.992889,-1.96037,0.0599576,2.00639
-251.302,0.975419,0.0243974,5,55,0,252.087,-1.49005,-1.08374,0.104148,1.71898
-252.208,0.877595,0.0243974,6,119,0,254.919,0.372653,4.99072,-0.206969,1.65284
-251.37,0.982702,0.0243974,4,31,0,251.891,0.422955,5.22934,-0.327556,1.88422
-252.015,0.965917,0.0243974,7,195,0,252.329,-0.213107,6.78456,3.36403,1.9182
-252.015,0.0651907,0.0243974,2,7,0,252.389,-0.213107,6.78456,3.36403,1.9182
-251.582,0.862536,0.0243974,5,35,1,253.548,-0.484063,4.6311,4.11042,1.86868
-252.631,0.837275,0.0243974,7,235,0,253.361,0.287331,6.35285,0.264015,2.08939
-251.609,0.967915,0.0243974,7,243,0,252.697,-0.682359,3.6925,4.2984,1.77879
-251.034,0.994612,0.0243974,7,135,0,252.338,0.0926677,0.336452,1.74376,1.77494
-251.052,0.999906,0.0243974,4,23,0,251.087,0.0310882,0.28475,1.94649,1.95534
-251.889,0.984162,0.0243974,3,15,0,252.088,-0.0195684,0.338252,2.09359,2.08697
-251.871,0.991965,0.0243974,5,47,0,253.323,0.0526924,0.320169,2.06829,2.08517
-252.083,0.997501,0.0243974,5,47,0,252.981,0.456537,-1.15708,2.15308,1.62483
-250.993,0.972776,0.0243974,3,15,0,253.617,0.399748,-0.868821,2.15159,1.80428
-251.084,0.983846,0.0243974,7,255,0,251.825,1.08296,-0.881186,2.87774,1.92344
-251.402,0.923927,0.0243974,6,119,0,253.354,2.48966,-1.12561,4.64282,1.84045
-251,0.844428,0.0243974,7,255,0,252.927,-0.765195,-2.81854,-0.321622,1.83511
-251.095,0.857167,0.0243974,6,75,0,254.054,-1.43198,-1.04106,0.268682,1.75946
-251.093,0.993721,0.0243974,7,131,0,251.42,-0.843085,0.00773139,1.96886,1.96234
-251.092,0.996062,0.0243974,6,119,0,251.554,-0.926567,-0.979629,1.06242,1.97011
-250.999,0.916157,0.0243974,6,63,0,254.522,0.550844,1.87366,0.761414,1.79351
-251.146,0.990558,0.0243974,8,255,0,251.386,1.85532,1.42999,-0.890986,1.76211
-252.441,0.901927,0.0243974,6,103,0,256.28,2.49551,2.88191,-5.12542,2.06643
-251.177,0.968278,0.0243974,8,255,0,252.75,-0.299415,-4.08026,0.677216,1.89891
-251.041,0.92531,0.0243974,6,103,1,254.704,-0.128865,-3.02125,1.45769,1.84702
-252.54,0.827982,0.0243974,4,27,0,253.392,-0.250648,-3.85809,1.1625,2.12952
-251.603,0.957523,0.0243974,7,127,0,253.612,2.35655,-0.637506,3.21398,1.71166
-251.104,0.956629,0.0243974,7,255,0,252.661,3.6738,0.621962,-0.394147,1.89082
-251.104,0.670545,0.0243974,1,3,0,251.707,3.6738,0.621962,-0.394147,1.89082
-251.75,0.801207,0.0243974,1,3,0,251.755,3.66559,0.570261,-0.407657,1.68269
-251.043,0.925133,0.0243974,5,43,0,252.011,2.9927,0.833264,-0.668743,1.82497
-252.045,0.98925,0.0243974,8,255,0,252.798,1.41403,-3.54278,6.86753,1.85794
-252.621,0.812992,0.0243974,6,75,0,253.44,1.56099,-3.73605,7.56638,1.73444
-251.347,0.725813,0.0243974,7,255,0,255.476,1.79672,-0.570621,3.00914,1.98389
-252.04,0.919931,0.0243974,6,111,0,253.044,1.69476,-0.0707027,1.74865,1.62883
-252.022,0.994026,0.0243974,6,63,0,252.877,1.09239,-1.14465,2.89192,1.64151
-251.516,0.930609,0.0243974,4,23,0,254.566,1.41002,-1.35677,3.64268,1.7296
