# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = normal_mixture_model
# start_datetime = 2023-01-12 11:25:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\normal_mixture\normal_mixture.data.R
# init = 2 (Default)
# random
#   seed = 2900640468 (Default)
# output
#   file = examples\normal_mixture\normal_mixtureMCMC5k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,mu.1,mu.2
-84.6076,0.840295,0.8402,2,3,0,85.1851,0.16294,-9.89336,9.73135
-83.8727,1,0.8402,2,3,0,85.055,0.412963,-9.61113,9.70293
-83.0659,0.830983,0.8402,2,3,0,85.999,0.285436,-10.0076,9.54844
-83.4075,0.970905,0.8402,2,3,0,83.9338,0.353719,-9.43807,9.53626
-82.7716,0.915668,0.8402,2,3,0,84.7201,0.256131,-9.50566,9.74677
-82.8574,0.962104,0.8402,2,3,0,83.3437,0.231154,-9.53351,9.69852
-82.7564,0.999535,0.8402,3,7,0,83.1536,0.314303,-9.86445,9.54519
-83.2622,0.87721,0.8402,2,3,0,84.2247,0.254096,-9.72099,9.8925
-83.2103,0.968845,0.8402,2,3,0,84.0826,0.305243,-9.39744,9.79634
-83.654,0.920526,0.8402,3,7,0,84.7685,0.282047,-9.84725,9.37515
-83.1071,0.982489,0.8402,3,7,0,84.481,0.324181,-9.48165,9.80913
-86.2502,0.680313,0.8402,2,3,0,86.7358,0.13702,-9.94347,9.48878
-85.106,1,0.8402,2,3,0,86.9881,0.177233,-9.73772,9.3655
-85.5395,0.937297,0.8402,1,1,0,85.8319,0.17211,-9.72972,9.33612
-84.8735,0.990367,0.8402,2,7,0,87.0687,0.233949,-9.34029,9.34594
-83.4324,0.944662,0.8402,3,7,0,85.8252,0.324063,-9.61238,9.41127
-83.4886,0.989223,0.8402,3,7,0,83.8289,0.326982,-9.44998,9.45578
-82.8136,1,0.8402,2,3,0,83.5374,0.31748,-9.67955,9.49798
-82.9857,0.804402,0.8402,2,3,0,84.8228,0.233509,-9.92173,9.72375
-83.336,0.939102,0.8402,1,1,0,83.3963,0.234093,-10.001,9.76624
-82.8956,0.992253,0.8402,2,3,0,83.5851,0.307194,-9.53352,9.50489
-85.1856,0.772437,0.8402,2,3,0,85.4978,0.167714,-10.0704,9.7844
-84.8536,1,0.8402,1,1,0,85.4222,0.172472,-10.03,9.78448
-86.1138,0.897508,0.8402,2,3,0,87.6955,0.132547,-9.47476,9.73439
-87.7291,0.911799,0.8402,2,3,0,88.0419,0.532447,-9.85694,9.62573
-82.4244,0.799183,0.8402,3,7,0,90.4533,0.259357,-9.75339,9.63574
-83.5869,0.763963,0.8402,1,3,0,84.6305,0.374271,-9.98732,9.60526
-83.4836,0.997919,0.8402,3,7,0,84.435,0.194346,-9.57612,9.71447
-82.894,0.990743,0.8402,2,3,0,83.7593,0.315271,-9.8906,9.52431
-84.8369,0.797069,0.8402,2,3,0,85.5824,0.319039,-9.85924,9.27041
-83.0692,0.967058,0.8402,2,3,0,85.5246,0.275027,-9.48629,9.83119
-83.8784,0.693181,0.8402,2,7,0,86.4689,0.334419,-10.1534,9.73996
-84.7431,0.857277,0.8402,2,3,0,86.4134,0.187192,-10.0778,9.81553
-84.7579,0.99432,0.8402,2,3,0,85.2131,0.19659,-10.1508,9.79088
-83.4757,0.981822,0.8402,2,3,0,85.4695,0.330149,-9.44601,9.46435
-83.6251,0.988766,0.8402,3,7,0,83.9086,0.227582,-9.91304,9.86601
-83.0604,1,0.8402,2,3,0,83.6453,0.340872,-9.50071,9.54345
-84.1518,0.898479,0.8402,2,3,0,84.6492,0.230658,-10.0683,9.44497
-82.9332,0.912549,0.8402,2,3,0,85.6477,0.340239,-9.64469,9.79936
-83.444,0.664918,0.8402,2,3,0,86.193,0.199057,-9.89137,9.66657
-85.4845,0.862299,0.8402,2,7,0,86.2416,0.189292,-9.18601,9.49138
-83.0659,0.960956,0.8402,2,3,0,86.139,0.289494,-9.35203,9.64956
-82.9526,0.950037,0.8402,3,7,0,83.995,0.236466,-9.91792,9.58637
-83.7791,0.94477,0.8402,2,3,0,83.9256,0.248855,-10.0867,9.49102
-83.2053,0.983916,0.8402,2,3,0,84.1711,0.301415,-9.47441,9.848
-82.9605,0.778423,0.8402,3,7,0,86.0318,0.296806,-9.97458,9.7664
-82.6852,0.981939,0.8402,2,7,0,83.482,0.244372,-9.86819,9.63856
-82.6376,0.99987,0.8402,3,7,0,82.8453,0.267147,-9.86533,9.57048
-85.4422,0.695674,0.8402,2,3,0,86.1271,0.196289,-10.0861,9.36746
-84.9826,0.982497,0.8402,3,7,0,87.7477,0.371146,-10.1946,9.84401
-84.6702,1,0.8402,2,7,0,85.2366,0.202493,-9.32013,9.45117
-82.6852,0.874569,0.8402,2,3,0,86.1412,0.280509,-9.86328,9.54247
-83.7786,0.65454,0.8402,2,3,0,86.3905,0.242988,-9.57396,9.93505
-82.4256,1,0.8402,2,3,0,83.7134,0.280378,-9.58742,9.69102
-82.3889,1,0.8402,2,3,0,82.4564,0.276128,-9.79027,9.67792
-82.7178,0.95209,0.8402,2,3,0,82.8227,0.305754,-9.94396,9.65298
-85.2607,0.763097,0.8402,3,7,0,85.4713,0.316592,-9.05007,9.79617
-83.2026,1,0.8402,2,3,0,85.6209,0.320102,-9.85125,9.86226
-82.6284,0.817193,0.8402,2,3,0,85.2852,0.307756,-9.72708,9.52906
-83.9012,0.862959,0.8402,2,3,0,84.1206,0.199827,-9.37276,9.70845
-82.9894,0.774744,0.8402,2,3,0,86.9205,0.329287,-9.75875,9.83275
-82.5865,0.825488,0.8402,3,7,0,84.9398,0.25682,-9.62477,9.56355
-84.4116,0.841545,0.8402,2,7,0,84.5713,0.267326,-9.67866,10.0272
-83.0569,1,0.8402,2,3,0,84.7903,0.213407,-9.82813,9.61601
-83.2794,0.951357,0.8402,3,7,0,83.9533,0.35558,-9.42312,9.69598
-83.5314,0.90295,0.8402,3,7,0,84.99,0.232436,-10.0505,9.55499
-82.8587,0.956769,0.8402,2,3,0,84.4509,0.317327,-9.45934,9.58554
-83.6215,0.910639,0.8402,2,7,0,84.1958,0.394332,-9.82979,9.74551
-82.6863,1,0.8402,3,7,0,83.6788,0.240681,-9.85234,9.66227
-84.0916,0.811658,0.8402,2,3,0,84.591,0.31335,-10.2264,9.71034
-82.8398,0.991388,0.8402,2,3,0,84.4967,0.231037,-9.86025,9.70043
-82.738,0.868977,0.8402,1,3,0,84.3473,0.325853,-9.69508,9.52804
-83.7562,0.746165,0.8402,2,3,0,85.4148,0.210859,-9.42366,9.8011
-83.1888,0.994965,0.8402,3,7,0,84.5391,0.225468,-9.94761,9.58115
-84.4412,0.910628,0.8402,2,3,0,84.7537,0.180892,-10.0466,9.69975
-84.2093,0.96244,0.8402,3,7,0,86.3538,0.205078,-9.52129,9.90497
-85.3245,0.832494,0.8402,1,1,0,85.402,0.196043,-9.43774,9.98509
-85.0453,0.995244,0.8402,2,7,0,85.4153,0.378818,-9.95447,9.33837
-84.7361,1,0.8402,1,1,0,85.3714,0.387496,-9.95517,9.39082
-85.5359,0.965793,0.8402,2,3,0,86.4996,0.353162,-9.69789,9.22772
-85.6622,0.967451,0.8402,3,7,0,87.2376,0.324534,-9.83349,10.1114
-82.8779,0.987383,0.8402,2,3,0,85.9468,0.335767,-9.68168,9.80076
-84.5691,0.784897,0.8402,2,3,0,85.2727,0.325768,-9.19625,9.84914
-83.0241,0.748479,0.8402,1,3,0,88.0883,0.268689,-10.028,9.7029
-83.2355,0.966437,0.8402,2,3,0,83.6734,0.275276,-9.48056,9.45761
-82.9196,0.985575,0.8402,2,7,0,83.8551,0.224189,-9.69025,9.5545
-83.931,0.838863,0.8402,2,3,0,85.1425,0.400657,-9.91627,9.74863
-82.876,1,0.8402,2,3,0,84.0854,0.260636,-9.46806,9.75876
-84.5313,0.84171,0.8402,2,7,0,84.7519,0.343156,-10.2631,9.64884
-83.4575,0.998859,0.8402,2,7,0,85.2606,0.277066,-9.63787,9.38742
-83.2568,0.998378,0.8402,3,7,0,84.1599,0.335492,-10.0169,9.73805
-83.4282,0.935839,0.8402,3,7,0,84.6554,0.250244,-9.30356,9.63186
-82.6018,1,0.8402,2,3,0,83.5474,0.238603,-9.72457,9.61654
-84.4434,0.720087,0.8402,2,3,0,85.5151,0.252517,-9.54575,9.30677
-85.8449,0.931945,0.8402,2,3,0,86.394,0.321959,-9.42568,9.21602
-83.8984,1,0.8402,2,3,0,86.0921,0.268639,-10.0134,9.91094
-86.8091,0.702879,0.8402,2,3,0,88.1845,0.318187,-9.09392,9.27876
-85.4611,0.684319,0.8402,2,3,0,93.3392,0.175066,-10.2059,9.59712
-83.0233,1,0.8402,2,3,0,85.8564,0.294893,-9.85045,9.46538
-82.696,0.804593,0.8402,2,3,0,85.2971,0.337389,-9.62228,9.72754
-84.7714,0.803728,0.8402,2,3,0,85.212,0.303453,-9.73014,10.0586
-85.8132,0.830481,0.8402,2,3,0,88.1519,0.15343,-9.564,9.91713
-84.4716,1,0.8402,2,3,0,85.6739,0.398723,-9.85978,9.42294
-83.4342,0.993015,0.8402,2,3,0,85.2791,0.281326,-9.76094,9.38904
-83.1703,0.929716,0.8402,3,7,0,84.7689,0.270881,-9.88419,9.86156
-82.7576,0.89642,0.8402,2,7,0,84.3238,0.252524,-9.48228,9.69516
-82.6708,0.921786,0.8402,2,3,0,83.6402,0.298356,-9.79837,9.7927
-82.4608,0.941383,0.8402,3,7,0,83.2716,0.27785,-9.65221,9.57141
-86.4013,0.606624,0.8402,2,3,0,86.5995,0.17594,-9.15108,9.87726
-84.8646,1,0.8402,2,3,0,87.3197,0.395948,-10.1896,9.65886
-85.147,0.984628,0.8402,3,7,0,86.9618,0.374657,-10.0563,9.95582
-84.541,0.936613,0.8402,3,7,0,87.1162,0.263963,-9.3417,9.35426
-82.7104,1,0.8402,2,3,0,84.4313,0.298288,-9.94527,9.62802
-83.1953,0.95878,0.8402,2,3,0,83.4376,0.333265,-9.92572,9.50529
-82.6318,0.919942,0.8402,2,3,0,84.275,0.249311,-9.72698,9.76023
-83.317,0.918242,0.8402,2,3,0,83.6482,0.259801,-9.44603,9.84485
-85.7528,0.781874,0.8402,2,7,0,86.2301,0.256578,-10.2626,9.34687
-85.9537,0.951675,0.8402,3,7,0,88.9252,0.384174,-9.31671,10.008
-85.0344,0.92046,0.8402,2,3,0,87.7601,0.158337,-9.67998,9.46749
-83.8549,1,0.8402,2,3,0,84.9133,0.19022,-9.67714,9.49327
-82.8649,0.9906,0.8402,2,3,0,84.184,0.237901,-9.91075,9.61831
-83.825,0.863563,0.8402,2,3,0,84.635,0.342698,-9.45095,9.88989
-83.8883,0.936072,0.8402,2,3,0,85.3474,0.214405,-9.44986,9.85594
-84.4744,0.860604,0.8402,2,3,0,86.1107,0.229645,-9.52232,9.9844
-82.5892,1,0.8402,2,3,0,84.2937,0.268589,-9.84644,9.57359
-82.5805,0.933843,0.8402,2,3,0,83.3621,0.244852,-9.59522,9.66792
-83.6226,0.900057,0.8402,2,3,0,83.7614,0.310742,-10.0424,9.46826
-83.2737,1,0.8402,2,3,0,83.6439,0.259543,-9.44683,9.83714
-83.8142,0.912075,0.8402,1,1,0,83.9039,0.272479,-9.40563,9.90836
-85.052,0.621346,0.8402,2,3,0,88.6896,0.146309,-9.7205,9.70982
-84.9467,0.979699,0.8402,2,7,0,85.9356,0.16093,-9.41011,9.7153
-83.4065,0.978888,0.8402,2,3,0,85.8013,0.222327,-9.69554,9.86123
-83.2918,0.973456,0.8402,3,7,0,84.3151,0.234704,-9.97741,9.53677
-83.1078,0.979157,0.8402,2,3,0,83.7188,0.322169,-9.37359,9.64712
-83.538,0.674196,0.8402,1,3,0,86.7452,0.282233,-10.1234,9.75663
-85.819,0.811607,0.8402,2,3,0,86.413,0.257095,-9.02344,9.86426
-83.0089,0.805637,0.8402,2,3,0,88.3146,0.33429,-9.81483,9.81655
-82.4735,1,0.8402,2,3,0,83.0279,0.299707,-9.5861,9.60276
-83.1042,0.599041,0.8402,2,3,0,87.3832,0.342843,-9.57089,9.81288
-85.2158,0.769726,0.8402,2,7,0,86.2637,0.428625,-10.1023,9.57662
-84.1765,0.993056,0.8402,2,7,0,86.6214,0.227996,-10.0118,9.90263
-83.8953,1,0.8402,3,7,0,84.9598,0.21451,-10.0211,9.81497
-85.5716,0.629457,0.8402,2,3,0,88.5875,0.201796,-9.24876,9.9372
-84.3562,0.743905,0.8402,2,3,0,89.9716,0.206625,-10.1444,9.74666
-82.8685,1,0.8402,2,3,0,84.6146,0.217842,-9.72014,9.63458
-83.1101,0.970773,0.8402,2,3,0,83.5252,0.311119,-9.4932,9.83238
-83.4399,0.959714,0.8402,2,3,0,84.0873,0.267198,-9.97844,9.86115
-83.4711,0.865448,0.8402,3,7,0,85.595,0.357401,-9.375,9.62668
-82.9921,0.943375,0.8402,2,3,0,84.6259,0.257983,-9.90613,9.80706
-83.2869,0.94099,0.8402,2,3,0,84.0347,0.332506,-9.35702,9.61194
-83.7561,0.915775,0.8402,2,3,0,84.7631,0.282887,-10.1711,9.7436
-82.6035,0.998578,0.8402,2,7,0,83.6203,0.284747,-9.50237,9.60864
-82.6675,0.687882,0.8402,3,7,0,85.6985,0.248753,-9.56975,9.58216
-84.5856,0.768053,0.8402,2,3,0,85.1868,0.276019,-9.30983,9.36081
-83.9629,0.985163,0.8402,2,3,0,85.8796,0.365199,-9.92767,9.4362
-83.3626,0.999393,0.8402,3,7,0,84.6727,0.218202,-9.58697,9.48858
-84.2466,0.766555,0.8402,2,3,0,86.6862,0.405367,-10.017,9.61885
-83.5356,0.897069,0.8402,3,7,0,86.0861,0.189527,-9.59663,9.63791
-82.5851,0.83633,0.8402,1,3,0,85.4859,0.321867,-9.84655,9.6761
-83.2409,0.858185,0.8402,2,3,0,83.9325,0.260978,-10.0078,9.51921
-82.6991,0.949097,0.8402,2,3,0,84.1995,0.265301,-9.83804,9.77836
-82.857,0.797744,0.8402,2,3,0,84.9651,0.264096,-9.49117,9.77704
-83.1499,0.765881,0.8402,2,3,0,85.7814,0.357137,-9.847,9.77749
-83.0147,0.873079,0.8402,3,7,0,84.535,0.228465,-9.53586,9.55759
-82.5541,0.921032,0.8402,3,7,0,83.8666,0.323085,-9.79238,9.71049
-83.0401,0.795028,0.8402,2,3,0,84.6375,0.246983,-9.87602,9.50127
-85.4672,0.671894,0.8402,2,3,0,86.9998,0.389626,-10.0721,9.36062
-82.7153,1,0.8402,2,3,0,85.5422,0.330099,-9.55522,9.59129
-83.7015,0.791328,0.8402,2,3,0,84.9068,0.192914,-9.84465,9.54119
-83.2531,0.989608,0.8402,2,3,0,84.329,0.289247,-9.68539,9.90602
-83.1572,0.992953,0.8402,3,7,0,83.9618,0.279124,-9.89272,9.45656
-84.8381,0.688264,0.8402,2,7,0,87.3006,0.211046,-10.2137,9.79704
-86.5265,0.925166,0.8402,2,3,0,87.0118,0.18035,-10.1739,9.97123
-87.4563,0.965591,0.8402,2,3,0,89.0605,0.1446,-10.3181,9.73572
-85.0963,0.978561,0.8402,3,7,0,89.8202,0.378509,-10.0846,9.92786
-85.0577,1,0.8402,2,3,0,85.9492,0.392587,-9.8314,9.98268
-86.1604,0.938326,0.8402,2,3,0,86.9467,0.38832,-10.186,9.96988
-84.6208,0.976348,0.8402,3,7,0,87.1335,0.196335,-9.49727,9.39006
-85.0957,0.853783,0.8402,2,3,0,87.4466,0.311694,-9.34307,9.29952
-83.8412,0.990239,0.8402,3,7,0,85.3359,0.260112,-9.40153,9.41285
-83.666,0.992031,0.8402,3,7,0,84.8954,0.335638,-9.98436,9.45453
-82.9155,0.998944,0.8402,2,3,0,84.1351,0.279495,-10.0109,9.6283
-82.6241,1,0.8402,2,3,0,83.0687,0.305164,-9.89065,9.71364
-85.6662,0.742033,0.8402,2,7,0,85.7766,0.193577,-9.44716,9.30051
-85.2936,1,0.8402,3,7,0,86.1939,0.376921,-9.82741,10.032
-83.4171,0.955092,0.8402,3,7,0,85.9013,0.243147,-9.69866,9.41427
-82.9698,0.973178,0.8402,2,3,0,84.3067,0.351538,-9.82912,9.75246
-84.4523,0.853963,0.8402,2,3,0,85.0256,0.271348,-10.0528,9.35611
-84.3143,0.986074,0.8402,3,7,0,84.7447,0.259762,-10.04,9.37143
-83.6837,1,0.8402,2,3,0,84.4681,0.273658,-10.088,9.48491
-82.7054,0.825971,0.8402,1,3,0,85.824,0.278598,-9.45328,9.66581
-82.8871,0.928484,0.8402,3,7,0,83.704,0.273714,-9.89309,9.80554
-83.5449,0.926628,0.8402,3,7,0,84.0963,0.191067,-9.6656,9.5706
-85.2334,0.836558,0.8402,2,3,0,86.1008,0.150687,-9.67567,9.4908
-83.4516,0.927854,0.8402,3,7,0,86.5644,0.391426,-9.5939,9.61575
-86.2176,0.541422,0.8402,2,3,0,89.2924,0.14056,-9.45977,9.85377
-82.9145,1,0.8402,2,3,0,86.0934,0.238255,-9.68446,9.50836
-82.902,0.992958,0.8402,3,7,0,83.366,0.331682,-9.83341,9.79126
-83.5585,0.878068,0.8402,2,3,0,84.3707,0.381393,-9.94557,9.70134
-83.8452,0.820482,0.8402,3,7,0,85.9713,0.182868,-9.76248,9.54923
-82.4782,0.953678,0.8402,2,3,0,84.7493,0.290548,-9.56324,9.70468
-83.5171,0.89926,0.8402,2,3,0,83.6401,0.380683,-9.94516,9.65434
-83.6506,0.968333,0.8402,3,7,0,84.7068,0.212799,-9.36337,9.62697
-84.3753,0.948622,0.8402,2,3,0,84.9796,0.406821,-10.0233,9.57747
-82.9552,0.876898,0.8402,2,7,0,86.299,0.280866,-9.82401,9.84716
-83.3178,0.955187,0.8402,2,7,0,83.9041,0.200074,-9.71369,9.74417
-83.1947,0.987435,0.8402,2,7,0,83.9478,0.352001,-9.89434,9.78137
-82.9912,0.998531,0.8402,3,7,0,83.7062,0.272287,-9.84539,9.4713
-83.2244,0.966684,0.8402,2,3,0,83.7151,0.321383,-9.43108,9.80646
-84.305,0.747696,0.8402,2,3,0,86.3211,0.297654,-10.2316,9.52052
-82.7463,0.99913,0.8402,2,7,0,84.175,0.299278,-9.49133,9.75229
-82.8969,0.945487,0.8402,3,7,0,83.4675,0.225413,-9.56225,9.70886
-84.8779,0.809294,0.8402,2,3,0,85.3329,0.194242,-10.0386,9.89695
-86.9011,0.729668,0.8402,1,1,0,86.9453,0.165678,-10.1706,9.96122
-82.811,1,0.8402,2,3,0,86.5295,0.252447,-9.48032,9.72545
-83.5946,0.672517,0.8402,3,7,0,86.7448,0.320717,-10.1038,9.54831
-83.5701,0.679993,0.8402,1,3,0,87.7584,0.235789,-9.5936,9.90212
-85.4264,0.719463,0.8402,2,3,0,87.5778,0.223846,-9.702,9.2366
-84.9126,0.99781,0.8402,3,7,0,85.8099,0.332297,-9.61734,10.0522
-85.1923,0.910863,0.8402,2,3,0,87.1406,0.297728,-9.30564,9.30145
-84.1626,1,0.8402,2,3,0,85.8902,0.223428,-9.38966,9.4261
-83.7768,1,0.8402,3,7,0,85.0841,0.378478,-10.0185,9.71622
-83.7399,0.975428,0.8402,3,7,0,84.9691,0.357375,-10.0396,9.78556
-82.545,0.842206,0.8402,1,3,0,85.3787,0.274423,-9.66133,9.54404
-82.7541,0.971853,0.8402,2,3,0,82.9652,0.335355,-9.68191,9.54657
-85.3617,0.721595,0.8402,2,3,0,85.8391,0.238015,-9.32584,9.2991
-82.4249,0.930364,0.8402,2,3,0,86.0311,0.27485,-9.70921,9.58255
-83.9568,0.659922,0.8402,2,3,0,85.5442,0.352731,-9.32881,9.81405
-84.6776,0.928593,0.8402,2,3,0,85.7698,0.242341,-10.1723,9.89155
-88.2675,0.728006,0.8402,2,3,0,89.9764,0.174711,-10.5555,9.63983
-83.9518,1,0.8402,2,3,0,89.0397,0.400495,-9.88696,9.77836
-83.0719,0.995498,0.8402,2,3,0,84.5442,0.309827,-9.43246,9.78703
-82.8432,0.846234,0.8402,1,3,0,84.7914,0.271131,-9.97617,9.71216
-82.9376,0.96182,0.8402,3,7,0,83.648,0.341903,-9.49616,9.59905
-82.7265,0.989304,0.8402,2,7,0,83.135,0.235915,-9.77615,9.7356
-83.4531,0.938548,0.8402,2,3,0,83.7265,0.37504,-9.95461,9.64993
-85.9372,0.809022,0.8402,3,7,0,86.3059,0.424821,-10.0499,9.93455
-83.0207,1,0.8402,2,3,0,86.2671,0.331034,-9.67724,9.47717
-82.4778,1,0.8402,2,3,0,83.0957,0.273119,-9.68255,9.5642
-83.9645,0.643823,0.8402,1,3,0,86.0293,0.3428,-9.99799,9.88891
-82.5766,0.996454,0.8402,3,7,0,83.9531,0.287238,-9.51116,9.61322
-84.7769,0.658233,0.8402,2,3,0,86.1631,0.262406,-9.26782,9.94767
-84.2307,0.996755,0.8402,3,7,0,86.2092,0.171952,-9.70925,9.53048
-83.2775,1,0.8402,2,3,0,84.8384,0.232164,-9.9148,9.81242
-82.9304,0.995909,0.8402,2,3,0,83.7562,0.335643,-9.74563,9.81091
-82.9621,0.973112,0.8402,2,3,0,83.3669,0.248749,-9.49602,9.53391
-83.1001,0.993347,0.8402,2,7,0,83.1556,0.335658,-9.88172,9.80821
-82.7552,0.982476,0.8402,2,3,0,83.4961,0.263163,-9.86572,9.7774
-82.7258,0.97374,0.8402,3,7,0,83.2996,0.276186,-9.45573,9.61765
-82.9062,0.823626,0.8402,1,3,0,84.5492,0.289883,-9.93456,9.78806
-83.3862,0.965937,0.8402,2,3,0,83.5458,0.286393,-9.48847,9.42922
-83.4978,0.979379,0.8402,3,7,0,84.211,0.305805,-10.0555,9.81756
-82.4208,1,0.8402,2,3,0,83.4149,0.268214,-9.74703,9.60048
-82.4398,0.914738,0.8402,2,3,0,83.2146,0.264054,-9.80195,9.67312
-83.2479,0.795065,0.8402,1,3,0,84.3791,0.379947,-9.59339,9.61644
-83.067,0.966922,0.8402,2,3,0,84.0107,0.327073,-9.91122,9.51391
-83.012,0.985617,0.8402,3,7,0,83.6401,0.257505,-9.44086,9.7703
-82.9399,0.99216,0.8402,2,3,0,83.5142,0.267615,-9.84542,9.83221
-82.5708,1,0.8402,2,3,0,83.052,0.277649,-9.74994,9.53589
-83.4253,0.727442,0.8402,1,3,0,85.3166,0.353471,-9.7465,9.86618
-84.7706,0.860193,0.8402,2,3,0,85.4612,0.193545,-9.83351,9.3627
-84.3674,0.944869,0.8402,2,3,0,86.0236,0.387751,-9.34237,9.80008
-83.9905,0.935656,0.8402,2,3,0,86.0456,0.245399,-9.21498,9.72131
-83.0686,0.967899,0.8402,2,3,0,84.6813,0.224417,-9.52711,9.56506
-84.2269,0.851173,0.8402,2,3,0,85.2166,0.178487,-9.57059,9.80982
-83.626,0.991574,0.8402,2,7,0,85.0881,0.208798,-9.85942,9.48366
-84.4972,0.927379,0.8402,3,7,0,85.2612,0.399847,-9.71821,9.9134
-86.275,0.68245,0.8402,2,7,0,89.5138,0.322901,-8.96293,9.84622
-83.6123,0.888186,0.8402,2,3,0,88.1259,0.298047,-10.1355,9.55994
-83.4468,1,0.8402,1,1,0,83.7591,0.289853,-10.0881,9.53533
-90.5034,0.516308,0.8402,2,7,0,90.8596,0.139427,-8.8049,9.80489
-91.8555,0.927546,0.8402,3,7,0,91.9527,0.481802,-10.6857,9.50088
-85.0251,1,0.8402,2,3,0,91.397,0.351725,-10.182,9.41255
-83.3647,1,0.8402,3,7,0,85.2726,0.37062,-9.93936,9.69993
-84.3854,0.820061,0.8402,2,3,0,85.7916,0.332523,-10.2565,9.67315
-82.5312,0.880269,0.8402,2,3,0,86.1113,0.285167,-9.5796,9.74506
-83.4027,0.821212,0.8402,2,3,0,84.2023,0.237267,-9.37583,9.54992
-83.4786,0.996787,0.8402,2,7,0,83.7102,0.310809,-10.0651,9.79925
-84.7475,0.894013,0.8402,3,7,0,85.6413,0.265272,-9.82296,9.26731
-84.6015,0.939548,0.8402,2,3,0,86.8541,0.415124,-9.96655,9.5069
-83.139,1,0.8402,2,3,0,84.7885,0.310969,-9.97034,9.51243
-85.1719,0.597707,0.8402,2,3,0,88.203,0.312478,-9.09168,9.84702
-85.6218,0.896541,0.8402,2,3,0,87.4338,0.343269,-10.1349,9.30635
-83.1158,0.907237,0.8402,2,3,0,87.1109,0.229316,-9.50739,9.77398
-83.5075,0.934405,0.8402,2,3,0,84.2721,0.276233,-9.72269,9.93707
-83.0652,0.979316,0.8402,2,3,0,83.9177,0.257111,-9.68648,9.44997
-83.0398,0.993907,0.8402,3,7,0,83.6982,0.323778,-9.88077,9.49883
-82.5845,1,0.8402,2,3,0,82.99,0.317743,-9.80887,9.58129
-82.6887,0.788039,0.8402,2,3,0,84.8387,0.261955,-9.81263,9.53451
-85.0697,0.80665,0.8402,3,7,0,85.2395,0.378921,-9.75243,10.0158
-86.4001,0.813386,0.8402,2,3,0,88.1849,0.243445,-9.35534,9.19939
-83.0412,0.999191,0.8402,3,7,0,86.2704,0.239645,-9.81756,9.82118
-82.5701,0.891247,0.8402,1,3,0,84.3288,0.334366,-9.71027,9.62808
-82.8263,0.971706,0.8402,2,3,0,82.9426,0.221482,-9.63563,9.65608
-83.0502,0.962624,0.8402,2,3,0,83.4842,0.230745,-9.87611,9.54186
-83.621,0.851461,0.8402,2,3,0,85.2448,0.39172,-9.53329,9.5806
-83.7754,0.892324,0.8402,2,3,0,85.7778,0.353197,-9.62888,9.91397
-82.6611,0.998869,0.8402,2,3,0,83.9809,0.311419,-9.88734,9.7228
-82.4101,0.895563,0.8402,2,3,0,83.6863,0.281552,-9.73866,9.58798
-82.9002,0.942563,0.8402,2,3,0,83.0052,0.296177,-9.71115,9.46445
-84.3472,0.839306,0.8402,2,3,0,84.9694,0.255919,-9.56943,10.0061
-82.9294,0.994614,0.8402,3,7,0,84.8111,0.289959,-9.92073,9.80274
-84.1741,0.840999,0.8402,2,3,0,84.9508,0.383456,-9.95854,9.85282
-89.6142,0.529215,0.8402,2,3,0,90.3622,0.0977192,-9.31051,9.47529
-83.1746,1,0.8402,2,3,0,89.5587,0.354049,-9.44666,9.68608
-84.3645,0.851608,0.8402,3,7,0,85.2163,0.373757,-10.0599,9.46687
-84.8118,0.979795,0.8402,3,7,0,86.2577,0.215567,-9.18277,9.79811
-83.3054,1,0.8402,2,3,0,85.1731,0.384113,-9.73789,9.58693
-83.3054,0.67782,0.8402,2,3,0,86.5721,0.384113,-9.73789,9.58693
-84.0264,0.943914,0.8402,2,3,0,84.3546,0.191762,-9.6354,9.8571
-82.5728,1,0.8402,2,3,0,84.0479,0.281601,-9.82148,9.76088
-82.5728,0.631369,0.8402,1,3,0,85.9495,0.281601,-9.82148,9.76088
-82.6518,0.941555,0.8402,3,7,0,83.2253,0.304666,-9.73552,9.79512
-83.29,0.865569,0.8402,2,7,0,84.1137,0.260196,-10.0837,9.69542
-83.9017,0.941735,0.8402,2,3,0,84.749,0.345976,-10.0785,9.81673
