# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = normal_mixture_model
# start_datetime = 2023-01-12 11:28:14 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file = examples\normal_mixture\normal_mixture.data.R
# init = 2 (Default)
# random
#   seed = 2900780693 (Default)
# output
#   file = examples\normal_mixture\normal_mixturevar.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,log_p__,log_g__,theta,mu.1,mu.2
0,-86.561,-2.11829,0.442563,-9.68806,9.7757
0,-85.6461,-1.24199,0.307316,-9.35069,9.44307
0,-86.0224,-1.45041,0.277979,-9.16572,9.74868
0,-84.9348,-0.749966,0.304123,-9.56675,9.45373
0,-86.6986,-2.3718,0.413622,-9.69931,9.92298
0,-85.739,-1.4426,0.18016,-9.73795,9.76365
0,-85.1843,-0.616439,0.204201,-9.52205,9.70666
0,-84.8024,-0.875788,0.294009,-9.71487,9.45308
0,-84.8169,-0.42115,0.324317,-9.42498,9.60354
0,-85.2805,-1.00238,0.343152,-9.60837,9.88095
0,-86.8001,-2.2119,0.305968,-9.39953,10.0271
0,-84.2322,-0.15007,0.309898,-9.6635,9.65789
0,-86.6365,-2.06956,0.166972,-9.56086,9.47194
0,-85.1363,-0.656449,0.260961,-9.50274,9.86881
0,-85.6859,-1.3981,0.387142,-9.57361,9.48044
0,-84.8107,-0.281847,0.247428,-9.43474,9.7191
0,-84.8745,-0.36779,0.231444,-9.51276,9.76221
0,-85.4963,-1.13095,0.186493,-9.66108,9.57462
0,-85.4536,-1.11821,0.362738,-9.58865,9.86649
0,-84.5259,-0.248851,0.23773,-9.64252,9.7327
0,-84.4586,-0.137771,0.272611,-9.52543,9.58141
0,-87.2301,-2.6657,0.232544,-9.04826,9.54804
0,-85.9162,-1.60467,0.296214,-9.4494,9.35726
0,-85.7635,-1.25634,0.317181,-9.4366,9.92591
0,-86.2743,-1.60814,0.409028,-9.3555,9.68048
0,-84.7551,-0.308464,0.237773,-9.54527,9.76958
0,-85.5826,-1.44219,0.187467,-9.76177,9.54073
0,-84.4518,-0.0996026,0.248792,-9.57262,9.70794
0,-89.167,-4.49747,0.178434,-9.37339,9.21814
0,-84.6446,-0.358096,0.344686,-9.54667,9.65006
0,-85.6877,-0.990467,0.195582,-9.40488,9.63368
0,-85.8612,-1.69084,0.397209,-9.66105,9.46675
0,-84.6107,-1.19715,0.286628,-9.9315,9.5646
0,-85.8577,-1.36912,0.335108,-9.2259,9.57856
0,-85.2772,-0.869214,0.321172,-9.37109,9.50957
0,-85.3615,-0.737584,0.22338,-9.3572,9.60727
0,-84.9907,-0.761128,0.2462,-9.60402,9.45845
0,-86.2711,-1.62587,0.426485,-9.46852,9.65414
0,-84.7618,-1.37094,0.335179,-9.946,9.67407
0,-86.0858,-1.34398,0.176196,-9.46193,9.71729
0,-85.6696,-0.952664,0.206582,-9.39108,9.76865
0,-84.3493,-0.202785,0.279526,-9.66619,9.76523
0,-84.8625,-0.356132,0.279021,-9.37838,9.72289
0,-85.8226,-1.40484,0.343828,-9.53165,9.9359
0,-86.3304,-3.23945,0.297669,-10.0704,9.95664
0,-86.3153,-1.59462,0.232664,-9.34907,9.92703
0,-86.1107,-1.53017,0.265148,-9.14713,9.71641
0,-85.5577,-1.01165,0.318707,-9.31695,9.82006
0,-84.7559,-0.438177,0.236437,-9.58052,9.5337
0,-88.8421,-4.15016,0.147986,-9.46642,9.31752
0,-87.0483,-2.16697,0.165033,-9.30115,9.68934
0,-84.5871,-0.302569,0.305051,-9.57653,9.79694
0,-85.5055,-1.62024,0.379431,-9.81945,9.82984
0,-84.7488,-0.438928,0.343412,-9.55514,9.7526
0,-86.7956,-2.35912,0.299383,-9.09164,9.50005
0,-85.8694,-1.24721,0.271526,-9.28735,9.86612
0,-84.2614,-0.297236,0.300322,-9.71348,9.58756
0,-84.7446,-1.0866,0.292661,-9.83281,9.48042
0,-84.2284,-0.177508,0.282692,-9.70388,9.72252
0,-84.6784,-0.369465,0.296114,-9.57127,9.82114
0,-84.5931,-0.195917,0.307625,-9.4591,9.69893
0,-84.2696,-0.277412,0.287154,-9.73154,9.73935
0,-84.3163,-0.127433,0.307856,-9.59401,9.61176
0,-85.2137,-0.662445,0.273372,-9.29168,9.69535
0,-84.6965,-0.441751,0.227865,-9.67593,9.75758
0,-87.0566,-2.63276,0.435927,-9.703,9.89996
0,-85.5156,-1.00488,0.306459,-9.23552,9.65764
0,-84.6163,-0.445516,0.308505,-9.6481,9.81752
0,-86.1754,-1.58972,0.331375,-9.31345,9.90295
0,-88.3957,-3.60925,0.128543,-9.52944,9.82789
0,-84.8007,-0.302902,0.27226,-9.38277,9.67435
0,-86.0863,-1.65941,0.332867,-9.3035,9.43418
0,-85.2574,-1.17073,0.269433,-9.64434,9.39408
0,-88.1647,-3.09448,0.469609,-9.34405,9.79021
0,-87.036,-2.49561,0.400284,-9.36247,9.40243
0,-85.0462,-0.551945,0.266777,-9.4703,9.84419
0,-84.7778,-0.83892,0.272805,-9.7245,9.4592
0,-85.8119,-1.43201,0.296628,-9.38094,9.3978
0,-84.9712,-1.67478,0.252913,-9.98794,9.5423
0,-84.2733,-0.313182,0.257183,-9.75577,9.6419
0,-88.1072,-3.42334,0.281585,-9.1516,10.0339
0,-84.9084,-0.932177,0.332708,-9.68922,9.47031
0,-86.416,-1.8748,0.286425,-9.1071,9.74924
0,-84.7795,-0.467273,0.324654,-9.48825,9.54509
0,-84.85,-0.59271,0.365833,-9.58833,9.64106
0,-85.0968,-0.846357,0.20137,-9.69404,9.58412
0,-86.1987,-1.40586,0.185209,-9.39882,9.78133
0,-86.312,-2.11112,0.297182,-9.53111,9.29667
0,-84.3488,-0.272717,0.249952,-9.72269,9.7111
0,-84.2565,-0.0415866,0.26349,-9.62809,9.67793
0,-84.3985,-0.336685,0.266595,-9.72123,9.77133
0,-84.8625,-0.402838,0.273587,-9.38836,9.58022
0,-86.1839,-1.93491,0.421486,-9.732,9.81173
0,-85.2335,-0.942042,0.292602,-9.48853,9.42854
0,-85.3795,-1.34494,0.386341,-9.71803,9.52167
0,-85.7081,-1.10255,0.241067,-9.24441,9.5922
0,-86.2697,-1.5098,0.215113,-9.24159,9.78775
0,-85.369,-0.882479,0.256314,-9.36364,9.49007
0,-88.2199,-3.32713,0.430019,-9.22171,9.88955
0,-85.1417,-0.678274,0.198711,-9.59686,9.6639
0,-86.2273,-1.62846,0.165936,-9.56461,9.58548
0,-85.3174,-0.899485,0.334306,-9.50314,9.87173
0,-86.8999,-2.25117,0.367041,-9.33247,9.95161
0,-85.1412,-0.700791,0.24061,-9.57008,9.86557
0,-84.3183,-0.303953,0.264188,-9.71354,9.5749
0,-85.4927,-0.960178,0.2566,-9.29431,9.53207
0,-85.5368,-1.37255,0.194612,-9.73473,9.50323
0,-85.0857,-1.24821,0.214782,-9.87254,9.7622
0,-86.6502,-2.20804,0.30915,-9.10921,9.51198
0,-84.9144,-0.364094,0.229713,-9.44546,9.65902
0,-86.3081,-1.70448,0.293213,-9.20927,9.87067
0,-92.9632,-8.79674,0.0740487,-9.45432,9.62951
0,-84.4035,-0.46289,0.333127,-9.73913,9.68666
0,-84.6871,-0.58525,0.259941,-9.66099,9.4865
0,-84.8763,-0.404867,0.215337,-9.55118,9.65848
0,-86.4904,-2.23282,0.363619,-9.52343,9.33522
0,-85.3073,-0.707106,0.220901,-9.39254,9.58277
0,-85.4684,-2.14062,0.30947,-9.9386,9.41132
0,-85.0487,-0.500946,0.269714,-9.36839,9.76978
0,-86.676,-2.19793,0.28201,-9.05708,9.63034
0,-86.4724,-1.67991,0.209345,-9.33263,9.88926
0,-85.1993,-0.640386,0.26826,-9.38551,9.82123
0,-87.8544,-3.14492,0.132037,-9.56777,9.76249
0,-84.9851,-0.555584,0.2687,-9.41409,9.51864
0,-85.0889,-0.766772,0.280945,-9.48118,9.4533
0,-84.2826,-0.0198113,0.280152,-9.58572,9.70481
0,-86.8155,-2.02569,0.185168,-9.24129,9.56799
0,-84.7108,-0.42184,0.339627,-9.5251,9.58612
0,-84.8696,-0.936197,0.247151,-9.75547,9.4708
0,-87.0605,-2.47114,0.450849,-9.58113,9.4959
0,-84.2503,-0.068562,0.304148,-9.61115,9.66774
0,-87.8493,-3.26897,0.471818,-9.7346,9.86485
0,-84.6628,-0.337223,0.275083,-9.57914,9.82023
0,-84.2309,-0.199101,0.295487,-9.70486,9.71921
0,-88.5984,-3.65063,0.447539,-9.14832,9.79212
0,-85.1977,-0.612686,0.228918,-9.46811,9.80837
0,-87.4241,-2.99721,0.442359,-9.63032,9.3938
0,-85.138,-1.30961,0.292488,-9.82483,9.89995
0,-84.6738,-0.23949,0.228974,-9.54877,9.67413
0,-85.771,-1.56453,0.257747,-9.70265,9.9765
0,-84.4042,-0.0510197,0.284225,-9.51881,9.70762
0,-84.6519,-0.605945,0.270199,-9.73619,9.83209
0,-85.8988,-1.32879,0.37014,-9.39265,9.83897
0,-84.8186,-0.804735,0.254904,-9.70862,9.46627
0,-84.6471,-0.316464,0.223367,-9.62631,9.6742
0,-86.4018,-1.77326,0.378713,-9.24082,9.7598
0,-87.6112,-3.08497,0.251052,-9.57117,10.1207
0,-84.9227,-1.52845,0.24491,-9.96537,9.55462
0,-84.2851,-0.0311419,0.261724,-9.60666,9.67401
0,-85.9792,-2.5252,0.380872,-9.97362,9.84651
0,-88.971,-4.78922,0.292094,-8.83327,9.52376
0,-85.9682,-2.57486,0.359308,-9.98217,9.89202
0,-87.1808,-3.43321,0.20247,-9.86935,9.29071
0,-85.7784,-1.33944,0.356105,-9.36229,9.48474
0,-84.8589,-0.358941,0.282163,-9.37041,9.70385
0,-84.7709,-1.59683,0.301602,-10.0078,9.62067
0,-85.1891,-1.02015,0.375454,-9.63376,9.52988
0,-85.5795,-1.62081,0.189656,-9.8599,9.75233
0,-87.4886,-2.59258,0.456182,-9.36015,9.59693
0,-85.4647,-1.06656,0.397446,-9.5769,9.72277
0,-85.3791,-1.05112,0.260433,-9.50094,9.41265
0,-85.8431,-1.18589,0.205655,-9.36503,9.53224
0,-86.4941,-1.71543,0.215636,-9.24389,9.84033
0,-84.9116,-0.722274,0.277777,-9.58297,9.44903
0,-84.9682,-0.945385,0.373832,-9.71586,9.58578
0,-84.7757,-0.299485,0.279525,-9.38443,9.65256
0,-87.5405,-2.85857,0.202731,-9.16471,9.42398
0,-86.0609,-2.32471,0.176203,-9.93501,9.60008
0,-84.2062,-0.348977,0.280283,-9.78228,9.65878
0,-87.0303,-2.32611,0.152945,-9.57211,9.81693
0,-87.8669,-3.34611,0.231339,-9.321,9.24994
0,-84.6996,-0.2857,0.311003,-9.42245,9.64993
0,-85.1045,-0.680706,0.296265,-9.36968,9.5252
0,-85.0307,-1.30617,0.212372,-9.90154,9.65352
0,-84.6916,-0.546159,0.291229,-9.60419,9.48172
0,-86.0366,-2.47027,0.410612,-9.94039,9.56934
0,-84.5836,-0.357909,0.304439,-9.55358,9.52866
0,-88.3669,-3.88349,0.3881,-8.97703,9.58527
0,-86.0848,-2.88582,0.204243,-10.0858,9.78701
0,-87.5496,-5.89899,0.228593,-10.4109,9.64216
0,-86.6906,-2.1324,0.204752,-9.43477,9.36142
0,-89.8467,-5.08164,0.11452,-9.54469,9.91707
0,-85.5988,-1.10796,0.288286,-9.24409,9.5505
0,-85.3889,-0.942306,0.225359,-9.60094,9.88129
0,-85.1567,-0.598956,0.211006,-9.52584,9.75857
0,-86.2035,-1.68434,0.353831,-9.19336,9.60415
0,-89.2984,-7.23231,0.423119,-10.3303,9.39085
0,-86.1062,-1.57701,0.265654,-9.1628,9.55732
0,-84.4189,-0.0486579,0.27454,-9.50214,9.65222
0,-85.798,-1.2915,0.174246,-9.62803,9.69071
0,-84.9797,-0.541567,0.342611,-9.44538,9.74265
0,-85.7189,-2.47296,0.222961,-10.0245,9.47872
0,-84.9839,-0.619714,0.203772,-9.64474,9.66728
0,-84.8317,-0.920566,0.236902,-9.78166,9.50216
0,-84.742,-1.46118,0.290034,-9.99041,9.72979
0,-86.7366,-3.97005,0.401164,-10.1574,9.57119
0,-85.2028,-0.647284,0.276142,-9.3074,9.73643
0,-84.3245,-0.366922,0.315732,-9.7352,9.72326
0,-84.5154,-0.506501,0.345976,-9.70613,9.64425
0,-85.9963,-1.50766,0.338744,-9.21295,9.56737
0,-91.2603,-6.2102,0.482591,-9.21635,9.26681
0,-84.4672,-0.200209,0.312306,-9.57491,9.75268
0,-86.549,-1.71379,0.18206,-9.37944,9.82445
0,-84.9602,-1.71688,0.325355,-9.99874,9.74534
0,-84.748,-0.654879,0.253895,-9.67253,9.48124
0,-84.4863,-0.287167,0.336678,-9.59721,9.64162
0,-84.7868,-0.713925,0.358836,-9.67236,9.5719
0,-86.2923,-2.19943,0.208673,-9.81484,9.95836
0,-86.3125,-1.51396,0.18861,-9.29717,9.67166
0,-84.3855,-0.0655907,0.251669,-9.57664,9.65533
0,-85.2099,-0.609359,0.217401,-9.47689,9.77376
0,-85.0091,-0.98174,0.300921,-9.6573,9.42574
0,-85.2163,-0.678264,0.271882,-9.41623,9.84771
0,-84.3806,-0.0302568,0.262569,-9.54061,9.66865
0,-86.013,-1.43365,0.319357,-9.27877,9.86772
0,-85.2539,-0.871501,0.346618,-9.53397,9.85187
0,-85.3996,-0.829081,0.244101,-9.46331,9.87424
0,-86.4309,-1.91625,0.270399,-9.51425,10.0257
0,-86.4985,-2.30396,0.244567,-9.60163,9.28495
0,-85.9568,-1.78537,0.41733,-9.75179,9.77741
0,-85.4689,-0.939228,0.351972,-9.34434,9.74634
0,-84.1728,-0.0957673,0.278329,-9.68322,9.65953
0,-86.1497,-2.30348,0.421345,-9.85832,9.54746
0,-89.2003,-5.0235,0.125429,-9.85189,9.92823
0,-90.0076,-5.08916,0.142083,-9.03341,9.7925
0,-85.6346,-1.55851,0.180954,-9.80799,9.61513
0,-85.7806,-1.51729,0.230795,-9.59791,9.37382
0,-84.2127,-0.30457,0.304295,-9.74912,9.66002
0,-89.0502,-4.7703,0.246653,-8.81635,9.63413
0,-85.8362,-1.09245,0.192731,-9.40247,9.73031
0,-86.5919,-1.96158,0.194293,-9.57383,9.95386
0,-85.9965,-2.37669,0.35158,-9.83967,9.36293
0,-87.4398,-3.20715,0.387157,-9.57528,9.27247
0,-86.5384,-1.86307,0.214719,-9.19085,9.53725
0,-87.2015,-2.63499,0.229751,-9.57033,10.0726
0,-87.0802,-2.35238,0.443961,-9.44235,9.52004
0,-84.8103,-0.777793,0.219072,-9.78769,9.73568
0,-86.2629,-1.76255,0.276892,-9.13286,9.55998
0,-86.6263,-1.8414,0.218417,-9.26661,9.88894
0,-84.347,-0.397179,0.29685,-9.71634,9.55198
0,-85.7624,-1.30581,0.399313,-9.5621,9.79943
0,-85.994,-2.51081,0.185676,-10.005,9.60645
0,-88.2122,-4.14451,0.490823,-9.95389,9.63759
0,-86.9236,-2.66374,0.164741,-9.79621,9.88777
0,-84.6611,-0.507892,0.340446,-9.6528,9.77142
0,-86.3379,-1.82563,0.17819,-9.65692,9.87424
0,-88.4594,-3.86365,0.349818,-9.04966,9.95757
0,-86.434,-1.85726,0.362324,-9.41779,9.94433
0,-85.4585,-0.963898,0.384703,-9.46949,9.72259
0,-87.1028,-2.40863,0.15156,-9.50712,9.52515
0,-84.7736,-0.336597,0.237358,-9.50113,9.57394
0,-84.8521,-0.788969,0.282076,-9.65267,9.44644
0,-84.7694,-0.909066,0.235894,-9.84036,9.77731
0,-86.5351,-1.93128,0.285604,-9.16177,9.86073
0,-85.2948,-0.661788,0.237736,-9.34886,9.74904
0,-85.2498,-1.41601,0.200697,-9.87145,9.60092
0,-87.1521,-3.12536,0.146207,-9.87923,9.74437
0,-86.9046,-2.08631,0.154935,-9.44289,9.70688
0,-84.3769,-0.484276,0.301815,-9.77236,9.76012
0,-85.3043,-0.697803,0.241125,-9.31094,9.65108
0,-85.1739,-0.855599,0.194916,-9.68037,9.6364
0,-85,-0.718738,0.286331,-9.61267,9.88698
0,-85.8799,-1.36888,0.268595,-9.2312,9.50472
0,-85.3017,-0.891572,0.221947,-9.62506,9.86382
0,-84.2749,-0.0228427,0.273621,-9.58353,9.63209
0,-84.5021,-0.601751,0.341107,-9.76138,9.6955
0,-86.7639,-2.45003,0.191681,-9.7512,9.97471
0,-85.0205,-1.23172,0.351683,-9.78684,9.49494
0,-84.5568,-0.223296,0.241384,-9.60685,9.74751
0,-85.5297,-1.13948,0.27585,-9.57073,9.9467
0,-85.8696,-1.29535,0.310728,-9.3009,9.87014
0,-84.5591,-0.684478,0.305018,-9.78603,9.80283
0,-86.1686,-1.58499,0.378459,-9.42281,9.87944
0,-92.0327,-7.31604,0.434209,-8.86778,9.99651
0,-84.5349,-0.417202,0.319548,-9.66899,9.7872
0,-84.5815,-0.32089,0.254829,-9.58421,9.53411
0,-85.2911,-1.60325,0.313868,-9.87222,9.8994
0,-85.1339,-1.09599,0.322468,-9.72937,9.89346
0,-87.1731,-5.27568,0.315139,-10.3141,9.44544
0,-86.1121,-1.36018,0.218111,-9.30296,9.83367
0,-88.0974,-3.19579,0.185189,-9.14439,9.89052
0,-84.4491,-0.609426,0.331723,-9.78571,9.70752
0,-84.3053,-0.15374,0.25098,-9.67225,9.64156
0,-85.1954,-0.814394,0.376096,-9.54875,9.75055
0,-85.8934,-1.30856,0.374034,-9.3656,9.80419
0,-85.7249,-1.23764,0.284016,-9.48967,9.95102
0,-86.9747,-2.54244,0.339974,-9.23939,9.3704
0,-86.3249,-1.86473,0.158744,-9.67693,9.68645
0,-84.3317,-0.148522,0.316737,-9.61435,9.69896
0,-85.8195,-1.79895,0.397921,-9.73704,9.47616
0,-87.0974,-2.85349,0.151195,-9.75631,9.48389
0,-85.7589,-1.28854,0.182986,-9.65238,9.79042
0,-85.1812,-1.08905,0.201381,-9.76351,9.55983
0,-84.7574,-0.709385,0.354657,-9.67971,9.56193
0,-84.4363,-0.595175,0.330067,-9.76881,9.59826
0,-86.7606,-4.26199,0.203645,-10.2469,9.62539
0,-86.5862,-2.05694,0.295268,-9.09118,9.76464
0,-85.6745,-1.30387,0.276843,-9.58787,9.96593
0,-87.3309,-2.42456,0.175619,-9.23386,9.80159
0,-84.6119,-0.390559,0.348291,-9.59292,9.64901
0,-89.5293,-5.26214,0.232714,-8.79939,9.55552
0,-85.7059,-1.3366,0.20399,-9.68487,9.88097
0,-88.3378,-4.71549,0.384217,-9.95906,10.0962
0,-85.1981,-1.00993,0.381564,-9.63716,9.55581
0,-84.3472,-0.0770803,0.292895,-9.54746,9.61092
0,-84.532,-0.756663,0.244045,-9.85363,9.70903
0,-85.7787,-1.40338,0.361304,-9.44101,9.44738
0,-87.6405,-2.67277,0.475165,-9.47876,9.70539
0,-89.4441,-4.76278,0.108286,-9.49303,9.61357
0,-86.0077,-1.28147,0.223425,-9.26185,9.78333
0,-85.3369,-1.96844,0.214316,-10.0128,9.64798
0,-86.6719,-2.64161,0.434894,-9.80795,9.4841
0,-85.053,-0.66388,0.36514,-9.51932,9.73719
0,-85.6522,-1.06049,0.184211,-9.56443,9.73648
0,-87.6453,-2.97811,0.410942,-9.13611,9.56294
0,-84.8102,-0.631507,0.34462,-9.64709,9.79804
0,-85.8633,-1.28391,0.274141,-9.18924,9.74147
0,-85.9976,-1.5117,0.381069,-9.38482,9.49776
0,-86.6171,-1.90464,0.157913,-9.50245,9.6096
0,-84.8581,-1.76959,0.292849,-10.0351,9.61808
0,-85.4615,-2.01002,0.271872,-9.91064,9.39766
0,-86.7748,-1.95886,0.206,-9.33986,9.92505
0,-85.4211,-0.932415,0.18724,-9.6036,9.64925
0,-85.8585,-1.28211,0.27349,-9.41231,9.93762
0,-85.4141,-0.960504,0.303732,-9.30254,9.52692
0,-85.5676,-2.21381,0.211866,-10.0095,9.54254
0,-84.8147,-0.447413,0.311866,-9.43845,9.55339
0,-84.9276,-0.3915,0.264427,-9.39091,9.75198
0,-84.5179,-0.688372,0.268949,-9.78371,9.52041
0,-86.0157,-1.6572,0.258576,-9.46367,9.34918
0,-84.3387,-0.350212,0.28299,-9.73986,9.76273
0,-85.1904,-0.855582,0.365447,-9.50997,9.5407
0,-85.8771,-2.62862,0.20767,-10.0424,9.51633
0,-84.3076,-0.118305,0.308964,-9.59539,9.62128
0,-84.2719,-0.0539981,0.292963,-9.58509,9.62219
0,-88.8921,-4.07761,0.144539,-9.3385,9.37911
0,-86.5019,-2.0905,0.440449,-9.65616,9.5444
0,-85.9332,-1.47513,0.344437,-9.29069,9.49045
0,-86.1791,-1.58185,0.272486,-9.16442,9.78949
0,-84.6798,-0.758462,0.288269,-9.72312,9.47325
0,-84.8813,-0.820195,0.330445,-9.6447,9.47504
0,-85.2478,-1.42475,0.263753,-9.84589,9.90399
0,-85.7887,-1.79118,0.277047,-9.77998,9.98248
0,-85.4265,-0.776035,0.21136,-9.45442,9.78613
0,-84.5411,-0.620357,0.346197,-9.74435,9.6258
0,-84.6682,-0.210584,0.260467,-9.43914,9.6219
0,-86.3054,-1.98872,0.385117,-9.65243,9.94228
0,-85.2328,-0.864547,0.19253,-9.66426,9.66602
0,-84.9728,-0.453878,0.248701,-9.47528,9.81054
0,-85.718,-1.23048,0.408809,-9.53019,9.65696
0,-84.8783,-0.347181,0.224827,-9.49043,9.69635
0,-86.0183,-1.53694,0.172709,-9.61816,9.54947
0,-85.0521,-1.25726,0.291977,-9.83566,9.88548
0,-86.3155,-1.61847,0.213609,-9.20592,9.59116
0,-84.8195,-0.602346,0.298535,-9.55151,9.4751
0,-89.4657,-5.23596,0.365548,-9.73569,10.2174
0,-85.0794,-1.17086,0.21889,-9.84561,9.79392
0,-85.4581,-1.78536,0.365216,-9.83893,9.46007
0,-86.0949,-1.55606,0.254775,-9.21889,9.48975
0,-87.9359,-3.26209,0.313982,-9.26725,10.0707
0,-85.7586,-1.13348,0.259023,-9.23763,9.77949
0,-84.7379,-0.368819,0.257507,-9.5005,9.53064
0,-85.2038,-0.725337,0.290034,-9.30838,9.574
0,-86.8977,-2.41621,0.153766,-9.63993,9.503
0,-84.9752,-1.74986,0.259201,-10.0252,9.74346
0,-87.3936,-2.61536,0.14073,-9.48901,9.66891
0,-85.2514,-0.790417,0.347697,-9.36603,9.60588
0,-86.1323,-1.59655,0.269404,-9.48474,9.99014
0,-85.3542,-0.980801,0.257269,-9.47197,9.42934
0,-84.3586,-0.179683,0.284342,-9.60412,9.56285
0,-86.2927,-1.67064,0.374489,-9.34504,9.86242
0,-85.1418,-1.48242,0.278545,-9.83303,9.41723
0,-84.9722,-1.02561,0.250456,-9.74275,9.44778
0,-85.2278,-0.633007,0.241425,-9.42165,9.81579
0,-84.3964,-0.0637172,0.28582,-9.51151,9.62855
0,-85.5323,-2.96785,0.295881,-10.1749,9.62408
0,-86.965,-2.15321,0.187259,-9.18533,9.65516
0,-88.4509,-3.4861,0.442235,-9.25414,9.90323
0,-85.3453,-1.29708,0.289568,-9.64558,9.37991
0,-85.376,-0.92199,0.290725,-9.49515,9.90974
0,-85.9225,-1.20186,0.187117,-9.46923,9.78221
0,-84.5506,-0.402745,0.329778,-9.60923,9.55975
0,-86.2657,-1.80446,0.299483,-9.17442,9.49275
0,-88.1708,-3.40067,0.46465,-9.50071,9.40674
0,-86.7925,-2.15597,0.204546,-9.34021,9.39221
0,-86.3671,-1.73727,0.169665,-9.59211,9.81954
0,-85.7061,-1.18745,0.243785,-9.35037,9.45718
0,-84.7379,-1.00676,0.263604,-9.82413,9.48823
0,-85.9311,-1.50126,0.361332,-9.37907,9.45796
0,-84.2732,-0.414859,0.290524,-9.76517,9.58387
0,-87.2312,-2.74318,0.142302,-9.65421,9.54932
0,-91.0434,-5.36267,0.548816,-9.41757,9.48611
0,-86.2039,-1.51448,0.227244,-9.42258,9.93869
0,-85.5469,-1.26405,0.318525,-9.61337,9.94411
0,-87.2739,-2.62698,0.341606,-9.24074,9.97733
0,-86.1769,-1.93032,0.189418,-9.76897,9.89559
0,-84.8283,-0.537204,0.213183,-9.67451,9.71338
0,-88.4357,-3.81323,0.365661,-9.05882,9.93909
0,-85.3961,-1.0962,0.400057,-9.6263,9.64524
0,-88.2023,-3.46996,0.126218,-9.50503,9.6023
0,-85.8186,-1.49238,0.368501,-9.49726,9.43299
0,-85.0809,-0.983789,0.329914,-9.69943,9.87791
0,-84.5782,-0.382144,0.285356,-9.64644,9.82013
0,-84.9217,-0.820948,0.207215,-9.76735,9.67571
0,-84.9857,-0.612907,0.207499,-9.61856,9.59596
0,-85.51,-0.963635,0.301947,-9.26214,9.75987
0,-84.5171,-0.884408,0.251575,-9.88656,9.61938
0,-85.3341,-0.697472,0.229418,-9.33475,9.66591
0,-86.9532,-2.27615,0.150833,-9.53055,9.56321
0,-90.0828,-5.24828,0.118355,-9.29119,9.45089
0,-85.693,-2.14456,0.214109,-9.93829,9.45825
0,-86.64,-1.99621,0.22481,-9.12716,9.59065
0,-84.5774,-0.331185,0.250196,-9.60154,9.53837
0,-85.7928,-3.07142,0.339375,-10.1476,9.76157
0,-84.8908,-0.912606,0.238689,-9.74776,9.48124
0,-85.4846,-2.75535,0.330114,-10.1354,9.67161
0,-85.158,-0.67839,0.344421,-9.37303,9.68613
0,-84.4419,-0.576373,0.25456,-9.78815,9.56551
0,-85.6591,-1.36921,0.413876,-9.66812,9.66805
0,-84.3267,-0.290427,0.269441,-9.69583,9.56353
0,-84.6077,-1.03778,0.293147,-9.87027,9.52425
0,-87.4494,-2.68573,0.416771,-9.17979,9.73773
0,-85.5108,-0.993556,0.196387,-9.60093,9.8041
0,-87.0695,-2.54333,0.28528,-9.0437,9.79975
0,-84.9663,-0.685134,0.36919,-9.59868,9.73296
0,-84.3444,-0.201625,0.314341,-9.61778,9.59719
0,-85.6111,-1.35026,0.345168,-9.63114,9.92592
0,-84.536,-0.256961,0.327032,-9.56302,9.73447
0,-85.6722,-1.86826,0.315588,-9.83774,9.95337
0,-86.7737,-2.06827,0.421434,-9.46023,9.85781
0,-86.1998,-1.49395,0.168137,-9.50186,9.67131
0,-86.9042,-2.22839,0.203535,-9.27152,9.42375
0,-86.2816,-1.66882,0.237306,-9.15593,9.59224
0,-84.4645,-0.54921,0.317605,-9.72667,9.54372
0,-86.1963,-2.1301,0.186875,-9.8417,9.87526
0,-85.273,-0.970743,0.190601,-9.69876,9.65163
0,-91.6032,-5.62214,0.562152,-9.3655,9.77239
0,-85.3995,-1.08365,0.294199,-9.46177,9.41573
0,-87.5676,-2.76292,0.419961,-9.37317,9.93229
0,-86.3311,-3.2887,0.377873,-10.0533,9.45171
0,-87.8766,-3.1726,0.402088,-9.45224,10.0322
0,-88.2558,-3.67658,0.213768,-9.31844,9.24126
0,-84.6701,-0.558188,0.317147,-9.61837,9.5019
0,-86.1803,-1.72746,0.423053,-9.62922,9.79636
0,-85.542,-1.15016,0.397729,-9.54885,9.58142
0,-84.9342,-0.551231,0.226873,-9.61796,9.80722
0,-84.9976,-0.479759,0.283682,-9.33736,9.70481
0,-85.4795,-0.962273,0.259112,-9.30658,9.51676
0,-84.4323,-0.16257,0.241163,-9.621,9.63397
0,-84.6919,-0.976144,0.309423,-9.80675,9.49352
0,-87.0193,-2.38816,0.339161,-9.31269,9.99141
