# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = trueskills_model
# start_datetime = 2023-01-12 09:10:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 2892518430 (Default)
# output
#   file = examples\trueskills\trueskillsMCMC.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,skillA,skillB,skillC,perfA,perfB,perfC
3.91158,0.995311,0.24215,3,15,0,-2.92388,106.059,94.3916,95.1347,111.092,105.735,87.0587
3.99305,0.983056,0.24215,4,31,0,-1.965,105.852,101.347,95.4047,136.657,113.446,81.2249
3.91352,0.99736,0.24215,4,15,0,-2.20843,102.6,95.3638,97.0941,95.6934,80.9558,86.4203
4.00165,0.988786,0.24215,3,15,0,-2.11096,112.492,100.978,93.8941,115.276,90.5484,105.213
3.42555,0.995042,0.24215,4,15,0,-2.83218,92.4401,96.8965,107.367,103.789,88.4462,83.5142
3.01093,0.99457,0.24215,4,15,0,-1.89997,111.065,100.871,85.7885,100.722,85.253,66.0082
1.95315,0.96742,0.24215,3,15,0,0.943999,111.319,109.251,105.314,121.612,114.661,115.76
4.54392,0.999982,0.24215,3,7,0,-1.7807,110.562,103.595,103.104,110.461,95.0597,90.7305
4.09083,0.988942,0.24215,3,7,0,-3.48045,111.811,105.399,101.059,109.424,85.0898,87.3677
4.87455,0.979095,0.24215,4,15,0,-2.78508,100.547,102.201,93.7484,108,96.5379,78.0354
3.70965,0.970512,0.24215,4,15,0,-1.04624,101.429,87.7543,94.8288,97.4518,72.2783,90.1027
-0.26083,0.949077,0.24215,4,31,0,3.9331,106.2,102.91,98.6831,119.112,118.658,66.7467
-0.207521,1,0.24215,3,7,0,1.20654,107.71,102.494,92.1774,122.703,122.319,102.626
1.38956,0.98894,0.24215,4,31,0,3.56739,92.8172,93.0982,83.6768,90.6294,87.8108,80.9392
-0.0425624,0.996917,0.24215,3,7,0,0.575094,90.4971,89.8296,86.2904,83.6114,82.3212,75.4035
4.61615,0.976786,0.24215,4,15,0,1.28348,99.8205,95.3413,89.2678,110.337,94.3661,68.5368
2.6098,0.949846,0.24215,4,15,0,-1.55936,101.558,98.3415,87.1061,95.8431,91.5423,86.9658
2.11884,0.996739,0.24215,4,15,0,-0.841411,93.0091,105.792,85.4696,101.37,96.0198,59.9556
4.32949,1,0.24215,4,15,0,-0.836975,112.068,95.2181,90.0304,111.115,83.8929,67.5595
4.69908,0.948494,0.24215,3,7,0,-2.79702,113.083,95.6056,87.5115,113.048,90.4795,80.2409
1.39333,0.938692,0.24215,3,15,0,-0.212864,109.618,97.8692,75.7174,104.848,96.9083,84.8804
-1.32653,0.967033,0.24215,3,7,0,1.75871,112.629,96.7612,70.0329,106.355,96.4212,90.6761
0.0943983,1,0.24215,3,7,0,2.76152,109.031,101.123,72.5763,95.571,79.5876,76.2615
1.08071,0.984809,0.24215,4,15,0,4.20468,101.977,99.2848,83.7911,86.1417,76.0982,79.4311
-0.618311,0.990871,0.24215,4,15,0,2.39613,87.3756,98.5418,82.8638,108.433,106.374,53.2068
0.56987,1,0.24215,4,15,0,2.05368,97.4,105.872,77.6118,114.511,111.829,88.15
1.8512,0.940243,0.24215,4,15,0,5.13163,100.944,114.501,104.912,110.756,106.556,78.7726
2.40897,0.997881,0.24215,4,15,0,0.638984,106.202,98.4844,99.9851,107.537,105.379,100.482
3.64054,0.983823,0.24215,4,31,0,-0.365733,112.277,107.29,89.5533,108.283,93.1739,88.7946
4.16127,0.997574,0.24215,4,15,0,-2.61841,95.738,99.0835,91.4798,126.238,102.795,90.9636
2.18614,0.83904,0.24215,4,15,0,1.95757,114.05,74.503,97.3374,136.102,80.3371,84.9615
4.21274,0.948733,0.24215,4,15,0,-0.030323,100.623,84.4238,96.0536,120.3,63.3758,91.8542
3.52182,0.947043,0.24215,4,15,0,-2.40131,98.8469,81.3382,95.8994,113.727,88.3603,98.317
-0.741124,0.946196,0.24215,3,7,0,4.7026,117.231,69.5664,108.402,111.181,52.9497,97.2406
-0.227467,0.549013,0.24215,3,7,0,5.22473,117.905,71.2177,105.394,110.618,79.7029,94.9177
4.95542,1,0.24215,3,15,0,2.24846,110.747,91.443,100.317,128.002,71.3406,91.2939
5.09461,0.767762,0.24215,3,7,0,-2.75596,109.008,90.9017,100.641,132.428,94.7531,96.9097
4.3355,0.828895,0.24215,4,15,0,-1.13046,103.114,90.7226,93.167,107.433,65.2211,75.9718
4.66402,0.997062,0.24215,4,31,0,-2.88538,100.931,100.23,103.123,108.336,92.9185,98.6932
4.249,0.991059,0.24215,4,31,0,-2.34823,99.3243,87.6301,92.0041,104.199,68.3222,90.1139
2.31655,0.973106,0.24215,4,15,0,-1.3018,100.79,90.0233,90.785,97.039,85.6496,94.5436
3.25272,0.997154,0.24215,4,15,0,-0.731757,104.538,90.4088,94.6868,101.391,94.0289,93.906
3.91435,0.983759,0.24215,4,15,0,0.557451,97.8395,96.8885,91.9408,98.1416,92.1965,80.788
3.22167,0.987849,0.24215,4,15,0,-1.49435,111.006,94.383,109.2,126.166,82.7064,120.502
2.25561,0.88711,0.24215,4,23,0,-0.162561,99.8141,101.806,101.861,101.563,98.0673,98.5597
1.16312,0.978863,0.24215,4,15,0,0.967967,92.0289,85.8997,104.332,92.3845,86.8141,88.1981
-0.903265,0.958635,0.24215,3,7,0,2.19406,92.0469,88.6191,111.979,85.7923,80.4692,81.9621
2.17653,0.977597,0.24215,4,15,0,4.90953,93.7079,94.8954,100.279,103.551,101.642,93.9255
5.05856,0.999032,0.24215,4,15,0,-0.76485,105.26,98.518,96.7127,112.388,81.9554,99.1618
3.69769,0.903958,0.24215,3,15,0,-2.15725,95.9292,91.0315,96.8639,106.202,99.3168,89.6931
-0.313152,0.884482,0.24215,3,7,0,1.52002,98.8129,93.8052,90.7853,121.224,115.556,114.151
3.67742,0.994885,0.24215,4,15,0,1.88111,93.1949,89.814,93.5134,93.6492,79.1077,78.158
2.52568,0.997398,0.24215,5,31,0,-1.50786,127.561,101.669,103.093,152.927,91.2459,96.3598
1.4485,0.997539,0.24215,4,15,0,-0.465467,126.341,108.723,98.5206,161.759,110.728,95.5438
2.23642,0.935591,0.24215,4,15,0,1.17792,124.132,100.959,81.9035,147.586,101.096,82.5847
4.32738,0.995705,0.24215,3,7,0,-1.62832,116.785,98.4599,93.1461,146.083,97.2846,88.6345
4.91373,0.971122,0.24215,4,15,0,-2.71815,106.335,98.0405,107.439,112.587,89.9907,95.0044
3.76758,0.97706,0.24215,3,15,0,-1.50378,93.1503,107.956,97.2307,110.296,97.7563,79.158
4.1025,0.992691,0.24215,4,15,0,-1.9388,117.752,94.1856,85.0392,119.793,90.067,77.8147
4.77635,0.999668,0.24215,4,15,0,-3.52951,96.849,93.937,95.9169,126.92,90.1074,90.6477
3.98409,0.807829,0.24215,3,15,0,-0.0295017,96.5055,86.2468,99.6693,118.031,90.9322,79.8655
4.59991,0.98509,0.24215,4,15,0,-2.81706,104.667,104.659,96.0711,118.012,84.8641,102.389
3.44516,0.98306,0.24215,3,15,0,-1.02567,99.9076,109.693,87.5392,109.113,88.767,67.5601
4.17537,1,0.24215,4,15,0,-2.72383,103.768,101.413,83.6406,122.592,102.881,89.8064
1.81153,0.973773,0.24215,4,15,0,1.65775,84.4525,109.899,97.4331,112.931,100.426,88.2055
4.5392,0.992009,0.24215,3,15,0,0.664095,101.172,99.1727,92.8132,115.614,70.576,83.9987
3.42416,0.868738,0.24215,4,15,0,-2.57477,102.204,99.5237,102.321,101.154,96.6151,80.8227
-0.0949702,0.983308,0.24215,4,15,0,1.57457,117.13,108.017,96.699,129.063,128.48,94.448
-0.731622,0.986319,0.24215,4,31,0,2.9467,91.2018,106.846,95.9382,96.1666,96.0216,82.0901
-0.36795,0.979956,0.24215,4,31,0,4.65568,81.3254,91.7798,99.6751,91.5768,89.8876,84.6802
1.23055,0.999009,0.24215,4,15,0,1.93209,121.849,112.356,96.5986,126.391,122.525,83.0723
-0.454647,0.914746,0.24215,4,15,0,3.33282,97.2556,121.473,87.6787,117.114,88.151,98.8716
0.529919,0.986807,0.24215,2,3,0,0.929388,96.9833,121.24,88.1475,116.858,95.4796,96.8996
3.62271,0.998407,0.24215,3,7,0,0.318768,99.8586,113.454,91.272,116.214,97.9687,93.115
4.55984,0.986929,0.24215,4,15,0,-1.99101,94.2312,99.4675,99.9754,117.038,100.507,91.169
5.07365,0.956567,0.24215,4,15,0,-1.15977,111.279,92.65,96.1951,124.706,100.682,93.8468
5.4586,0.952846,0.24215,3,11,0,-1.38305,111.002,92.3471,92.6171,118.298,87.1889,83.8937
5.21944,0.983188,0.24215,4,23,0,-4.21078,100.178,94.9028,98.395,108.218,82.7229,94.2761
5.04617,0.965503,0.24215,4,15,0,-2.67682,98.0816,95.5722,99.6645,105.564,88.0825,89.2465
4.74142,0.993784,0.24215,5,31,0,-4.23198,109.641,100.542,92.5181,135.665,106.484,94.8358
3.46133,0.936452,0.24215,4,15,0,-2.29103,110.824,106.74,108.102,120.408,84.7281,84.0628
4.99502,0.932644,0.24215,3,7,0,-1.40324,106.371,100.004,106.785,120.736,99.5027,103.295
3.74142,0.971457,0.24215,4,15,0,-2.25214,113.022,101.877,105.494,126.288,108.136,114.089
5.18614,0.992975,0.24215,3,7,0,-2.15329,105.981,96.9921,102.566,126.902,98.6514,104.868
4.11594,0.982146,0.24215,4,15,0,-2.79116,98.029,97.4194,86.7498,125.482,97.4852,93.0791
4.34026,0.999592,0.24215,4,15,0,-2.58617,104.145,93.6614,106.124,110.941,93.9102,102.708
3.69246,0.991892,0.24215,4,15,0,-2.40036,99.8307,90.9913,107.194,102.915,86.3767,96.3551
2.51933,0.960817,0.24215,3,15,0,0.427743,98.0646,96.5987,91.5315,98.1205,63.3919,91.7133
-0.0640074,1,0.24215,4,15,0,1.438,100.673,94.7639,104.67,103.752,101.502,103.145
-1.49746,0.992495,0.24215,3,7,0,1.83895,95.1804,96.4932,103.477,105.767,104.58,105.41
2.67267,0.992867,0.24215,4,31,0,3.24618,96.6388,89.9509,88.2748,129.985,98.8473,66.9105
2.57573,0.996572,0.24215,4,15,0,0.0324654,125.749,97.9228,91.4574,124.932,106.757,89.8405
3.76384,0.994162,0.24215,3,15,0,-1.1295,115.258,97.9183,93.1007,110.296,72.1857,82.3304
4.07921,1,0.24215,4,15,0,-3.27628,96.0823,105.503,98.312,119.811,106.884,81.5026
2.65399,0.955033,0.24215,4,15,0,-0.945321,103.18,95.4094,93.3546,103.744,94.81,101.092
4.70994,0.976371,0.24215,4,23,0,-0.607176,103.702,102.408,98.7059,130.421,104.295,105.005
3.37622,0.860661,0.24215,4,31,0,0.970149,95.3506,88.6746,103.636,100.646,90.9198,85.7689
4.42643,0.998987,0.24215,4,15,0,-2.41923,109.711,94.1851,95.9746,123.844,92.5388,110.269
4.01098,0.994049,0.24215,3,7,0,-3.19697,110.365,96.7599,98.7652,125.474,82.2272,114.669
4.31959,0.9904,0.24215,3,15,0,-2.79992,112.145,95.505,98.6983,121.776,77.9725,109.284
4.8547,0.993573,0.24215,3,15,0,-3.3667,109.469,103.159,102.157,124.847,99.6416,108.528
3.68064,0.993206,0.24215,4,15,0,-2.52921,91.7152,87.6652,94.8206,100.107,77.8427,72.1205
1.43935,0.922285,0.24215,4,15,0,0.626607,96.4323,109.831,93.4453,100.46,94.8218,97.6117
2.32845,0.999988,0.24215,4,15,0,-0.146235,100.959,87.9285,104.304,96.7732,91.5901,88.0813
2.77924,0.978805,0.24215,4,15,0,1.0349,104.838,88.0866,102.661,100.886,93.9037,93.5552
3.37463,0.962032,0.24215,3,7,0,0.327504,107.135,85.7807,101.393,100.267,78.1267,93.3761
4.0651,0.998766,0.24215,4,15,0,-1.40666,93.7591,85.4984,89.0988,110.535,81.4501,77.4298
0.883124,0.847366,0.24215,3,7,0,-0.317255,95.2659,83.9426,84.2938,119.486,105.988,90.2138
3.45155,0.992155,0.24215,3,7,0,0.086367,104.848,86.4534,85.4644,107.599,75.6885,59.2826
3.36148,1,0.24215,4,15,0,-2.11371,97.3724,81.1213,94.7217,120.889,72.7854,101.924
3.34234,0.821917,0.24215,4,15,0,0.384477,98.9526,93.5557,99.6242,127.287,106.455,75.725
3.12287,0.99789,0.24215,4,23,0,-0.339016,90.3076,90.1275,97.1032,116.692,100.615,92.643
2.28296,0.99911,0.24215,3,7,0,-1.14189,84.0631,90.2378,101.223,108.92,85.947,79.2379
3.44318,0.992941,0.24215,4,15,0,0.491105,91.8287,87.8031,104.449,101.492,72.7842,85.3755
3.73792,0.981954,0.24215,4,15,0,-0.965508,97.892,83.8021,106.767,116.079,86.4606,100.369
-2.44988,0.932581,0.24215,4,15,0,6.3062,140.61,97.7887,90.6753,131.668,79.3332,100.402
3.48422,0.982942,0.24215,4,15,0,4.83968,105.325,90.8617,84.4769,127.258,105.636,73.9119
4.30256,0.989451,0.24215,4,15,0,-1.88942,104.011,98.9108,111.883,114.278,85.8255,97.9806
5.28341,0.99936,0.24215,4,15,0,-3.54942,99.7548,89.8603,95.867,116.874,89.3437,89.4694
4.21398,0.984054,0.24215,4,15,0,-3.55026,103.857,100.784,98.9524,113.283,101.322,105.131
4.74354,0.988676,0.24215,3,15,0,-1.88234,104.743,92.1712,92.0494,107.961,70.7626,76.2979
3.07045,0.976592,0.24215,4,15,0,-1.7852,103.648,105.019,101.929,104.678,96.8298,100.719
3.65218,0.979106,0.24215,4,31,0,0.636592,106.412,97.0724,86.1174,139.497,99.1969,95.1555
3.55502,0.988228,0.24215,2,3,0,-2.88879,105.863,96.626,88.0193,139.233,95.7921,65.8817
3.9103,1,0.24215,4,15,0,-2.02238,103.458,97.5026,90.7971,140.465,100.348,78.599
3.75291,0.993271,0.24215,3,15,0,-1.05981,98.5289,108.98,93.3701,131.435,94.7538,93.3222
5.17678,0.979411,0.24215,3,7,0,-2.88103,101.423,104.892,99.7709,123.382,98.0765,87.6898
3.76658,0.957017,0.24215,4,15,0,-1.2568,122.907,91.2661,96.5202,133.031,93.0093,101.841
4.93763,0.98012,0.24215,4,15,0,-1.11354,97.9228,90.2385,102.049,117.057,77.769,88.5345
1.2858,0.774358,0.24215,3,7,0,1.99257,92.9725,88.0309,86.8956,118.979,107.105,96.0659
1.9473,0.942903,0.24215,4,15,0,1.35498,117.554,100.886,106.557,121.813,117.217,105.04
3.86959,0.972693,0.24215,4,15,0,0.841119,98.8623,108.457,103.58,118.678,85.627,101.57
5.60691,0.998127,0.24215,3,7,0,-2.73442,107.574,99.7502,99.9649,119.219,98.3783,92.1527
4.63616,0.981529,0.24215,3,15,0,-3.91452,104.883,95.796,111.41,124.633,86.1253,100.414
4.70488,0.96111,0.24215,4,15,0,-2.80352,105.14,99.4194,85.7127,119.74,101.792,72.2574
5.09318,1,0.24215,4,15,0,-4.06085,108.019,105.601,100.399,115.565,89.8483,90.3813
3.54734,0.938816,0.24215,4,15,0,-2.52512,114.596,104.364,91.691,120.151,110.454,99.0098
3.54834,0.99294,0.24215,4,15,0,-1.30866,104.691,96.5299,108.348,102.45,86.2988,82.8194
3.86517,0.992402,0.24215,3,15,0,-1.75953,99.1872,109.077,105.544,119.292,106.05,103.139
2.64369,0.984094,0.24215,4,15,0,-1.38555,111.945,114.363,98.0308,119.969,110.865,107.122
0.406934,0.987192,0.24215,4,15,0,1.0311,104.728,84.1385,114.303,131.873,105.268,87.0063
1.94532,0.946449,0.24215,4,15,0,2.48301,105.805,115.44,99.2604,125.055,105.682,117.036
2.16909,0.997787,0.24215,4,15,0,1.09129,107.895,98.953,122.642,128.646,88.5054,112.288
0.304644,0.912682,0.24215,4,15,0,2.4004,104.466,96.7458,121.488,130.949,99.4406,128.252
2.8485,0.971149,0.24215,4,15,0,2.39178,96.9754,103.721,108.269,104.694,75.5633,96.0047
3.93203,0.918721,0.24215,4,31,0,0.812854,118.236,89.9225,95.4961,126.683,97.0433,102.369
4.1738,0.994539,0.24215,4,15,0,-1.76615,118.383,89.8896,92.3027,122.387,93.5419,93.1437
1.62142,0.962829,0.24215,4,15,0,0.348478,84.3313,97.6758,98.0847,114.486,105.759,81.7071
-4.63661,0.767411,0.24215,4,15,0,8.46771,84.3694,98.9776,86.1401,134.989,113.493,117.657
-4.51948,0.687509,0.24215,4,15,0,8.53072,101.78,93.0522,113.387,109.661,108.549,109.599
-2.33785,1,0.24215,4,15,0,5.89047,91.9868,104.006,91.4426,89.2071,86.5583,89.0479
-2.38463,0.988131,0.24215,4,15,0,5.46969,113.1,108.47,91.1747,107.948,100.131,107.813
-0.168965,0.994514,0.24215,4,31,0,4.45571,96.6441,80.3803,117.232,106.445,86.5187,103.702
2.50394,0.968357,0.24215,3,7,0,3.72675,100.392,102.178,101.599,107.871,70.2206,104.124
3.66525,1,0.24215,3,7,0,-2.04737,102.853,102.138,96.5456,112.973,93.9195,108.359
5.05298,0.98694,0.24215,3,15,0,-2.96187,108.792,98.1483,96.9342,111.601,94.9204,96.2501
1.67377,0.976813,0.24215,4,15,0,-0.967072,116.163,103.602,94.3802,158.207,93.5227,70.2947
-0.311645,0.571431,0.24215,4,15,0,3.79535,107.209,112.25,101.841,158.54,115.155,120.913
4.20371,0.996671,0.24215,4,15,0,1.15556,112.51,108.185,109.322,130.246,102.531,98.9061
3.24007,0.92734,0.24215,4,31,0,0.275954,99.8755,90.602,90.5149,104.637,91.6382,98.7628
4.02206,0.981352,0.24215,4,23,0,0.596429,102.606,98.0351,92.5297,115.611,64.9289,80.6335
1.47769,0.994703,0.24215,4,15,0,-0.838926,96.9494,105.377,87.6982,135.932,121.743,91.9136
0.390283,0.982842,0.24215,4,15,0,1.5607,101.305,111.018,91.746,129.106,64.6296,88.5614
2.49554,0.548268,0.24215,3,7,0,4.85751,114.831,100.31,87.848,127.778,120.738,88.0351
2.78499,0.973342,0.24215,4,15,0,1.48904,110.08,89.5016,98.6446,96.3289,67.3302,85.4877
2.7591,0.97947,0.24215,4,15,0,-0.99536,110.761,86.2835,97.0515,116.85,107.302,93.2089
3.0691,0.998162,0.24215,4,15,0,-1.19877,91.1024,107.433,91.7192,122.216,105.902,90.6906
4.2557,0.968709,0.24215,4,15,0,0.446352,116.519,92.0331,100.483,133.867,87.6026,77.0157
2.94616,0.89222,0.24215,4,15,0,0.226544,107.749,101.168,84.1819,98.6845,87.0601,84.1559
5.268,0.998254,0.24215,4,15,0,-1.63652,111.349,101.303,99.6307,124.835,101.091,83.8124
4.35975,0.968018,0.24215,3,15,0,-2.36359,104.72,99.7875,84.9442,113.631,77.5824,86.574
3.63902,0.954123,0.24215,3,15,0,0.602153,102.077,91.5134,98.0581,125.141,91.0333,114.92
2.01071,0.956761,0.24215,3,11,0,1.22413,108.401,104.252,104.625,118.983,96.432,117.746
3.26833,0.974201,0.24215,4,15,0,-0.379429,90.5455,92.2439,88.6123,110.77,81.385,63.5051
4.64682,0.991432,0.24215,3,7,0,-2.56664,97.76,97.6022,91.2298,106.759,87.7574,93.9243
4.45774,0.957028,0.24215,4,23,0,-1.83406,113.569,100.079,102.846,115.607,102.874,93.6553
4.16247,0.992166,0.24215,4,15,0,-3.2831,96.8845,98.6299,92.3299,120.581,104.13,72.955
3.93959,0.971643,0.24215,4,15,0,-2.47189,103.447,103.304,90.3454,128.864,110.929,99.444
2.43417,0.977008,0.24215,4,15,0,-0.89197,108.744,86.0741,106.899,102.308,82.2535,98.6314
4.58134,0.97606,0.24215,3,15,0,0.635787,101.737,93.4631,96.8093,111.29,101.471,83.1254
3.22799,0.977879,0.24215,4,15,0,-1.42083,115.446,86.6677,88.9817,111.435,72.4066,94.7562
4.34678,0.972624,0.24215,3,7,0,-2.25068,108.792,86.1639,97.3008,117.619,94.7436,98.7383
3.73083,0.982088,0.24215,4,15,0,-1.38668,106.039,106.477,110.996,116.306,85.1795,97.9453
5.41851,0.991486,0.24215,3,15,0,-2.8983,109.499,98.9351,102.908,128.231,100.149,95.2248
4.29672,0.991183,0.24215,3,15,0,-3.63519,111.8,90.6217,106.089,134.497,74.5823,108.569
2.83404,0.562775,0.24215,3,7,0,-0.858466,114.262,96.4156,105.115,135.148,118.351,108.379
4.12485,0.990595,0.24215,4,15,0,-2.07655,103.331,105.009,85.6824,121.732,99.5579,95.5306
2.03443,0.956699,0.24215,4,15,0,1.53832,120.575,99.7547,116.538,127.038,90.8787,117.982
3.58265,0.942328,0.24215,3,15,0,1.16046,102.387,94.2691,106.795,124.863,106.782,84.3486
3.04546,0.994522,0.24215,4,31,0,-1.37869,97.0795,90.7942,88.0518,99.2058,89.3164,91.9432
4.55521,0.993935,0.24215,3,15,0,-2.49356,100.167,92.6884,94.7588,105.749,95.9278,88.2472
3.13398,0.96995,0.24215,3,15,0,-1.33231,91.1067,89.7138,96.5974,108.934,98.0532,95.5715
3.58651,0.989025,0.24215,3,15,0,-0.477393,103.491,103.133,97.5518,108.417,85.7697,64.3047
4.01293,0.996658,0.24215,4,15,0,-0.973531,100.941,106.78,89.7615,102.379,90.3076,81.4143
4.33849,0.998564,0.24215,4,15,0,-2.67621,92.2769,89.6657,91.0169,111.664,86.7434,83.3518
0.572037,0.942802,0.24215,4,15,0,2.3136,101.594,109.723,75.5587,96.3596,90.9263,64.9984
3.23316,0.982735,0.24215,4,15,0,0.60301,107.695,90.4908,112.924,115.276,68.6466,105.429
3.30155,0.991227,0.24215,4,15,0,-1.12545,109.916,96.6725,112.96,117.45,79.1695,111.035
3.57277,0.957081,0.24215,4,15,0,-1.45674,106.17,98.8661,85.2546,132.382,85.8253,100.748
3.61024,0.975445,0.24215,4,15,0,-1.09275,122.017,100.748,93.6212,127.163,104.089,100.395
2.76878,0.997186,0.24215,4,15,0,-0.850751,83.8992,95.0288,98.7981,99.6619,80.8642,83.1588
4.098,0.996669,0.24215,4,23,0,-2.06725,121.16,98.9467,96.3062,132.635,86.2938,77.4851
4.00827,0.869695,0.24215,4,15,0,1.56933,107.44,85.9408,104.017,131.732,82.8988,112.491
4.69659,0.983789,0.24215,3,7,0,-3.34804,109.49,90.2892,102.521,127.977,87.3003,79.7531
2.89589,0.90487,0.24215,4,31,0,-1.93547,98.9184,104.755,93.9242,99.5719,95.9782,91.3476
1.64358,0.957017,0.24215,4,15,0,2.21412,99.4287,100.12,86.4441,138.31,100.647,108.639
3.4361,0.968619,0.24215,4,15,0,1.09796,94.0099,91.1597,105.934,105.489,85.473,77.6698
0.328212,0.942279,0.24215,3,7,0,0.592722,94.0466,86.7013,109.082,125.293,112.101,108.403
3.22959,0.995359,0.24215,3,7,0,1.54898,102.141,95.1815,106.924,117.177,83.5252,70.5109
1.29051,0.967935,0.24215,4,15,0,-0.435725,107.833,105.168,99.753,105.97,100.207,104.864
1.51349,0.987379,0.24215,4,15,0,1.43526,105.407,91.652,97.6291,100.934,99.4911,94.4268
2.39497,0.961507,0.24215,4,15,0,0.997811,100.044,102.058,91.0209,123.62,109.533,111.669
1.31704,0.980787,0.24215,3,7,0,2.71324,103.13,114.034,82.3092,102.021,96.5514,83.7898
2.80275,1,0.24215,4,15,0,0.372213,105.8,93.6602,109.461,103.872,95.5555,83.5153
1.42285,0.972271,0.24215,4,15,0,1.67021,106.002,121.974,88.1872,128.916,113.076,96.935
1.9016,0.998281,0.24215,4,15,0,0.00641559,110.209,74.2657,105.527,119.114,62.9142,108.703
2.1909,0.969408,0.24215,4,15,0,1.35753,96.6839,116.541,92.3797,119.655,100.823,101.747
3.18449,0.963508,0.24215,4,15,0,1.25977,111.556,102.707,95.5459,107.104,102.505,74.5968
1.99695,0.957829,0.24215,3,15,0,-0.858804,114.531,96.3948,90.2942,107.532,103.818,94.7079
1.22241,0.996353,0.24215,4,15,0,0.464418,85.0749,93.1024,82.865,105.24,64.4222,83.7759
1.61133,1,0.24215,4,15,0,1.63396,85.4497,81.0455,92.3415,98.1792,84.263,83.6075
0.244454,0.966399,0.24215,4,15,0,4.21708,103.619,94.2858,102.436,104.57,99.3189,104.234
3.19218,0.98807,0.24215,4,15,0,1.35717,93.6148,94.5312,99.729,122.156,94.5408,111.639
2.71325,0.993975,0.24215,3,15,0,-1.19663,92.6126,96.0457,109.044,121.677,71.7495,105.587
4.22332,0.974566,0.24215,4,15,0,-0.717908,102.663,94.7536,102.241,105.361,92.405,98.5483
4.02584,0.990573,0.24215,4,15,0,-1.47338,109.407,90.881,102.759,107.784,81.5335,101.368
2.29118,0.97254,0.24215,4,15,0,-1.23986,99.4706,87.0016,91.0721,114.363,73.7782,109.881
0.720946,0.947882,0.24215,4,15,0,0.747406,107.186,100.346,105.735,93.7738,74.0463,92.1056
3.59782,0.983782,0.24215,4,15,0,0.809546,96.3894,100.37,94.1952,102.117,92.3104,65.4568
4.04645,0.993787,0.24215,4,15,0,-1.43219,109.493,86.701,92.2028,116.6,87.3661,66.2602
4.75106,1,0.24215,3,7,0,-3.44508,99.7517,93.3203,92.0524,116.118,76.7554,97.9486
2.46856,0.875366,0.24215,4,15,0,0.235184,98.2504,105.324,114.567,117.404,108.815,102.474
2.21636,0.988832,0.24215,3,7,0,0.431272,102.994,108.69,115.139,128.693,82.9659,108.848
4.40585,0.999112,0.24215,3,7,0,-0.651521,108.33,101.972,96.6402,119.292,110.391,97.7531
4.51987,0.945239,0.24215,3,7,0,-1.17436,108.139,100.985,100.158,119.031,109.102,83.875
3.59568,0.858086,0.24215,4,15,0,-1.54243,109.092,111.157,92.647,117.92,100.961,102.905
0.0897349,0.95613,0.24215,3,7,0,1.29131,121.1,101.98,93.2778,133.99,123.054,57.7249
3.08553,0.995791,0.24215,4,15,0,1.27223,108.536,94.9464,89.8147,108.953,62.9957,95.3981
4.22534,1,0.24215,3,15,0,-1.73768,107.491,85.7027,87.962,108.906,87.6978,82.1766
5.43849,0.973753,0.24215,3,15,0,-2.32058,111.461,95.6488,100.611,123.237,97.9268,92.9573
2.25671,0.950739,0.24215,4,15,0,-0.606035,108.178,116.075,95.0756,135.159,125.143,79.9055
2.58553,0.996507,0.24215,4,15,0,-1.45698,112.089,115.816,94.3733,137.294,123.971,96.5907
3.81973,0.993696,0.24215,4,15,0,-0.670598,108.502,104.736,84.0117,131.518,84.0285,84.8718
3.9442,0.995807,0.24215,4,23,0,-3.35829,101.715,92.7194,106.134,101.85,73.9408,91.3107
0.501068,0.948068,0.24215,4,15,0,1.71658,102.818,82.9656,108.689,110.862,89.0837,64.6036
-2.03771,0.680111,0.24215,3,7,0,4.92559,103.632,85.2865,105.859,106.579,86.2895,46.6139
1.35412,1,0.24215,3,7,0,2.63913,105.662,87.7779,103.661,105.984,85.1407,58.3818
3.95489,1,0.24215,2,3,0,-0.799145,102.918,86.882,104.854,110.189,90.9025,81.8702
3.08358,0.870626,0.24215,3,15,0,1.0844,102.192,96.0023,107.488,108.27,69.5788,103.901
3.13427,1,0.24215,4,15,0,-1.63737,112.664,103.607,109.401,120.321,110.502,109.354
