# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = radar_model
# start_datetime = 2023-01-12 15:29:38 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 2915264921 (Default)
# output
#   file = examples\radar\radarvar.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,log_p__,log_g__,bi1,unif.1,unif.2,unif.3,unif.4,unif.5,x1,x2,a1,a2,b1,b2,c1,c2,d1,d2,e1,e2,f1,f2,g1,g2,h1,h2,a,b,c,d,e,f,g,h
0,-27.9928,-11.4121,0.407701,0.696486,0.22691,0.459138,0.874374,0.201669,3.01897,3.81061,-1.90809,3.99042,-0.386309,0.616428,-0.694442,4.5907,-0.67617,1.76466,-2.01267,4.50042,-0.0706161,0.0206448,-4.80297,2.67294,-4.76139,1.7419,2.08233,0.23012,3.89626,1.08849,2.48775,-0.0499713,-2.13004,-3.0195
0,-25.6848,-8.75755,0.0826807,0.456461,0.450337,0.0497242,0.200762,0.75033,3.104,5.75348,-3.3995,4.3672,-0.392207,0.74157,-1.86711,3.62237,-0.613809,4.31659,-4.33493,0.737473,-0.790921,0.296836,-2.24493,0.586296,-0.425814,1.87764,0.9677,0.349362,1.75526,3.70278,-3.59745,-0.494085,-1.65864,1.45182
0,-29.9537,-14.7689,0.209268,0.817036,0.127862,0.943642,0.0411924,0.981058,5.77703,3.87517,-3.89185,0.316741,-0.222411,0.717459,-3.95255,2.0265,-3.46313,4.62807,-4.33105,1.64268,-0.0262654,0.476916,-3.73337,1.20064,-2.1313,4.66418,-3.5751,0.495047,-1.92604,1.16495,-2.68836,0.450651,-2.53273,2.53288
0,-26.7847,-11.0771,0.756318,0.268127,0.42891,0.272077,0.39908,0.722112,5.28887,5.81206,-0.470128,1.56883,-0.689659,0.841887,-3.52258,4.75239,-3.59398,4.87145,-2.93998,0.230234,-0.846196,0.469678,-4.82374,1.91933,-0.622661,0.443395,1.09871,0.152228,1.22981,1.27748,-2.70975,-0.376519,-2.90442,-0.179266
0,-33.857,-18.2047,0.268013,0.18908,0.93017,0.209879,0.136451,0.986656,4.78469,5.64851,-4.32783,4.78326,-0.01986,0.782025,-4.55281,0.124492,-0.282265,0.528167,-3.65619,4.20188,-0.799359,0.0704148,-3.62124,3.66825,-2.32389,1.93152,0.45543,0.762165,-4.42832,0.245902,0.545696,-0.728944,0.0470111,-0.392371
0,-32.9881,-16.9516,0.107188,0.499095,0.410145,0.412261,0.570046,0.967382,2.32962,3.20289,-3.14147,4.80639,-0.11039,0.042048,-4.08189,4.41793,-3.90829,3.30257,-2.61941,4.97452,-0.921429,0.215641,-4.40369,2.97363,-0.298221,4.46342,1.66492,-0.0683423,0.336042,-0.605717,2.35512,-0.705788,-1.43006,4.1652
0,-23.3331,-8.88951,0.908486,0.922513,0.766263,0.432135,0.731793,0.413452,4.41856,3.06624,-3.84353,0.705346,-0.477811,0.650715,-3.71217,2.34454,-1.18485,0.960042,-3.75324,4.88589,-0.319219,0.0394743,-3.26639,0.565013,-2.80565,3.06501,-3.13818,0.172904,-1.36764,-0.224808,1.13265,-0.279745,-2.70137,0.25936
0,-29.6341,-13.1428,0.0990193,0.19285,0.0806869,0.566731,0.0983897,0.877461,4.65366,2.25714,-0.0703515,0.713846,-0.13627,0.945628,-1.61885,0.112278,-3.96744,1.30226,-3.48933,2.65894,-0.275255,0.267721,-1.65301,2.05774,-3.71625,0.952354,0.643494,0.809357,-1.50658,-2.66517,-0.830391,-0.00753338,0.404729,-2.7639
0,-19.1981,-5.99176,0.851896,0.64351,0.226691,0.507083,0.382414,0.469525,6.37514,5.60833,-1.02238,2.54563,-0.521104,0.93386,-1.82388,2.49576,-0.310922,2.3028,-2.54386,4.29117,-0.522876,0.632658,-3.73464,0.428565,-1.32233,3.2564,1.52325,0.412756,0.67188,1.99188,1.74731,0.109781,-3.30608,1.93407
0,-29.0612,-14.1746,0.371123,0.924302,0.310537,0.218426,0.404795,0.561399,4.08535,3.68991,-3.16613,4.96499,-0.980721,0.513333,-2.20025,4.4858,-1.13194,0.612118,-4.67488,0.405149,-0.912514,0.641553,-4.2131,3.57935,-2.55827,4.53105,1.79886,-0.467388,2.28556,-0.519823,-4.26974,-0.270961,-0.63375,1.97278
0,-28.55,-15.9489,0.226499,0.542034,0.00379851,0.779252,0.593058,0.285656,6.26755,6.99091,-0.0791733,1.04644,-0.376396,0.152624,-3.54808,1.57889,-3.34617,1.7165,-2.89695,4.87376,-0.81672,0.120243,-0.987605,1.20502,-0.337667,2.22165,0.96727,-0.223771,-1.96919,-1.62967,1.97681,-0.696477,0.217417,1.88398
0,-23.5495,-9.92768,0.524769,0.269799,0.581673,0.0497708,0.409618,0.909853,1.3257,2.68708,-3.72171,2.11588,-0.858802,0.428908,-2.96263,2.32781,-0.564095,3.46597,-0.282314,0.974697,-0.429169,0.147097,-1.28475,2.43074,-2.47436,0.391344,-1.60584,-0.429894,-0.634819,2.90188,0.692383,-0.282071,1.14598,-2.08302
0,-28.5469,-11.5422,0.561703,0.35812,0.299785,0.244769,0.0101936,0.918403,2.43146,4.38773,-1.52393,1.46702,-0.535792,0.883894,-4.18949,4.40934,-4.06665,0.835744,-0.682997,1.65561,-0.80879,0.615729,-0.0939719,3.70042,-1.91336,3.78167,-0.0569102,0.348103,0.219849,-3.23091,0.972613,-0.193061,3.60645,1.86831
0,-29.9676,-13.5709,0.0852373,0.872006,0.212051,0.913762,0.141369,0.930633,5.13374,3.14019,-3.68696,1.28396,-0.0940186,0.140852,-3.72141,2.97374,-0.0712989,0.535557,-4.7258,3.43618,-0.905913,0.290972,-4.38833,3.63202,-2.93729,4.46157,-2.403,0.0468337,-0.747664,0.464258,-1.28961,-0.614941,-0.756303,1.52428
0,-24.3219,-7.53678,0.0450393,0.785775,0.572549,0.37996,0.935381,0.110926,3.17925,5.77615,-2.83426,1.35842,-0.348229,0.837998,-2.8704,3.03056,-0.250287,1.3209,-3.73228,3.62171,-0.825572,0.115296,-2.879,1.66667,-2.22584,2.08841,-1.47584,0.489769,0.160152,1.07062,-0.110571,-0.710276,-1.21233,-0.137424
0,-26.2907,-11.7767,0.916344,0.0521446,0.364401,0.844364,0.340774,0.236631,4.144,4.33127,-4.1656,1.36772,-0.564594,0.945817,-0.261918,2.11665,-2.37838,2.55062,-4.16856,1.59515,-0.0809676,0.63836,-0.304133,4.54644,-4.78223,2.42641,-2.79788,0.381224,1.85473,0.17224,-2.57342,0.557393,4.24231,-2.35582
0,-29.1333,-13.3953,0.62791,0.948845,0.26101,0.50076,0.236429,0.555761,4.81542,5.58099,-0.772782,0.560766,-0.503671,0.0746002,-1.11909,1.38808,-0.545761,1.45404,-1.35234,0.836709,-0.105211,0.970101,-0.345849,4.85396,-4.15735,4.59112,-0.212016,-0.429071,0.268991,0.908278,-0.51563,0.864891,4.50811,0.433777
0,-35.9602,-21.3077,0.384615,0.570015,0.895907,0.90535,0.0868962,0.190104,3.88595,3.80713,-4.37623,0.146922,-0.169606,0.336473,-3.66772,4.86736,-0.0221338,4.69187,-2.24788,3.95508,-0.540652,0.0240957,-3.35534,0.362828,-4.15934,0.0283926,-4.2293,0.166868,1.19964,4.66974,1.70719,-0.516556,-2.99251,-4.13095
0,-27.4631,-12.076,0.406645,0.439992,0.175386,0.0755183,0.776488,0.175369,2.8796,2.52638,-2.84809,0.149123,-0.041805,0.38522,-4.10802,3.54128,-0.384913,4.06913,-0.864344,0.658277,-0.413795,0.792654,-4.11343,2.42794,-4.51826,0.244521,-2.69897,0.343415,-0.566741,3.68421,-0.206067,0.378859,-1.68549,-4.27374
0,-34.5591,-17.5831,0.676004,0.227862,0.611138,0.970805,0.0902213,0.991551,6.6902,2.65058,-3.07516,0.331749,-0.906718,0.151256,-4.57147,4.89481,-0.275406,2.33492,-1.93937,1.37059,-0.849734,0.702651,-2.7839,1.60675,-4.51936,0.893829,-2.74341,-0.755462,0.323341,2.05951,-0.568788,-0.147083,-1.17714,-3.62553
0,-31.023,-15.4443,0.19753,0.457552,0.0534123,0.973772,0.352061,0.274263,1.01062,4.50144,-0.270222,0.0980381,-0.524678,0.124152,-1.41083,4.03656,-1.0697,2.2336,-4.11273,3.7854,-0.671882,0.191556,-4.54069,3.46395,-4.25845,0.515887,-0.172184,-0.400526,2.62574,1.1639,-0.32733,-0.480326,-1.07674,-3.74257
0,-33.3468,-15.4554,0.756995,0.0610886,0.774392,0.372511,0.0390616,0.279904,4.49401,7.38166,-3.40305,4.37544,-0.360164,0.800326,-0.279525,1.02707,-4.07916,0.0968474,-3.36184,3.83627,-0.825589,0.907207,-0.461997,3.41978,-4.06668,4.91409,0.972389,0.440162,0.747545,-3.98231,0.474424,0.0816187,2.95779,0.847411
0,-22.8825,-8.23384,0.424354,0.483959,0.653543,0.59217,0.219151,0.133931,5.04276,5.06528,-3.05293,1.89453,-0.209425,0.310036,-1.47852,0.914523,-0.233419,1.70152,-0.398875,1.49624,-0.952273,0.283672,-4.82383,3.73432,-2.99583,0.572062,-1.1584,0.100611,-0.563997,1.4681,1.09736,-0.6686,-1.08951,-2.42377
0,-25.223,-9.96963,0.107974,0.302302,0.650164,0.817072,0.163554,0.9542,4.073,6.36136,-4.35156,3.92887,-0.139459,0.277944,-4.45672,3.02361,-0.790149,3.62109,-3.70698,0.949157,-0.112058,0.258353,-0.702324,3.62813,-1.66357,4.46185,-0.422695,0.138485,-1.43311,2.83094,-2.75782,0.146294,2.92581,2.79828
0,-28.5212,-13.6666,0.413313,0.642904,0.25624,0.971467,0.113157,0.963117,2.78952,2.92134,-1.23865,3.69617,-0.873557,0.0337272,-4.34003,1.43691,-0.432542,4.08242,-1.68312,0.425062,-0.419358,0.555385,-1.80201,2.67835,-4.89897,2.15584,2.45752,-0.839829,-2.90312,3.64987,-1.25806,0.136027,0.876333,-2.74313
0,-28.6157,-12.5982,0.536999,0.90135,0.375889,0.77717,0.459212,0.0290638,5.01057,5.21841,-0.908296,4.67262,-0.767607,0.75859,-1.27043,0.100425,-2.53457,2.0987,-1.72643,4.26149,-0.152897,0.151111,-1.0889,1.80337,-2.50533,0.0562373,3.76432,-0.009017,-1.17001,-0.435875,2.53505,-0.00178624,0.714475,-2.44909
0,-24.3171,-8.58064,0.370641,0.294472,0.901906,0.511872,0.202295,0.327286,4.50086,6.70904,-3.39967,1.2232,-0.951089,0.624597,-3.91499,2.30137,-4.69801,1.06082,-2.4334,0.489069,-0.651921,0.313916,-4.63349,1.07122,-0.558291,2.17446,-2.17647,-0.326492,-1.61362,-3.63719,-1.94433,-0.338006,-3.56227,1.61617
0,-21.8795,-7.10641,0.836241,0.925869,0.474755,0.736515,0.642951,0.622546,5.77847,5.32506,-1.44268,3.4482,-0.20022,0.128011,-1.39161,0.548995,-1.59596,0.878404,-0.234653,2.55741,-0.493454,0.372928,-3.47112,2.67784,-0.685637,0.913209,2.00552,-0.0722088,-0.842612,-0.717561,2.32276,-0.120526,-0.793284,0.227572
0,-25.4904,-10.8954,0.647281,0.222759,0.223244,0.672275,0.819116,0.0335518,2.15334,3.0879,-3.27142,4.59767,-0.358977,0.715975,-4.13481,3.06892,-1.29085,4.31912,-3.79289,1.27624,-0.360398,0.38174,-3.82204,0.417067,-4.40191,0.144405,1.32625,0.356998,-1.06589,3.02827,-2.51665,0.021342,-3.40498,-4.2575
0,-25.8262,-10.9738,0.549511,0.0309383,0.202101,0.671589,0.0819403,0.163849,1.93897,1.37941,-3.1884,2.71974,-0.519396,0.802412,-4.11177,0.776013,-4.43996,4.09181,-0.53727,4.39738,-0.144583,0.772824,-0.915688,2.37766,-3.61986,3.47062,-0.468657,0.283015,-3.33575,-0.348152,3.86011,0.628241,1.46197,-0.149236
0,-30.4539,-14.4862,0.500973,0.871064,0.837046,0.930566,0.313425,0.672955,4.91701,6.13782,-4.11333,3.27252,-0.632301,0.230698,-2.905,0.601046,-0.661398,4.8978,-2.94371,4.84909,-0.564931,0.937632,-0.463587,1.75473,-0.0914374,4.70372,-0.840805,-0.401603,-2.30395,4.23641,1.90538,0.3727,1.29114,4.61229
0,-32.6724,-13.619,0.554464,0.726024,0.0996162,0.35395,0.026937,0.366925,6.01194,1.87979,-0.519961,3.79643,-0.819657,0.175175,-4.53353,3.93352,-4.19924,1.52325,-0.135036,0.229028,-0.465559,0.165372,-1.87175,2.08825,-4.2815,0.215391,3.27647,-0.644482,-0.600011,-2.676,0.093992,-0.300187,0.216496,-4.06611
0,-30.6209,-14.2207,0.790942,0.140098,0.876534,0.103232,0.561714,0.93762,1.94979,2.96733,-4.18036,0.190841,-0.262511,0.0338677,-2.72699,3.07494,-0.312814,0.514851,-3.89321,3.98158,-0.43882,0.318317,-0.429101,3.72178,-0.292286,3.92686,-3.98952,-0.228643,0.347954,0.202037,0.0883701,-0.120504,3.29268,3.63457
0,-24.9915,-10.0695,0.551513,0.159088,0.181444,0.0695612,0.822104,0.355919,4.25337,2.70045,-1.61084,2.90054,-0.591199,0.160901,-1.93313,0.533554,-1.13873,3.61728,-4.32827,0.194964,-0.037996,0.762423,-3.73129,0.58075,-0.565662,2.29686,1.2897,-0.430298,-1.39958,2.47856,-4.13331,0.724427,-3.15054,1.7312
0,-29.8297,-12.2936,0.393456,0.949438,0.682938,0.124275,0.768604,0.291539,2.75445,6.11173,-2.59367,3.34631,-0.856954,0.188699,-4.73526,0.569838,-0.582766,1.815,-1.27063,0.253818,-0.0386023,0.838563,-4.19404,1.6037,-0.548361,4.35911,0.75264,-0.668256,-4.16543,1.23224,-1.01681,0.799961,-2.59034,3.81075
0,-26.5351,-10.1035,0.765069,0.447758,0.137866,0.882207,0.473443,0.0908128,3.32739,4.50448,-4.71545,3.08256,-0.950329,0.898593,-4.61185,4.39169,-2.09037,2.3965,-2.41162,4.3879,-0.796051,0.775826,-0.429084,2.50672,-1.56163,4.36188,-1.6329,-0.0517354,-0.220163,0.306127,1.97628,-0.0202254,2.07763,2.80024
0,-23.7674,-8.78363,0.723537,0.308753,0.192811,0.0469075,0.282606,0.597602,4.78104,3.532,-2.78643,0.341898,-0.150179,0.253959,-4.32186,3.82311,-1.95556,2.21102,-4.42891,1.18248,-0.929332,0.788056,-4.50755,2.63933,-1.45839,0.491695,-2.44453,0.103779,-0.498751,0.255462,-3.24644,-0.141276,-1.86822,-0.966699
0,-25.7717,-11.6587,0.807395,0.769877,0.746468,0.84078,0.939971,0.960651,1.42432,2.70797,-4.26583,0.289702,-0.584302,0.113132,-3.46071,4.27849,-2.35803,2.80569,-1.08254,1.59289,-0.7281,0.643251,-1.27587,2.08002,-4.1849,0.566018,-3.97613,-0.471169,0.817775,0.447653,0.510354,-0.0848493,0.804153,-3.61888
0,-30.8947,-15.8693,0.376584,0.0536131,0.11154,0.0430682,0.237016,0.856397,2.42015,3.21459,-4.16629,4.44909,-0.656329,0.863556,-4.82337,2.75112,-2.76434,2.81259,-0.467335,4.90355,-0.705488,0.811725,-1.74256,1.40436,-4.93818,1.75227,0.282803,0.207227,-2.07225,0.0482469,4.43622,0.106237,-0.338199,-3.18591
0,-28.424,-17.1648,0.388906,0.486049,0.369902,0.400745,0.808371,0.244636,0.804441,3.4971,-0.217141,4.7808,-0.519215,0.511577,-4.11974,2.64579,-4.3223,4.25653,-1.55239,1.76925,-0.118672,0.647998,-0.206471,4.96722,-1.29865,3.21206,4.56366,-0.00763827,-1.47395,-0.0657675,0.216864,0.529326,4.76075,1.91341
0,-28.3187,-12.633,0.34801,0.323042,0.242055,0.3858,0.433248,0.175867,5.41639,4.38207,-0.666499,3.22907,-0.781397,0.644609,-4.29352,2.8561,-4.96497,0.248556,-4.84585,4.90905,-0.432902,0.465516,-0.979411,3.12178,-4.43066,4.08097,2.56257,-0.136788,-1.43741,-4.71641,0.0631957,0.0326138,2.14237,-0.349687
0,-24.3687,-10.3179,0.935207,0.348275,0.201611,0.310397,0.530972,0.717251,4.52249,3.68631,-1.22223,3.95836,-0.783719,0.215175,-4.22124,1.42865,-4.95823,1.95172,-1.65499,1.51621,-0.809353,0.983264,-2.26587,3.16046,-2.51628,4.22806,2.73612,-0.568544,-2.79259,-3.00652,-0.138781,0.173911,0.894593,1.71178
0,-27.7186,-10.9026,0.793181,0.693714,0.931553,0.246117,0.165938,0.449339,3.2021,5.94586,-0.419069,2.0702,-0.145529,0.205995,-1.63479,2.48478,-3.60078,2.49565,-3.81099,4.51006,-0.809446,0.84325,-4.36152,4.17967,-3.35425,4.95441,1.65113,0.0604651,0.849982,-1.10513,0.699077,0.033804,-0.181848,1.60016
0,-28.2826,-11.8743,0.886992,0.22071,0.54351,0.358819,0.0080162,0.325242,6.15315,2.96256,-2.23837,0.117831,-0.450701,0.172809,-0.593547,3.41254,-2.75445,3.55798,-0.981694,2.99234,-0.58417,0.957524,-1.73294,1.38361,-1.48601,4.3962,-2.12054,-0.277892,2.81899,0.803532,2.01065,0.373354,-0.349329,2.91019
0,-27.7536,-12.9374,0.0693286,0.926278,0.220627,0.961404,0.0686358,0.507413,5.04215,6.01938,-4.54948,3.91008,-0.754279,0.42048,-1.66468,3.26948,-4.7454,2.84809,-0.410797,0.292203,-0.597321,0.233051,-1.29738,4.71806,-3.32487,4.24143,-0.639395,-0.3338,1.6048,-1.8973,-0.118594,-0.364269,3.42068,0.916561
0,-27.2524,-10.5352,0.153841,0.177659,0.597668,0.30369,0.244699,0.804105,5.15042,4.59464,-0.934681,1.68113,-0.320647,0.272428,-3.61718,4.94119,-3.95347,3.02957,-0.575513,4.59992,-0.798577,0.651247,-0.587084,1.12556,-0.601143,4.75718,0.746454,-0.0482191,1.32402,-0.9239,4.02441,-0.147329,0.538471,4.15603
0,-28.6341,-11.1322,0.955496,0.412298,0.797831,0.695639,0.863481,0.148912,3.74799,6.46253,-4.27258,1.25987,-0.968698,0.0406987,-0.455436,3.5736,-2.12081,1.44929,-3.98347,1.23234,-0.556209,0.30123,-4.58766,3.58806,-3.30108,1.57165,-3.01271,-0.927999,3.11816,-0.671526,-2.75113,-0.254979,-0.999592,-1.72943
0,-26.2455,-9.28251,0.790285,0.454988,0.759684,0.286068,0.0737279,0.615508,1.85636,4.83557,-3.82126,2.06635,-0.934823,0.449089,-1.47014,1.16402,-3.56111,3.61156,-0.269107,2.0824,-0.795384,0.733065,-0.723841,3.15993,-4.07579,0.15776,-1.75491,-0.485734,-0.306126,0.0504483,1.81329,-0.0623182,2.43609,-3.91803
0,-33.1789,-16.0744,0.324667,0.89609,0.946965,0.49227,0.659921,0.0708262,6.78946,2.97422,-4.79309,3.74651,-0.414008,0.720871,-3.56728,3.06111,-3.23555,4.08361,-3.69383,4.9719,-0.919113,0.140797,-0.236549,0.25728,-3.41197,4.25699,-1.04657,0.306863,-0.506168,0.848063,1.27807,-0.778317,0.0207311,0.845022
0,-31.1924,-14.2148,0.97166,0.540947,0.329911,0.283245,0.941556,0.813215,3.55798,6.4532,-4.80775,1.9259,-0.650913,0.103675,-0.0782166,1.8203,-4.06011,0.464973,-4.18112,0.859982,-0.752363,0.725548,-0.840189,0.72954,-3.93609,4.32305,-2.88185,-0.547238,1.74208,-3.59513,-3.32114,-0.026815,-0.110649,0.386953
0,-33.1001,-17.5595,0.202633,0.050675,0.633159,0.957968,0.49636,0.722766,3.68907,3.12399,-4.71994,1.86572,-0.908082,0.220981,-0.164114,4.78929,-4.71186,4.88941,-1.00079,0.799372,-0.963736,0.153397,-0.579599,4.56707,-2.98299,1.47294,-2.85421,-0.687101,4.62517,0.177554,-0.201416,-0.810338,3.98747,-1.51006
0,-22.914,-6.11115,0.523043,0.194332,0.35757,0.387547,0.826272,0.154176,4.93682,2.89974,-4.56654,1.34556,-0.814651,0.559276,-3.13099,4.17723,-3.41315,0.875191,-3.48465,3.87692,-0.768572,0.250747,-2.17151,1.18885,-0.965219,4.48472,-3.22099,-0.255375,1.04624,-2.53796,0.392275,-0.517825,-0.982653,3.5195
0,-28.5175,-10.7709,0.76313,0.369704,0.754857,0.930299,0.214191,0.197595,5.90701,4.0104,-1.05694,1.7718,-0.139782,0.825827,-0.206616,1.58669,-3.68423,0.497691,-1.53855,4.36697,-0.976758,0.0738878,-0.787966,1.18582,-3.48972,2.75542,0.714861,0.686044,1.38007,-3.18654,2.82842,-0.90287,0.397854,-0.734298
0,-31.1721,-15.6181,0.151532,0.920388,0.352936,0.29788,0.918192,0.738762,3.53462,4.51177,-4.15626,4.27693,-0.90978,0.0380663,-2.42394,0.311216,-2.98949,4.17581,-1.9483,3.76518,-0.65636,0.872082,-0.269047,0.314242,-0.0347383,3.24906,0.120675,-0.871714,-2.11272,1.18633,1.81688,0.215722,0.0451957,3.21432
0,-37.1629,-18.8333,0.861516,0.386971,0.39674,0.853567,0.318656,0.118497,6.52475,2.37074,-0.47596,4.94591,-0.79405,0.978835,-0.0563703,3.47511,-0.841234,1.99055,-4.54581,0.366139,-0.164967,0.688194,-4.07054,4.12727,-3.77888,0.21037,4.46995,0.184785,3.41874,1.14932,-4.17967,0.523227,0.0567246,-3.56851
0,-29.3446,-11.4599,0.9336,0.302125,0.695601,0.125267,0.031014,0.737883,6.75866,3.28626,-1.5225,1.24196,-0.451634,0.609672,-0.625703,4.12617,-3.65921,0.925605,-3.4333,0.464604,-0.8447,0.795533,-1.12048,0.523895,-0.234721,3.95634,-0.280546,0.158038,3.50047,-2.73361,-2.96869,-0.049167,-0.596587,3.72162
0,-36.8858,-21.3277,0.39592,0.910225,0.954414,0.187339,0.665906,0.258669,3.17049,5.49389,-4.6949,0.0142271,-0.85492,0.22142,-3.28424,4.19338,-0.0341585,4.45,-2.56607,3.93524,-0.315936,0.794652,-4.47598,2.11818,-0.0577054,0.324145,-4.68067,-0.6335,0.90914,4.41584,1.36917,0.478716,-2.3578,0.266439
0,-27.7564,-13.4742,0.0480045,0.99031,0.0934619,0.42948,0.856291,0.934025,4.26705,2.5934,-3.75466,1.16542,-0.184253,0.844761,-0.397071,3.41579,-3.36163,3.04549,-2.35447,3.08039,-0.100211,0.854107,-0.436029,3.83914,-1.17031,3.30016,-2.58924,0.660508,3.01871,-0.316138,0.72592,0.753896,3.40312,2.12986
0,-23.1756,-8.93809,0.243945,0.961518,0.218608,0.649274,0.360682,0.38082,2.95029,2.42977,-4.51382,4.77186,-0.570818,0.144205,-4.20125,0.77615,-1.03099,1.96395,-4.54609,2.70603,-0.491875,0.460955,-2.52588,4.14554,-2.22625,1.22898,0.258034,-0.426613,-3.4251,0.932966,-1.84006,-0.0309201,1.61966,-0.997274
0,-27.9636,-11.2669,0.587344,0.367636,0.208767,0.440546,0.387731,0.961852,4.52469,6.8559,-1.3101,0.599783,-0.818394,0.24684,-1.47264,3.67929,-0.728797,1.02078,-4.44826,0.145717,-0.287449,0.488089,-0.422069,3.00869,-0.242979,4.11341,-0.710316,-0.571554,2.20664,0.29198,-4.30254,0.20064,2.58662,3.87043
0,-29.7324,-11.8327,0.770357,0.0644703,0.439257,0.429012,0.925479,0.0986199,3.46155,6.46355,-0.451727,1.94328,-0.944409,0.908746,-3.85476,2.14872,-1.20098,4.79917,-0.930669,1.60274,-0.798962,0.761122,-2.45004,2.81666,-4.64305,0.369656,1.49156,-0.035663,-1.70605,3.59819,0.672067,-0.0378405,0.366616,-4.2734
0,-20.6146,-6.38266,0.04438,0.534819,0.805012,0.208586,0.781031,0.581792,3.79291,4.88709,-4.13389,3.33044,-0.687872,0.548631,-2.13115,3.40593,-0.441428,2.7165,-4.51762,2.64206,-0.767079,0.336889,-2.91248,0.674726,-0.97213,0.994219,-0.803454,-0.139241,1.27478,2.27507,-1.87556,-0.430191,-2.23775,0.0220892
0,-30.1326,-13.9583,0.978342,0.0726108,0.296944,0.703842,0.848981,0.192147,3.64506,1.75569,-2.17434,4.74277,-0.870997,0.0625667,-3.79463,1.51117,-3.14694,2.58711,-2.21552,3.82325,-0.981728,0.619006,-3.37826,4.57768,-4.10077,4.29111,2.56843,-0.80843,-2.28346,-0.559825,1.60773,-0.362722,1.19942,0.190347
0,-29.5102,-14.7513,0.107553,0.489912,0.765643,0.354134,0.187051,0.500657,5.37032,4.76569,-2.487,3.82744,-0.846457,0.218857,-3.61686,3.86156,-3.71271,4.12654,-4.95938,0.0719401,-0.0131064,0.689378,-4.34133,2.02651,-3.27967,0.266389,1.34044,-0.6276,0.244696,0.413826,-4.88744,0.676272,-2.31482,-3.01328
0,-32.8447,-19.0459,0.498805,0.0640525,0.713339,0.96842,0.986245,0.294071,0.916118,3.57125,-2.46108,4.81619,-0.343631,0.437027,-1.91124,0.528578,-3.82428,3.85613,-4.40152,4.58416,-0.269133,0.72799,-0.304575,4.16988,-1.34058,0.0852646,2.3551,0.0933961,-1.38266,0.0318564,0.182644,0.458857,3.86531,-1.25532
0,-23.3747,-7.02372,0.316477,0.147093,0.548658,0.488162,0.927207,0.4409,3.79898,6.87097,-0.437701,1.53078,-0.764151,0.333897,-0.476871,3.91012,-0.879823,1.92389,-4.10267,0.374757,-0.366871,0.579628,-2.78943,2.45138,-2.657,3.62918,1.09307,-0.430254,3.43325,1.04406,-3.72792,0.212756,-0.338056,0.972179
0,-26.8774,-13.1542,0.972812,0.00768404,0.706858,0.549803,0.222538,0.35259,5.2524,5.01208,-1.24383,3.38146,-0.920689,0.950952,-1.60395,0.647418,-0.287026,3.52869,-4.78823,1.63215,-0.299544,0.695147,-3.67899,3.18798,-2.4816,2.92286,2.13764,0.0302631,-0.956535,3.24166,-3.15609,0.395603,-0.491016,0.441261
0,-25.719,-8.31043,0.287837,0.364629,0.941834,0.45837,0.779058,0.264153,5.14676,2.59448,-4.4714,3.33971,-0.0752919,0.580649,-2.43258,4.67325,-1.12731,3.96096,-0.688575,4.69219,-0.24261,0.770956,-2.72931,2.32185,-1.85714,1.23161,-1.13169,0.505357,2.24067,2.83365,4.00362,0.528346,-0.407457,-0.625527
0,-30.044,-16.1815,0.18037,0.183602,0.676461,0.28992,0.0129033,0.470105,5.73585,5.07607,-4.8472,3.36674,-0.248075,0.24954,-1.06535,4.76541,-2.68137,4.17297,-4.63321,2.23153,-0.0617454,0.0371993,-0.0525351,2.01412,-3.54351,2.00443,-1.48047,0.00146503,3.70006,1.4916,-2.40169,-0.0245461,1.96159,-1.53908
0,-29.1211,-15.0792,0.852289,0.712982,0.23454,0.369997,0.783482,0.320652,5.44713,5.17471,-0.732603,2.79073,-0.844308,0.459986,-2.03882,3.12522,-0.153261,0.354306,-1.60733,0.932978,-0.00295407,0.205634,-2.61863,0.108193,-1.22929,4.61321,2.05813,-0.384322,1.0864,0.201045,-0.674353,0.20268,-2.51043,3.38391
0,-23.6805,-9.21342,0.0949768,0.671491,0.0709905,0.795275,0.290071,0.760067,1.18072,3.52603,-0.578728,3.07678,-0.844886,0.398654,-1.95148,4.57489,-1.68703,1.98534,-2.39216,1.41006,-0.60929,0.404243,-3.76422,2.56598,-3.05857,4.6956,2.49805,-0.446232,2.62341,0.298307,-0.982094,-0.205047,-1.19824,1.63703
