# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = altermu_model
# start_datetime = 2023-01-12 11:09:56 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file = examples\altermu\altermu.data.R
# init = 2 (Default)
# random
#   seed = 2899682674 (Default)
# output
#   file = examples\altermu\altermuvar.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,log_p__,log_g__,mu.1,mu.2,mu.3
0,-123.429,-0.906895,-0.37575,0.280632,-0.208368
0,-120.049,-0.362249,0.0852166,0.219655,-0.15767
0,-124.358,-3.36562,0.495255,0.0145793,0.181473
0,-119.937,-1.64842,-0.321328,0.173247,-0.460189
0,-119.956,-1.77788,0.322582,-0.0493184,-0.407058
0,-120.7,-0.209828,0.0553794,-0.054508,-0.113371
0,-119.915,-1.16919,0.363259,0.142994,-0.114334
0,-120.125,-0.881763,-0.419513,0.0698769,-0.295768
0,-120.533,-2.6888,-0.690958,-0.189144,-0.0852569
0,-121.761,-2.56822,-0.119504,-0.116719,-0.571959
0,-140.165,-6.71076,0.254263,-0.737949,0.129201
0,-120.99,-0.579559,-0.358841,0.150051,-0.238897
0,-119.872,-0.459244,-0.170974,-0.18119,-0.197579
0,-120.687,-0.0291736,-0.127705,0.0928318,-0.14231
0,-122.865,-2.5405,-0.49785,-0.152246,-0.464706
0,-120.194,-0.871046,-0.461643,-0.036308,-0.14019
0,-121.713,-2.34056,-0.236418,0.504985,-0.373751
0,-120.439,-1.23805,0.0948576,0.172882,-0.427143
0,-122.874,-0.817667,-0.198936,0.362624,-0.141677
0,-120.15,-3.31158,-0.411322,-0.325338,0.196728
0,-119.967,-1.26568,0.31488,0.220049,-0.0362156
0,-120.081,-2.59155,-0.672723,-0.00938752,-0.356611
0,-120.061,-1.05416,-0.198319,-0.300869,-0.22643
0,-120.472,-0.101139,0.0463234,0.0444511,-0.127829
0,-122.204,-0.49106,-0.0152312,0.0809567,0.0286543
0,-121.382,-0.642412,0.0276952,-0.188114,-0.0501034
0,-128.042,-4.74697,0.248242,0.425293,-0.628456
0,-120.379,-0.818182,-0.460411,0.0132072,-0.175597
0,-124.667,-2.03959,0.0287998,0.249368,0.199966
0,-121.955,-2.3927,0.245163,0.154344,-0.516154
0,-125.744,-2.80436,-0.3961,-0.0203528,0.253268
0,-120.609,-1.14651,-0.209315,0.340443,-0.338524
0,-120.023,-0.0610938,-0.0448191,0.0366723,-0.22361
0,-121.69,-0.545212,0.112171,-0.0949895,-0.0395903
0,-120.646,-0.511383,0.205486,-0.0413933,-0.138024
0,-120.016,-0.179184,-0.108288,0.120424,-0.262987
0,-119.942,-0.99267,0.0871034,0.350535,-0.270373
0,-123.631,-2.11257,-0.270047,-0.10434,0.206562
0,-121.159,-2.40079,-0.629845,-0.237787,-0.106498
0,-122.459,-1.74378,0.412352,-0.182361,-0.179541
0,-119.969,-0.787586,-0.324414,-0.197371,-0.18465
0,-120.966,-1.6509,-0.607701,0.0105138,-0.104652
0,-120.046,-1.2696,0.105675,0.41602,-0.0909548
0,-119.886,-0.602727,0.170695,0.0800357,-0.299137
0,-123.786,-2.6252,0.24902,-0.461061,-0.216621
0,-127.591,-2.54291,-0.218294,0.0556611,0.273255
0,-119.99,-1.13794,-0.41251,-0.015116,-0.353359
0,-120.961,-1.64839,-0.459975,-0.114596,-0.379719
0,-120.314,-0.306454,-0.000451468,0.241036,-0.160976
0,-119.916,-1.56354,-0.420431,-0.22713,0.00464295
0,-125.264,-2.00024,0.120966,-0.29841,0.0995792
0,-122.636,-0.863676,0.0456122,-0.128068,0.0446351
0,-151.697,-5.86707,-0.514334,0.794764,-0.281348
0,-120.06,-0.670061,0.255747,0.119653,-0.120116
0,-120.53,-0.400094,-0.0702427,-0.163708,-0.0922453
0,-121.756,-0.434084,-0.232993,0.00851742,-0.00891744
0,-119.898,-0.434101,-0.312595,-0.0643209,-0.218013
0,-123.7,-2.88908,-0.577982,-0.0289091,0.172221
0,-120.495,-3.96829,-0.172152,-0.65325,-0.136249
0,-120.805,-0.662457,0.243675,-0.0565808,-0.135386
0,-125.697,-2.0335,0.263902,-0.103693,0.14633
0,-119.914,-0.623542,-0.274773,-0.0245632,-0.328945
0,-119.93,-0.950783,0.174071,0.330243,-0.187627
0,-120.025,-0.37375,0.048208,-0.117331,-0.23636
0,-121.589,-0.429357,0.0368964,0.118363,-0.0028014
0,-125.277,-2.10196,-0.536289,0.326893,-0.322631
0,-125.873,-2.87459,0.474446,0.418964,-0.258825
0,-120.207,-1.07492,-0.247336,-0.0258652,-0.41626
0,-120.031,-0.814206,0.0117585,0.122936,-0.393441
0,-126.253,-1.16938,-0.256485,0.212988,0.0895076
0,-120.527,-0.677935,-0.251849,-0.141387,-0.0219288
0,-120.311,-1.32334,0.163316,0.0472511,-0.432723
0,-120.293,-0.998234,-0.49687,-0.00734637,-0.162518
0,-121.505,-0.38637,-0.33488,0.106637,-0.133202
0,-120.488,-0.226457,0.112222,0.00800221,-0.129384
0,-120.275,-0.00468695,-0.0699953,0.0331112,-0.172031
0,-120.542,-1.4215,0.26705,0.364312,-0.198602
0,-120.052,-1.98888,0.282393,0.337474,0.0643193
0,-120.513,-1.4923,-0.0111284,0.0103094,-0.486838
0,-120.81,-1.33394,-0.283324,-0.127271,-0.415642
0,-122.708,-1.40974,-0.0914557,-0.186032,0.117338
0,-119.881,-1.03198,0.340186,0.14403,-0.156707
0,-121.913,-0.229951,-0.182314,0.155555,-0.0757355
0,-122.301,-0.355762,-0.280018,0.151215,-0.0896534
0,-122.769,-0.682525,-0.353876,0.0807065,-0.0167114
0,-121.74,-0.332276,-0.102282,0.227626,-0.0743968
0,-131.073,-2.90589,-0.664638,0.172599,0.0892562
0,-125.198,-3.21425,-0.655873,-0.214187,-0.399309
0,-121.084,-2.59137,0.186032,0.572873,-0.229934
0,-137.235,-5.24993,-0.319977,0.817566,-0.169956
0,-120.393,-0.481598,0.096646,-0.150747,-0.191164
0,-134.087,-6.94206,-0.0286113,-0.152421,0.542939
0,-120.246,-0.110511,0.0277658,-0.027691,-0.172117
0,-127.887,-5.76177,0.203543,0.343817,-0.728386
0,-132.168,-5.62844,-0.305878,-0.00340671,0.47394
0,-120.071,-1.86489,0.165799,0.496091,-0.152389
0,-122.569,-0.802071,0.113482,-0.0903182,0.0269186
0,-120.168,-0.660625,0.224669,0.153835,-0.0833634
0,-123.738,-1.4288,0.238082,-0.268396,-0.0636405
0,-120.492,-0.597598,0.200016,-0.0962951,-0.191482
0,-119.963,-1.74606,-0.529524,-0.159087,-0.0127078
0,-121.236,-1.23621,0.161758,0.236888,0.0657366
0,-133.767,-7.13372,0.000986246,0.396551,0.520576
0,-120.261,-1.95863,-0.0730342,-0.445606,-0.0784395
0,-120.537,-0.549599,-0.316008,-0.073662,-0.0585807
0,-121.48,-1.12773,-0.140331,-0.204939,0.0597989
0,-126.301,-1.37597,-0.42179,0.149263,0.0655898
0,-128.838,-2.38057,-0.166016,0.453733,0.130698
0,-132.36,-7.28722,-0.947459,-0.416483,0.09106
0,-122.495,-3.53044,0.041842,0.154539,-0.648105
0,-120.139,-0.323837,-0.101472,-0.156888,-0.143731
0,-122.964,-0.947182,0.0011299,0.188664,0.083779
0,-135.731,-2.26347,-0.558365,0.353677,-0.0160137
0,-121.213,-2.12964,-0.0935791,-0.101749,-0.537208
0,-120.677,-0.645923,-0.198234,0.277883,-0.278327
0,-119.885,-0.268429,-0.0944524,-0.101962,-0.245732
0,-123.101,-0.765792,-0.263797,0.328411,-0.170974
0,-125.259,-0.840948,-0.291106,0.229449,0.00691148
0,-122.703,-1.32363,-0.547498,0.151427,-0.18835
0,-123.214,-0.769678,-0.267258,0.057678,0.0518352
0,-120.797,-0.580705,-0.0222008,0.317685,-0.117163
0,-120.309,-1.89229,-0.290764,0.313438,-0.449403
0,-119.946,-1.79154,-0.180859,0.258669,-0.482364
0,-120.012,-1.04572,-0.221322,-0.301629,-0.191378
0,-123.003,-1.73272,-0.343005,-0.0658356,0.151584
0,-120.048,-0.898696,-0.168852,-0.271148,-0.0786943
0,-123.68,-2.32707,-0.46457,-0.393425,-0.19528
0,-119.863,-0.39698,0.0179074,-0.00300257,-0.316444
0,-133.547,-3.73377,0.586378,-0.340343,-0.0862934
0,-145.028,-7.42367,-0.369443,0.937388,-0.235354
0,-134.602,-2.86588,-0.701903,0.329745,-0.15191
0,-120.075,-0.348715,-0.106988,-0.165271,-0.153003
0,-120.292,-1.48257,-0.172939,0.0674822,-0.484746
0,-120.197,-1.32805,0.378218,-0.051341,-0.246483
0,-121.383,-3.62209,0.0066747,0.695804,-0.03235
0,-120.984,-1.63066,0.230768,0.243324,0.0929476
0,-119.971,-4.47965,-0.177527,-0.65847,0.0264798
0,-124.847,-1.93625,-0.451644,0.375746,-0.326432
0,-120.054,-0.971526,-0.109919,0.0772478,-0.427343
0,-121.276,-1.14844,-0.0363655,0.426691,-0.0948181
0,-122.647,-0.456043,-0.253097,0.243364,-0.124034
0,-121.898,-0.981119,-0.243847,-0.0876163,0.0720662
0,-121.359,-0.866976,-0.217724,-0.124632,0.0441526
0,-127.772,-2.28338,-0.366907,0.519159,-0.258348
0,-125.382,-2.93398,-0.211681,0.644738,-0.20119
0,-120.348,-0.520524,0.204803,0.101408,-0.0918915
0,-120.376,-1.51259,0.404807,0.189556,-0.234835
0,-125.911,-1.62286,-0.105786,0.261589,0.15523
0,-123.198,-3.04692,0.62186,-0.126892,-0.145696
0,-121.475,-0.594639,-0.295234,0.237137,-0.240178
0,-121.646,-3.70053,0.256869,-0.495669,-0.40383
0,-120.228,-0.986159,0.238788,0.181568,-0.312141
0,-121.424,-1.79353,0.0992315,0.387731,0.0814915
0,-119.939,-2.02291,0.518392,0.090117,-0.138702
0,-121.723,-1.11344,0.0503184,0.309008,0.0399836
0,-126.528,-3.17251,-0.664672,-0.277438,-0.329228
0,-119.933,-1.33087,0.0902932,0.441492,-0.149733
0,-142.866,-5.08174,-0.614255,-0.592517,-0.287524
0,-127.526,-1.2442,-0.344667,0.369468,-0.0764814
0,-119.954,-0.332085,-0.182352,0.0970318,-0.300654
0,-119.875,-0.458141,0.0710459,0.0696789,-0.318302
0,-119.953,-1.34761,-0.517866,-0.137855,-0.137549
0,-120.716,-0.552658,0.177782,-0.11068,-0.163086
0,-119.864,-0.457545,0.091923,0.0183893,-0.308067
0,-121.278,-2.22154,-0.582303,-0.265286,-0.105628
0,-120.648,-0.336092,0.149662,0.00119872,-0.110738
0,-121.05,-0.271489,-0.196973,-0.0265219,-0.0507396
0,-120.261,-1.67681,0.0823413,0.434352,-0.334937
0,-119.939,-1.46938,0.341994,-0.0645036,-0.333064
0,-122.52,-0.506012,-0.31042,0.221338,-0.154576
0,-119.89,-0.858392,-0.331414,-0.208782,-0.125098
0,-120.794,-0.066965,-0.107121,0.0111973,-0.09695
0,-121.951,-1.03445,0.187535,-0.240289,-0.123879
0,-120.053,-1.28177,0.376441,0.155425,-0.225086
0,-122.231,-0.451984,-0.304208,0.0851875,-0.0453311
0,-127.816,-3.53682,-0.0405256,-0.151477,0.336946
0,-119.973,-2.88008,-0.0114622,0.60244,-0.343261
0,-124.216,-2.96914,0.347139,-0.427331,-0.294432
0,-120.115,-0.266703,-0.252433,0.0642963,-0.249956
0,-120.149,-1.42178,0.048181,0.465079,-0.133122
0,-120.837,-0.307527,0.0722281,-0.0901926,-0.108132
0,-122.708,-1.79218,0.0139941,-0.344184,0.050696
0,-120.955,-6.10097,0.693393,-0.215942,-0.550561
0,-120.83,-0.527698,0.176548,-0.0997873,-0.143402
0,-121.861,-0.731515,-0.0567028,0.32656,-0.0513686
0,-123.309,-2.17801,0.00876318,0.441041,0.113262
0,-119.879,-0.44677,-0.0301848,0.0617548,-0.340478
0,-130.914,-2.60854,-0.262552,0.228547,0.250908
0,-120.651,-2.25586,0.523746,0.219288,-0.156689
0,-120.062,-2.84867,-0.752883,-0.0887793,-0.162452
0,-119.922,-0.424239,-0.0519258,0.207945,-0.293554
0,-139.835,-5.09833,-0.508249,-0.621121,-0.359155
0,-120.261,-1.72615,-0.383887,0.0170716,-0.459139
0,-124.705,-1.66086,0.103189,-0.0270857,0.172846
0,-120.117,-0.207887,-0.135129,0.144998,-0.258058
0,-120.425,-0.0422065,-0.0907185,-0.0176386,-0.136164
0,-121.416,-0.153187,-0.200403,0.116314,-0.102001
0,-120.312,-0.786345,0.270374,0.106512,-0.0749647
0,-119.918,-0.752939,-0.356847,-0.150211,-0.107154
0,-123.02,-1.63009,0.316358,-0.270827,-0.17316
0,-121.141,-1.46309,0.285301,0.291685,-0.310381
0,-119.876,-0.572068,0.0845201,0.271385,-0.227288
0,-120.667,-1.13601,0.355673,0.0345832,-0.0754004
0,-123.314,-3.9385,0.125392,0.564199,-0.506434
0,-120.104,-1.30051,-0.50323,-0.146615,-0.185805
0,-120.054,-0.251525,-0.212451,0.081232,-0.267375
0,-120.001,-0.720007,-0.174938,-0.200187,-0.285387
0,-121.231,-0.741476,0.0867834,-0.222558,-0.107188
0,-123.235,-1.7745,-0.123673,0.520056,-0.0973313
0,-119.875,-0.62596,-0.116067,-0.207972,-0.257318
0,-125.76,-1.01357,-0.352688,0.190806,0.0287274
0,-123.471,-1.92654,-0.117274,-0.188818,0.179835
0,-122.615,-0.87267,-0.00441141,0.226273,0.0571848
0,-124.209,-0.760904,-0.220373,0.159578,0.0493867
0,-120.024,-1.24265,0.0415894,-0.152489,-0.41272
0,-120.012,-0.536219,0.170758,0.203168,-0.120029
0,-121.381,-1.66027,0.238142,0.242287,-0.409465
0,-119.921,-0.460637,-0.0617349,-0.184559,-0.221656
0,-121.31,-0.293234,-0.153133,-0.0255652,-0.0290267
0,-121.518,-2.15174,0.23598,0.255882,0.156102
0,-121.689,-2.34805,0.245089,-0.394849,-0.304554
0,-121.161,-1.37151,-0.286876,-0.225312,-0.367906
0,-119.994,-0.156403,0.0668123,0.0699903,-0.212752
0,-120.648,-0.354673,0.0253638,0.229073,-0.0948196
0,-122.206,-1.96369,-0.318614,-0.20233,-0.455449
0,-128.133,-2.79488,-0.290191,0.0545084,0.283236
0,-121.208,-0.311298,-0.209105,-0.0179212,-0.0396529
0,-122.484,-1.43167,0.346648,-0.0379449,0.0105231
0,-119.898,-0.205456,0.0399249,0.0736191,-0.25688
0,-119.94,-0.6596,0.165717,-0.0743657,-0.288418
0,-135.666,-5.45696,-0.903278,0.34356,-0.36179
0,-121.11,-0.825231,0.196479,-0.184404,-0.170597
0,-120.587,-1.20938,0.221095,0.206376,-0.360633
0,-120.413,-0.0673313,0.0176484,0.0846235,-0.138314
0,-121.516,-0.422611,-0.34577,0.0848242,-0.113113
0,-120.735,-2.20481,0.0747769,0.452203,-0.40957
0,-122.09,-1.74557,-0.55622,-0.00368832,0.0237623
0,-119.994,-0.976019,0.250338,-0.0830351,-0.297974
0,-123.277,-1.51594,-0.218431,0.473436,-0.212362
0,-120.3,-1.71676,-0.038837,-0.277054,-0.419827
0,-119.915,-0.433946,0.0578585,-0.0949201,-0.275233
0,-121.906,-2.32786,0.267005,0.212966,0.177546
0,-122.602,-0.404472,-0.25574,0.214887,-0.106871
0,-122.081,-0.839315,-0.457287,0.0926823,-0.108472
0,-125.184,-2.70801,-0.400899,-0.459579,-0.270086
0,-120.227,-0.341278,-0.22012,-0.110987,-0.101959
0,-121.323,-1.32696,0.334753,0.0540788,0.0124723
0,-125.882,-2.21826,0.0258612,-0.11328,0.228602
0,-119.98,-1.92413,-0.195733,-0.439885,-0.115471
0,-119.979,-0.182092,-0.0868117,-0.093468,-0.207367
0,-120.234,-0.963233,-0.1514,-0.0838766,-0.404853
0,-120.579,-0.880025,0.167295,-0.206532,-0.226803
0,-121.168,-4.61136,-0.41544,-0.55597,0.137047
0,-120.065,-0.34847,0.00918964,0.243632,-0.204556
0,-119.88,-0.497843,-0.232366,0.0217796,-0.326717
0,-121.787,-2.60346,-0.594209,-0.0693432,0.115864
0,-119.905,-0.606961,0.018428,0.289403,-0.257739
0,-121.947,-3.55568,-0.488318,-0.171289,0.257034
0,-119.891,-0.332438,0.133005,0.116168,-0.224443
0,-120.307,-1.59557,-0.541351,-0.0918815,-0.0233312
0,-119.864,-0.294892,-0.0732611,0.0165279,-0.30728
0,-120.583,-2.75323,-0.429176,0.287413,-0.508175
0,-120.413,-0.3997,-0.063921,-0.171891,-0.11057
0,-127.528,-2.54963,0.353444,-0.393679,-0.112131
0,-120.346,-0.257588,-0.280703,0.06742,-0.214311
0,-121.622,-0.436361,-0.0285819,0.218518,-0.0326
0,-120.078,-3.14597,-0.756711,-0.0998547,-0.0241481
0,-129.097,-3.10711,0.344298,-0.474444,-0.124855
0,-120.157,-0.828893,-0.457417,-0.0181892,-0.173671
0,-120.168,-1.08303,0.124511,0.325777,-0.306832
0,-120.23,-0.248719,0.123893,-0.00209899,-0.174247
0,-121.381,-0.377171,-0.177699,-0.0359741,-0.0152604
0,-123.113,-0.54519,-0.147874,0.149853,0.0259677
0,-120.427,-2.75615,0.585867,-0.0621894,-0.266939
0,-125.05,-3.85405,-0.0940547,0.712238,-0.00931867
0,-120.275,-0.450197,-0.230813,0.170844,-0.28959
0,-127.078,-2.02087,-0.193306,0.513812,-0.0113205
0,-120.011,-1.06245,0.0905741,0.348295,-0.293202
0,-124.279,-1.38161,-0.548093,0.187713,-0.154255
0,-126.067,-1.10971,-0.367593,0.343634,-0.135739
0,-119.981,-1.86963,0.479775,0.171168,-0.124118
0,-119.981,-1.23772,-0.119839,-0.332203,-0.260361
0,-119.948,-0.940791,-0.450268,0.00140035,-0.271141
0,-120.529,-0.116939,-0.0815521,-0.0580282,-0.112077
0,-122.847,-3.30692,0.554935,0.15914,-0.425397
0,-122.864,-1.73958,0.430749,-0.12988,-0.094087
0,-120.191,-1.75737,-0.270092,-0.399204,-0.108366
0,-120.158,-0.152757,-0.0419065,-0.087951,-0.17568
0,-127.132,-3.04712,-0.0907037,-0.0810394,0.313147
0,-140.873,-3.61734,-0.496842,0.313106,0.244552
0,-119.937,-1.39578,0.316927,-0.0753076,-0.337615
0,-119.965,-1.56238,0.373709,-0.0582073,-0.321432
0,-119.934,-0.657052,-0.396988,-0.0609425,-0.191915
0,-132.854,-5.4316,0.307786,0.580389,-0.575889
0,-133.722,-2.84668,-0.366516,0.252958,0.241364
0,-120.139,-1.40566,0.183007,-0.0183231,-0.431839
0,-122.482,-2.59991,-0.735524,0.0647619,-0.101962
0,-121.346,-0.755105,-0.109208,0.365258,-0.160786
0,-119.923,-1.33868,-0.0225286,-0.302332,-0.331608
0,-123.951,-0.998295,-0.0901859,0.247444,0.0739005
0,-120.77,-0.167296,-0.104296,0.199019,-0.160182
0,-119.985,-0.977123,-0.0894389,-0.244546,-0.317916
0,-119.934,-1.81106,-0.174532,0.282612,-0.476368
0,-120.954,-1.20921,-0.338062,0.265786,-0.353865
0,-122.119,-2.0756,0.316369,0.124372,0.141567
0,-123.713,-2.45659,0.131758,-0.472432,-0.0619472
0,-124.753,-1.85916,0.124812,-0.308613,0.067068
0,-119.988,-0.205409,-0.222583,0.0122083,-0.241276
0,-120.415,-0.281159,0.0819502,-0.0863754,-0.164355
0,-120.828,-0.401292,-0.131126,-0.118471,-0.0432793
0,-120.779,-2.56161,0.0637607,-0.511362,-0.202248
0,-122.003,-0.406838,-0.142422,0.0151454,0.0106842
0,-119.875,-0.737945,-0.298522,-0.200546,-0.129262
0,-127.01,-2.25397,-0.104351,0.10162,0.254511
0,-120.218,-0.765644,0.176437,-0.146302,-0.25669
0,-120.497,-2.36886,-0.43978,-0.210319,0.137784
0,-120.453,-5.43197,0.753742,0.140382,0.154309
0,-121.436,-2.339,-0.263861,-0.0454799,-0.549156
0,-119.87,-0.681792,0.109413,-0.0673671,-0.330413
0,-121.484,-2.44023,-0.577914,0.213622,-0.408499
0,-124.357,-1.57504,-0.31017,0.44212,-0.25274
0,-119.892,-0.335865,-0.00359292,-0.0910573,-0.269003
0,-122.83,-0.967867,0.0737769,0.0836973,0.0934615
0,-120.595,-0.0917567,-0.191283,0.104204,-0.179325
0,-123.05,-0.777081,-0.120569,0.0176475,0.0825362
0,-122.639,-0.482815,-0.261346,0.0901213,-0.00932642
0,-120.067,-3.55148,-0.464541,0.162363,-0.59469
0,-120.682,-1.84968,-0.464032,0.208242,-0.410703
0,-120.935,-3.50639,0.343674,-0.0466108,-0.580191
0,-121.485,-2.06095,0.139058,-0.43203,-0.21076
0,-122.181,-1.97629,0.293212,0.264012,-0.415254
0,-141.462,-3.88445,-0.352757,0.435791,0.264494
0,-121.937,-0.297005,-0.189745,0.215515,-0.112166
0,-120.79,-0.186991,-0.148212,-0.0447184,-0.074195
0,-121.31,-2.19715,-0.191612,-0.431657,-0.326562
0,-119.867,-0.531351,-0.164916,-0.194772,-0.22059
0,-124.11,-0.69466,-0.328547,0.173205,-0.0220795
0,-122.716,-1.95925,0.171338,0.207453,0.172665
0,-120.928,-1.77235,0.0362435,-0.421214,-0.12953
0,-120.038,-0.828886,-0.0474036,-0.0750555,-0.389906
0,-122.452,-2.15598,0.504572,-0.13209,-0.155583
0,-120.473,-2.28585,-0.453174,-0.348364,-0.00344299
0,-119.997,-1.71686,0.0543009,0.473169,-0.295563
0,-119.985,-0.891215,-0.266065,-0.256259,-0.179129
0,-125.234,-1.19184,-0.310556,0.114246,0.0999051
0,-137.122,-3.49803,-0.6468,0.471689,-0.302748
0,-120.551,-0.107426,0.0290215,0.0964047,-0.114995
0,-123.927,-3.51956,-0.22135,-0.214186,-0.614345
0,-120.623,-1.01463,0.114633,0.312177,-0.00964907
0,-120.955,-1.30847,-0.255105,-0.236936,-0.359607
0,-130.235,-3.34715,-0.795357,0.205258,-0.087229
0,-121.8,-0.239625,-0.166145,0.189611,-0.0942759
0,-119.927,-0.54271,-0.110301,-0.2172,-0.182261
0,-121.366,-1.12395,0.124151,0.249111,0.055771
0,-121.335,-1.4119,0.0583996,-0.360002,-0.104485
0,-120.09,-0.264555,0.120491,-0.00381379,-0.203528
0,-119.948,-2.68691,-0.380156,-0.382543,0.0854548
0,-122.963,-1.31914,0.140415,-0.29087,-0.0405454
0,-122.971,-1.2093,0.226198,-0.0268328,0.0651208
0,-120.39,-1.09009,0.178011,0.183052,-0.3718
0,-121.962,-1.18414,-0.00499213,0.374487,0.00585154
0,-124.068,-2.49382,-0.0912637,-0.24964,0.215019
0,-124.201,-2.26385,0.180711,0.119092,0.218741
0,-119.872,-0.564599,0.192751,0.0410518,-0.27044
0,-120.395,-0.255377,-0.22217,0.139353,-0.242528
0,-120.665,-0.508871,-0.248275,-0.0978435,-0.0375756
0,-120.624,-0.936163,0.044232,-0.287278,-0.154936
0,-119.884,-0.625405,-0.201829,0.0805569,-0.361448
0,-120.186,-1.83634,-0.566027,-0.19282,-0.0954693
0,-121.163,-1.88766,0.439698,-0.144574,-0.252249
0,-119.92,-1.59089,-0.276543,-0.355424,-0.0546094
0,-120.646,-0.401213,0.071307,-0.141414,-0.142098
0,-119.897,-0.578387,-0.341724,-0.0155918,-0.274874
0,-120.041,-0.735854,-0.127019,-0.117345,-0.357121
0,-120.522,-1.52091,0.227284,-0.258091,-0.310464
0,-124.432,-1.70335,0.349242,-0.238034,-0.0842707
0,-120.251,-0.448828,0.20069,0.0755743,-0.124974
0,-137.751,-3.2354,-0.726319,0.289362,-0.000311621
0,-120.324,-1.59633,-0.0589453,0.487297,-0.255778
0,-122.048,-1.7025,-0.394988,-0.223651,-0.372039
0,-122.521,-2.72849,-0.30562,0.501878,-0.415278
0,-121.318,-2.14018,-0.164837,-0.0704886,-0.540585
0,-124.116,-1.7604,-0.172468,0.517764,-0.121612
0,-120.114,-3.01087,0.63917,0.0636823,-0.100322
0,-128.605,-1.41622,-0.437101,0.35036,-0.1123
0,-119.879,-0.441511,-0.180741,-0.00296139,-0.326541
0,-119.947,-0.29355,-0.253074,0.00737689,-0.255442
0,-120.324,-1.54634,-0.214723,0.0491916,-0.486355
0,-119.969,-4.23394,-0.129298,-0.667609,-0.0599846
0,-120.363,-1.03496,-0.176258,-0.133475,-0.394567
0,-121.657,-1.67459,0.113978,-0.390553,-0.147657
0,-119.882,-0.685434,0.0178017,0.2874,-0.286803
0,-121.588,-0.433524,0.0687257,0.054225,-0.00465675
0,-119.894,-0.679918,-0.335763,-0.00973497,-0.310103
0,-123.43,-2.28415,-0.12537,-0.234858,0.19888
0,-133.988,-4.22742,0.37688,-0.216199,0.282924
0,-122.095,-7.33799,0.600122,-0.364319,-0.651224
0,-120.488,-7.63041,-1.0495,0.0859902,-0.47173
0,-125.101,-1.04263,-0.3481,0.139465,0.0538822
0,-119.913,-1.032,0.0510243,-0.245366,-0.307588
0,-124.506,-1.6533,-0.0501409,-0.0796252,0.182989
0,-119.887,-0.448068,-0.170995,-0.120709,-0.279672
0,-120.313,-0.331861,-0.231254,0.145322,-0.264393
0,-120.911,-0.461068,-0.100315,-0.139838,-0.0386265
0,-120.391,-0.714288,-0.131858,-0.22574,-0.0585984
0,-124.261,-1.96105,0.0508115,0.234352,0.193104
0,-121.715,-0.505404,-0.287667,0.230677,-0.208182
0,-120.472,-1.0252,0.00367292,-0.311803,-0.141211
0,-122.582,-1.36435,-0.455253,0.25804,-0.300299
0,-120.957,-0.977754,0.230801,0.133984,0.015895
0,-123.493,-1.73249,0.0822908,-0.335156,0.0313315
0,-120.819,-0.13521,0.0235653,0.0717554,-0.0852356
0,-119.976,-1.26141,-0.477201,0.0463726,-0.329645
0,-119.889,-0.296786,-0.119078,0.0796653,-0.306421
0,-120.042,-1.66208,0.390134,-0.075555,-0.31772
0,-121.088,-0.381591,0.107332,0.0690644,-0.039627
0,-120.961,-0.154696,-0.175142,0.0026801,-0.0768395
0,-120.372,-0.828534,0.0099108,-0.273824,-0.160266
0,-122.356,-1.18671,0.0205613,-0.251931,0.0265617
0,-120.329,-1.08242,-0.514382,0.0141002,-0.190328
0,-120.407,-1.42962,0.302986,0.107377,-0.373019
0,-122.603,-0.512431,-0.160404,0.276705,-0.074782
0,-120.581,-1.41126,0.172495,0.114057,-0.437099
0,-125.224,-2.23133,0.0679577,0.148325,0.236584
0,-119.981,-1.77185,0.475419,0.132035,-0.182208
0,-125.766,-3.79471,-0.332568,-0.603912,-0.24672
0,-122.839,-1.98628,0.42898,-0.0263515,0.0386247
0,-120.812,-0.08563,-0.179846,0.116909,-0.155908
0,-119.9,-1.54284,-0.328861,-0.291595,0.0001793
0,-119.926,-0.942561,-0.0112914,-0.187389,-0.353442
0,-120.269,-0.425071,0.0972519,0.219256,-0.103632
0,-121.775,-0.767051,-0.0465601,0.332689,-0.0492298
0,-145.253,-3.13217,-0.538942,0.469269,0.0537973
0,-123.08,-1.81215,0.423685,-0.0774088,-0.0104783
0,-121.342,-2.97258,0.0548022,0.464317,-0.497715
0,-124.739,-2.46061,-0.418405,-0.0245981,0.211319
0,-120.098,-1.47686,0.0530638,0.400031,-0.344131
0,-120.014,-2.38928,0.111736,0.56234,-0.0576752
0,-125.444,-3.24632,0.448469,0.517304,-0.138787
0,-129.665,-1.69009,-0.394022,0.435607,-0.129077
0,-123.881,-1.83564,0.116197,-0.356426,0.011708
0,-122.693,-3.02494,0.594742,0.292583,-0.158926
