# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = clickgraph_model
# start_datetime = 2023-01-12 08:53:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 20000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\clickgraph\clickgraph.data.R
# init = 2 (Default)
# random
#   seed = 2891521876 (Default)
# output
#   file = examples\clickgraph\clickgraphMCMC20k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,simAll,unif.1,unif.2,unif.3,unif.4,unif.5,beta1,beta2
-22.528,0.326196,0.00273203,10,1023,0,27.1634,0.569001,0.158485,0.0661526,0.226643,0.327953,0.453371,0.834509,0.583022
-19.0426,0.876652,0.00273203,10,1023,0,24.7056,0.602439,0.691578,0.824477,0.527183,0.335664,0.739088,0.535306,0.663887
-23.3278,0.853841,0.00273203,10,1023,0,25.0011,0.037261,0.800216,0.183776,0.120235,0.505898,0.926848,0.603535,0.409797
-21.3311,0.999995,0.00273203,10,1023,0,27.1573,0.0490007,0.631663,0.885923,0.637108,0.767363,0.722205,0.654718,0.633118
-20.41,0.98951,0.00273203,10,1023,0,22.2953,0.0622377,0.440731,0.786178,0.738305,0.603503,0.489275,0.624628,0.713965
-19.8604,0.973886,0.00273203,10,1023,0,22.7587,0.228551,0.762767,0.364066,0.84909,0.604973,0.339321,0.719718,0.634727
-22.5667,0.868528,0.00273203,10,1023,0,25.1466,0.429184,0.911642,0.780241,0.345545,0.397936,0.47425,0.856279,0.345112
-25.5769,0.374161,0.00273203,10,1023,0,27.6807,0.735249,0.0448185,0.116275,0.691786,0.611801,0.0596215,0.332718,0.943024
-21.5518,0.711979,0.00273203,10,1023,0,27.5714,0.509487,0.890595,0.595273,0.461889,0.245467,0.292635,0.542313,0.991493
-23.1737,0.472756,0.00273203,10,1023,0,24.6495,0.602748,0.927249,0.256484,0.421696,0.330161,0.11216,0.597292,0.988914
-23.6498,0.681247,0.00273203,10,1023,0,28.7387,0.441886,0.978551,0.251444,0.385899,0.282083,0.130967,0.610858,0.977261
-21.0877,0.86822,0.00273203,10,1023,0,26.543,0.356846,0.686201,0.325184,0.40818,0.112588,0.638023,0.687463,0.238191
-22.8269,0.636064,0.00273203,10,1023,0,24.6595,0.765921,0.322241,0.414882,0.692103,0.0622813,0.216706,0.619864,0.977735
-22.2188,0.877767,0.00273203,10,1023,0,24.4332,0.690869,0.268216,0.318277,0.745548,0.048898,0.267108,0.55354,0.970301
-22.6042,0.966868,0.00273203,10,1023,0,26.35,0.341477,0.947754,0.761401,0.238189,0.697888,0.250262,0.315621,0.321307
-20.9182,0.914308,0.00273203,10,1023,0,27.0091,0.291551,0.218793,0.203962,0.319772,0.603524,0.772891,0.871613,0.661872
-19.1722,0.524045,0.00273203,10,1023,0,24.2418,0.564684,0.715476,0.897405,0.679203,0.421277,0.291314,0.62321,0.781117
-23.4242,0.680116,0.00273203,10,1023,0,24.3835,0.711784,0.275021,0.918544,0.644387,0.250305,0.0266965,0.629291,0.949956
-22.8297,0.850561,0.00273203,10,1023,0,24.7638,0.473213,0.537642,0.973521,0.692499,0.234848,0.0516781,0.641364,0.950409
-26.1729,0.968962,0.00273203,10,1023,0,31.3385,0.87643,0.773774,0.994676,0.813019,0.818672,0.885066,0.361604,0.660915
-23.3115,0.992074,0.00273203,10,1023,0,29.071,0.946583,0.315961,0.886101,0.131804,0.0393307,0.5657,0.563308,0.659914
-20.2924,0.982879,0.00273203,10,1023,0,25.2296,0.397915,0.1723,0.43665,0.741875,0.103458,0.654474,0.690253,0.505707
-20.904,0.993238,0.00273203,10,1023,0,22.5848,0.312212,0.815771,0.246204,0.74079,0.883919,0.504166,0.389874,0.599848
-22.3139,1,0.00273203,10,1023,0,25.9155,0.115228,0.921941,0.272729,0.541277,0.847845,0.90267,0.41705,0.598612
-23.1318,0.974497,0.00273203,10,1023,0,26.7193,0.0152474,0.817859,0.303986,0.720323,0.145185,0.824913,0.454746,0.653235
-21.8507,0.894904,0.00273203,10,1023,0,26.565,0.971617,0.828771,0.636715,0.260685,0.863307,0.550989,0.532288,0.376121
-22.9082,1,0.00273203,10,1023,0,25.0167,0.976073,0.712459,0.787196,0.585167,0.0724491,0.557946,0.441278,0.731023
-21.4705,0.911208,0.00273203,10,1023,0,26.9472,0.50434,0.685812,0.132673,0.246621,0.926832,0.916536,0.623777,0.239912
-23.6939,0.79192,0.00273203,10,1023,0,25.2865,0.398716,0.947522,0.108702,0.2717,0.860661,0.979116,0.730571,0.507563
-21.3292,0.771523,0.00273203,10,1023,0,26.7324,0.417394,0.871297,0.0879238,0.0957728,0.659474,0.82162,0.72317,0.275298
-21.2069,0.439699,0.00273203,10,1023,0,31.6932,0.119821,0.449703,0.0703782,0.236153,0.445368,0.878723,0.639433,0.549257
-25.0192,0.966287,0.00273203,10,1023,0,28.4992,0.465758,0.151742,0.992984,0.163136,0.868583,0.15831,0.790401,0.505547
-21.0865,0.777137,0.00273203,10,1023,0,31.2204,0.758101,0.481248,0.917144,0.280733,0.178757,0.149901,0.534978,0.424839
-22.2317,0.912728,0.00273203,10,1023,0,24.3144,0.164894,0.344792,0.13546,0.950333,0.871308,0.69816,0.676702,0.658824
-21.9944,0.90425,0.00273203,10,1023,0,25.9255,0.134483,0.523507,0.233644,0.962689,0.758009,0.781655,0.713453,0.503832
-20.4242,0.999999,0.00273203,10,1023,0,23.8935,0.701251,0.796347,0.714762,0.0850417,0.586493,0.796133,0.605658,0.679045
-21.3377,0.918892,0.00273203,10,1023,0,22.2981,0.331853,0.133621,0.135291,0.952855,0.410434,0.43415,0.750674,0.231489
-23.0528,0.490651,0.00273203,10,1023,0,26.3657,0.890562,0.405004,0.862847,0.188331,0.970593,0.694908,0.726298,0.699141
-25.6114,0.906248,0.00273203,10,1023,0,29.8157,0.990018,0.946071,0.370003,0.408679,0.399283,0.971257,0.729909,0.484677
-23.6123,1,0.00273203,10,1023,0,28.916,0.410931,0.0171529,0.713355,0.622006,0.647768,0.168245,0.238502,0.569102
-23.4337,0.712507,0.00273203,10,1023,0,27.4938,0.398508,0.0649735,0.850785,0.191454,0.132493,0.226345,0.278209,0.802746
-21.031,0.568735,0.00273203,10,1023,0,26.2374,0.272996,0.221279,0.728551,0.370809,0.177717,0.408677,0.534321,0.907104
-20.0361,0.988687,0.00273203,10,1023,0,22.6773,0.712674,0.872145,0.181875,0.770439,0.550311,0.27724,0.628372,0.64978
-20.9204,0.998939,0.00273203,10,1023,0,22.6043,0.30235,0.0549875,0.79236,0.0996316,0.467846,0.716232,0.673285,0.300069
-22.6999,0.724906,0.00273203,10,1023,0,26.2382,0.137321,0.920586,0.212444,0.607645,0.2662,0.918393,0.725089,0.755265
-23.9681,0.977626,0.00273203,10,1023,0,27.9865,0.407723,0.331714,0.969179,0.686895,0.513685,0.992788,0.719127,0.564067
-23.4099,0.862546,0.00273203,10,1023,0,27.1102,0.270749,0.608404,0.918089,0.70977,0.74724,0.982609,0.733552,0.739495
-25.2237,0.925426,0.00273203,10,1023,0,29.857,0.907554,0.721494,0.99817,0.324785,0.243774,0.350398,0.533507,0.341877
-21.5719,0.899984,0.00273203,10,1023,0,27.9873,0.499412,0.388073,0.907211,0.924799,0.765342,0.706044,0.563464,0.742443
-18.4066,0.939516,0.00273203,10,1023,0,21.4438,0.506171,0.438344,0.408269,0.197422,0.266328,0.695416,0.61841,0.25681
-23.4544,0.759222,0.00273203,10,1023,0,26.3053,0.362244,0.0965549,0.791537,0.207418,0.878197,0.886119,0.55963,0.814953
-22.9864,0.690242,0.00273203,10,1023,0,28.0593,0.208207,0.261615,0.16492,0.600585,0.235153,0.735771,0.587346,0.091575
-23.1708,0.282511,0.00273203,9,1023,0,26.3038,0.193935,0.294147,0.183806,0.510804,0.251309,0.827185,0.586315,0.0893615
-23.6109,0.649827,0.00273203,10,1023,0,25.4675,0.379772,0.301588,0.30633,0.460979,0.657609,0.144451,0.330305,0.942619
-21.1563,0.751459,0.00273203,9,1023,0,32.1462,0.242237,0.324467,0.412023,0.690398,0.436441,0.071164,0.29548,0.865073
-27.3377,0.600004,0.00273203,10,1023,0,29.9557,0.942703,0.740916,0.824981,0.0100626,0.427816,0.0308946,0.709958,0.0707495
-19.2016,0.912009,0.00273203,10,1023,0,29.1142,0.376509,0.208174,0.31186,0.208551,0.328229,0.669553,0.575884,0.134547
-22.2538,0.891681,0.00273203,10,1023,0,26.0195,0.752569,0.637632,0.459161,0.816526,0.74291,0.531947,0.197876,0.738323
-22.2628,0.316817,0.00273203,10,1023,0,24.9845,0.755536,0.603261,0.479402,0.780139,0.752812,0.480264,0.19046,0.699653
-27.4224,0.249928,0.00273203,10,1023,0,32.0112,0.104795,0.159497,0.434321,0.959246,0.987824,0.961319,0.708579,0.333223
-26.6944,0.953804,0.00273203,10,1023,0,32.1341,0.240352,0.157133,0.549543,0.943691,0.98447,0.971197,0.842765,0.659
-21.0773,0.647573,0.00273203,10,1023,0,28.4192,0.46753,0.173838,0.367448,0.457073,0.852334,0.570717,0.946246,0.278277
-21.9121,0.518359,0.00273203,10,1023,0,25.6967,0.116805,0.292364,0.114471,0.113388,0.257586,0.166728,0.83456,0.382831
-22.4274,0.274221,0.00273203,10,1023,0,23.8408,0.159655,0.300242,0.074389,0.107909,0.189507,0.182664,0.844154,0.301801
-23.5764,0.22456,0.00273203,10,1023,0,29.5477,0.16782,0.301092,0.0888298,0.13233,0.243084,0.0982936,0.842905,0.419097
-22.2893,0.515255,0.00273203,10,1023,0,29.2333,0.285417,0.130776,0.41968,0.843411,0.128953,0.805276,0.808707,0.574633
-19.2151,0.989241,0.00273203,10,1023,0,22.929,0.608708,0.452201,0.83461,0.181275,0.685011,0.70761,0.710965,0.558411
-20.0053,0.664269,0.00273203,10,1023,0,23.7742,0.334542,0.577132,0.456761,0.684952,0.499621,0.27371,0.758143,0.45215
-20.7728,1,0.00273203,10,1023,0,22.2207,0.839236,0.146049,0.204222,0.658059,0.384558,0.759295,0.518387,0.835913
-23.3694,1,0.00273203,10,1023,0,25.0221,0.453486,0.00629598,0.353187,0.813224,0.684302,0.21979,0.431376,0.357976
-23.7734,0.858147,0.00273203,10,1023,0,26.279,0.512633,0.00196338,0.390848,0.699817,0.138779,0.431078,0.617659,0.717622
-25.9489,0.848429,0.00273203,10,1023,0,28.4954,0.215973,0.00345278,0.449561,0.365978,0.0151358,0.489846,0.694814,0.702099
-24.9055,0.963912,0.00273203,10,1023,0,27.9283,0.445661,0.000972253,0.784031,0.41509,0.12423,0.558076,0.620605,0.328876
-23.5479,0.671169,0.00273203,10,1023,0,31.0009,0.126123,0.232325,0.193388,0.0345928,0.620167,0.419439,0.284955,0.570745
-21.443,0.85322,0.00273203,9,511,0,26.6206,0.199189,0.326087,0.342174,0.0703455,0.682232,0.431486,0.333237,0.423991
-19.4635,0.919534,0.00273203,10,1023,0,22.7864,0.661176,0.330083,0.470046,0.720914,0.213689,0.246682,0.682243,0.566872
-25.2223,0.969712,0.00273203,10,1023,0,26.5782,0.770373,0.00661974,0.228875,0.806459,0.0330883,0.656985,0.592938,0.868678
-26.2129,0.617923,0.00273203,10,1023,0,29.2238,0.855685,0.00281819,0.295294,0.631,0.0362929,0.663119,0.580724,0.875614
-27.0814,0.787089,0.00273203,10,1023,0,30.9622,0.891773,0.00491863,0.461493,0.883044,0.0301907,0.877986,0.709906,0.422848
-24.8815,0.627063,0.00273203,10,1023,0,28.938,0.831745,0.011092,0.519763,0.72264,0.0174985,0.865998,0.687859,0.308737
-24.8232,0.79436,0.00273203,10,1023,0,30.7499,0.952201,0.159629,0.159031,0.744515,0.97527,0.94726,0.583876,0.489056
-23.0762,0.845087,0.00273203,10,1023,0,26.4851,0.962273,0.270301,0.101778,0.410279,0.924812,0.814875,0.562114,0.277485
-22.4689,0.815999,0.00273203,10,1023,0,26.239,0.964945,0.338384,0.107233,0.485085,0.885106,0.711063,0.548659,0.207704
-23.0526,0.999999,0.00273203,10,1023,0,27.1021,0.685521,0.440194,0.0228818,0.333449,0.259192,0.0429461,0.553926,0.790938
-29.0724,0.938957,0.00273203,10,1023,0,31.785,0.00851136,0.449585,0.00200364,0.628649,0.245796,0.0189735,0.596015,0.410942
-26.8347,0.741175,0.00273203,10,1023,0,34.2212,0.00273336,0.638801,0.0255099,0.0629758,0.361804,0.273564,0.427204,0.585966
-20.4431,0.792539,0.00273203,10,1023,0,30.9788,0.833524,0.329322,0.101061,0.641091,0.612308,0.908983,0.641242,0.412197
-24.2608,0.667432,0.00273203,10,1023,0,27.2713,0.488696,0.461251,0.910967,0.91814,0.217435,0.0485433,0.777358,0.918833
-21.8812,1,0.00273203,10,1023,0,27.9879,0.469701,0.174878,0.800123,0.107268,0.606518,0.282884,0.320631,0.344045
-24.1388,0.982576,0.00273203,10,1023,0,28.5731,0.709,0.842645,0.117012,0.995077,0.419262,0.606407,0.645317,0.91519
-24.1234,0.578278,0.00273203,10,1023,0,30.8746,0.677453,0.634317,0.0642716,0.995794,0.294905,0.61105,0.61087,0.459288
-25.7362,0.902246,0.00273203,10,1023,0,30.6658,0.454929,0.616379,0.189711,0.994341,0.0662282,0.94467,0.700794,0.480611
-19.5604,0.966861,0.00273203,10,1023,0,26.8204,0.812878,0.384688,0.583871,0.7111,0.814246,0.609256,0.500551,0.584462
-21.0857,0.978496,0.00273203,10,1023,0,22.623,0.838676,0.907881,0.696438,0.391379,0.313674,0.881667,0.496446,0.610956
-22.7724,1,0.00273203,10,1023,0,26.3702,0.227927,0.250463,0.717077,0.931449,0.0224217,0.709696,0.555024,0.779924
-26.9751,0.677703,0.00273203,10,1023,0,29.8759,0.951488,0.106582,0.300914,0.517237,0.00590696,0.246078,0.300028,0.295885
-27.0094,0.999999,0.00273203,10,1023,0,30.873,0.945477,0.110405,0.245373,0.689389,0.00537496,0.17553,0.324695,0.339836
-28.2722,0.970129,0.00273203,10,1023,0,33.2152,0.0397555,0.951055,0.287034,0.535234,0.000895493,0.85452,0.441403,0.825259
-24.0338,0.970858,0.00273203,10,1023,0,33.9297,0.107977,0.111109,0.929367,0.8656,0.0367269,0.551374,0.642392,0.732198
-21.7103,0.967803,0.00273203,10,1023,0,25.771,0.178378,0.302199,0.789783,0.874261,0.14774,0.836542,0.711026,0.628394
-20.3498,0.980689,0.00273203,10,1023,0,22.317,0.127652,0.403811,0.770156,0.767013,0.158318,0.678791,0.678465,0.557788
-19.9035,0.939643,0.00273203,10,1023,0,22.4005,0.190034,0.309948,0.643118,0.857414,0.193426,0.555681,0.644729,0.534656
-23.8047,0.804606,0.00273203,10,1023,0,27.0204,0.101963,0.17184,0.307646,0.796839,0.249126,0.21623,0.643822,0.163119
-19.4498,0.994415,0.00273203,10,1023,0,25.0088,0.38796,0.256016,0.228087,0.405132,0.675227,0.176256,0.514949,0.609372
-20.1823,0.817263,0.00273203,10,1023,0,22.9459,0.161278,0.639048,0.34642,0.0874556,0.654897,0.73877,0.693275,0.447553
-23.3315,0.903893,0.00273203,10,1023,0,26.358,0.665733,0.308318,0.399989,0.780242,0.00720538,0.447204,0.357934,0.390542
-22.1043,0.729975,0.00273203,10,1023,0,30.3371,0.532958,0.486797,0.422922,0.741553,0.0137531,0.390953,0.366162,0.440271
-22.1511,0.841583,0.00273203,10,1023,0,26.3471,0.544396,0.422348,0.356855,0.678906,0.0133294,0.399228,0.356699,0.447577
-22.6788,0.639186,0.00273203,10,1023,0,27.8376,0.840036,0.488706,0.678967,0.791824,0.345672,0.543864,0.43853,0.987843
-24.0107,0.48112,0.00273203,10,1023,0,26.6337,0.749936,0.28874,0.567353,0.971642,0.618727,0.365143,0.434873,0.993182
-22.9286,0.568059,0.00273203,10,1023,0,29.2178,0.789716,0.506745,0.680547,0.940623,0.485887,0.460486,0.523525,0.992931
-18.8782,0.573042,0.00273203,9,1023,0,26.1609,0.385167,0.659039,0.580571,0.337991,0.353147,0.552224,0.672228,0.767927
-19.3789,0.925566,0.00273203,10,1023,0,20.1465,0.618329,0.471089,0.354656,0.178729,0.273816,0.497656,0.689879,0.758678
-19.6881,0.941424,0.00273203,10,1023,0,22.8045,0.603328,0.474114,0.374631,0.0802662,0.284232,0.369177,0.624279,0.704678
-22.7415,0.838174,0.00273203,10,1023,0,25.425,0.0145448,0.295966,0.657038,0.686099,0.585828,0.863534,0.783217,0.556057
-20.2165,0.999999,0.00273203,10,1023,0,24.6491,0.161234,0.825703,0.75784,0.701798,0.728609,0.788122,0.613247,0.609318
-30.8613,0.937046,0.00273203,10,1023,0,32.6846,0.932849,0.999696,0.170987,0.277097,0.116602,0.988682,0.670052,0.419076
-28.7272,0.710685,0.00273203,10,1023,0,33.1901,0.928247,0.999264,0.186785,0.610502,0.165832,0.977211,0.689787,0.454942
-26.5149,0.857608,0.00273203,10,1023,0,33.4497,0.878165,0.998344,0.593372,0.231358,0.171693,0.952885,0.67099,0.414608
-22.5256,0.881119,0.00273203,10,1023,0,30.4615,0.0423085,0.722306,0.16514,0.549565,0.854871,0.130739,0.557713,0.382409
-20.736,0.782808,0.00273203,10,1023,0,26.296,0.0935978,0.322666,0.226904,0.14233,0.670718,0.636655,0.436485,0.658232
-20.1004,0.674487,0.00273203,10,1023,0,22.4092,0.162711,0.188242,0.166834,0.354803,0.614056,0.557294,0.491153,0.707223
-19.7476,0.923622,0.00273203,10,1023,0,21.4313,0.762352,0.838494,0.841732,0.696974,0.598191,0.518827,0.597634,0.885143
-19.5635,0.899349,0.00273203,10,1023,0,21.9538,0.443942,0.805578,0.678134,0.752052,0.214512,0.140265,0.530506,0.615601
-20.9568,0.730727,0.00273203,10,1023,0,22.821,0.379481,0.244715,0.534165,0.92934,0.101028,0.203932,0.621206,0.722603
-20.8618,0.845072,0.00273203,10,1023,0,25.4559,0.130843,0.239869,0.310105,0.235056,0.370698,0.700948,0.762312,0.378324
-22.8916,0.999062,0.00273203,10,1023,0,24.7825,0.0297188,0.473595,0.153031,0.670935,0.821671,0.163247,0.539141,0.797509
-20.6543,0.770506,0.00273203,10,1023,0,26.0524,0.0766376,0.630472,0.383364,0.825818,0.520452,0.497266,0.749692,0.424268
-21.8022,0.989196,0.00273203,10,1023,0,24.4368,0.243829,0.31367,0.897923,0.0406189,0.171798,0.560229,0.555187,0.535363
-23.5916,0.874392,0.00273203,10,1023,0,26.0475,0.382352,0.316647,0.986189,0.115411,0.459529,0.239035,0.393138,0.749064
-23.939,1,0.00273203,10,1023,0,28.4839,0.838158,0.036,0.703411,0.915453,0.118734,0.138862,0.588174,0.891865
-24.49,0.869529,0.00273203,10,1023,0,26.9293,0.807122,0.0823272,0.927984,0.907415,0.0953163,0.320692,0.62416,0.971366
-21.3362,0.699425,0.00273203,10,1023,0,27.2948,0.853271,0.158647,0.948366,0.347057,0.273211,0.345735,0.501736,0.784051
-23.2212,0.888672,0.00273203,10,1023,0,26.1863,0.251261,0.194934,0.795844,0.708212,0.140787,0.0181897,0.630267,0.930656
-19.132,0.950428,0.00273203,10,1023,0,23.1968,0.752109,0.321486,0.570532,0.289799,0.905925,0.795114,0.635035,0.1288
-20.8714,0.217472,0.00273203,10,1023,0,22.9728,0.748633,0.522878,0.599505,0.0777324,0.713674,0.565162,0.650539,0.0909656
-19.3574,0.162586,0.00273203,9,1023,0,21.8271,0.629944,0.605088,0.605776,0.190782,0.729801,0.485606,0.659364,0.0601148
-19.122,0.174797,0.00273203,10,1023,0,21.1292,0.652268,0.639769,0.530989,0.170375,0.656756,0.478944,0.653426,0.0765692
-19.9084,0.118563,0.00273203,10,1023,0,23.0355,0.683951,0.488727,0.318886,0.226708,0.516472,0.647794,0.682624,0.0958577
-22.8242,0.995901,0.00273203,10,1023,0,24.201,0.865502,0.868675,0.183466,0.155595,0.922255,0.389008,0.754077,0.281115
-19.699,0.706868,0.00273203,10,1023,0,23.7321,0.674247,0.507406,0.18178,0.461036,0.880899,0.374543,0.645546,0.0918198
-22.0365,0.746933,0.00273203,10,1023,0,24.0299,0.254491,0.351222,0.503052,0.695306,0.817938,0.765522,0.880491,0.769811
-21.4348,0.918166,0.00273203,10,1023,0,25.2081,0.22423,0.25786,0.610311,0.175121,0.662792,0.698355,0.889847,0.359879
-21.0059,0.880755,0.00273203,10,1023,0,26.3414,0.223016,0.256595,0.77537,0.185922,0.698409,0.580461,0.870824,0.497671
-19.8231,0.298796,0.00273203,10,1023,0,26.9555,0.758253,0.749819,0.791537,0.689473,0.527545,0.192677,0.66763,0.612876
-23.8543,0.941666,0.00273203,10,1023,0,25.3086,0.878156,0.408631,0.160713,0.843255,0.0935933,0.0379933,0.755183,0.544308
-24.1958,0.426066,0.00273203,10,1023,0,29.4999,0.475546,0.920387,0.444388,0.866405,0.592343,0.0285965,0.792676,0.321748
-25.3816,0.615855,0.00273203,10,1023,0,30.867,0.79781,0.880511,0.574458,0.736299,0.981477,0.956097,0.612696,0.801589
-24.9224,0.767829,0.00273203,10,1023,0,27.577,0.866563,0.927321,0.541731,0.776024,0.968807,0.938896,0.667293,0.760856
-24.5412,0.915182,0.00273203,10,1023,0,29.3127,0.841005,0.684677,0.116288,0.263502,0.51614,0.995602,0.678185,0.0552517
-21.9077,0.67165,0.00273203,10,1023,0,25.8294,0.804843,0.562488,0.213219,0.656858,0.369811,0.988694,0.69199,0.170933
-20.8634,0.864778,0.00273203,10,1023,0,22.423,0.788938,0.527066,0.275488,0.684829,0.396403,0.980247,0.675123,0.305381
-20.0361,0.77494,0.00273203,10,1023,0,22.4548,0.367265,0.24835,0.258271,0.310955,0.740007,0.972412,0.72818,0.179843
-22.2967,0.349791,0.00273203,10,1023,0,26.3288,0.9552,0.293481,0.573139,0.0768233,0.591568,0.786126,0.508157,0.155965
-22.4125,1,0.00273203,10,1023,0,24.0573,0.0191712,0.659443,0.393402,0.894927,0.390622,0.199135,0.55882,0.712302
-21.9532,0.999995,0.00273203,10,1023,0,25.828,0.0133351,0.772606,0.658844,0.520686,0.730538,0.632372,0.416039,0.605035
-23.234,0.999993,0.00273203,10,1023,0,27.8328,0.644008,0.947538,0.194273,0.648541,0.0336479,0.146222,0.68422,0.719698
-26.6668,0.610666,0.00273203,10,1023,0,29.8318,0.122399,0.995793,0.829409,0.841012,0.070085,0.0811569,0.646233,0.900033
-27.7184,0.492903,0.00273203,10,1023,0,33.8156,0.506773,0.979693,0.758423,0.918849,0.0254315,0.0386997,0.708305,0.968754
-28.0766,0.564904,0.00273203,10,1023,0,32.4794,0.499705,0.986797,0.686069,0.93308,0.0253693,0.0528362,0.719592,0.971458
-27.1885,0.679581,0.00273203,10,1023,0,30.8278,0.591154,0.984908,0.350937,0.934456,0.0163935,0.297529,0.748182,0.955499
-23.1759,0.996115,0.00273203,10,1023,0,30.046,0.273002,0.875017,0.79061,0.661096,0.0155493,0.563195,0.412365,0.383715
-22.0813,0.77941,0.00273203,10,1023,0,25.4242,0.463755,0.632327,0.81191,0.778369,0.00973159,0.26204,0.351168,0.599848
-21.2257,0.533457,0.00273203,10,1023,0,26.7091,0.200966,0.25337,0.711431,0.839171,0.234997,0.712215,0.683267,0.814251
-22.2798,0.960186,0.00273203,10,1023,0,24.1637,0.757539,0.939003,0.217211,0.119509,0.765905,0.517176,0.580022,0.176481
-23.8338,0.944396,0.00273203,10,1023,0,27.595,0.944466,0.104262,0.280938,0.464161,0.614174,0.301368,0.334859,0.0630393
-22.4227,1,0.00273203,10,1023,0,26.5129,0.989562,0.475381,0.307555,0.613001,0.823919,0.238532,0.471593,0.475688
-26.2617,0.999996,0.00273203,10,1023,0,28.5104,0.989081,0.668161,0.664358,0.797764,0.898341,0.0173474,0.758834,0.543538
-24.8183,0.981871,0.00273203,10,1023,0,31.2699,0.862132,0.703278,0.291089,0.10209,0.753864,0.00296121,0.594502,0.657501
-23.0502,0.99212,0.00273203,10,1023,0,27.8894,0.0149589,0.557434,0.803377,0.801569,0.22819,0.10058,0.576876,0.628897
-20.0156,0.994727,0.00273203,10,1023,0,24.2886,0.760662,0.601778,0.0930258,0.353828,0.709658,0.832296,0.550194,0.221301
-23.5471,0.848999,0.00273203,10,1023,0,24.8776,0.864315,0.730433,0.0266776,0.499657,0.95436,0.844383,0.751456,0.220741
-24.2036,0.638365,0.00273203,10,1023,0,31.6005,0.409759,0.68409,0.195488,0.0763668,0.585752,0.590912,0.240949,0.125864
-22.5148,0.95824,0.00273203,10,1023,0,26.0568,0.468166,0.2324,0.904813,0.0276352,0.285741,0.461485,0.47493,0.916979
-22.8916,0.612972,0.00273203,10,1023,0,28.202,0.607461,0.950599,0.0917963,0.155198,0.286387,0.245439,0.530723,0.945725
-21.5489,0.587314,0.00273203,10,1023,0,25.1636,0.425108,0.931874,0.187004,0.493939,0.445153,0.358688,0.481046,0.902421
-19.9526,0.75779,0.00273203,10,1023,0,27.79,0.756226,0.498414,0.609596,0.753713,0.190639,0.552877,0.553344,0.889163
-21.66,0.334655,0.00273203,10,1023,0,22.7356,0.821649,0.431756,0.684833,0.799207,0.369148,0.781432,0.544501,0.970704
-21.9623,0.535522,0.00273203,10,1023,0,24.5848,0.946608,0.308425,0.553032,0.704278,0.559177,0.221886,0.556861,0.954728
-20.2803,0.999999,0.00273203,10,1023,0,23.5468,0.248571,0.560006,0.898775,0.660533,0.362665,0.719831,0.610796,0.357636
-19.8993,0.895869,0.00273203,10,1023,0,22.1488,0.830104,0.568393,0.896051,0.276009,0.432252,0.348547,0.574544,0.804018
-21.303,0.643896,0.00273203,10,1023,0,26.4996,0.609734,0.699108,0.820823,0.6219,0.647542,0.93539,0.645863,0.807434
-23.5169,0.833072,0.00273203,10,1023,0,24.4348,0.49062,0.208645,0.240356,0.346943,0.451888,0.0152514,0.509293,0.0396897
-23.626,0.31745,0.00273203,10,1023,0,26.1225,0.436717,0.158637,0.270442,0.36484,0.417237,0.0171957,0.508953,0.0365563
-24.8245,0.391787,0.00273203,10,1023,0,26.0879,0.427839,0.322826,0.19575,0.209902,0.289645,0.0115442,0.4354,0.0305854
-24.4538,0.299901,0.00273203,10,1023,0,28.307,0.432839,0.41152,0.0969214,0.16422,0.34141,0.0171192,0.523826,0.0347034
-24.4228,0.0865443,0.00273203,10,1023,0,25.5504,0.446668,0.401306,0.100418,0.163569,0.3586,0.0175115,0.516985,0.0339733
-24.8097,0.528775,0.00273203,10,1023,0,28.7262,0.644981,0.328408,0.339679,0.0944576,0.572792,0.0529579,0.602514,0.0049641
-23.7774,0.492258,0.00273203,10,1023,0,25.6558,0.493586,0.489674,0.273013,0.0649636,0.593448,0.128375,0.492294,0.00503298
-23.0637,0.188694,0.00273203,10,1023,0,28.023,0.399417,0.20226,0.365513,0.266888,0.565002,0.178605,0.455239,0.00429743
-22.4568,0.406723,0.00273203,10,1023,0,27.7225,0.879847,0.291292,0.397848,0.198947,0.489606,0.174708,0.472591,0.0281814
-22.8043,0.339636,0.00273203,10,1023,0,25.3474,0.828073,0.412022,0.420883,0.203028,0.487782,0.136144,0.433438,0.0189707
