# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = clickgraph_model
# start_datetime = 2023-01-12 08:57:24 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file = examples\clickgraph\clickgraph.data.R
# init = 2 (Default)
# random
#   seed = 2891730761 (Default)
# output
#   file = examples\clickgraph\clickgraphvar.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,log_p__,log_g__,simAll,unif.1,unif.2,unif.3,unif.4,unif.5,beta1,beta2
0,-19.6983,-1.18822,0.858482,0.842454,0.293249,0.708194,0.516081,0.3806,0.626906,0.529407
0,-18.8043,-0.670408,0.557923,0.59725,0.478093,0.478044,0.357307,0.239309,0.472583,0.403329
0,-26.2228,-7.80295,0.71666,0.571357,0.211385,0.0172756,0.203279,0.00602331,0.415117,0.70959
0,-22.906,-3.80531,0.365379,0.136877,0.806703,0.909319,0.625171,0.974262,0.625257,0.669554
0,-22.2727,-3.47122,0.495057,0.339033,0.984256,0.211004,0.680585,0.739694,0.525644,0.675475
0,-21.5774,-2.33295,0.227508,0.173252,0.324089,0.948021,0.697139,0.328795,0.560057,0.739196
0,-26.8793,-8.37992,0.124136,0.00289628,0.976029,0.531091,0.192079,0.217293,0.523222,0.320607
0,-22.5801,-3.53286,0.190216,0.268627,0.0639331,0.820355,0.848633,0.930364,0.551546,0.543465
0,-24.6163,-5.82734,0.286456,0.880356,0.617865,0.18149,0.191057,0.383306,0.231106,0.937629
0,-24.4302,-4.8571,0.94928,0.85897,0.137981,0.0477828,0.863448,0.838572,0.642823,0.755274
0,-20.7197,-2.14658,0.827341,0.886767,0.801568,0.59891,0.371775,0.349856,0.380205,0.499049
0,-23.9874,-3.5582,0.171785,0.18552,0.537092,0.885442,0.747425,0.822578,0.626367,0.924109
0,-27.9761,-8.09576,0.984327,0.985113,0.848574,0.582167,0.044459,0.469227,0.814526,0.6887
0,-24.1703,-4.36472,0.897112,0.0702375,0.543298,0.187011,0.292411,0.845429,0.273769,0.666089
0,-22.9466,-3.53983,0.256721,0.180256,0.405618,0.88571,0.0550146,0.859343,0.746047,0.753063
0,-20.4915,-2.63596,0.534027,0.35281,0.0310554,0.573135,0.262929,0.356002,0.509584,0.769105
0,-21.7899,-3.46001,0.360364,0.671034,0.189523,0.821301,0.726577,0.227381,0.271687,0.798745
0,-23.4636,-4.96456,0.176465,0.560651,0.48876,0.976175,0.194203,0.787927,0.860207,0.63325
0,-21.7718,-2.54332,0.329469,0.727759,0.768297,0.222108,0.362252,0.830585,0.793377,0.82802
0,-23.1738,-4.63538,0.570475,0.980041,0.972945,0.354354,0.585734,0.442168,0.478864,0.745067
0,-26.8138,-6.8756,0.41045,0.965407,0.29472,0.964027,0.042073,0.913274,0.813188,0.732589
0,-20.3614,-2.50975,0.754597,0.896596,0.153157,0.617399,0.775306,0.80225,0.711061,0.311743
0,-18.8699,-1.19987,0.64329,0.497483,0.287321,0.2465,0.831889,0.55445,0.724541,0.426442
0,-22.4538,-3.748,0.682583,0.413696,0.0790662,0.0216893,0.775271,0.657391,0.693945,0.643487
0,-22.2339,-4.16625,0.2281,0.00984384,0.193512,0.660843,0.647939,0.807743,0.615842,0.348093
0,-21.8702,-3.02331,0.959034,0.861281,0.920491,0.537794,0.485549,0.383183,0.654942,0.529199
0,-26.9717,-8.1576,0.498823,0.92871,0.0391573,0.961847,0.823992,0.930889,0.865825,0.271073
0,-20.1367,-1.56633,0.417126,0.580126,0.428661,0.207608,0.0780282,0.614852,0.632182,0.771896
0,-22.4196,-3.09118,0.649441,0.270651,0.418027,0.752867,0.0618986,0.889972,0.425417,0.805558
0,-21.1372,-2.34056,0.278412,0.859898,0.926355,0.35502,0.855397,0.408999,0.511738,0.666228
0,-25.6232,-6.05866,0.750607,0.0097104,0.621935,0.838576,0.627237,0.790292,0.582864,0.943672
0,-21.4748,-2.82625,0.880963,0.956521,0.408631,0.634025,0.357812,0.132468,0.531448,0.732413
0,-24.8474,-5.47196,0.0169162,0.693399,0.0780204,0.104981,0.637515,0.512696,0.39315,0.275738
0,-21.0449,-2.66446,0.388526,0.0572699,0.606084,0.379372,0.942027,0.409956,0.522959,0.37207
0,-21.9625,-2.69357,0.786759,0.590372,0.0735649,0.411784,0.883446,0.516626,0.67008,0.832335
0,-22.8235,-3.55704,0.781477,0.224101,0.636145,0.336487,0.364296,0.964743,0.325337,0.49301
0,-23.1842,-4.58794,0.748591,0.524074,0.967531,0.509749,0.903588,0.739971,0.7821,0.206143
0,-23.5812,-4.21987,0.148224,0.986635,0.271745,0.212196,0.213825,0.159026,0.660459,0.425776
0,-24.3453,-4.90599,0.654988,0.952491,0.942845,0.365447,0.173046,0.962136,0.69918,0.71933
0,-22.654,-3.45608,0.0589908,0.943145,0.900384,0.525822,0.722941,0.310178,0.693071,0.651766
0,-21.2987,-2.0524,0.250534,0.518041,0.893997,0.703102,0.25674,0.446559,0.46046,0.258546
0,-24.2354,-4.57057,0.626669,0.198205,0.326748,0.0395702,0.0655304,0.951966,0.481477,0.651739
0,-26.252,-6.37776,0.0816127,0.0370648,0.571948,0.947908,0.590649,0.812544,0.238736,0.69078
0,-21.2632,-2.64871,0.268831,0.727407,0.104658,0.340404,0.720129,0.335875,0.331974,0.381883
0,-23.1291,-5.2334,0.839928,0.802211,0.501805,0.292513,0.108595,0.0342229,0.579313,0.0981578
0,-20.6342,-2.44537,0.560629,0.284695,0.0412905,0.648369,0.445842,0.214977,0.443802,0.587634
0,-23.0803,-3.1242,0.619319,0.141866,0.88773,0.142215,0.1496,0.191911,0.762158,0.388215
0,-24.5479,-4.32231,0.0378396,0.91901,0.235547,0.812805,0.737217,0.335929,0.58913,0.891109
0,-23.9449,-4.62122,0.19579,0.311934,0.245142,0.195606,0.0409297,0.513944,0.855129,0.799645
0,-29.8979,-8.29677,0.143248,0.842551,0.49776,0.761472,0.940965,0.358021,0.59949,0.988856
0,-23.1079,-3.62029,0.588934,0.863689,0.421102,0.525169,0.408073,0.686158,0.277933,0.8996
0,-23.3553,-3.76524,0.442386,0.0238537,0.310118,0.250782,0.577256,0.377179,0.708762,0.903539
0,-23.8544,-4.54259,0.808239,0.745943,0.570328,0.925401,0.899832,0.452585,0.239786,0.467872
0,-23.6261,-4.64568,0.0165128,0.588286,0.780829,0.935504,0.214188,0.169683,0.68143,0.614231
0,-23.5974,-4.20627,0.141427,0.78435,0.288335,0.228244,0.809673,0.977362,0.476421,0.30934
0,-20.2862,-1.6678,0.841312,0.243754,0.488513,0.227916,0.358458,0.815237,0.477326,0.749893
0,-20.3809,-2.44692,0.469667,0.528758,0.868505,0.722054,0.421724,0.0377905,0.544624,0.66142
0,-25.2111,-6.35467,0.235877,0.0344458,0.825878,0.937858,0.71959,0.941937,0.853334,0.588314
0,-21.6068,-2.26175,0.675845,0.754603,0.89396,0.494983,0.498199,0.618511,0.422073,0.221309
0,-22.6123,-3.3627,0.936907,0.866641,0.712348,0.0928973,0.457319,0.165193,0.437964,0.684195
0,-22.8478,-3.66465,0.263152,0.705088,0.712301,0.982369,0.452528,0.585096,0.704059,0.835133
0,-23.9244,-4.32662,0.370179,0.771666,0.921368,0.725693,0.185794,0.975814,0.755892,0.515969
0,-26.0182,-7.81266,0.269952,0.845287,0.722453,0.0449864,0.520676,0.259288,0.117741,0.62187
0,-22.5285,-4.31882,0.927659,0.712783,0.0125143,0.405865,0.526714,0.470167,0.648607,0.498352
0,-24.3731,-5.58955,0.324377,0.949235,0.884445,0.728984,0.945636,0.621128,0.872438,0.582055
0,-26.5486,-8.43553,0.265257,0.855006,0.891321,0.993995,0.897427,0.0470361,0.390512,0.805135
0,-21.3577,-1.99634,0.48072,0.511754,0.504893,0.13063,0.833338,0.305753,0.743103,0.267751
0,-21.9432,-3.21204,0.228503,0.509585,0.930857,0.0611556,0.603513,0.184431,0.469015,0.73453
0,-21.2693,-2.37651,0.231828,0.268186,0.16138,0.170251,0.815703,0.0906609,0.550161,0.542454
0,-21.4526,-2.9329,0.246303,0.947113,0.653736,0.537971,0.697684,0.657273,0.830613,0.563523
0,-22.398,-3.45001,0.951772,0.717448,0.620959,0.75996,0.0584586,0.582082,0.448834,0.749676
0,-23.7513,-4.72279,0.202627,0.728421,0.0221676,0.332136,0.033371,0.577617,0.661333,0.410638
0,-23.387,-4.13855,0.743298,0.264354,0.345186,0.849101,0.634373,0.822299,0.860359,0.872309
0,-24.0058,-5.21564,0.606949,0.0514337,0.861763,0.0702493,0.0971609,0.248641,0.356724,0.843334
0,-24.9876,-5.95673,0.990225,0.402874,0.432327,0.849478,0.436062,0.702149,0.25323,0.593332
0,-20.0405,-1.52142,0.346205,0.378703,0.741781,0.270623,0.224891,0.218815,0.419074,0.400795
0,-24.0376,-5.35589,0.934466,0.565958,0.0974968,0.0809045,0.621837,0.546786,0.366445,0.924275
0,-22.5687,-3.72116,0.869381,0.503558,0.046022,0.84361,0.379308,0.113112,0.628125,0.818984
0,-22.7454,-4.24351,0.280124,0.0368003,0.960626,0.388333,0.697501,0.423946,0.793974,0.578501
0,-25.2295,-4.88412,0.436113,0.633974,0.897181,0.0153829,0.668834,0.629161,0.595468,0.910534
0,-22.7338,-3.95915,0.495737,0.88916,0.0327127,0.0488124,0.67671,0.359513,0.608567,0.457107
0,-25.8499,-6.59936,0.660906,0.833195,0.0806592,0.0537617,0.0146839,0.126544,0.382767,0.452615
0,-20.6065,-1.91111,0.617766,0.271615,0.882978,0.752059,0.558279,0.136085,0.46633,0.429144
0,-21.9908,-2.95544,0.897777,0.36875,0.667929,0.86509,0.8064,0.0582582,0.658942,0.605936
0,-22.368,-3.50652,0.176526,0.853439,0.156209,0.267964,0.448761,0.0447929,0.463531,0.788801
0,-22.7029,-4.14206,0.378758,0.173486,0.0536634,0.0237036,0.605884,0.192202,0.625312,0.489723
0,-25.3562,-4.93318,0.0894518,0.600225,0.0495794,0.609556,0.343309,0.681133,0.309703,0.888735
0,-20.8734,-1.72089,0.11434,0.653552,0.576828,0.259494,0.365906,0.75828,0.496936,0.285507
0,-19.9235,-1.60732,0.810672,0.356327,0.345048,0.303554,0.162971,0.797606,0.536392,0.325569
0,-25.0016,-7.06727,0.935487,0.245088,0.385136,0.023968,0.98808,0.761098,0.616796,0.263423
0,-25.2383,-5.43538,0.44247,0.0577148,0.898155,0.430591,0.0868117,0.620863,0.21824,0.673877
0,-22.1713,-3.22868,0.203857,0.697864,0.244749,0.963243,0.620216,0.924696,0.60958,0.498345
0,-24.3199,-6.55459,0.410255,0.00156232,0.148829,0.531977,0.253201,0.569976,0.673514,0.683121
0,-25.0898,-4.88089,0.522701,0.779706,0.378019,0.92641,0.163697,0.846153,0.345606,0.113423
0,-22.4776,-4.45536,0.765256,0.0732173,0.685848,0.929617,0.515805,0.406109,0.686094,0.940569
0,-24.9677,-6.21688,0.720621,0.388369,0.938213,0.549629,0.0146752,0.91266,0.811309,0.33867
0,-22.2246,-4.73777,0.912735,0.41654,0.817724,0.749915,0.316646,0.106069,0.557159,0.0765746
0,-21.7552,-2.751,0.267335,0.0726085,0.548789,0.605135,0.867698,0.915207,0.699561,0.660398
0,-20.2167,-1.57464,0.804529,0.915136,0.192542,0.551742,0.435167,0.718564,0.580854,0.592782
0,-23.4476,-5.95473,0.471496,0.00772041,0.27411,0.25657,0.825385,0.0853347,0.71429,0.197838
0,-23.2397,-4.29055,0.850926,0.0492982,0.295917,0.60071,0.42094,0.922044,0.34494,0.278643
0,-22.7594,-4.09388,0.674505,0.337501,0.0416082,0.107017,0.360017,0.734304,0.344311,0.292244
0,-22.5791,-3.46512,0.236608,0.156495,0.512939,0.786394,0.953768,0.939437,0.561184,0.615867
0,-22.144,-3.87482,0.864735,0.800802,0.0249353,0.66202,0.370817,0.871396,0.689845,0.468787
0,-23.7346,-4.46645,0.157726,0.353123,0.345046,0.439568,0.750745,0.588766,0.250725,0.918374
0,-23.0281,-3.4043,0.194916,0.0340731,0.654795,0.27691,0.814518,0.171387,0.751943,0.387792
0,-21.9491,-3.49513,0.72428,0.552257,0.0385601,0.465018,0.948791,0.711249,0.700858,0.596552
0,-24.6816,-5.20348,0.186198,0.861401,0.252094,0.0644189,0.394186,0.980054,0.750601,0.773384
0,-21.0916,-1.72568,0.67662,0.795267,0.212225,0.602988,0.744828,0.830927,0.673394,0.79275
0,-21.355,-2.82321,0.892499,0.441093,0.393037,0.0367428,0.727303,0.711186,0.553599,0.363429
0,-19.2723,-2.17954,0.502819,0.810528,0.733393,0.413318,0.235513,0.214093,0.488599,0.885626
0,-31.8309,-8.86971,0.046278,0.439768,0.733474,0.982821,0.533252,0.733153,0.43245,0.0349576
0,-22.4,-3.86076,0.0175627,0.410866,0.674307,0.243618,0.921125,0.632569,0.499597,0.568792
0,-23.7394,-4.77775,0.544444,0.982274,0.413819,0.0235479,0.428203,0.237393,0.686122,0.726417
0,-23.3725,-4.23499,0.961163,0.0856207,0.758653,0.632011,0.172097,0.0609258,0.569177,0.414254
0,-27.0607,-6.32455,0.165634,0.987606,0.176334,0.050258,0.410668,0.898816,0.580013,0.87133
0,-24.5333,-5.73855,0.782199,0.813154,0.288067,0.0769931,0.22302,0.991488,0.436307,0.599614
0,-22.6709,-2.8534,0.23803,0.975622,0.663378,0.524917,0.174593,0.194957,0.640962,0.471188
0,-20.0749,-1.2823,0.176161,0.756571,0.609729,0.757939,0.558227,0.514897,0.719241,0.363162
0,-21.9795,-4.07895,0.657423,0.947977,0.0841046,0.861826,0.506793,0.201698,0.362355,0.754515
0,-27.8177,-7.69076,0.0112661,0.23019,0.0413581,0.216666,0.262476,0.0742643,0.727268,0.890426
0,-25.7233,-6.45404,0.164708,0.474773,0.985766,0.116831,0.824643,0.0651807,0.810567,0.632756
0,-24.8479,-4.93113,0.577332,0.862184,0.384847,0.0311581,0.911356,0.766346,0.797264,0.848103
0,-23.2474,-4.39626,0.767989,0.667042,0.94419,0.833927,0.937046,0.908679,0.732167,0.405824
0,-24.063,-6.22561,0.344602,0.701985,0.638246,0.0413189,0.0487098,0.0808225,0.673637,0.945029
0,-22.897,-3.54424,0.936251,0.0922567,0.667029,0.847457,0.403859,0.0758695,0.693085,0.659898
0,-21.6087,-2.87116,0.0854091,0.75914,0.605812,0.806097,0.231192,0.191924,0.362433,0.427895
0,-21.802,-3.81814,0.313725,0.0510736,0.234805,0.237371,0.970063,0.382703,0.568779,0.358908
0,-23.2983,-4.86647,0.987716,0.11961,0.42222,0.539902,0.570462,0.273275,0.767785,0.255676
0,-20.6974,-1.97768,0.263685,0.711494,0.541421,0.665287,0.823256,0.937621,0.578933,0.698456
0,-24.9863,-6.1447,0.0238939,0.210575,0.574709,0.785499,0.912264,0.0822578,0.285019,0.714974
0,-20.0914,-1.81406,0.78376,0.896907,0.311802,0.27451,0.682724,0.743017,0.532259,0.781629
0,-22.2651,-3.94332,0.0910269,0.258689,0.300329,0.762821,0.587562,0.0212467,0.539204,0.771914
0,-28.1355,-9.30061,0.975697,0.996637,0.569295,0.782795,0.976381,0.347534,0.475921,0.724976
0,-21.6278,-2.7908,0.942224,0.396327,0.322119,0.778567,0.555199,0.765985,0.349939,0.49577
0,-22.8402,-5.43091,0.469064,0.115219,0.536869,0.14087,0.742505,0.965507,0.808602,0.141205
0,-22.3483,-3.44592,0.938939,0.38262,0.624392,0.871366,0.551071,0.0746577,0.454817,0.788259
0,-22.8543,-3.79878,0.877185,0.382628,0.503395,0.094073,0.0355686,0.0988495,0.587211,0.459279
0,-24.8337,-5.23508,0.958577,0.923193,0.95271,0.174214,0.888101,0.167891,0.60827,0.64905
0,-24.0922,-4.33497,0.846715,0.933824,0.949256,0.662091,0.933554,0.68314,0.651289,0.339981
0,-20.8702,-3.47014,0.804154,0.101415,0.569048,0.134665,0.821023,0.676617,0.565622,0.13168
0,-27.0808,-7.86043,0.951929,0.496372,0.358097,0.854356,0.9936,0.112941,0.77964,0.84566
0,-27.4502,-8.84761,0.755721,0.314095,0.961243,0.150456,0.0443291,0.994245,0.800272,0.510802
0,-21.9793,-3.50689,0.691756,0.847388,0.17306,0.358061,0.429346,0.0177293,0.549425,0.600306
0,-21.2436,-1.71614,0.363894,0.788769,0.712058,0.91781,0.235286,0.493738,0.605529,0.35864
0,-22.8254,-3.96271,0.306218,0.173022,0.956892,0.753241,0.618846,0.908402,0.789877,0.698025
0,-23.2626,-6.61254,0.347234,0.34823,0.108452,0.125634,0.939945,0.527091,0.89627,0.179081
0,-19.6642,-1.17238,0.572347,0.744173,0.135351,0.822495,0.55349,0.362398,0.62144,0.607613
0,-26.9079,-6.37103,0.0715141,0.881754,0.328789,0.0639875,0.594826,0.888837,0.230339,0.820391
0,-23.3317,-4.52238,0.728014,0.955045,0.434736,0.0450127,0.753432,0.825949,0.451085,0.212392
0,-24.5635,-6.6725,0.364517,0.857397,0.860806,0.990892,0.166058,0.289295,0.273351,0.445142
0,-25.9044,-6.43879,0.972855,0.0228183,0.164729,0.874244,0.230167,0.947302,0.563908,0.477137
0,-21.4967,-2.40475,0.627822,0.243255,0.681174,0.440232,0.0793043,0.868835,0.713151,0.792468
0,-20.9146,-2.76002,0.860641,0.686316,0.197967,0.563223,0.513864,0.935186,0.459362,0.295528
0,-23.028,-4.66906,0.83317,0.92345,0.0675611,0.272976,0.205167,0.282703,0.369992,0.873592
0,-20.3736,-1.68508,0.800225,0.748823,0.593315,0.164688,0.395869,0.290594,0.716947,0.795036
0,-18.6931,-2.07637,0.636458,0.525845,0.179163,0.431779,0.558905,0.668848,0.731112,0.164408
0,-23.1568,-3.60055,0.790567,0.904377,0.684668,0.957445,0.607005,0.115089,0.487073,0.357985
0,-22.6267,-3.96007,0.49167,0.679133,0.041881,0.176847,0.735102,0.0775855,0.654832,0.223096
0,-23.9943,-4.26874,0.694714,0.0579196,0.827363,0.12024,0.275897,0.575756,0.593795,0.101047
0,-20.7904,-1.97869,0.569729,0.434852,0.138014,0.882841,0.359199,0.875336,0.556332,0.702283
0,-28.3192,-6.24595,0.770428,0.819805,0.86693,0.553203,0.223003,0.593649,0.921333,0.217664
0,-23.2151,-3.67205,0.0290634,0.42164,0.572085,0.2847,0.138611,0.171236,0.685531,0.838824
0,-24.8011,-5.28666,0.191082,0.0987743,0.133997,0.951173,0.0714577,0.9429,0.641654,0.38062
0,-21.7712,-2.94954,0.733178,0.831375,0.88734,0.720076,0.182225,0.0615609,0.624891,0.714816
0,-18.3208,-0.370766,0.60636,0.356335,0.589441,0.265952,0.527762,0.415259,0.577982,0.427644
0,-23.3138,-4.65407,0.601998,0.133668,0.987732,0.240774,0.11808,0.776464,0.544617,0.568843
0,-21.5098,-3.55278,0.394624,0.961325,0.465931,0.459428,0.388376,0.652545,0.264496,0.424518
0,-28.5572,-8.62523,0.410464,0.0327909,0.717425,0.131774,0.0356277,0.00778034,0.814587,0.525462
0,-22.1831,-3.48327,0.348941,0.0311046,0.268027,0.280889,0.515686,0.0470618,0.531205,0.467378
0,-24.0649,-4.76266,0.431411,0.966078,0.682342,0.349027,0.17243,0.972805,0.707829,0.816842
0,-22.5052,-3.38278,0.913568,0.133629,0.0837636,0.632176,0.863558,0.75954,0.497118,0.726524
0,-25.0561,-5.3599,0.878128,0.0388259,0.736905,0.894944,0.683131,0.771838,0.362405,0.15297
0,-21.2434,-2.75634,0.83095,0.478626,0.165046,0.741186,0.0580143,0.724606,0.572581,0.286409
0,-20.8379,-2.58657,0.285213,0.531973,0.317992,0.980658,0.520089,0.54121,0.542658,0.544475
0,-23.7972,-5.9253,0.00799948,0.726538,0.500215,0.19027,0.540076,0.744709,0.281189,0.682522
0,-21.5032,-3.08336,0.84695,0.977453,0.51435,0.601977,0.210082,0.52714,0.469199,0.727832
0,-24.2013,-4.58189,0.665277,0.83517,0.849969,0.230005,0.0512501,0.941333,0.768218,0.791929
0,-25.7519,-6.4906,0.216828,0.0202929,0.732384,0.957121,0.0243464,0.717841,0.430651,0.516238
0,-19.7995,-1.30101,0.400639,0.301393,0.271917,0.447598,0.118238,0.806423,0.671696,0.588966
0,-22.8055,-3.77295,0.901305,0.178019,0.937553,0.211828,0.928453,0.440115,0.537825,0.36888
0,-18.3643,-0.358359,0.562009,0.608409,0.667633,0.306083,0.542397,0.68063,0.538941,0.590945
0,-30.675,-9.91986,0.0284739,0.0871879,0.0340664,0.834285,0.0691432,0.953307,0.854878,0.213916
0,-23.4191,-5.12392,0.448028,0.00849404,0.0791927,0.250573,0.84389,0.763252,0.705859,0.572441
0,-21.7826,-2.76106,0.0948031,0.946068,0.480361,0.362969,0.134855,0.563752,0.484706,0.705403
0,-27.2484,-8.50864,0.970112,0.290453,0.247305,0.0991791,0.547783,0.0134892,0.797441,0.931274
0,-23.8333,-3.71675,0.102266,0.161869,0.931751,0.517966,0.0979885,0.805195,0.745282,0.451846
0,-20.013,-1.86248,0.308208,0.645125,0.512742,0.881307,0.724374,0.328645,0.364323,0.513048
0,-25.1358,-5.80267,0.832954,0.530008,0.229975,0.0358729,0.0495054,0.823618,0.783079,0.891993
0,-25.6183,-5.74554,0.291509,0.220829,0.823802,0.0879216,0.0239589,0.0509193,0.784421,0.690061
0,-25.5831,-5.88948,0.794399,0.932688,0.0408784,0.858693,0.952144,0.113442,0.456704,0.369268
0,-29.0911,-8.43942,0.00827723,0.85107,0.0880085,0.88795,0.085254,0.358437,0.367149,0.153715
0,-21.3411,-1.93014,0.186711,0.240613,0.407327,0.364022,0.413624,0.392279,0.505835,0.893984
0,-19.0506,-0.859591,0.34667,0.471021,0.715279,0.237354,0.67056,0.751061,0.548837,0.392459
0,-23.5428,-2.76639,0.381899,0.457333,0.884772,0.328387,0.361902,0.0970356,0.749509,0.232018
0,-23.2388,-3.7538,0.0340114,0.235788,0.309462,0.21486,0.644575,0.796487,0.759855,0.834143
0,-22.1421,-3.0459,0.916119,0.717613,0.0781608,0.101546,0.696297,0.473539,0.706365,0.625966
0,-21.8728,-2.76526,0.648557,0.848245,0.796075,0.051838,0.121205,0.721122,0.620165,0.663347
0,-19.9902,-1.44596,0.316801,0.668752,0.782385,0.311997,0.497242,0.324504,0.508119,0.226496
0,-19.5765,-1.13367,0.243268,0.775026,0.381461,0.560671,0.293743,0.298155,0.737969,0.668067
0,-21.4604,-2.57635,0.878114,0.418521,0.128874,0.477759,0.442761,0.372126,0.320658,0.656297
0,-21.8901,-3.10212,0.262396,0.819826,0.938934,0.481153,0.833388,0.468794,0.369445,0.370874
0,-25.82,-8.82186,0.998848,0.595973,0.878977,0.747412,0.317809,0.0830625,0.534433,0.575464
0,-25.0809,-4.74396,0.452614,0.877324,0.96417,0.821299,0.519253,0.874887,0.570437,0.916318
0,-20.5427,-2.07212,0.9352,0.62398,0.532909,0.45593,0.490377,0.685505,0.763524,0.346365
0,-22.3357,-3.18825,0.105721,0.196578,0.927652,0.471514,0.897522,0.817271,0.67405,0.524104
0,-22.8528,-2.81901,0.376528,0.714145,0.629767,0.956157,0.637725,0.250108,0.482085,0.22362
0,-24.3669,-4.56864,0.103646,0.705825,0.545816,0.316243,0.0216671,0.770052,0.823688,0.492473
0,-26.2459,-6.20487,0.103895,0.199098,0.86841,0.0198992,0.463567,0.866247,0.502129,0.115405
0,-22.6899,-3.80504,0.854487,0.0179917,0.297947,0.198329,0.27624,0.76247,0.48235,0.374462
0,-25.2857,-6.69386,0.760975,0.453259,0.486774,0.0159863,0.00873174,0.152545,0.642723,0.724426
0,-19.2196,-0.765376,0.365261,0.581927,0.215525,0.614607,0.764867,0.537162,0.643505,0.706641
0,-24.5817,-5.43652,0.399921,0.0734548,0.308449,0.964223,0.22896,0.314912,0.233018,0.440266
0,-23.4402,-3.09008,0.784435,0.927623,0.742123,0.891751,0.704605,0.287403,0.538105,0.214907
0,-22.6138,-4.03541,0.598466,0.934287,0.0258515,0.259351,0.650807,0.320729,0.693603,0.296715
0,-22.4875,-4.26867,0.569126,0.0830641,0.183014,0.953387,0.723558,0.83472,0.619955,0.16649
0,-24.1749,-4.60262,0.92512,0.052823,0.431251,0.924064,0.80586,0.922322,0.661234,0.740368
0,-22.7234,-3.76776,0.697447,0.2551,0.349459,0.402258,0.0387205,0.0566755,0.397211,0.488512
0,-24.4891,-6.85955,0.228917,0.222134,0.20126,0.514257,0.979577,0.776209,0.907445,0.71011
0,-20.9368,-2.14522,0.132779,0.503989,0.940118,0.654424,0.360589,0.494922,0.66668,0.741336
0,-22.2161,-3.33883,0.811714,0.243063,0.120756,0.84861,0.961404,0.335222,0.649003,0.493029
0,-20.9774,-2.18206,0.208593,0.898191,0.572661,0.199157,0.329811,0.636942,0.40824,0.333049
0,-23.3174,-5.9321,0.619004,0.222179,0.439453,0.00218214,0.387035,0.421333,0.629998,0.683511
0,-23.4654,-3.8175,0.652472,0.828937,0.495512,0.0517855,0.385038,0.0429692,0.695598,0.280556
0,-18.6771,-0.463364,0.488322,0.343552,0.581023,0.251878,0.230468,0.433971,0.593427,0.582328
0,-23.3167,-4.65388,0.60546,0.0360702,0.12919,0.0249915,0.41112,0.58322,0.593281,0.262928
0,-20.1978,-2.02091,0.606461,0.780696,0.678577,0.722337,0.628978,0.692101,0.831682,0.592525
0,-31.66,-10.8184,0.657,0.89227,0.0468039,0.346182,0.0224492,0.929124,0.174522,0.929533
0,-22.6953,-4.20192,0.32002,0.845411,0.770573,0.936521,0.447506,0.229352,0.528249,0.94059
0,-22.6134,-3.61081,0.844792,0.0353423,0.270586,0.0950761,0.382347,0.412307,0.638568,0.846096
0,-23.5998,-3.832,0.25311,0.615878,0.425017,0.600273,0.980107,0.331364,0.490906,0.186292
0,-20.7342,-1.36815,0.632903,0.396576,0.316456,0.447467,0.783919,0.746501,0.382028,0.606174
0,-22.9098,-4.00886,0.873467,0.370025,0.246058,0.0188791,0.149768,0.44033,0.667606,0.785387
0,-23.6142,-3.73735,0.228305,0.0477452,0.439651,0.781683,0.370554,0.662887,0.301838,0.808532
0,-23.5999,-4.00312,0.626808,0.923305,0.406516,0.680525,0.369614,0.783787,0.873759,0.294278
0,-26.3372,-7.50349,0.993324,0.456443,0.105835,0.953341,0.121769,0.387624,0.780237,0.358092
0,-22.1456,-3.24946,0.695119,0.874627,0.517377,0.2115,0.878319,0.107122,0.801138,0.41522
0,-22.2065,-3.22109,0.500251,0.238935,0.902479,0.877882,0.957884,0.423993,0.663376,0.673867
0,-20.8143,-2.24384,0.0358249,0.345943,0.309429,0.504016,0.763319,0.311992,0.557166,0.690541
0,-25.648,-5.68466,0.0235441,0.973672,0.884557,0.772683,0.787997,0.224967,0.663876,0.3163
0,-24.287,-2.88445,0.440126,0.140021,0.778267,0.686149,0.29168,0.355683,0.750309,0.139822
0,-25.2364,-5.50629,0.665891,0.859628,0.866544,0.596019,0.0649059,0.952118,0.736227,0.919273
0,-21.9493,-2.92531,0.23164,0.206204,0.941742,0.390019,0.865316,0.543013,0.745081,0.74201
0,-22.664,-3.89173,0.840562,0.341636,0.0276496,0.0854112,0.818425,0.404332,0.510182,0.512094
0,-22.9807,-3.47632,0.756367,0.937923,0.138451,0.1139,0.123894,0.626285,0.728089,0.729319
0,-21.3364,-2.67767,0.926998,0.840332,0.558647,0.601231,0.88125,0.551208,0.583712,0.839044
0,-22.1708,-3.02176,0.269425,0.455924,0.0722396,0.659044,0.753828,0.0654554,0.722409,0.411314
