# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = bayes_model
# start_datetime = 2023-01-12 08:49:12 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file = examples\bayes\bayes.data.R
# init = 2 (Default)
# random
#   seed = 2891238466 (Default)
# output
#   file = examples\bayes\bayesvar.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,log_p__,log_g__,w.1,w.2,w.3,norm1,norm2,norm3,norm4,norm5,norm6
0,-28.2952,-10.1777,0.00992504,0.00338389,-0.20929,0.169717,-0.0743712,0.110317,0.265791,-0.00888804,-0.333425
0,-12.4379,-1.00007,0.00933867,0.00284462,-0.29132,0.184308,-0.123585,0.0255869,0.201168,-0.0697096,-0.122166
0,-21.6311,-6.13871,0.00882121,0.00242776,-0.174085,0.266031,-0.121107,0.0620765,0.075855,-0.106637,-0.21102
0,-7.94129,-1.92945,0.00764505,0.00383041,-0.323557,0.258232,-0.14863,0.0747595,0.226824,-0.0586565,-0.0548707
0,-11.5868,-2.40016,0.00877474,0.00148285,-0.225044,0.238624,-0.203184,0.0263467,0.180634,-0.0882027,-0.103371
0,-13.3267,-6.36614,0.00771144,0.00207705,-0.2572,0.223518,-0.199516,0.0238164,0.0568562,-0.0277857,-0.191236
0,-36.0978,-6.67275,0.00986106,0.00291861,-0.317458,0.231251,-0.158351,0.0718433,0.0904144,-0.750619,-0.233643
0,-10.0115,-1.68403,0.00833598,0.00153228,-0.260681,0.15501,-0.170133,0.0399184,0.185552,-0.0776908,-0.0994165
0,-19.2393,-4.91599,0.0074728,0.00230682,-0.298091,0.390137,-0.0574062,0.0350744,0.150255,-0.574711,-0.112004
0,-15.187,-5.91918,0.0095231,0.00246394,-0.324008,0.0909616,-0.0373561,0.192034,0.138317,-0.0647693,-0.128698
0,-6.88809,-2.14384,0.0099391,0.00186821,-0.306615,0.352111,-0.166144,0.0962179,0.238447,-0.202894,-0.0936535
0,-10.824,-3.10279,0.011071,0.00317215,-0.353219,0.246008,-0.182168,0.0525577,0.214364,-0.102862,-0.100678
0,-19.2312,-6.14532,0.00883244,0.0026914,-0.250506,0.0752588,-0.0640772,0.0428231,0.11632,-0.0455083,-0.127941
0,-10.1124,-3.18437,0.00726604,0.00273423,-0.327405,0.267284,-0.114419,0.0451096,0.0776878,-0.0402724,-0.0900551
0,-10.2542,-7.99364,0.00626169,0.00145153,-0.207314,0.293811,-0.0802863,0.0776935,0.0704364,-0.22042,-0.0571952
0,-7.06667,-1.76234,0.00833545,0.000855414,-0.273606,0.271016,-0.126472,0.0781587,0.186911,-0.19951,-0.13307
0,-8.71271,-2.65377,0.00942901,0.00340108,-0.326209,0.278005,-0.128446,0.0713741,0.423469,-0.0723266,-0.0578705
0,-13.7232,-2.78258,0.0101775,0.00273464,-0.257655,0.311449,-0.0365123,0.0769262,0.172534,-0.141848,-0.084769
0,-12.4056,-5.90412,0.00707453,0.00338483,-0.273141,0.158959,-0.049787,0.0252241,0.349336,-0.0699389,-0.0307859
0,-17.5308,-6.73211,0.00866589,0.0051045,-0.243435,0.293163,-0.0150265,0.0497461,0.212063,-0.151151,-0.0805276
0,-11.116,-5.21997,0.00749836,0.00280285,-0.305387,0.276487,-0.351687,0.0792944,0.166822,-0.0142232,-0.165841
0,-16.9871,-1.98023,0.00993148,0.00412456,-0.299862,0.181207,-0.0647007,0.0519928,0.188797,-0.0639367,-0.144679
0,-13.6022,-4.55166,0.0080087,0.00166881,-0.377601,0.175492,-0.0333896,0.15158,0.243801,-0.0728476,-0.118533
0,-23.457,-5.50037,0.00775984,0.00229308,-0.255872,0.182188,-0.620689,0.0872857,0.227525,-0.0983807,-0.270112
0,-20.1887,-7.84303,0.00934421,0.00290387,-0.263941,0.273878,-0.0309903,0.057112,0.714715,-0.0339485,-0.242139
0,-23.1737,-8.08814,0.00913868,0.00514311,-0.300407,0.164225,-0.125773,0.0103886,0.068463,-0.0256444,-0.0608556
0,-10.9403,-7.4524,0.00966748,0.00163819,-0.303016,0.313935,-0.122278,0.0262145,0.26644,-0.00733009,-0.0500026
0,-12.1559,-6.45784,0.00837777,0.000385794,-0.313652,0.334739,-0.0603556,0.0385984,0.102953,-0.220401,-0.0223534
0,-12.482,-6.0769,0.0113627,0.000494118,-0.229604,0.263331,-0.100215,0.0620665,0.288992,-0.0933696,-0.0463856
0,-12.0221,-3.17492,0.00836887,0.00236333,-0.241781,0.218995,-0.292329,0.216935,0.167978,-0.0731505,-0.123737
0,-13.4691,-4.38567,0.00910572,0.00339532,-0.300947,0.232698,-0.173404,0.0961738,0.519726,-0.0969155,-0.283188
0,-9.73656,-3.06443,0.00819771,0.000925574,-0.32054,0.262825,-0.118242,0.0651951,0.342751,-0.063757,-0.264971
0,-9.54007,-3.62782,0.00879905,0.00169077,-0.27462,0.321671,-0.252592,0.246155,0.20952,-0.0881487,-0.23721
0,-12.6989,-6.13734,0.0075865,0.000161573,-0.277728,0.297424,-0.0214221,0.0574573,0.188417,-0.0260114,-0.0809563
0,-13.0262,-1.90271,0.010072,0.0021967,-0.26607,0.271589,-0.0825318,0.0232475,0.205738,-0.0726122,-0.163325
0,-12.8821,-4.2862,0.00843208,0.00181198,-0.355848,0.180091,-0.0562708,0.013263,0.255887,-0.0553194,-0.0495843
0,-11.2779,-2.85099,0.00811665,0.00322896,-0.275696,0.212842,-0.220024,0.0184843,0.33296,-0.062077,-0.141319
0,-12.6414,-4.93188,0.00744889,0.00335434,-0.254638,0.104428,-0.0466775,0.0671759,0.302148,-0.0748373,-0.120862
0,-9.78107,-2.80977,0.00864442,0.00116024,-0.283017,0.452028,-0.0469523,0.0398795,0.211818,-0.0858052,-0.0605836
0,-23.1106,-6.07275,0.00922802,0.00311347,-0.199992,0.159871,-0.0551518,0.0699381,0.331788,-0.290085,-0.181978
0,-13.6113,-4.83564,0.00931365,0.00257108,-0.324228,0.0994033,-0.271012,0.0241833,0.225058,-0.0692954,-0.197469
0,-15.2068,-5.79728,0.00919429,0.000721351,-0.264447,0.131918,-0.372247,0.080713,0.0801713,-0.145655,-0.0794546
0,-14.741,-3.58591,0.00808762,0.00331057,-0.264313,0.253079,-0.216394,0.0225588,0.0917745,-0.128704,-0.228494
0,-7.87137,-1.82817,0.00803021,0.00235569,-0.339065,0.183093,-0.0961885,0.0949481,0.228178,-0.139416,-0.185246
0,-13.9208,-8.65456,0.00739315,0.00275388,-0.262455,0.477062,-0.0996291,0.0119446,0.0643947,-0.0567752,-0.0275817
0,-9.87167,-3.61975,0.00876632,0.0013712,-0.345561,0.331138,-0.194272,0.100407,0.185458,-0.0379655,-0.0370348
0,-9.15483,-4.70998,0.00877488,-0.00102563,-0.329328,0.184347,-0.182016,0.0296716,0.137596,-0.119735,-0.125116
0,-18.2018,-4.74506,0.00842986,0.00236232,-0.305047,0.779664,-0.0972994,0.112829,0.127967,-0.0586164,-0.129328
0,-11.1771,-6.63214,0.0104166,0.00278128,-0.346388,0.425096,-0.0704439,0.0115508,0.2281,-0.0191546,-0.151696
0,-43.3506,-7.30961,0.0108862,0.00523113,-0.233441,0.219986,-0.0533532,0.0620932,0.148735,-0.0806832,-0.369503
0,-15.8732,-4.23601,0.0108548,0.00307536,-0.265637,0.372778,-0.0732075,0.0302,0.192488,-0.0253427,-0.122491
0,-17.4337,-5.31625,0.00894535,0.00140963,-0.387187,0.659136,-0.131572,0.0673271,0.250733,-0.0838394,-0.104866
0,-11.0591,-4.98786,0.00840098,0.00285466,-0.351824,0.240471,-0.178829,0.305681,0.114996,-0.213957,-0.239703
0,-9.75686,-3.61253,0.00813977,0.0015793,-0.282824,0.382433,-0.0892772,0.170454,0.237812,-0.0922961,-0.313669
0,-9.21893,-4.08831,0.0092699,0.000377646,-0.259044,0.276539,-0.116122,0.0216485,0.315569,-0.248244,-0.0793078
0,-10.5869,-2.91704,0.00897719,0.00321087,-0.33822,0.309051,-0.0545813,0.108349,0.183325,-0.0949577,-0.307199
0,-33.8063,-6.74508,0.00845564,0.0049424,-0.312795,0.162632,-0.698629,0.0294876,0.140594,-0.0331983,-0.116767
0,-11.6246,-4.83969,0.00686903,0.00360671,-0.26248,0.256393,-0.304076,0.0825279,0.330904,-0.0505145,-0.222168
0,-19.2908,-6.1344,0.00839716,0.000788602,-0.409549,0.436787,-0.115502,0.163855,0.186285,-0.0377627,-0.0940972
0,-10.6966,-4.70237,0.00682297,0.00416398,-0.233233,0.211976,-0.0950094,0.0736378,0.209693,-0.0796324,-0.0361594
0,-10.6222,-4.38884,0.00735051,0.00207236,-0.308021,0.234426,-0.0643711,0.0377781,0.0731909,-0.135463,-0.274366
0,-12.5452,-3.31688,0.00851211,0.00380382,-0.29837,0.46722,-0.397857,0.0687593,0.162783,-0.0981764,-0.124269
0,-7.84629,-2.8712,0.00871172,0.00374657,-0.3381,0.442726,-0.0650421,0.123068,0.261235,-0.055529,-0.113884
0,-8.25641,-1.77759,0.00763409,0.00234617,-0.309924,0.170398,-0.152825,0.137816,0.141496,-0.0879355,-0.12165
0,-11.0856,-5.31252,0.0105899,0.00387063,-0.37034,0.308234,-0.204982,0.0165837,0.198134,-0.152915,-0.202849
0,-12.2244,-3.2423,0.00817416,0.00374454,-0.278509,0.170729,-0.228056,0.217367,0.176831,-0.0486406,-0.140385
0,-22.1596,-9.06237,0.00990665,0.00381794,-0.298519,0.149006,-0.265313,0.00611625,0.134919,-0.132071,-0.0231715
0,-9.82709,-3.052,0.0083631,0.00218267,-0.343077,0.194405,-0.215258,0.228236,0.14291,-0.0581679,-0.159403
0,-9.61841,-2.37099,0.00832596,0.0014787,-0.340965,0.296642,-0.136927,0.0768788,0.124927,-0.0292454,-0.118211
0,-9.68786,-1.75849,0.00922035,0.00109796,-0.294098,0.320136,-0.0547546,0.0502983,0.138358,-0.0492712,-0.114895
0,-10.4072,-3.41539,0.00893112,0.00180682,-0.31031,0.435931,-0.0461899,0.0543149,0.224631,-0.0290705,-0.0578641
0,-11.7132,-3.41241,0.00935845,0.00286533,-0.255048,0.313181,-0.131353,0.271146,0.202964,-0.159054,-0.20262
0,-12.9822,-3.63343,0.00816604,0.00289053,-0.240127,0.134219,-0.166896,0.0376352,0.298039,-0.115331,-0.0529446
0,-10.1839,-4.1438,0.00740103,0.00328176,-0.321592,0.224843,-0.0943814,0.174384,0.0773907,-0.0725345,-0.0501116
0,-8.49044,-3.02446,0.0101661,0.000964946,-0.352283,0.277326,-0.118822,0.0894648,0.166398,-0.130243,-0.0513692
0,-9.18428,-2.47881,0.00770916,0.00207837,-0.307877,0.212351,-0.115609,0.141599,0.149722,-0.0810649,-0.0384345
0,-10.1284,-2.02003,0.00900988,0.00200897,-0.317522,0.256196,-0.0836628,0.0190416,0.214582,-0.0319703,-0.10986
0,-12.4917,-4.25527,0.00910498,0.00422368,-0.350962,0.111219,-0.214961,0.102549,0.157956,-0.0935495,-0.0773859
0,-8.38604,-3.19945,0.00905517,0.00124204,-0.329237,0.243174,-0.222193,0.116407,0.0845544,-0.103132,-0.174091
0,-11.5253,-2.79546,0.00940649,0.00307469,-0.263679,0.36026,-0.216056,0.0164271,0.253003,-0.0729549,-0.0772145
0,-10.7884,-2.74041,0.00835598,0.00109841,-0.33231,0.4176,-0.132052,0.0931545,0.109591,-0.0570858,-0.0727277
0,-15.788,-2.26107,0.00981502,0.00257556,-0.244814,0.245801,-0.149322,0.0251786,0.160784,-0.119315,-0.0556866
0,-9.43475,-3.95678,0.00848752,0.00535992,-0.312005,0.489313,-0.100817,0.113636,0.175974,-0.0815474,-0.142587
0,-19.8748,-8.28823,0.00844755,0.00385748,-0.202849,0.229105,-0.0318578,0.164253,0.0686589,-0.0287753,-0.0723643
0,-11.52,-4.14736,0.00900866,0.00550204,-0.355857,0.267224,-0.223292,0.0465585,0.207459,-0.0481604,-0.151145
0,-7.14094,-2.1334,0.00803121,0.00372001,-0.32231,0.370762,-0.132689,0.0471135,0.279417,-0.174907,-0.139701
0,-9.87677,-5.36908,0.00900914,-0.00147738,-0.324615,0.229983,-0.0968986,0.0426278,0.128465,-0.100142,-0.198644
0,-10.8021,-4.24479,0.00720729,0.00382487,-0.302988,0.196319,-0.155811,0.0261404,0.215572,-0.0182243,-0.114155
0,-12.5614,-5.08229,0.00791678,0.0034031,-0.316683,0.21238,-0.097688,0.242686,0.251574,-0.388066,-0.0455465
0,-13.3302,-6.73715,0.00860494,0.000725362,-0.229408,0.180735,-0.0205248,0.016895,0.177738,-0.0877015,-0.0505464
0,-9.77283,-5.4015,0.00918798,0.00252432,-0.376676,0.134171,-0.158404,0.0946036,0.234439,-0.246253,-0.0373163
0,-10.1762,-3.67599,0.009836,0.00116802,-0.390532,0.222458,-0.0533442,0.0394417,0.196464,-0.101982,-0.131052
0,-9.80045,-3.43389,0.00899229,0.000612054,-0.276496,0.136051,-0.099223,0.0596262,0.222682,-0.215983,-0.175151
0,-12.7931,-6.11613,0.00926692,0.00621221,-0.38451,0.219828,-0.0742087,0.0759914,0.142939,-0.146148,-0.145519
0,-17.2103,-3.79479,0.00939141,0.00249124,-0.307512,0.204339,-0.213918,0.0845433,0.244435,-0.505111,-0.136022
0,-15.8941,-5.87748,0.00816581,0.00157915,-0.316066,0.200575,-0.0470488,0.324279,0.140302,-0.334415,-0.0468149
0,-23.0451,-6.89991,0.0110129,0.00332566,-0.306434,0.323869,-0.27372,0.0222966,0.0720047,-0.0837563,-0.293143
0,-8.38333,-1.83332,0.00854568,0.00255108,-0.322405,0.3827,-0.0741874,0.046411,0.31234,-0.0657589,-0.161913
0,-9.26019,-1.20696,0.00927327,0.00244275,-0.313392,0.2132,-0.11792,0.0694528,0.193251,-0.199705,-0.0612785
0,-16.865,-2.64024,0.0105686,0.00250395,-0.276392,0.202235,-0.0564958,0.049912,0.155342,-0.0449759,-0.0635478
0,-23.1177,-4.25855,0.00954088,0.0033907,-0.237287,0.163115,-0.0495252,0.0473316,0.0746867,-0.0744868,-0.105086
0,-19.3571,-6.79288,0.00920912,0.00421372,-0.256446,0.174731,-0.158898,0.0203879,0.240741,-0.0262489,-0.0230585
0,-15.4675,-4.11853,0.010828,0.00333644,-0.316941,0.35507,-0.0743161,0.0325577,0.184679,-0.320931,-0.143086
0,-38.5293,-8.7016,0.0119701,0.00475019,-0.252914,0.276011,-0.0949053,0.0101451,0.155694,-0.252553,-0.127175
0,-16.2813,-6.66889,0.00834153,0.00135935,-0.241006,0.116991,-0.03452,0.0660007,0.258697,-0.0822791,-0.368819
0,-11.0375,-5.06416,0.00851616,0.00257194,-0.347054,0.263009,-0.104209,0.244585,0.103544,-0.153128,-0.0290517
0,-18.5234,-2.38219,0.00910381,0.0033133,-0.215221,0.214532,-0.160899,0.0685619,0.13827,-0.0637106,-0.101061
0,-12.5672,-8.34671,0.010663,0.000732541,-0.371042,0.17555,-0.108363,0.0217115,0.0782214,-0.235555,-0.303965
0,-13.8468,-2.69705,0.00828371,0.00293013,-0.304502,0.29094,-0.49107,0.0863679,0.137662,-0.106423,-0.103556
0,-9.0384,-7.86365,0.00901485,0.00443144,-0.430401,0.163257,-0.315242,0.0215796,0.200888,-0.180787,-0.0904233
0,-13.48,-6.56738,0.00724698,0.00407522,-0.245557,0.241382,-0.0138194,0.0548995,0.130887,-0.10686,-0.120678
0,-8.14853,-1.45242,0.00903524,0.00292824,-0.309975,0.217443,-0.104431,0.134114,0.273026,-0.173396,-0.114605
0,-8.9652,-2.02038,0.00936372,0.00347075,-0.307216,0.426092,-0.232803,0.0367299,0.208236,-0.119864,-0.10437
0,-26.8244,-8.17995,0.00757334,3.17342e-005,-0.337039,0.244859,-0.146128,0.470127,0.293046,-0.0251474,-0.206835
0,-10.2788,-5.57703,0.011281,0.00134502,-0.302314,0.392465,-0.227442,0.0390757,0.212491,-0.0231914,-0.124609
0,-12.6563,-8.01683,0.00831816,9.81132e-005,-0.295785,0.312803,-0.130618,0.0582424,0.0631832,-0.0116921,-0.0684995
0,-13.5878,-3.27095,0.00881708,0.0036107,-0.279264,0.285665,-0.172995,0.0467529,0.0734385,-0.1189,-0.0482438
0,-11.0508,-5.32795,0.00946679,0.00292406,-0.345445,0.510804,-0.144011,0.00765925,0.139568,-0.0620822,-0.108555
0,-37.288,-6.03064,0.00890479,0.00485762,-0.262422,0.145722,-0.0838712,0.0527957,0.189688,-0.621624,-0.0937843
0,-9.63523,-2.90124,0.0072553,0.00313597,-0.317272,0.360801,-0.0505055,0.127327,0.171848,-0.0420072,-0.0976121
0,-18.6944,-4.64639,0.0106659,0.00431994,-0.32777,0.21078,-0.0864327,0.0939185,0.0789036,-0.0766653,-0.0571204
0,-43.3181,-8.19844,0.00694215,0.000338756,-0.253367,0.250654,-0.989976,0.0284316,0.148592,-0.0914742,-0.0789661
0,-15.1666,-7.40117,0.0104527,0.000455659,-0.261616,0.223659,-0.285792,0.136745,0.291608,-0.339353,-0.282388
0,-10.8782,-2.86622,0.00934237,0.000552433,-0.32945,0.19544,-0.0906661,0.0895257,0.18273,-0.0345701,-0.061531
0,-8.01059,-3.21671,0.00890523,0.00386055,-0.283788,0.469933,-0.158723,0.070144,0.367347,-0.146617,-0.122048
0,-12.3548,-5.49573,0.00706897,0.00488862,-0.296541,0.102105,-0.0664269,0.107985,0.155297,-0.0872092,-0.108546
0,-10.4176,-3.39673,0.0100617,0.00261364,-0.313027,0.369705,-0.135742,0.00936257,0.180313,-0.0893641,-0.0934591
0,-22.2421,-8.06302,0.00973087,0.00204988,-0.187489,0.106307,-0.121581,0.0301256,0.412497,-0.208095,-0.0898205
0,-11.6378,-2.22235,0.00997301,0.00142414,-0.284935,0.158104,-0.186615,0.0587306,0.18591,-0.164011,-0.12106
0,-11.7621,-3.37676,0.00979693,0.00320974,-0.329432,0.338351,-0.142005,0.0119737,0.127709,-0.0544958,-0.0697838
0,-18.3071,-5.43049,0.00968152,0.00358477,-0.294866,0.166682,-0.0397267,0.0871273,0.112266,-0.0150966,-0.11306
0,-17.6393,-6.01687,0.00755859,0.00194192,-0.284467,0.217718,-0.132882,0.21117,0.640887,-0.105783,-0.197137
0,-13.0748,-6.14118,0.0070227,0.00512161,-0.289913,0.131335,-0.0536334,0.127241,0.118146,-0.209263,-0.0888218
0,-14.3359,-4.33259,0.00840684,0.00313876,-0.228456,0.145759,-0.0370032,0.184594,0.194102,-0.0886957,-0.100034
0,-13.183,-5.16189,0.00971309,0.00204483,-0.332895,0.128729,-0.0210772,0.0714681,0.157183,-0.167026,-0.132053
0,-23.767,-5.62495,0.0107804,0.00581182,-0.30315,0.227298,-0.0987318,0.0543529,0.178519,-0.0476261,-0.0431296
0,-27.9079,-6.42507,0.00914263,0.000251193,-0.276746,0.207544,-0.17211,0.0300284,0.14132,-0.70877,-0.0613221
0,-16.2247,-8.67416,0.00654961,4.64658e-005,-0.305105,0.427373,-0.396213,0.0284836,0.134195,-0.232971,-0.0358974
0,-11.3372,-2.44722,0.00863566,0.00230018,-0.289938,0.333662,-0.0753929,0.0412339,0.0937812,-0.049264,-0.217942
0,-12.8658,-4.66404,0.00830886,0.00178313,-0.343592,0.118116,-0.0401402,0.0387416,0.0892368,-0.0664479,-0.113041
0,-10.6897,-8.50943,0.00693803,0.000162317,-0.268772,0.0907983,-0.276988,0.0147061,0.251937,-0.125794,-0.0888634
0,-11.2036,-4.31241,0.00746813,0.00421064,-0.334647,0.203716,-0.0365744,0.0267462,0.161824,-0.157051,-0.214563
0,-11.4388,-5.90904,0.00905317,0.000401564,-0.371313,0.0887338,-0.129453,0.0439049,0.197014,-0.103091,-0.0869439
0,-18.6392,-6.02481,0.00975179,0.00394984,-0.298736,0.239665,-0.116437,0.0544456,0.0722289,-0.0131489,-0.14555
0,-8.5948,-2.62334,0.00884288,0.00254618,-0.242764,0.397486,-0.110232,0.147772,0.207526,-0.0409394,-0.122801
0,-11.8576,-3.4476,0.00748662,0.00121689,-0.294035,0.238024,-0.081887,0.0260089,0.425695,-0.0724465,-0.161223
0,-10.8605,-4.82831,0.00801363,0.00119214,-0.29694,0.196469,-0.0789292,0.0548216,0.0941481,-0.195659,-0.0265515
0,-24.7284,-5.96043,0.00907801,0.00476173,-0.257403,0.0980238,-0.0411034,0.0649024,0.161653,-0.165292,-0.159843
0,-11.9932,-3.1863,0.00899886,0.00275752,-0.327536,0.190669,-0.0897443,0.0728855,0.0614414,-0.0856435,-0.0791445
0,-24.0355,-5.36009,0.0102253,0.00540634,-0.288998,0.310474,-0.0557815,0.0973858,0.118619,-0.0668269,-0.268876
0,-11.8483,-3.75103,0.00984146,0.00294946,-0.266964,0.286247,-0.0539015,0.0674194,0.479289,-0.0757332,-0.1793
0,-14.4493,-4.83964,0.00952283,0.00415017,-0.318757,0.457499,-0.0390775,0.0413167,0.198718,-0.10146,-0.321111
0,-12.0396,-6.53253,0.00983775,0.00324837,-0.382297,0.275814,-0.129755,0.0371246,0.0817858,-0.0624501,-0.0244254
0,-25.8846,-7.76475,0.00693844,0.00480582,-0.260657,0.223108,-0.578136,0.0188487,0.157828,-0.212258,-0.052003
0,-9.49218,-2.30155,0.00837344,0.0028559,-0.335515,0.157352,-0.122674,0.0811865,0.368075,-0.0798893,-0.123834
0,-15.5007,-5.77583,0.00751599,0.00351588,-0.284378,0.720239,-0.0495191,0.0952998,0.297775,-0.0628311,-0.143652
0,-10.2401,-5.9529,0.00911827,0.00487827,-0.371372,0.61973,-0.0586479,0.0671856,0.258845,-0.0726359,-0.0815564
0,-12.7837,-7.05964,0.00904388,0.0049269,-0.397772,0.13329,-0.0594644,0.0388913,0.232858,-0.312244,-0.116634
0,-9.00481,-1.67909,0.00818757,0.0030129,-0.347246,0.397417,-0.0903454,0.051271,0.176327,-0.0641132,-0.0705413
0,-15.3395,-5.08856,0.00857253,0.00328479,-0.288341,0.295849,-0.265785,0.0832341,0.644508,-0.0772629,-0.18443
0,-13.4424,-3.02758,0.00880879,0.00287524,-0.258098,0.25246,-0.0824014,0.113871,0.0771754,-0.199209,-0.0986046
0,-11.5883,-3.39967,0.00917918,0.00130292,-0.260682,0.31075,-0.324736,0.0872497,0.116675,-0.217964,-0.112025
0,-6.66694,-2.0124,0.00874778,0.0035103,-0.340782,0.304107,-0.155377,0.117108,0.321399,-0.0903228,-0.0854282
0,-9.76339,-4.45061,0.00826537,0.000547622,-0.306288,0.237184,-0.270002,0.025184,0.152892,-0.0243487,-0.198146
0,-11.0065,-5.70242,0.00785293,0.00377952,-0.31398,0.428106,-0.0612539,0.00778114,0.212753,-0.0839881,-0.0421986
0,-17.4979,-4.14677,0.00812004,0.0030698,-0.292391,0.297282,-0.0577929,0.521996,0.169698,-0.0716491,-0.100904
0,-9.69723,-1.75169,0.00859098,0.00404495,-0.285956,0.269939,-0.138745,0.0692823,0.289358,-0.0404447,-0.0914236
0,-7.69376,-1.26564,0.0074871,0.00285933,-0.322988,0.28856,-0.127606,0.0465956,0.168085,-0.121632,-0.0633473
0,-8.58138,-0.589421,0.00917172,0.00275088,-0.280761,0.269665,-0.111512,0.0858396,0.231362,-0.133312,-0.0914325
0,-13.1594,-6.29358,0.00886626,0.00248692,-0.244021,0.392289,-0.0862663,0.0670634,0.0770621,-0.0441321,-0.0230627
0,-22.3196,-3.8394,0.00934042,0.00389812,-0.216351,0.197489,-0.229294,0.060358,0.204223,-0.0331914,-0.121153
0,-10.844,-3.63094,0.00818216,0.00337053,-0.369538,0.437601,-0.0728137,0.0466967,0.139443,-0.0377452,-0.161596
0,-12.6102,-5.69147,0.0093171,0.00140784,-0.315219,0.370089,-0.0462407,0.0145348,0.149276,-0.0166806,-0.0661784
0,-12.5693,-3.69372,0.00897709,0.00149975,-0.233938,0.302484,-0.138163,0.0520923,0.0813997,-0.034323,-0.119788
0,-18.4226,-3.88788,0.00865368,0.00425131,-0.257775,0.261531,-0.421138,0.120859,0.230479,-0.0515536,-0.150548
0,-13.6153,-5.14731,0.00848936,0.00375134,-0.296911,0.64661,-0.112538,0.0528237,0.110139,-0.055663,-0.0373812
0,-9.74774,-1.74717,0.00846825,0.00283512,-0.2727,0.356492,-0.0980645,0.0341728,0.183725,-0.0377857,-0.060934
0,-11.4014,-2.87632,0.0104094,0.00193026,-0.278959,0.293788,-0.215774,0.0224208,0.231992,-0.106371,-0.0587857
0,-16.7409,-2.60778,0.00906605,0.00314604,-0.267525,0.179891,-0.0887586,0.0255465,0.0895158,-0.142621,-0.0741398
0,-9.65107,-3.08834,0.00922059,0.00199945,-0.272727,0.393724,-0.072115,0.185133,0.136517,-0.154139,-0.200237
0,-11.0148,-4.42194,0.0086967,0.0047906,-0.332522,0.313983,-0.0345357,0.162494,0.116915,-0.0532211,-0.0995137
0,-12.2729,-7.3831,0.00754187,0.00156678,-0.240517,0.21169,-0.0249597,0.12364,0.0708844,-0.205072,-0.0522909
0,-11.7689,-4.36081,0.00854279,0.00386611,-0.382432,0.169487,-0.0979157,0.0432714,0.419775,-0.0684907,-0.0770147
0,-9.76892,-4.44041,0.00769219,0.00350573,-0.331182,0.376096,-0.179945,0.24105,0.396569,-0.0736217,-0.103608
0,-41.8822,-9.284,0.00735961,0.0040358,-0.24941,0.353231,-0.821714,0.0222161,0.0685391,-0.179569,-0.0993472
0,-10.7376,-3.01183,0.00852246,0.000942163,-0.224833,0.292218,-0.0826867,0.0269483,0.119229,-0.0655473,-0.107261
0,-14.3567,-5.05693,0.0077796,0.00103488,-0.268493,0.169776,-0.0430833,0.106093,0.163129,-0.427331,-0.0777311
0,-12.0747,-4.75862,0.00802617,0.000773479,-0.245184,0.174283,-0.356454,0.0261431,0.141424,-0.182624,-0.162907
0,-11.8294,-4.60185,0.0079343,7.34748e-005,-0.286913,0.308816,-0.0266538,0.0476537,0.187816,-0.037688,-0.102376
0,-8.40156,-2.09632,0.00800818,0.00380199,-0.358103,0.173393,-0.106033,0.0524926,0.232379,-0.122491,-0.100212
0,-19.5254,-7.43306,0.010633,0.00415625,-0.321889,0.114006,-0.0316781,0.0263385,0.393945,-0.153727,-0.105327
0,-11.9029,-3.85361,0.0100237,0.00148309,-0.250001,0.268158,-0.0373735,0.0856917,0.193708,-0.07758,-0.0405374
0,-9.73069,-3.99,0.00949061,0.00359987,-0.393188,0.187758,-0.0700138,0.101907,0.220315,-0.0883608,-0.206062
0,-15.0008,-7.30302,0.00901231,0.00273592,-0.336061,0.19712,-0.0581237,0.00648251,0.48697,-0.0980998,-0.252089
0,-7.89969,-2.93867,0.00745356,0.00300802,-0.319002,0.231487,-0.303905,0.166576,0.206745,-0.123452,-0.152562
0,-8.25305,-3.21634,0.00664804,0.0023488,-0.30483,0.160573,-0.258667,0.0774089,0.216315,-0.0777283,-0.136706
0,-10.3038,-3.57508,0.00869731,0.00119887,-0.371293,0.15253,-0.228122,0.0626574,0.225365,-0.0559384,-0.0646103
0,-12.0351,-5.51257,0.00758249,0.000903486,-0.378722,0.159908,-0.248002,0.0512901,0.253439,-0.139728,-0.0413464
0,-14.7326,-7.06665,0.00992235,0.00168431,-0.229399,0.400115,-0.348544,0.0316611,0.437198,-0.244344,-0.0583787
0,-14.2044,-3.67703,0.00685264,0.000861392,-0.348055,0.218855,-0.0795794,0.12522,0.228509,-0.102171,-0.063705
